,bn,bs,sn,ss,sst,sal,po4,prey,fe,mld,lat,upwelling,stratification
37,1.5499e-10,5.872252e-11,4.2621642e-11,2.0546197e-11,-1.3261923,34.187725,9.93798e-07,0.10993845,2.5749902e-10,77.283936,66.44353539051718,1,5.0429907e-07
38,1.4156801e-10,5.4896965e-11,3.7870443e-11,1.6869426e-11,-1.2770727,34.200584,9.3654035e-07,0.10329636,2.41699e-10,83.079544,66.44353539051718,1,1.8094865e-07
39,1.880099e-10,7.332847e-11,4.5699902e-11,2.1637284e-11,-1.0516756,34.259274,1.0321265e-06,0.13032915,2.6892455e-10,87.0381,66.44353539051718,1,1.00081024e-07
40,1.8384628e-09,7.4439377e-10,1.1252549e-10,6.201211e-11,-0.011305846,34.447414,1.2394789e-06,0.26830718,3.2267317e-10,159.286,66.44353539051718,1,6.8974504e-07
41,6.4790466e-09,2.8464129e-09,1.3854037e-10,7.370633e-11,0.53838986,34.534164,1.3948527e-06,0.24091168,3.620273e-10,209.33464,66.44353539051718,1,4.1758642e-07
42,4.603437e-09,1.9760857e-09,1.281181e-10,6.94988e-11,0.4574834,34.555614,1.4335267e-06,0.22994901,3.6722136e-10,244.41512,66.44353539051718,1,2.6055204e-08
43,4.2302193e-09,1.822271e-09,1.2503518e-10,6.8157285e-11,0.2838581,34.569363,1.5002274e-06,0.22880344,3.7930958e-10,269.3819,66.44353539051718,1,-1.669913e-07
44,1.6157962e-08,3.2897212e-09,1.2367794e-10,6.865947e-11,-0.23057021,34.558178,1.5802892e-06,0.21051861,3.9746997e-10,282.05698,66.44353539051718,1,-1.0387837e-06
45,4.9328786e-10,1.8031726e-10,6.72016e-11,3.824599e-11,-0.90374154,34.498558,1.4811328e-06,0.18877997,3.6443806e-10,84.00883,66.44353539051718,1,-6.825883e-07
46,2.531068e-10,9.208365e-11,4.5342032e-11,2.0332309e-11,-1.2290319,34.454388,1.4362519e-06,0.14140174,3.4988054e-10,85.21772,66.44353539051718,1,-4.768397e-07
47,2.2794565e-10,8.2156594e-11,4.192996e-11,1.7333456e-11,-1.3226757,34.431263,1.429372e-06,0.13016368,3.4707975e-10,85.87059,66.44353539051718,1,-3.4074992e-07
48,1.8826118e-10,6.856112e-11,3.871254e-11,1.5807832e-11,-1.3935387,34.412983,1.4181353e-06,0.11753204,3.429321e-10,86.67253,66.44353539051718,1,-3.7133702e-07
49,2.1042358e-10,7.6255384e-11,4.1150625e-11,1.6906592e-11,-1.3780339,34.394577,1.3895914e-06,0.12778963,3.3459344e-10,87.31597,66.44353539051718,1,-2.3740296e-07
50,2.0034563e-10,7.29088e-11,4.0141456e-11,1.6667298e-11,-1.3041298,34.408085,1.4301512e-06,0.12142864,3.4686037e-10,88.83195,66.44353539051718,1,-2.402495e-07
51,2.367914e-10,8.748728e-11,4.561498e-11,2.1804884e-11,-1.1961677,34.426613,1.4240177e-06,0.13871875,3.457454e-10,90.59322,66.44353539051718,1,-1.6804336e-07
52,6.052509e-10,2.321039e-10,6.686804e-11,3.4487902e-11,-0.82962495,34.467632,1.4328334e-06,0.19647877,3.497042e-10,154.49866,66.44353539051718,1,9.7366865e-08
53,9.115108e-09,2.8165836e-09,1.3543057e-10,7.91964e-11,-0.46281153,34.50902,1.5392275e-06,0.30238077,3.8506276e-10,149.9893,66.44353539051718,1,2.1922085e-07
54,8.782253e-09,2.8554201e-09,1.3794615e-10,8.0097116e-11,-0.39266327,34.525837,1.5545785e-06,0.3047772,3.916864e-10,144.4305,66.44353539051718,1,-5.5522855e-07
55,3.8742862e-10,1.4272998e-10,5.6725825e-11,2.8686373e-11,-0.83944124,34.495052,1.4184449e-06,0.17652573,3.4824457e-10,236.99149,66.44353539051718,0,-7.8956464e-07
56,1.6073581e-10,5.818269e-11,3.6713323e-11,1.6226607e-11,-1.4317114,34.4086,1.3014732e-06,0.1042505,3.1656497e-10,93.98985,66.44353539051718,0,-4.324814e-07
57,8.710467e-11,2.4396807e-11,1.8176013e-11,8.31534e-13,-1.7426013,34.34206,1.3214202e-06,0.021316754,3.272233e-10,82.13166,66.44353539051718,0,-1.9510772e-07
58,7.638729e-11,1.9972936e-11,1.6660657e-11,3.4627493e-16,-1.8016714,34.32614,1.3936391e-06,5.514825e-07,3.578152e-10,77.15871,66.44353539051718,1,-1.4568882e-07
59,5.6119987e-11,1.4599294e-11,4.2028138e-13,2.1596324e-29,-1.8138227,34.326733,1.4470525e-06,7.255047e-08,3.8407036e-10,89.8564,66.44353539051718,0,7.77822e-08
60,5.585837e-11,1.44522545e-11,1.1780826e-11,1.8138653e-19,-1.8066796,34.33623,1.4771789e-06,7.992128e-08,4.00314e-10,76.680725,66.44353539051718,1,-1.2019166e-07
61,5.1330534e-11,0.0,1.456288e-11,0.0,-1.8153905,34.340855,1.5486395e-06,5.7075844e-08,4.2906123e-10,79.4145,66.44353539051718,0,-1.2470016e-07
62,5.056638e-11,0.0,1.5512587e-12,2.053e-42,-1.8178961,34.34941,1.5880789e-06,6.17024e-08,4.4377588e-10,76.68448,66.44353539051718,1,-1.5008914e-07
