,dbn,dbs,dsn,dss,dsst,dsal,dpo4,dchl,dfe
1137,0.03461373,0.012281001,0.028176188,2.9013833e-11,5.0384827,0.65690994,2.0422677e-07,0.05986333,-1.2486057e-10
1138,0.027924098,0.022314098,0.03184554,2.7418172e-11,5.300521,0.5651169,1.4836677e-07,0.03759125,-1.356984e-10
1139,0.011472024,0.0032950111,0.022896975,2.853593e-11,4.7141867,0.38072205,2.5041643e-08,-0.0008317232,-1.8184709e-10
1140,-0.0031180703,2.7898256e-10,0.018435394,2.6400028e-11,4.068327,0.07923508,-7.187564e-08,-0.03738478,-2.1549967e-10
1156,0.053986095,3.3783643e-10,0.051995546,3.8782616e-11,4.9545493,-0.90506744,-1.1393752e-08,-0.028041795,-4.5421306e-10
1157,0.06956373,0.069212034,0.07389785,3.735357e-11,4.8979616,-0.90190506,3.64586e-08,0.00049862266,-5.1873866e-10
1158,-0.05936762,0.024472166,-0.008089103,2.7716947e-11,4.632327,-1.0851173,-1.9739423e-07,-0.09104182,-5.4474e-10
1159,-0.029491715,0.059264336,0.020255804,4.26182e-11,5.6879644,-1.112587,-1.7023459e-07,-0.103548825,-5.632893e-10
1160,0.014222458,0.06334445,0.034511436,3.632479e-11,4.0795693,-1.0334282,-9.3076395e-08,-0.031700104,-5.395181e-10
1161,0.1446284,0.079847336,0.108087964,4.6788524e-11,3.6571825,-0.6346626,2.0547989e-07,0.15188749,-5.2940397e-10
1162,0.11567997,0.03388163,0.085325435,4.9779944e-11,4.736719,-0.13027954,1.8171322e-07,0.1847504,-6.1478483e-10
1163,0.086367786,2.1371505e-09,0.06345287,5.3491e-11,5.3963804,0.12592697,1.7042059e-07,0.1796521,-6.566446e-10
1164,9.994833e-11,7.492631e-11,1.0642366e-10,4.13767e-11,5.375328,0.35934448,4.0611393e-08,0.09976416,-7.8137885e-10
1172,0.15580365,0.0016763762,0.106552504,4.481732e-11,7.1747394,0.6444435,5.454989e-07,0.09825742,-2.0677349e-11
1173,0.087239325,0.0047188736,0.104161866,2.9242313e-11,6.569397,0.5392418,2.842029e-07,0.06524202,-1.0793022e-10
1174,0.017969131,9.388344e-09,0.031678982,5.075898e-12,5.6027455,0.44694138,1.940896e-07,0.012008429,-1.251686e-10
1175,-0.0963134,-9.189838e-10,-0.054915328,1.0675294e-11,3.0863612,-0.3762207,-1.667565e-07,-0.092801824,-2.7376812e-10
1176,-0.03858422,-7.3438083e-10,-0.017236874,-1.4632563e-11,1.5227146,-1.3232346,-1.7060036e-07,-0.16909304,-2.7015673e-10
1195,0.11330525,1.0647797e-09,0.05670542,4.524028e-11,3.6516197,-0.60821533,1.6580445e-07,-0.032034308,-4.5095463e-10
1196,0.121539205,1.0369456e-09,0.06314828,3.6409126e-11,3.5055768,-0.8790169,2.2740949e-08,-0.06525692,-4.764337e-10
1208,0.10215785,4.6109023e-09,0.051801216,4.2922405e-11,5.9607506,0.4170227,2.7722604e-07,0.0047515035,-1.3587703e-10
1209,0.121860825,3.8464805e-09,0.07882359,4.775344e-11,6.285121,0.27518845,1.0358664e-07,-0.061286986,-1.716483e-10
1210,0.018835451,2.602905e-10,0.001964123,4.2487805e-11,3.9648302,-0.40715408,-8.148821e-08,-0.08207473,-2.5305358e-10
1211,-7.553458e-10,-4.779812e-11,-2.701622e-10,2.1139205e-11,1.4658185,-1.3915558,-2.581777e-07,-0.25614113,-3.9502657e-10
1212,-0.08580213,-3.041795e-10,-0.018949216,-2.2130874e-12,0.89103174,-1.3151512,-2.6506186e-07,-0.18577625,-3.6599807e-10
1247,-8.2304934e-11,-1.0669285e-11,-4.2874253e-11,-9.015219e-13,0.5719748,-1.7097855,-1.0383771e-07,-0.17374319,-4.329753e-10
1248,-2.7999478e-11,1.3538858e-12,-5.0829063e-12,2.989397e-12,0.5651834,-1.4460869,-7.386279e-08,-0.038588434,-4.0239484e-10
1249,-7.480576e-11,-7.19581e-12,-2.9342757e-11,1.8172842e-12,0.76816463,-1.3038406,-1.07547855e-07,-0.057985187,-3.985584e-10
1250,-1.2139575e-10,-1.4700829e-11,-4.5212778e-11,7.061808e-13,0.8454945,-1.1300888,-1.1746423e-07,-0.06473136,-3.970747e-10
1284,3.071199e-11,4.192563e-12,1.1695596e-11,8.0259286e-13,0.296893,-1.1789589,7.242985e-08,0.0342398,-3.3249592e-10
1285,1.6440022e-10,1.5772262e-11,8.150939e-11,7.1887774e-12,0.43179238,-1.0968704,9.0393286e-08,0.11843604,-3.062045e-10
1286,8.5765756e-11,8.4391105e-12,4.0633837e-11,3.0798506e-12,0.42419434,-1.3441086,3.816939e-08,0.13121888,-3.4242614e-10
