,bn,bs,sn,ss,sst,sal,po4,prey,fe,mld,light,stratification
866,0.0,0.0,3.2173434e-11,5.8525164e-11,28.979618,34.075912,3.0335947e-09,1.6224563e-10,3.73894e-11,82.623856,295.36856,3.9525509e-07
867,0.0,0.0,2.6652562e-11,4.762048e-11,29.291822,34.29575,2.5317597e-09,1.0645061e-10,2.7302778e-11,83.11114,295.36856,7.927832e-07
868,0.0,0.0,2.7823506e-11,4.982127e-11,28.925968,34.460114,2.667421e-09,1.189549e-10,2.9195868e-11,83.669586,295.36856,8.71082e-07
869,0.0,0.0,2.9872802e-11,5.3683533e-11,28.392014,34.579662,2.930472e-09,1.6883758e-10,3.5367514e-11,84.3098,295.36856,1.1053588e-06
870,0.0,0.0,3.286434e-11,5.9463066e-11,27.83698,34.648888,3.2944845e-09,3.378653e-10,3.6933852e-11,84.92765,295.36856,1.4781275e-06
871,0.0,0.0,3.5752772e-11,6.5223306e-11,27.262928,34.721134,3.629864e-09,6.1900574e-10,3.31008e-11,85.16495,295.36856,1.5819058e-06
872,0.0,0.0,3.739448e-11,6.8446054e-11,26.72104,34.77236,3.8473886e-09,0.00039036013,3.0944972e-11,84.83787,295.36856,1.2444025e-06
873,0.0,0.0,3.6550044e-11,6.6724494e-11,26.327742,34.789265,3.768593e-09,1.9643183e-08,2.9674454e-11,83.54266,295.36856,5.3952283e-07
874,0.0,0.0,4.0121417e-11,7.312937e-11,25.827442,34.80443,4.2215853e-09,0.0054963063,3.0543967e-11,85.15606,295.36856,1.1867754e-06
875,0.0,0.0,4.19873e-11,7.5677235e-11,25.244925,34.785904,4.636749e-09,0.010770824,3.5874817e-11,87.24254,295.36856,1.5776181e-06
876,0.0,0.0,3.4220817e-11,6.1315064e-11,24.894066,34.824326,3.80457e-09,5.5991184e-10,4.406538e-11,85.217606,295.36856,1.4089793e-06
877,0.0,0.0,2.854708e-11,5.034638e-11,24.805494,34.902702,3.1577163e-09,1.6513133e-10,5.948e-11,83.574585,295.36856,1.0870494e-06
878,0.0,0.0,3.0887286e-11,5.5490657e-11,26.231161,35.335262,3.2228997e-09,1.6000859e-10,5.3736238e-11,65.376076,295.36856,5.78966e-07
880,0.0,0.0,3.1996555e-11,5.8106884e-11,27.491554,35.82486,3.2086507e-09,1.6542943e-10,5.420335e-10,58.11238,295.36856,-2.2252476e-07
881,0.0,0.0,2.9169334e-11,5.2154375e-11,26.967451,35.56649,2.9504752e-09,1.3359508e-10,5.1229615e-10,82.301636,295.36856,6.489932e-07
882,0.0,0.0,4.18673e-11,7.738362e-11,26.807636,35.71608,4.149344e-09,0.006001945,4.890124e-10,82.57721,295.36856,-5.5350955e-07
883,0.0,0.0,2.6679398e-11,4.7292427e-11,26.84133,35.821476,2.7085942e-09,1.0971527e-10,4.7621923e-10,83.98185,295.36856,1.2794374e-06
884,0.0,0.0,2.600208e-11,4.5976542e-11,26.647099,35.938484,2.6619034e-09,1.0564626e-10,4.8629273e-10,83.70291,295.36856,1.4584526e-06
885,0.0,0.0,2.5023721e-11,4.399567e-11,26.140074,36.210438,2.6412519e-09,1.09169826e-10,5.564999e-10,84.00892,295.36856,1.3968789e-06
886,0.0,0.0,2.5359114e-11,4.4483205e-11,25.521948,36.452095,2.7399814e-09,1.1824718e-10,6.668998e-10,84.15543,295.36856,1.4113497e-06
887,0.0,0.0,2.7872371e-11,4.9200588e-11,24.973259,36.52242,2.9995064e-09,1.2451025e-10,8.0454887e-10,83.464874,295.36856,5.171071e-07
888,0.0,0.0,4.5074392e-11,8.4023864e-11,27.06485,36.06492,4.3826076e-09,0.01020104,7.545675e-10,71.7486,295.36856,-2.0898526e-07
896,0.0,0.0,9.118084e-11,1.9519751e-10,28.47513,35.647488,8.177253e-09,0.041959256,9.89557e-10,55.196465,295.36856,2.5662172e-07
902,0.0,0.0,2.8366936e-11,5.0753714e-11,28.192455,33.908268,2.7849119e-09,1.2385468e-10,5.2410274e-11,74.938034,282.73257,2.0572733e-07
903,0.0,0.0,2.9799867e-11,5.328113e-11,28.804314,34.308464,3.0165845e-09,3.5484152e-10,3.4580623e-11,75.77169,282.73257,1.0938154e-06
904,0.0,0.0,3.9895365e-11,7.049215e-11,28.660053,34.46087,5.7517626e-09,0.012923933,4.5077667e-11,86.215805,282.73257,1.1661103e-06
905,0.0,0.0,3.375223e-11,5.907157e-11,28.101723,34.460102,4.4556994e-09,0.006058777,6.5115205e-11,89.810425,282.73257,1.3808074e-06
906,0.0,0.0,2.605982e-11,4.602313e-11,27.58252,34.42012,2.6949136e-09,1.5798116e-10,7.112334e-11,83.570015,282.73257,1.1823481e-06
907,0.0,0.0,2.5667144e-11,4.5205867e-11,26.690294,34.493523,2.6599287e-09,1.1306281e-10,6.752963e-11,83.65899,282.73257,1.093462e-06
908,0.0,0.0,3.0253692e-11,5.364841e-11,25.995811,34.579174,3.253707e-09,2.726527e-10,6.0969264e-11,84.75332,282.73257,1.0476579e-06
909,0.0,0.0,3.5076664e-11,6.254384e-11,25.529934,34.616116,4.037483e-09,0.0007474749,5.6842413e-11,85.64811,282.73257,1.1260556e-06
910,0.0,0.0,4.607063e-11,7.9704944e-11,24.963467,34.6582,7.2505455e-09,0.02256632,5.597649e-11,92.1848,282.73257,9.54358e-07
911,0.0,0.0,4.026539e-11,6.94514e-11,24.406843,34.60731,5.71565e-09,0.014731573,5.904003e-11,89.26434,282.73257,1.1048462e-06
912,0.0,0.0,2.6650885e-11,4.6515677e-11,23.982517,34.604164,2.9957363e-09,1.247587e-10,6.521044e-11,83.7691,282.73257,1.1381144e-06
913,0.0,0.0,2.7523988e-11,4.806312e-11,23.664652,34.62282,3.1387732e-09,1.3802356e-10,6.973339e-11,83.27201,282.73257,7.7649077e-07
914,0.0,0.0,3.7666488e-11,6.859788e-11,25.146368,35.145184,4.062259e-09,0.0007280388,5.7584434e-11,59.27842,282.73257,-2.9250188e-07
916,0.0,0.0,2.5346504e-11,4.4640912e-11,26.756132,35.49786,2.7217355e-09,1.2919518e-10,5.5254723e-10,57.55707,282.73257,1.0516117e-06
917,0.0,0.0,3.7374544e-11,6.590703e-11,26.146772,35.607327,4.5410755e-09,0.007673568,5.2549953e-10,77.72098,282.73257,8.615087e-07
918,0.0,0.0,3.6328024e-11,6.4028526e-11,26.396353,35.78368,4.3599315e-09,0.0061755786,5.0198257e-10,86.369064,282.73257,1.5849404e-06
919,0.0,0.0,3.985418e-11,6.8421546e-11,26.471716,35.90458,5.7330096e-09,0.016587535,5.032482e-10,100.13043,282.73257,1.0109243e-06
920,0.0,0.0,3.278514e-11,5.621574e-11,26.216597,36.05161,4.4564565e-09,0.0065177116,5.348098e-10,100.19184,282.73257,1.0800268e-06
921,0.0,0.0,2.7662745e-11,4.6928003e-11,25.58157,36.140667,3.952083e-09,2.8276737e-08,5.777968e-10,90.6555,282.73257,1.1452266e-06
922,0.0,0.0,2.5916488e-11,4.448479e-11,24.767168,36.306355,3.1619256e-09,6.270629e-10,6.3509975e-10,85.72575,282.73257,1.1609407e-06
923,0.0,0.0,2.916797e-11,4.9913837e-11,24.024128,36.591557,3.847465e-09,4.3299364e-09,8.082762e-10,89.68462,282.73257,9.4613176e-07
924,0.0,0.0,2.9702463e-11,5.294908e-11,25.797865,36.535473,3.1219753e-09,1.4017136e-10,9.49005e-10,65.409004,282.73257,3.8977532e-08
932,0.0,0.0,1.3259879e-10,0.007904886,30.132805,35.42252,9.343469e-09,0.05114713,1.0129413e-09,35.263763,282.73257,-6.8938994e-07
938,2.2621544e-11,0.0,2.8249533e-10,0.03519238,26.901178,34.005363,1.5841476e-08,0.096651286,6.169498e-11,65.55116,268.4477,-3.0777207e-06
939,0.0,0.0,3.114365e-11,5.658475e-11,29.12776,34.247284,3.080206e-09,1.9399654e-10,4.3835272e-11,39.041016,268.4477,9.827148e-07
940,0.0,0.0,2.943141e-11,5.305304e-11,29.179857,34.379253,2.9896554e-09,3.1587907e-10,4.824009e-11,43.043606,268.4477,8.0363225e-07
941,0.0,0.0,2.6582354e-11,4.7442873e-11,28.903149,34.33841,2.7031006e-09,1.6291515e-10,6.303221e-11,46.02439,268.4477,9.15141e-07
942,0.0,0.0,2.4132404e-11,4.2915428e-11,28.832731,34.2446,2.4385245e-09,9.599975e-11,7.4966706e-11,28.467915,268.4477,8.529968e-07
943,0.0,0.0,2.7665677e-11,4.921391e-11,26.890638,34.28594,2.8879283e-09,1.3146288e-10,7.8950714e-11,46.26197,268.4477,9.475739e-07
944,0.0,0.0,3.0785048e-11,5.501222e-11,25.863623,34.3202,3.2880578e-09,1.7574038e-10,7.755024e-11,53.012947,268.4477,1.1186664e-06
945,0.0,0.0,2.9640696e-11,5.271654e-11,25.599133,34.332565,3.174605e-09,1.4750219e-10,7.684633e-11,53.48834,268.4477,9.160511e-07
946,0.0,0.0,2.7755897e-11,4.8809606e-11,24.84321,34.4076,3.0250595e-09,1.2805308e-10,7.502288e-11,69.722404,268.4477,1.0934864e-06
947,0.0,0.0,2.9637477e-11,5.206811e-11,23.865864,34.321213,3.316087e-09,1.5141738e-10,7.4732505e-11,82.58414,268.4477,8.824452e-07
948,0.0,0.0,3.2593175e-11,5.729731e-11,22.874126,34.332355,3.860647e-09,2.9378971e-10,7.425987e-11,82.9851,268.4477,8.833705e-07
949,0.0,0.0,3.402432e-11,5.96333e-11,22.348219,34.352337,4.2150523e-09,7.7900814e-10,7.225244e-11,83.13541,268.4477,8.614716e-07
950,0.0,0.0,7.296306e-11,1.3547086e-10,24.191181,34.84788,7.665848e-09,0.042369496,6.2133104e-11,42.98469,268.4477,-1.3511925e-06
952,0.0,0.0,2.1496726e-11,3.754075e-11,26.319647,34.699863,2.2676294e-09,7.6877706e-11,5.5849847e-10,46.161716,268.4477,3.8304603e-07
953,0.0,0.0,3.1714676e-11,5.6890496e-11,26.076107,35.233753,3.32248e-09,1.7026827e-10,5.3250315e-10,50.215225,268.4477,-1.0451531e-07
954,0.0,0.0,3.0057852e-11,5.3886045e-11,26.974112,35.69484,3.1103917e-09,1.4936229e-10,5.117568e-10,39.778793,268.4477,9.0835164e-07
955,0.0,0.0,2.7163286e-11,4.7903858e-11,26.878696,35.867584,2.968439e-09,2.612918e-10,5.126071e-10,49.938442,268.4477,8.140667e-07
956,0.0,0.0,2.565605e-11,4.4685367e-11,26.612228,35.975616,2.9449718e-09,4.8460125e-10,5.3795846e-10,57.092278,268.4477,7.505004e-07
957,0.0,0.0,1.8878883e-11,3.280478e-11,25.783684,36.00439,2.066518e-09,6.591589e-11,5.551635e-10,60.94371,268.4477,8.052639e-07
958,0.0,0.0,2.1595675e-11,3.742914e-11,24.505144,36.09325,2.3762683e-09,8.016298e-11,5.732698e-10,73.602005,268.4477,8.676299e-07
959,0.0,0.0,3.2397415e-11,5.3620386e-11,23.104578,36.404476,5.548173e-09,0.009532264,6.9244216e-10,96.47134,268.4477,5.8273247e-07
960,0.0,0.0,2.4560487e-11,4.2462537e-11,23.946045,36.65654,2.8544547e-09,1.2547904e-10,9.064877e-10,69.34886,268.4477,3.7495337e-07
975,0.0,0.0,8.258878e-11,1.5288765e-10,27.033861,34.212917,1.6937737e-08,0.055931937,7.5814036e-11,104.49642,252.57526,4.9963046e-06
976,0.0,0.0,8.7006194e-11,1.6360298e-10,26.707895,34.364727,1.4434463e-08,0.06129605,7.223447e-11,123.70605,252.57526,5.336362e-07
977,0.0,0.0,8.5916434e-11,1.5967672e-10,25.846346,34.38077,1.2854687e-08,0.06397756,7.781181e-11,121.0552,252.57526,4.2160997e-07
978,0.0,0.0,8.607192e-11,1.6596234e-10,25.0742,34.370365,1.06152305e-08,0.058832143,7.9168e-11,91.004105,252.57526,9.373135e-07
979,0.0,0.0,7.812204e-11,1.4412059e-10,24.329062,34.348602,1.0154092e-08,0.053254206,8.0990166e-11,78.99623,252.57526,9.804558e-07
980,0.0,0.0,7.1392635e-11,1.2829741e-10,23.75521,34.322147,8.770068e-09,0.046960097,8.0301724e-11,65.962265,252.57526,7.137939e-07
981,0.0,0.0,5.600801e-11,9.9159576e-11,23.547836,34.294662,6.4984196e-09,0.030323882,7.791399e-11,59.258064,252.57526,5.1220394e-07
982,0.0,0.0,4.3047566e-11,7.720044e-11,23.994598,34.240417,4.883433e-09,0.012261854,7.6368356e-11,40.798073,252.57526,6.9614526e-07
983,0.0,0.0,4.0003407e-11,7.177982e-11,23.977442,34.16226,4.5449617e-09,0.0067620683,7.5233354e-11,38.945576,252.57526,6.8590396e-07
984,0.0,0.0,4.951907e-11,8.507003e-11,21.718836,34.208263,6.2928582e-09,0.028526865,7.7701234e-11,81.90815,252.57526,9.186808e-07
985,0.0,0.0,4.1423406e-11,7.180038e-11,21.050745,34.182796,5.229991e-09,0.014419694,7.346848e-11,80.48233,252.57526,-2.5961094e-07
986,0.0,0.0,5.075459e-11,8.526568e-11,22.55204,34.781822,7.478539e-09,0.030226165,7.586285e-11,59.81344,252.57526,3.8701972e-07
990,0.0,0.0,5.6162207e-11,1.0270928e-10,25.85078,35.74312,5.766362e-09,0.02508708,5.0608145e-10,55.87982,252.57526,2.9421358e-08
991,0.0,0.0,6.441854e-11,1.129471e-10,25.354149,35.87192,9.804438e-09,0.04381273,5.177711e-10,86.65443,252.57526,6.935355e-07
992,0.0,0.0,4.8156097e-11,8.312895e-11,25.046427,35.92856,6.7798815e-09,0.028385261,5.2727983e-10,74.56921,252.57526,6.8026714e-07
993,0.0,0.0,2.8910043e-11,5.0911185e-11,25.258934,35.91499,3.2774936e-09,2.5982164e-10,5.3032473e-10,40.89497,252.57526,5.8234224e-07
994,0.0,0.0,2.6064458e-11,4.544303e-11,24.335878,35.9423,2.9390759e-09,1.16103106e-10,5.3208565e-10,43.673283,252.57526,4.6445538e-07
995,0.0,0.0,3.27842e-11,5.526542e-11,22.3183,36.13966,4.8234394e-09,0.0046752216,5.6976174e-10,81.99828,252.57526,5.3927295e-07
996,0.0,0.0,3.346993e-11,5.4488296e-11,21.75179,36.31544,6.2380097e-09,0.013221206,6.8217193e-10,94.09129,252.57526,-4.9769596e-08
999,0.0,0.0,7.508703e-12,1.2625087e-11,24.341795,37.535904,9.927842e-10,2.0289175e-11,1.6975767e-09,41.626274,252.57526,-1.0416136e-07
1000,0.0,0.0,7.0396054e-12,1.1589987e-11,23.350655,37.940018,1.1197242e-09,2.6096436e-11,1.8468675e-09,70.43306,252.57526,1.2120972e-06
1011,1.02290815e-10,1.071039e-11,0.010288081,0.045440275,25.430246,34.19727,3.6135347e-08,0.12644254,8.223767e-11,59.004894,235.1828,-4.049259e-07
1012,1.42004455e-11,0.0,2.474917e-10,8.481178e-10,24.80361,34.30268,4.542719e-08,0.10235334,8.975852e-11,111.965,235.1828,7.0160525e-08
1013,3.1979367e-11,0.0,2.8129502e-10,8.469139e-09,23.70629,34.333057,4.6058165e-08,0.113498,9.5275024e-11,122.514175,235.1828,1.7777415e-07
1014,6.057479e-11,2.723854e-19,3.452902e-10,0.00032544901,22.76615,34.342243,4.880938e-08,0.12332044,9.99485e-11,122.60607,235.1828,1.6277711e-07
1015,7.732379e-11,1.1321521e-12,3.426164e-10,5.851722e-07,21.963175,34.336025,4.9774982e-08,0.12784453,1.02853816e-10,118.82374,235.1828,3.8356228e-07
1016,5.7864373e-11,2.4904271e-14,2.518606e-10,5.186745e-10,21.313166,34.31574,4.3892566e-08,0.12344421,1.02561785e-10,111.35177,235.1828,5.210384e-07
1017,2.7143723e-11,1.01e-43,1.5780521e-10,2.926936e-10,20.96752,34.283875,2.7434009e-08,0.107741244,9.568412e-11,88.060844,235.1828,3.9330607e-07
1018,7.276215e-12,0.0,1.0833123e-10,1.8735603e-10,20.803532,34.24081,1.7066002e-08,0.09148141,8.9843494e-11,79.25372,235.1828,2.6299435e-07
1019,6.587292e-29,0.0,7.729621e-11,1.3068097e-10,20.846462,34.17758,1.0350305e-08,0.06463684,8.335866e-11,65.18552,235.1828,4.055717e-07
1020,4.1683826e-27,0.0,7.444632e-11,1.2043233e-10,19.936754,34.16061,1.2425437e-08,0.06858372,8.6753715e-11,83.89381,235.1828,6.23968e-07
1021,1.9213994e-14,0.0,7.982179e-11,1.356826e-10,20.129974,34.024864,1.0236373e-08,0.06837303,7.7897695e-11,54.62936,235.1828,-1.6576539e-06
1026,4.8162956e-11,1.0672353e-22,2.6721755e-10,0.0016591134,23.114641,35.837364,3.381727e-08,0.113814026,4.9912274e-10,78.48712,235.1828,-3.6405396e-07
1027,2.050983e-11,0.0,1.8143234e-10,3.1462388e-10,22.475582,35.89866,3.49549e-08,0.10599833,5.153768e-10,119.71597,235.1828,6.1312073e-07
1028,7.2462704e-12,0.0,1.3394454e-10,2.19246e-10,22.093067,35.930378,2.5756414e-08,0.097379886,5.191187e-10,119.90252,235.1828,8.7528747e-07
1029,1.0465396e-26,0.0,8.481665e-11,1.4332745e-10,21.855635,35.939087,1.4404973e-08,0.07351427,5.132156e-10,89.87889,235.1828,7.203411e-07
1030,0.0,0.0,5.7407447e-11,9.556613e-11,21.585936,35.931072,8.1654035e-09,0.041764475,5.0577953e-10,65.66844,235.1828,4.752779e-07
1031,0.0,0.0,4.484819e-11,7.360546e-11,21.007414,35.993706,7.078224e-09,0.02833481,5.194188e-10,72.39715,235.1828,4.653997e-07
1032,0.0,0.0,4.6027883e-11,7.1553444e-11,20.27057,36.133472,1.0631334e-08,0.041695464,5.7675115e-10,103.017914,235.1828,-1.4397926e-07
1033,0.0,0.0,3.189056e-11,5.5978586e-11,23.534185,36.674667,3.693219e-09,1.9984299e-10,7.829707e-10,38.298157,235.1828,-6.31052e-07
1034,0.0,0.0,2.2537108e-11,3.8392074e-11,22.490725,37.22085,2.6903209e-09,8.8924666e-11,1.1429931e-09,45.11328,235.1828,-5.6182827e-08
1035,0.0,0.0,1.1146346e-11,1.9108395e-11,22.29615,37.692947,1.5583709e-09,3.5780483e-11,1.435627e-09,51.13525,235.1828,1.5969762e-07
1036,0.0,0.0,1.1983739e-11,1.884666e-11,21.785099,38.144596,2.0402218e-09,7.1153916e-11,1.6896964e-09,80.75635,235.1828,-5.679945e-07
1037,0.0,0.0,8.614779e-12,1.37472585e-11,22.111227,38.587593,1.5766949e-09,4.4653736e-11,1.7923936e-09,67.033325,235.1828,-2.0837115e-07
1047,2.634138e-10,4.648021e-11,0.009931664,0.039519746,23.203537,34.236275,7.4988925e-08,0.14681959,9.936508e-11,70.34694,216.34259,-2.9028115e-08
1048,1.6822334e-10,2.0147547e-11,7.184051e-10,0.021671267,22.321175,34.30237,9.1262876e-08,0.14316528,1.1265701e-10,110.34314,216.34259,2.8489532e-07
1049,2.614653e-10,5.233495e-11,0.0006078953,0.024760485,21.353157,34.299202,9.229088e-08,0.15585232,1.1841715e-10,114.6347,216.34259,-1.6451344e-07
1050,4.5458498e-10,1.1065313e-10,0.0076351915,0.02917507,20.442062,34.288334,1.0299792e-07,0.1701639,1.2466053e-10,115.59596,216.34259,-1.2021945e-07
1051,4.0648165e-10,1.0185497e-10,0.00055811147,0.020713538,19.79171,34.272198,9.939051e-08,0.16821201,1.2556775e-10,116.074066,216.34259,-2.6727542e-07
1052,3.103619e-10,8.247701e-11,5.92537e-10,0.012714526,19.234228,34.249607,9.078559e-08,0.16581088,1.2450166e-10,113.83306,216.34259,-2.0980868e-07
1053,1.9149371e-10,4.9702874e-11,3.5035125e-10,8.706427e-10,18.797281,34.21296,7.509171e-08,0.15742046,1.2068534e-10,107.741394,216.34259,-3.6186773e-08
1054,1.052357e-10,2.5548843e-11,2.3048774e-10,3.8109155e-10,18.500788,34.16607,4.881386e-08,0.14593695,1.1187787e-10,88.99882,216.34259,3.7951835e-08
1055,4.6030568e-11,1.877705e-12,1.4417512e-10,2.231645e-10,18.387709,34.109524,2.8845813e-08,0.12508276,1.0336621e-10,80.6068,216.34259,2.2777157e-07
1056,1.6883262e-11,0.0,1.00224745e-10,1.5141911e-10,18.108583,34.081795,2.4581693e-08,0.10594603,1.01835526e-10,84.3079,216.34259,4.7003027e-07
1057,0.0,0.0,4.832378e-11,8.06406e-11,19.43074,33.990246,6.529906e-09,0.03389367,8.451596e-11,48.225475,216.34259,-2.7559201e-07
1062,1.9045933e-10,3.264524e-11,3.7738387e-10,0.00478716,20.583448,35.759422,5.8519213e-08,0.14255069,4.7748955e-10,83.63017,216.34259,-1.0459061e-06
1063,1.4114278e-10,2.251906e-11,3.1235425e-10,5.0860993e-10,20.037422,35.860706,6.129264e-08,0.14341061,4.979926e-10,117.13573,216.34259,-1.2588396e-07
1064,1.6346051e-10,3.1449607e-11,3.3224645e-10,3.2308466e-07,19.661034,35.877567,5.86469e-08,0.14736523,5.0433424e-10,118.304924,216.34259,1.8869662e-07
1065,9.57191e-11,1.0693115e-11,2.350155e-10,3.1861308e-10,19.29302,35.877914,4.9044267e-08,0.13490854,5.018764e-10,116.76478,216.34259,5.769436e-07
1066,3.7311397e-11,4.3542967e-16,1.4412704e-10,2.032075e-10,18.876928,35.876095,3.4048632e-08,0.118702546,4.942983e-10,105.57747,216.34259,4.4277436e-07
1067,3.5792972e-13,0.0,7.683122e-11,1.173265e-10,18.820547,35.889603,1.721442e-08,0.08131436,4.9175375e-10,82.236115,216.34259,3.537756e-07
1068,5.1397484e-37,0.0,5.785056e-11,8.625152e-11,18.5427,35.915913,1.564572e-08,0.06451713,5.2276106e-10,101.404724,216.34259,-6.8558575e-07
1070,0.0,0.0,3.222779e-11,5.2036524e-11,19.998865,37.542496,5.7842025e-09,0.009489989,1.1593533e-09,56.80024,216.34259,-1.0914398e-06
1071,0.0,0.0,1.6493215e-11,2.5897553e-11,20.966105,37.863106,3.1230287e-09,4.749005e-10,1.3668026e-09,66.17525,216.34259,1.2700912e-07
1083,3.1988998e-06,4.4983323e-10,0.018862305,0.03693133,19.949629,34.269943,1.4655443e-07,0.18594064,1.4114236e-10,87.92397,196.12956,-7.080979e-07
1084,3.9673925e-10,9.863011e-11,6.3369526e-10,0.009362324,19.324566,34.274612,1.2930546e-07,0.16896556,1.4271487e-10,111.685524,196.12956,3.971207e-07
1085,6.6686207e-10,1.7891728e-10,0.0011822374,0.016457053,18.49852,34.21492,1.2859964e-07,0.1835438,1.4784685e-10,111.436165,196.12956,1.06738014e-07
1086,2.1508384e-05,3.3956965e-10,0.012394686,0.026897624,17.814894,34.155743,1.3079702e-07,0.20117342,1.5141867e-10,105.09666,196.12956,-5.01365e-07
1087,4.9628325e-05,3.3925615e-10,0.011012911,0.024555543,17.328533,34.115246,1.301924e-07,0.20425051,1.5067049e-10,104.60023,196.12956,-2.9575415e-07
1088,1.040412e-09,2.7597405e-10,0.0036517167,0.015952852,16.912899,34.093197,1.2409775e-07,0.20029491,1.4849025e-10,106.185524,196.12956,-3.6834012e-07
1089,6.6209893e-10,2.0531996e-10,5.9523725e-10,0.0039209523,16.570301,34.064697,1.121859e-07,0.19393593,1.4487458e-10,105.41903,196.12956,-1.704008e-07
1090,4.884282e-10,1.6304484e-10,4.1724907e-10,5.8415994e-10,16.179482,34.029976,9.8856624e-08,0.19031118,1.4127723e-10,101.854614,196.12956,-6.654656e-08
1091,2.3102084e-10,8.432294e-11,2.58586e-10,3.1967354e-10,15.924574,33.98783,7.842634e-08,0.17733942,1.3510221e-10,99.49578,196.12956,-3.989814e-08
1092,6.667258e-11,1.4780363e-11,1.4002019e-10,1.8292863e-10,16.001192,33.97052,5.0791467e-08,0.14622842,1.2440465e-10,97.51253,196.12956,1.9891894e-07
1093,1.6018526e-16,0.0,6.227628e-11,9.3338066e-11,17.027515,33.92231,1.1705712e-08,0.07103033,1.01016084e-10,59.542946,196.12956,3.9430915e-07
1099,0.00037212725,4.647832e-10,0.010785441,0.023415009,17.799404,35.65529,9.448055e-08,0.19335333,4.741603e-10,88.97876,196.12956,-8.0293455e-07
1100,3.0603642e-10,8.152057e-11,3.4026162e-10,4.0473688e-10,17.787584,35.785057,8.25589e-08,0.16529407,4.86673e-10,114.68927,196.12956,6.6793154e-07
1101,1.1624262e-09,3.6616055e-10,6.691085e-07,0.0003115856,16.962778,35.79842,9.561353e-08,0.18475157,4.982983e-10,118.312546,196.12956,4.743842e-07
1102,4.1064893e-10,1.2412125e-10,3.2237785e-10,3.2692432e-10,16.314243,35.79668,8.134005e-08,0.17445439,4.95412e-10,118.78155,196.12956,2.0122826e-07
1103,9.488332e-11,2.185408e-11,1.6305668e-10,1.9231589e-10,16.130133,35.78389,5.19374e-08,0.14846419,4.888477e-10,111.034615,196.12956,-6.41964e-08
1104,1.4970088e-11,1.1762388e-32,8.686726e-11,1.1570633e-10,16.485846,35.802494,3.0402003e-08,0.10898153,5.055801e-10,107.061264,196.12956,-5.081487e-07
1105,0.0,0.0,2.9753745e-11,4.8985423e-11,17.598745,35.473328,4.4009947e-09,2.279168e-10,5.650413e-10,49.160496,196.12956,-1.4680546e-07
1120,0.034598798,0.004105537,0.026093334,0.032972477,15.801436,33.5314,1.0528715e-07,0.23204267,1.7418159e-10,58.508945,174.61905,-1.7466505e-07
1121,0.02723725,1.927129e-05,0.020215914,0.025747811,15.427244,33.83181,1.6760998e-07,0.23342973,1.8519952e-10,88.977196,174.61905,-8.482129e-07
1122,0.014362658,7.721839e-10,0.010458902,0.015515374,14.878756,33.834595,1.2302026e-07,0.23061797,1.7272575e-10,86.48559,174.61905,-3.7859746e-07
1123,0.0027801841,3.5347847e-10,0.003095321,0.008670327,14.710701,33.782845,7.9937365e-08,0.2238799,1.5499814e-10,81.28872,174.61905,-4.4681445e-07
1124,0.009736864,5.1782606e-10,0.006397713,0.010884492,14.531938,33.817425,1.0522586e-07,0.22947812,1.5909841e-10,84.622314,174.61905,-2.6003727e-07
1125,0.02093245,9.692102e-10,0.011131603,0.01345496,14.184884,33.854954,1.4210838e-07,0.23748331,1.6836331e-10,88.44814,174.61905,-3.0426247e-07
1126,0.015060174,8.5100094e-10,0.00439605,4.3612866e-07,13.678145,33.85367,1.5855292e-07,0.23684105,1.7420874e-10,100.760765,174.61905,-2.690074e-07
1127,7.938373e-10,2.8467007e-10,3.5326525e-10,3.286875e-10,13.438351,33.837357,1.2077751e-07,0.2183726,1.6262952e-10,103.35579,174.61905,-3.228249e-07
1128,1.0922285e-10,4.4104397e-11,1.46523e-10,1.6778903e-10,13.625201,33.802105,6.899832e-08,0.1745724,1.4667939e-10,104.54665,174.61905,-4.6242607e-07
1129,1.0250027e-12,0.0,5.927826e-11,8.080839e-11,15.095604,33.79936,2.3242281e-08,0.08690139,1.2931267e-10,83.38639,174.61905,4.0524571e-07
1136,0.021642497,2.922983e-07,0.013525338,0.012112155,15.214529,35.61557,1.4785454e-07,0.22411448,5.018164e-10,114.28492,174.61905,4.6423213e-07
1137,0.010542848,2.0765047e-09,0.0015872914,5.5530985e-10,14.223052,35.677444,1.6523792e-07,0.22083162,5.1336074e-10,142.53525,174.61905,1.8967373e-07
1138,3.7553987e-06,8.306617e-10,5.0667226e-10,3.3059844e-10,13.773911,35.688793,1.456751e-07,0.21432668,5.1065124e-10,146.2938,174.61905,-1.4404566e-07
1139,2.3541255e-10,8.333868e-11,1.8419252e-10,1.7398351e-10,13.568528,35.58852,9.564173e-08,0.18320924,4.9897e-10,144.15009,174.61905,-2.322916e-07
1140,3.6884957e-11,2.6632789e-12,9.064277e-11,1.0584673e-10,13.582863,35.377274,4.9287518e-08,0.13707225,5.137973e-10,137.11829,174.61905,-8.4123906e-07
1141,9.049649e-20,0.0,4.798379e-11,6.4051264e-11,14.991868,35.480133,1.9998936e-08,0.06759039,5.5990657e-10,111.45836,174.61905,-2.0047446e-07
1157,0.051756177,0.028506715,0.019080332,0.008645504,12.518587,33.412243,1.4988886e-07,0.26245058,2.0355972e-10,49.406826,151.89005,-2.9911985e-07
