Core,Latitude,Longitude,Water depth (m),Symbiosis,Spinose,Relative_Abundance
V17-164,29.617,-36.917,4433,Yes,Yes,0.9640000000000002
V17-165,32.75,-41.9,3924,No,No,0.23300000000000004
V17-165,32.75,-41.9,3924,No,Yes,0.06
V17-165,32.75,-41.9,3924,Yes,No,0.196
V17-165,32.75,-41.9,3924,Yes,Yes,0.8419999999999999
V17-192,58.367,-47.733,3160,No,No,1.017
V17-192,58.367,-47.733,3160,No,Yes,0.003
V17-192,58.367,-47.733,3160,Yes,No,0.003
V17-192,58.367,-47.733,3160,Yes,Yes,0.01
V17-196,60.733,-57.833,2818,No,No,1.0110000000000001
V17-196,60.733,-57.833,2818,No,Yes,0.003
V17-196,60.733,-57.833,2818,Yes,No,0
V17-196,60.733,-57.833,2818,Yes,Yes,0
V18-21,4.2333,-47.75,2374,No,No,0.132
V18-21,4.2333,-47.75,2374,No,Yes,0
V18-21,4.2333,-47.75,2374,Yes,No,0.192
V18-21,4.2333,-47.75,2374,Yes,Yes,1.515
V18-373,38.75,-67.55,4202,No,No,0.363
V18-373,38.75,-67.55,4202,No,Yes,0.016
V18-373,38.75,-67.55,4202,Yes,No,0.637
V18-373,38.75,-67.55,4202,Yes,Yes,0.272
V19-308,29.017,-41.4,3197,No,No,0.146
V19-308,29.017,-41.4,3197,No,Yes,0.002
V19-308,29.017,-41.4,3197,Yes,No,0.137
V19-308,29.017,-41.4,3197,Yes,Yes,1.274
V19-310,33.3,-48.267,4607,No,No,0.223
V19-310,33.3,-48.267,4607,No,Yes,0.065
V19-310,33.3,-48.267,4607,Yes,No,0.331
V19-310,33.3,-48.267,4607,Yes,Yes,0.8179999999999998
V20-233,2.0168,-35.6,3884,No,No,0.15200000000000002
V20-233,2.0168,-35.6,3884,No,Yes,0
V20-233,2.0168,-35.6,3884,Yes,No,0.17
V20-233,2.0168,-35.6,3884,Yes,Yes,1.506
V20-234,5.3167,-33.033,3133,No,No,0.106
V20-234,5.3167,-33.033,3133,No,Yes,0
V20-234,5.3167,-33.033,3133,Yes,No,0.209
V20-234,5.3167,-33.033,3133,Yes,Yes,1.2919999999999998
V20-242,23.367,-43.65,4565,No,No,0.04
V20-242,23.367,-43.65,4565,No,Yes,0
V20-242,23.367,-43.65,4565,Yes,No,0.109
V20-242,23.367,-43.65,4565,Yes,Yes,1.5860000000000003
V20-7,11.542,-60.517,1018,No,No,0.033
V20-7,11.542,-60.517,1018,No,Yes,0
V20-7,11.542,-60.517,1018,Yes,No,0.13899999999999998
V20-7,11.542,-60.517,1018,Yes,Yes,1.6329999999999998
V22-188,4.6667,-20.917,2600,No,No,0.158
V22-188,4.6667,-20.917,2600,No,Yes,0.006
V22-188,4.6667,-20.917,2600,Yes,No,0.16599999999999998
V22-188,4.6667,-20.917,2600,Yes,Yes,1.3690000000000004
V22-204,15.017,-23.233,1723,No,No,0.18
V22-204,15.017,-23.233,1723,No,Yes,0.035
V22-204,15.017,-23.233,1723,Yes,No,0.254
V22-204,15.017,-23.233,1723,Yes,Yes,1.156
V22-211,20.7,-31.45,4402,No,No,0.201
V22-211,20.7,-31.45,4402,No,Yes,0.008
V22-211,20.7,-31.45,4402,Yes,No,0.17
V22-211,20.7,-31.45,4402,Yes,Yes,1.3980000000000004
V22-219,27.917,-43.633,2582,No,No,0.146
V22-219,27.917,-43.633,2582,No,Yes,0.003
V22-219,27.917,-43.633,2582,Yes,No,0.132
V22-219,27.917,-43.633,2582,Yes,Yes,1.255
V22-232,34.75,-57.25,4685,No,No,0.4949999999999999
V22-232,34.75,-57.25,4685,No,Yes,0.015
V22-232,34.75,-57.25,4685,Yes,No,0.3889999999999999
V22-232,34.75,-57.25,4685,Yes,Yes,0.5379999999999999
V22-26,8.7167,-41.25,3720,No,No,0.04699999999999999
V22-26,8.7167,-41.25,3720,No,Yes,0
V22-26,8.7167,-41.25,3720,Yes,No,0.16599999999999998
V22-26,8.7167,-41.25,3720,Yes,Yes,1.5020000000000002
V23-101,19.883,-25.533,4482,No,No,0.305
V23-101,19.883,-25.533,4482,No,Yes,0.012
V23-101,19.883,-25.533,4482,Yes,No,0.27499999999999997
V23-101,19.883,-25.533,4482,Yes,Yes,1.111
V23-107,17.483,-40.667,5104,No,No,0.161
V23-107,17.483,-40.667,5104,No,Yes,0.005
V23-107,17.483,-40.667,5104,Yes,No,0.175
V23-107,17.483,-40.667,5104,Yes,Yes,1.369
V23-13,41.517,-45.133,4845,No,No,0.484
V23-13,41.517,-45.133,4845,No,Yes,0.132
V23-13,41.517,-45.133,4845,Yes,No,0.373
V23-13,41.517,-45.133,4845,Yes,Yes,0.357
V23-22,54.2,-45.967,3669,No,No,0.515
V23-22,54.2,-45.967,3669,No,Yes,0.53
V23-22,54.2,-45.967,3669,Yes,No,0.032
V23-22,54.2,-45.967,3669,Yes,Yes,0.002
V23-29,59.95,-32.85,2650,No,No,0.8109999999999999
V23-29,59.95,-32.85,2650,No,Yes,0.237
V23-29,59.95,-32.85,2650,Yes,No,0.105
V23-29,59.95,-32.85,2650,Yes,Yes,0.002
V23-38,62.65,-27.533,1426,No,No,0.8859999999999999
V23-38,62.65,-27.533,1426,No,Yes,0.21600000000000003
V23-38,62.65,-27.533,1426,Yes,No,0.11
V23-38,62.65,-27.533,1426,Yes,Yes,0.019
V23-59,68.333,0.167,3083,No,No,1.139
V23-59,68.333,0.167,3083,No,Yes,0.009000000000000001
V23-59,68.333,0.167,3083,Yes,No,0.013000000000000001
V23-59,68.333,0.167,3083,Yes,Yes,0
V23-60,70.05,8.3167,2974,No,No,1.242
V23-60,70.05,8.3167,2974,No,Yes,0.039
V23-60,70.05,8.3167,2974,Yes,No,0.013000000000000001
V23-60,70.05,8.3167,2974,Yes,Yes,0
V23-63,77.957,0.2032,3050,No,No,1.0110000000000001
V23-63,77.957,0.2032,3050,No,Yes,0.018000000000000002
V23-63,77.957,0.2032,3050,Yes,No,0
V23-63,77.957,0.2032,3050,Yes,Yes,0
V23-73,68.547,2.7167,2970,No,No,1.1789999999999998
V23-73,68.547,2.7167,2970,No,Yes,0.023
V23-73,68.547,2.7167,2970,Yes,No,0.02
V23-73,68.547,2.7167,2970,Yes,Yes,0
V23-79,60.933,-17.567,2478,No,No,1.0999999999999999
V23-79,60.933,-17.567,2478,No,Yes,0.027000000000000003
V23-79,60.933,-17.567,2478,Yes,No,0.396
V23-79,60.933,-17.567,2478,Yes,Yes,0.002
V23-81,54.25,-16.833,2393,No,No,0.976
V23-81,54.25,-16.833,2393,No,Yes,0.152
V23-81,54.25,-16.833,2393,Yes,No,0.28200000000000003
V23-81,54.25,-16.833,2393,Yes,Yes,0.015
V23-82,52.583,-21.933,3974,No,No,0.973
V23-82,52.583,-21.933,3974,No,Yes,0.18
V23-82,52.583,-21.933,3974,Yes,No,0.272
V23-82,52.583,-21.933,3974,Yes,Yes,0.008
V23-83,49.867,-24.25,3871,No,No,0.784
V23-83,49.867,-24.25,3871,No,Yes,0.205
V23-83,49.867,-24.25,3871,Yes,No,0.34099999999999997
V23-83,49.867,-24.25,3871,Yes,Yes,0.01
V23-84,46,-16.917,4513,No,No,0.82
V23-84,46,-16.917,4513,No,Yes,0.11699999999999999
V23-84,46,-16.917,4513,Yes,No,0.27699999999999997
V23-84,46,-16.917,4513,Yes,Yes,0.146
V24-8,22.6,-72.6,4887,No,No,0.10800000000000001
V24-8,22.6,-72.6,4887,No,Yes,0
V24-8,22.6,-72.6,4887,Yes,No,0.14
V24-8,22.6,-72.6,4887,Yes,Yes,1.4540000000000004
V25-24,26.783,-46.7,4083,No,No,0.084
V25-24,26.783,-46.7,4083,No,Yes,0
V25-24,26.783,-46.7,4083,Yes,No,0.11000000000000001
V25-24,26.783,-46.7,4083,Yes,Yes,1.479
V25-46,9.3167,-43,4310,No,No,0.12100000000000001
V25-46,9.3167,-43,4310,No,Yes,0
V25-46,9.3167,-43,4310,Yes,No,0.20099999999999998
V25-46,9.3167,-43,4310,Yes,Yes,1.4080000000000001
V26-165,30.45,-67.967,4477,No,No,0.11299999999999999
V26-165,30.45,-67.967,4477,No,Yes,0.126
V26-165,30.45,-67.967,4477,Yes,No,0.138
V26-165,30.45,-67.967,4477,Yes,Yes,1.2890000000000001
V26-31,27.93,-47.772,4433,No,No,0.19200000000000003
V26-31,27.93,-47.772,4433,No,Yes,0.017
V26-31,27.93,-47.772,4433,Yes,No,0.122
V26-31,27.93,-47.772,4433,Yes,Yes,1.38
V26-52,5.84,-18.083,4903,No,No,0.596
V26-52,5.84,-18.083,4903,No,Yes,0
V26-52,5.84,-18.083,4903,Yes,No,0.45400000000000007
V26-52,5.84,-18.083,4903,Yes,Yes,0.36599999999999994
V27-10,42.267,-60.483,3895,No,No,0.872
V27-10,42.267,-60.483,3895,No,Yes,0.13
V27-10,42.267,-60.483,3895,Yes,No,0.291
V27-10,42.267,-60.483,3895,Yes,Yes,0.015
V27-102,62.128,-14.205,1641,No,No,1.1790000000000003
V27-102,62.128,-14.205,1641,No,Yes,0.11199999999999999
V27-102,62.128,-14.205,1641,Yes,No,0.092
V27-102,62.128,-14.205,1641,Yes,Yes,0.004
V27-104,62.862,-17.925,1057,No,No,1.0200000000000002
V27-104,62.862,-17.925,1057,No,Yes,0.031
V27-104,62.862,-17.925,1057,Yes,No,0.21
V27-104,62.862,-17.925,1057,Yes,Yes,0.009
V27-114,55.033,-33.067,2532,No,No,0.7190000000000001
V27-114,55.033,-33.067,2532,No,Yes,0.33899999999999997
V27-114,55.033,-33.067,2532,Yes,No,0.259
V27-114,55.033,-33.067,2532,Yes,Yes,0
V27-122,48.283,-16.967,4696,No,No,0.932
V27-122,48.283,-16.967,4696,No,Yes,0.11199999999999999
V27-122,48.283,-16.967,4696,Yes,No,0.301
V27-122,48.283,-16.967,4696,Yes,Yes,0.042
V27-137,42.683,-17.067,4883,No,No,0.862
V27-137,42.683,-17.067,4883,No,Yes,0.065
V27-137,42.683,-17.067,4883,Yes,No,0.318
V27-137,42.683,-17.067,4883,Yes,Yes,0.223
V27-143,39.717,-20.15,4932,No,No,0.4590000000000001
V27-143,39.717,-20.15,4932,No,Yes,0.076
V27-143,39.717,-20.15,4932,Yes,No,0.248
V27-143,39.717,-20.15,4932,Yes,Yes,0.52
V27-15,42.733,-43.217,4856,No,No,0.704
V27-15,42.733,-43.217,4856,No,Yes,0.18100000000000002
V27-15,42.733,-43.217,4856,Yes,No,0.23200000000000004
V27-15,42.733,-43.217,4856,Yes,Yes,0.233
V27-16,44.15,-39.867,4797,No,No,0.6090000000000001
V27-16,44.15,-39.867,4797,No,Yes,0.107
V27-16,44.15,-39.867,4797,Yes,No,0.413
V27-16,44.15,-39.867,4797,Yes,Yes,0.16
V27-162,34.183,-16.85,4281,No,No,0.28600000000000003
V27-162,34.183,-16.85,4281,No,Yes,0.046
V27-162,34.183,-16.85,4281,Yes,No,0.20800000000000002
V27-162,34.183,-16.85,4281,Yes,Yes,0.8109999999999999
V27-164,29.483,-19.6,4623,No,No,0.35
V27-164,29.483,-19.6,4623,No,Yes,0.012
V27-164,29.483,-19.6,4623,Yes,No,0.109
V27-164,29.483,-19.6,4623,Yes,Yes,1.143
V27-172,16.533,-28.85,4938,No,No,0.314
V27-172,16.533,-28.85,4938,No,Yes,0.017
V27-172,16.533,-28.85,4938,Yes,No,0.253
V27-172,16.533,-28.85,4938,Yes,Yes,1.0930000000000002
V27-175,8.8032,-22.115,4548,No,No,0.225
V27-175,8.8032,-22.115,4548,No,Yes,0.018000000000000002
V27-175,8.8032,-22.115,4548,Yes,No,0.21599999999999997
V27-175,8.8032,-22.115,4548,Yes,Yes,1.231
V27-178,5.0998,-26.65,4327,No,No,0.09300000000000001
V27-178,5.0998,-26.65,4327,No,Yes,0
V27-178,5.0998,-26.65,4327,Yes,No,0.085
V27-178,5.0998,-26.65,4327,Yes,Yes,1.68
V27-20,54,-46.2,3510,No,No,0.575
V27-20,54,-46.2,3510,No,Yes,0.42100000000000004
V27-20,54,-46.2,3510,Yes,No,0.07200000000000001
V27-20,54,-46.2,3510,Yes,Yes,0.006999999999999999
V27-21,54.033,-46.85,3636,No,No,0.5680000000000001
V27-21,54.033,-46.85,3636,No,Yes,0.42200000000000004
V27-21,54.033,-46.85,3636,Yes,No,0.045
V27-21,54.033,-46.85,3636,Yes,Yes,0.004
V27-22,54.467,-50.8,3188,No,No,1.009
V27-22,54.467,-50.8,3188,No,Yes,0.044000000000000004
V27-22,54.467,-50.8,3188,Yes,No,0
V27-22,54.467,-50.8,3188,Yes,Yes,0
V27-23,54.732,-53.11,830,No,No,1.004
V27-23,54.732,-53.11,830,No,Yes,0.004
V27-23,54.732,-53.11,830,Yes,No,0.004
V27-23,54.732,-53.11,830,Yes,Yes,0
V27-24,55.967,-56.05,2628,No,No,1.0179999999999998
V27-24,55.967,-56.05,2628,No,Yes,0
V27-24,55.967,-56.05,2628,Yes,No,0
V27-24,55.967,-56.05,2628,Yes,Yes,0
V27-248,3.0517,-11.815,4543,No,No,0.24799999999999997
V27-248,3.0517,-11.815,4543,No,Yes,0.005
V27-248,3.0517,-11.815,4543,Yes,No,0.28300000000000003
V27-248,3.0517,-11.815,4543,Yes,Yes,1.137
V27-254,20.182,-26.623,4850,No,No,0.376
V27-254,20.182,-26.623,4850,No,Yes,0.006999999999999999
V27-254,20.182,-26.623,4850,Yes,No,0.31000000000000005
V27-254,20.182,-26.623,4850,Yes,Yes,1.0490000000000002
V27-266,35.567,-43.9,4804,No,No,0.385
V27-266,35.567,-43.9,4804,No,Yes,0.06
V27-266,35.567,-43.9,4804,Yes,No,0.273
V27-266,35.567,-43.9,4804,Yes,Yes,0.6120000000000001
V27-28,58.183,-44.6,2308,No,No,0.9620000000000001
V27-28,58.183,-44.6,2308,No,Yes,0.109
V27-28,58.183,-44.6,2308,Yes,No,0.006000000000000001
V27-28,58.183,-44.6,2308,Yes,Yes,0.002
V27-30,59.133,-41.067,2759,No,No,0.9810000000000001
V27-30,59.133,-41.067,2759,No,Yes,0.142
V27-30,59.133,-41.067,2759,Yes,No,0.022000000000000002
V27-30,59.133,-41.067,2759,Yes,Yes,0
V27-32,60.7,-37.267,2953,No,No,0.848
V27-32,60.7,-37.267,2953,No,Yes,0.18
V27-32,60.7,-37.267,2953,Yes,No,0.07600000000000001
V27-32,60.7,-37.267,2953,Yes,Yes,0
V27-38,61.367,-11.5,1627,No,No,1.028
V27-38,61.367,-11.5,1627,No,Yes,0.10400000000000001
V27-38,61.367,-11.5,1627,Yes,No,0.08800000000000001
V27-38,61.367,-11.5,1627,Yes,Yes,0.006
V27-40,63.448,-6.13,1652,No,No,0.8210000000000001
V27-40,63.448,-6.13,1652,No,Yes,0.11199999999999999
V27-40,63.448,-6.13,1652,Yes,No,0.23600000000000002
V27-40,63.448,-6.13,1652,Yes,Yes,0.023
V27-44,65.022,-6.2198,2772,No,No,1.0390000000000001
V27-44,65.022,-6.2198,2772,No,Yes,0.004
V27-44,65.022,-6.2198,2772,Yes,No,0.002
V27-44,65.022,-6.2198,2772,Yes,Yes,0
V27-56,76.158,-5.3982,2736,No,No,1.023
V27-56,76.158,-5.3982,2736,No,Yes,0
V27-56,76.158,-5.3982,2736,Yes,No,0
V27-56,76.158,-5.3982,2736,Yes,Yes,0
V27-58,73.54,-2.6632,2754,No,No,1.0370000000000001
V27-58,73.54,-2.6632,2754,No,Yes,0
V27-58,73.54,-2.6632,2754,Yes,No,0
V27-58,73.54,-2.6632,2754,Yes,Yes,0
V27-7,42.79,-54.34,4612,No,No,1.149
V27-7,42.79,-54.34,4612,No,Yes,0.10099999999999999
V27-7,42.79,-54.34,4612,Yes,No,0.24900000000000003
V27-7,42.79,-54.34,4612,Yes,Yes,0.02
V27-71,78.832,4.6317,2439,No,No,1.0240000000000002
V27-71,78.832,4.6317,2439,No,Yes,0
V27-71,78.832,4.6317,2439,Yes,No,0
V27-71,78.832,4.6317,2439,Yes,Yes,0
V27-74,76.465,6.9082,2778,No,No,1.0390000000000001
V27-74,76.465,6.9082,2778,No,Yes,0
V27-74,76.465,6.9082,2778,Yes,No,0
V27-74,76.465,6.9082,2778,Yes,Yes,0
V27-79,78.118,3.6232,2308,No,No,1.026
V27-79,78.118,3.6232,2308,No,Yes,0
V27-79,78.118,3.6232,2308,Yes,No,0
V27-79,78.118,3.6232,2308,Yes,Yes,0
V27-80,78.392,7.4232,2915,No,No,1.023
V27-80,78.392,7.4232,2915,No,Yes,0
V27-80,78.392,7.4232,2915,Yes,No,0
V27-80,78.392,7.4232,2915,Yes,Yes,0
V27-82,74.993,-10.807,2895,No,No,1.03
V27-82,74.993,-10.807,2895,No,Yes,0
V27-82,74.993,-10.807,2895,Yes,No,0
V27-82,74.993,-10.807,2895,Yes,Yes,0
V27-86,66.607,1.1182,2900,No,No,1.22
V27-86,66.607,1.1182,2900,No,Yes,0.068
V27-86,66.607,1.1182,2900,Yes,No,0.021
V27-86,66.607,1.1182,2900,Yes,Yes,0
V28-22,72.433,-13.65,1284,No,No,1.024
V28-22,72.433,-13.65,1284,No,Yes,0
V28-22,72.433,-13.65,1284,Yes,No,0
V28-22,72.433,-13.65,1284,Yes,Yes,0
V28-28,73.483,-0.8332,2288,No,No,1.035
V28-28,73.483,-0.8332,2288,No,Yes,0
V28-28,73.483,-0.8332,2288,Yes,No,0.002
V28-28,73.483,-0.8332,2288,Yes,Yes,0
V28-33,62.9,0.5832,1170,No,No,1.462
V28-33,62.9,0.5832,1170,No,Yes,0.019
V28-33,62.9,0.5832,1170,Yes,No,0.040999999999999995
V28-33,62.9,0.5832,1170,Yes,Yes,0
V28-36,68.717,-12.717,1816,No,No,1.034
V28-36,68.717,-12.717,1816,No,Yes,0
V28-36,68.717,-12.717,1816,Yes,No,0
V28-36,68.717,-12.717,1816,Yes,Yes,0
V28-37,72.233,-9.0667,2395,No,No,1.0190000000000001
V28-37,72.233,-9.0667,2395,No,Yes,0
V28-37,72.233,-9.0667,2395,Yes,No,0
V28-37,72.233,-9.0667,2395,Yes,Yes,0
V28-38,69.383,-4.4,3411,No,No,1.03
V28-38,69.383,-4.4,3411,No,Yes,0
V28-38,69.383,-4.4,3411,Yes,No,0.003
V28-38,69.383,-4.4,3411,Yes,Yes,0
V28-41,67.683,0.2332,3545,No,No,1.194
V28-41,67.683,0.2332,3545,No,Yes,0.023
V28-41,67.683,0.2332,3545,Yes,No,0.004
V28-41,67.683,0.2332,3545,Yes,Yes,0
V28-55,65.517,0.2,2886,No,No,1.186
V28-55,65.517,0.2,2886,No,Yes,0.053
V28-55,65.517,0.2,2886,Yes,No,0.018000000000000002
V28-55,65.517,0.2,2886,Yes,Yes,0.006
V28-56,68.033,-6.1167,2941,No,No,1.031
V28-56,68.033,-6.1167,2941,No,Yes,0
V28-56,68.033,-6.1167,2941,Yes,No,0
V28-56,68.033,-6.1167,2941,Yes,Yes,0
V28-60,64.833,-4.333,2283,No,No,1.088
V28-60,64.833,-4.333,2283,No,Yes,0
V28-60,64.833,-4.333,2283,Yes,No,0.011000000000000001
V28-60,64.833,-4.333,2283,Yes,Yes,0
V28-65,60.55,-11.45,1232,No,No,1.006
V28-65,60.55,-11.45,1232,No,Yes,0.168
V28-65,60.55,-11.45,1232,Yes,No,0.168
V28-65,60.55,-11.45,1232,Yes,Yes,0
V28-66,60.617,-15.183,2043,No,No,0.8420000000000001
V28-66,60.617,-15.183,2043,No,Yes,0.287
V28-66,60.617,-15.183,2043,Yes,No,0.198
V28-66,60.617,-15.183,2043,Yes,Yes,0.008
V28-7,55.533,-47.1,3250,No,No,0.8
V28-7,55.533,-47.1,3250,No,Yes,0.22699999999999998
V28-7,55.533,-47.1,3250,Yes,No,0.024000000000000004
V28-7,55.533,-47.1,3250,Yes,Yes,0
V28-82,49.45,-22.267,3935,No,No,0.8350000000000002
V28-82,49.45,-22.267,3935,No,Yes,0.161
V28-82,49.45,-22.267,3935,Yes,No,0.316
V28-82,49.45,-22.267,3935,Yes,Yes,0.05
V28-83,47.467,-19.983,4559,No,No,0.804
V28-83,47.467,-19.983,4559,No,Yes,0.26899999999999996
V28-83,47.467,-19.983,4559,Yes,No,0.242
V28-83,47.467,-19.983,4559,Yes,Yes,0.08
V28-89,44.533,-32.583,3683,No,No,0.615
V28-89,44.533,-32.583,3683,No,Yes,0.191
V28-89,44.533,-32.583,3683,Yes,No,0.269
V28-89,44.533,-32.583,3683,Yes,Yes,0.20800000000000002
V28-90,42.167,-42.1,4863,No,No,0.6780000000000002
V28-90,42.167,-42.1,4863,No,Yes,0.226
V28-90,42.167,-42.1,4863,Yes,No,0.256
V28-90,42.167,-42.1,4863,Yes,Yes,0.248
V28-98,26.783,-50.833,4563,No,No,0.179
V28-98,26.783,-50.833,4563,No,Yes,0
V28-98,26.783,-50.833,4563,Yes,No,0.143
V28-98,26.783,-50.833,4563,Yes,Yes,1.3159999999999998
V29-170,22.467,-20.067,4455,No,No,0.266
V29-170,22.467,-20.067,4455,No,Yes,0.002
V29-170,22.467,-20.067,4455,Yes,No,0.165
V29-170,22.467,-20.067,4455,Yes,Yes,1.1820000000000002
V29-176,40.55,-26,3064,No,No,0.528
V29-176,40.55,-26,3064,No,Yes,0.18899999999999997
V29-176,40.55,-26,3064,Yes,No,0.213
V29-176,40.55,-26,3064,Yes,Yes,0.3450000000000001
V29-177,41.533,-25.717,3391,No,No,0.553
V29-177,41.533,-25.717,3391,No,Yes,0.226
V29-177,41.533,-25.717,3391,Yes,No,0.23299999999999998
V29-177,41.533,-25.717,3391,Yes,Yes,0.252
V29-178,42.833,-25.15,3448,No,No,0.5720000000000001
V29-178,42.833,-25.15,3448,No,Yes,0.18
V29-178,42.833,-25.15,3448,Yes,No,0.22399999999999998
V29-178,42.833,-25.15,3448,Yes,Yes,0.29900000000000004
V29-179,44,-24.533,NA,No,No,0.6779999999999999
V29-179,44,-24.533,NA,No,Yes,0.22399999999999998
V29-179,44,-24.533,NA,Yes,No,0.19599999999999998
V29-179,44,-24.533,NA,Yes,Yes,0.19199999999999995
V29-180,45.3,-23.867,3179,No,No,0.7240000000000001
V29-180,45.3,-23.867,3179,No,Yes,0.17800000000000002
V29-180,45.3,-23.867,3179,Yes,No,0.21400000000000002
V29-180,45.3,-23.867,3179,Yes,Yes,0.18099999999999997
V29-183,49.133,-25.5,3645,No,No,0.856
V29-183,49.133,-25.5,3645,No,Yes,0.20600000000000002
V29-183,49.133,-25.5,3645,Yes,No,0.276
V29-183,49.133,-25.5,3645,Yes,Yes,0.040999999999999995
V29-184,49.133,-25.5,3643,No,No,0.851
V29-184,49.133,-25.5,3643,No,Yes,0.183
V29-184,49.133,-25.5,3643,Yes,No,0.276
V29-184,49.133,-25.5,3643,Yes,Yes,0.05999999999999999
V29-189,52.367,-17.533,4093,No,No,1.078
V29-189,52.367,-17.533,4093,No,Yes,0.163
V29-189,52.367,-17.533,4093,Yes,No,0.21299999999999997
V29-189,52.367,-17.533,4093,Yes,Yes,0.033
V29-190,52.667,-15.167,1458,No,No,0.9079999999999998
V29-190,52.667,-15.167,1458,No,Yes,0.217
V29-190,52.667,-15.167,1458,Yes,No,0.223
V29-190,52.667,-15.167,1458,Yes,Yes,0.028000000000000004
V29-193,55.4,-18.733,1326,No,No,0.998
V29-193,55.4,-18.733,1326,No,Yes,0.242
V29-193,55.4,-18.733,1326,Yes,No,0.17800000000000002
V29-193,55.4,-18.733,1326,Yes,Yes,0.008
V29-194,57,-21.317,2085,No,No,0.857
V29-194,57,-21.317,2085,No,Yes,0.239
V29-194,57,-21.317,2085,Yes,No,0.24400000000000002
V29-194,57,-21.317,2085,Yes,Yes,0.006999999999999999
V29-198,58.717,-15.55,1139,No,No,0.9269999999999999
V29-198,58.717,-15.55,1139,No,Yes,0.242
V29-198,58.717,-15.55,1139,Yes,No,0.225
V29-198,58.717,-15.55,1139,Yes,Yes,0.004
V29-200,59.95,-19.2,2186,No,No,0.7760000000000001
V29-200,59.95,-19.2,2186,No,Yes,0.27699999999999997
V29-200,59.95,-19.2,2186,Yes,No,0.289
V29-200,59.95,-19.2,2186,Yes,Yes,0
V29-203,60.8,-22.433,2085,No,No,0.9089999999999999
V29-203,60.8,-22.433,2085,No,Yes,0.254
V29-203,60.8,-22.433,2085,Yes,No,0.22099999999999997
V29-203,60.8,-22.433,2085,Yes,Yes,0.01
V29-204,61.183,-23.017,1849,No,No,0.892
V29-204,61.183,-23.017,1849,No,Yes,0.248
V29-204,61.183,-23.017,1849,Yes,No,0.27
V29-204,61.183,-23.017,1849,Yes,Yes,0
V29-205,61.55,-25.117,1450,No,No,0.785
V29-205,61.55,-25.117,1450,No,Yes,0.235
V29-205,61.55,-25.117,1450,Yes,No,0.311
V29-205,61.55,-25.117,1450,Yes,Yes,0.004
V29-209,65.6,-6.4833,2698,No,No,1.01
V29-209,65.6,-6.4833,2698,No,Yes,0
V29-209,65.6,-6.4833,2698,Yes,No,0
V29-209,65.6,-6.4833,2698,Yes,Yes,0
V29-21,68.633,-5.75,3384,No,No,1.155
V29-21,68.633,-5.75,3384,No,Yes,0.003
V29-21,68.633,-5.75,3384,Yes,No,0.013000000000000001
V29-21,68.633,-5.75,3384,Yes,Yes,0
V29-210,66.733,-6.7333,2460,No,No,1.01
V29-210,66.733,-6.7333,2460,No,Yes,0
V29-210,66.733,-6.7333,2460,Yes,No,0
V29-210,66.733,-6.7333,2460,Yes,Yes,0
V29-211,67.783,-6.6667,2553,No,No,0.991
V29-211,67.783,-6.6667,2553,No,Yes,0.005
V29-211,67.783,-6.6667,2553,Yes,No,0.002
V29-211,67.783,-6.6667,2553,Yes,Yes,0
V29-214,72.967,-6.9833,2608,No,No,1.0170000000000001
V29-214,72.967,-6.9833,2608,No,Yes,0
V29-214,72.967,-6.9833,2608,Yes,No,0
V29-214,72.967,-6.9833,2608,Yes,Yes,0
V29-215,75.933,-5.1167,3139,No,No,1.0090000000000001
V29-215,75.933,-5.1167,3139,No,Yes,0.001
V29-215,75.933,-5.1167,3139,Yes,No,0
V29-215,75.933,-5.1167,3139,Yes,Yes,0
V29-218,68.39,-5.427,3410,No,No,1.0630000000000002
V29-218,68.39,-5.427,3410,No,Yes,0.002
V29-218,68.39,-5.427,3410,Yes,No,0.004
V29-218,68.39,-5.427,3410,Yes,Yes,0
V29-220,65.167,-0.0667,2873,No,No,1.13
V29-220,65.167,-0.0667,2873,No,Yes,0.043
V29-220,65.167,-0.0667,2873,Yes,No,0.023000000000000003
V29-220,65.167,-0.0667,2873,Yes,Yes,0
V29-222,62.85,-14.533,1694,No,No,0.8070000000000002
V29-222,62.85,-14.533,1694,No,Yes,0.248
V29-222,62.85,-14.533,1694,Yes,No,0.154
V29-222,62.85,-14.533,1694,Yes,Yes,0.003
V29-223,61.917,-24.05,1555,No,No,0.838
V29-223,61.917,-24.05,1555,No,Yes,0.24
V29-223,61.917,-24.05,1555,Yes,No,0.201
V29-223,61.917,-24.05,1555,Yes,Yes,0.02
V30-49,18.433,-21.083,3093,No,No,0.5479999999999999
V30-49,18.433,-21.083,3093,No,Yes,0.053
V30-49,18.433,-21.083,3093,Yes,No,0.301
V30-49,18.433,-21.083,3093,Yes,Yes,0.679
V30-52,21.233,-21.317,4269,No,No,0.634
V30-52,21.233,-21.317,4269,No,Yes,0.057
V30-52,21.233,-21.317,4269,Yes,No,0.267
V30-52,21.233,-21.317,4269,Yes,Yes,0.5680000000000001
V30-56,24.117,-19.1,3150,No,No,0.484
V30-56,24.117,-19.1,3150,No,Yes,0.044000000000000004
V30-56,24.117,-19.1,3150,Yes,No,0.285
V30-56,24.117,-19.1,3150,Yes,Yes,0.7060000000000001
V30-58,25.717,-20.883,3760,No,No,0.384
V30-58,25.717,-20.883,3760,No,Yes,0.004
V30-58,25.717,-20.883,3760,Yes,No,0.191
