Sample,Sample_ID,Flag,Device,Latitude,Longitude,Water_depth,Ocean,Sample_depth_top,Author,Journal,Year,Resource_doi,Database,Type,Symbiosis,Spinose,Prop
A15-618GC,MARGO_1198,1,,7.033333333,73.4,,129,,"Prell, W. L.",Department of Energy,1985,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0.429213482
A205402-2P,MARGO_1201,1,Piston,-5.623,-87.355,3735,81,0,Oregon State University,unpublished data,9999,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0.076923076
A205402-20P,MARGO_1202,1,Piston,-6.262,-96.33,3785,81,0,Oregon State University,unpublished data,9999,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0.040632054
A205402-23P,MARGO_1203,1,Piston,-2.392,-90.52,3230,81,0,Oregon State University,unpublished data,9999,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0.047770699
AII-15-547,MARGO_1205,1,Gravity,12,51.9,1602,129,0,Prell et al.,,1999,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0.246537396
AMP-12G,MARGO_1226,1,Gravity,-7.6,-110.97,3480,81,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.357142858
AMP-13G,MARGO_1227,1,Gravity,-7.53,-110.12,3395,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.36
AMP-16G,MARGO_1228,1,Gravity,-7.85,-108.92,3240,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.319587629
AMP-17G,MARGO_1229,1,Gravity,-7.98,-108.62,3200,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.33
AMP-19G,MARGO_1230,1,Gravity,-6.33,-107.78,3090,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.29
AMP-21G,MARGO_1231,1,Gravity,-8.48,-107.43,3120,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.37755102
AMP-22G,MARGO_1232,1,Gravity,-8.57,-107.2,3240,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.36
AMP-23G,MARGO_1233,1,Gravity,-8.7,-106.9,3660,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.292929292
AMP-24G,MARGO_1234,1,Gravity,-8.87,-106.42,3370,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.35
ANT 226,MARGO_1236,1,,-18.35,-176.45,2472,81,0,Thiede et al.,Palaeogeogr Palaeoclimatol Palaeoecol,1997,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.84725051
ANT 231,MARGO_1237,1,,-17.09,-175.54,2238,81,0,Thiede et al.,Palaeogeogr Palaeoclimatol Palaeoecol,1997,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.859089061
B32,MARGO_1245,1,,-53.63,169.87,799,257,,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0
CAP-3HG,MARGO_1246,1,,0,168.58,4364,49,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.11111111
CAP-4BG,MARGO_1247,1,,-4.13,171.77,3670,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.494845361
CAP-5HG,MARGO_1248,1,,-3.183,171.25,3882,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.353535353
CAP-6HG,MARGO_1249,1,,-4.27,171.93,3363,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.489795918
CAP2-1BG,MARGO_1250,1,,0,169.33,4320,49,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.4
CIRCE-239,MARGO_1257,1,,-8.28,-11.12,3248,11,0,Niebler et al.,Paleoceanography,2003,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.940314136
D178,MARGO_1285,1,,-51.72,167.83,629,257,,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0
D206,MARGO_1286,1,,-50.6,171.39,529,257,,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0
D84,MARGO_1287,1,,-49.78,168.93,649,81,,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0
DW17,MARGO_1305,1,Gravity,-16.78333333,-148.4833333,4200,81,0.015,Prell et al.,,1999,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0.945031713
DW123,MARGO_1317,1,Gravity,-26.3,-115.7166667,2580,81,0,Prell et al.,,1999,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0.919315404
DWD-15BG,MARGO_1321,1,,-3.03,-131.88,3369,81,0,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.323232323
E16-9,MARGO_1322,1,,-52.42,166.73,575,257,0.1,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0
E34-1,MARGO_1323,1,,-53.92,169.99,569,257,0,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0
E36-39,MARGO_1325,1,,-54.04,164.43,1640,257,0.03,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0.002890173
E36-40,MARGO_1326,1,,-52.94,165.41,428,257,0,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0
E36-41,MARGO_1327,1,,-51.95,166.39,520,257,0,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0
E36-42,MARGO_1328,1,,-51.93,167.13,2136,257,0,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0.006423983
E44-27A,MARGO_1329,1,,-53.04,119.73,3450,257,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.003
E44-27B,MARGO_1331,1,,-53.04,119.73,3450,257,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.003
E44-31A,MARGO_1332,1,,-46,119.88,4203,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.024
E45-21A,MARGO_1335,1,,-37.64,103.1,4237,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.136
E45-26A,MARGO_1336,1,,-41.77,105.1,3753,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.043
E45-27A,MARGO_1337,1,,-43.31,105.55,3738,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.066
E45-29A,MARGO_1338,1,,-44.88,106.45,3758,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.032
E45-67A,MARGO_1339,1,,-49.5,114.49,3240,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0
E45-70A,MARGO_1340,1,,-48.5,114.48,3639,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.006
E45-71A,MARGO_1341,1,,-48.03,114.49,3619,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.026
E45-73A,MARGO_1342,1,,-47.55,114.44,3690,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.017
E45-74A,MARGO_1343,1,,-47.55,114.14,3744,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.063931298
E45-77A,MARGO_1344,1,,-46.45,114.42,3740,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.011
E45-78A,MARGO_1345,1,,-45.07,114.35,4050,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.026
E45-81A,MARGO_1346,1,,-43.98,114.36,4158,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.026
E45-83A,MARGO_1347,1,,-42.59,114.44,4248,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.035928144
E47-1A,MARGO_1348,1,,-51.58,78.97,3528,257,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0
E47-20A,MARGO_1349,1,,-49.19,72.15,734,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0
E47-22A,MARGO_1350,1,,-47.48,73.93,2628,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0
E48-3A,MARGO_1351,1,,-41.02,100.01,3868,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.068
E48-4A,MARGO_1352,1,,-38.89,97.97,4023,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.024
E48-6A,MARGO_1354,1,,-34,97.54,4212,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.176
E48-17A,MARGO_1358,1,,-34.03,92.67,4302,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.071
E48-19A,MARGO_1360,1,,-37.65,90.69,3691,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.137
E48-22A,MARGO_1362,1,,-39.89,85.41,3324,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.21
E48-23A,MARGO_1363,1,,-39.52,83.72,3459,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.277
E48-24A,MARGO_1364,1,,-39.11,82.17,3396,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.1
E48-27A,MARGO_1365,1,,-38.54,79.9,3231,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.23
E48-28A,MARGO_1366,1,,-38.55,79.92,3173,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.246
E48-31A,MARGO_1367,1,,-34.81,84.13,3582,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.222
E48-49A,MARGO_1374,1,,-34.5,100.03,4347,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.1
E49-3A,MARGO_1375,1,,-45.11,109.92,4122,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.038922156
E49-4A,MARGO_1376,1,,-46.99,110.13,3513,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.005
E49-5A,MARGO_1377,1,,-49.03,110.18,3420,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.016
E49-6A,MARGO_1378,1,,-51.01,105.99,3276,257,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.004
E49-17A,MARGO_1379,1,,-48.28,90.25,3448,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0
E49-19A,MARGO_1380,1,,-43.89,90.1,2988,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.078
E49-21A,MARGO_1382,1,,-42.18,94.89,3240,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.132
E49-22A,MARGO_1383,1,,-45.02,95.08,2690,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.006
E49-23A,MARGO_1385,1,,-47.13,95.08,3207,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0
E49-24AA,MARGO_1387,1,,-47.99,95.04,3164,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.002
E49-25AA,MARGO_1389,1,,-49.38,94.83,3285,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0
E49-38A,MARGO_1391,1,,-50.85,100.09,3564,257,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0
E49-39A,MARGO_1392,1,,-50.06,100.22,3344,257,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0
E49-41A,MARGO_1393,1,,-48.24,100.06,2997,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0
E49-42A,MARGO_1394,1,,-47.24,100.13,2853,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.025
E49-43A,MARGO_1395,1,,-46.49,100.05,3024,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.022
E49-44A,MARGO_1396,1,,-45.66,100.12,3411,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.049
E49-46A,MARGO_1397,1,,-44.07,100.02,3562,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.052
E49-48A,MARGO_1398,1,,-42.45,100.03,3600,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.088
E49-52A,MARGO_1399,1,,-39,99.95,4131,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.087
E50-3A,MARGO_1401,1,,-42.01,104.9,4014,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.048
E50-5A,MARGO_1402,1,,-46.11,105.03,3405,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.030155642
E50-6A,MARGO_1403,1,,-48.03,105.24,3009,129,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.01
E50-9A,MARGO_1404,1,,-52.02,105.01,3186,257,,Williams et al.,Geol Soc Am Bull,1985,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0
E50-33,MARGO_1405,1,,-61.08,170.06,2488,257,,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0
F104,MARGO_1421,1,,-48.67,170.81,801,81,,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0
F111,MARGO_1422,1,,-48.95,174.98,704,81,,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0.002881844
F137,MARGO_1423,1,,-51.7,171.52,519,257,,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0
F149,MARGO_1424,1,,-50.52,174.32,1026,257,,Weaver et al.,Paleoceanography,1998,doi:10.1594/PANGAEA.227317,32,1,Yes,Yes,0.002890173
FR10/95-1,MARGO_1425,1,Gravity,-12.039,128.15,124,129,0,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.721
FR10/95-10,MARGO_1426,1,Gravity,-18.1488,116.0215,1462,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.644841269
FR10/95-11,MARGO_1427,1,Gravity,-17.6428,114.9988,2458,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.593253969
FR10/95-12,MARGO_1428,1,Gravity,-18.245,114.9938,2034,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.618669315
FR10/95-13,MARGO_1429,1,Gravity,-18.82,113.97,1454,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.625870647
FR10/95-14,MARGO_1430,1,Gravity,-20.045,112.66,997,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.525948104
FR10/95-16,MARGO_1432,1,Gravity,-20.997,112.989,1221,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.471414242
FR10/95-17,MARGO_1433,1,Gravity,-22.129,113.5,1093,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.501492539
FR10/95-18,MARGO_1434,1,Gravity,-22.994,112.83,1055,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.451292245
FR10/95-20,MARGO_1437,1,Gravity,-24.7445,111.829166,841,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.444666002
FR10/95-21,MARGO_1438,1,Gravity,-25.996,111.63,982,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.237474949
FR10/95-23,MARGO_1440,1,Gravity,-28.745,112.78,2470,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.345432907
FR10/95-28,MARGO_1445,1,Gravity,-30.08,114.14,1440,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.195652174
FR10/95-29,MARGO_1446,1,Gravity,-30.99,114.589,1220,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.385756676
FR10/95-5,MARGO_1449,1,Gravity,-14.00916,121.026,2472,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.603585657
FR10/95-7,MARGO_1451,1,Gravity,-14.70966,120.7096,1445,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.547452548
FR10/95-8,MARGO_1452,1,Gravity,-14.9161,120.958,678,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.611729019
FR2/96-10,MARGO_1455,1,Gravity,-24.46,108.51,2852,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.526679844
FR2/96-12,MARGO_1457,1,Gravity,-23.737,108.53,2100,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.516483517
FR2/96-14,MARGO_1459,1,Gravity,-19.41,110.5066,4089,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.359405939
FR2/96-15,MARGO_1460,1,Gravity,-12.24,110.4283,3446,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.351053159
FR2/96-16,MARGO_1461,1,Gravity,-12.188,111.5075,2714,129,0,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.218436873
FR2/96-17,MARGO_1462,1,Gravity,-12.2466,112.7378,2571,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.393426295
FR2/96-18,MARGO_1463,1,Gravity,-12.086,114.454,3189,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.262
FR2/96-19,MARGO_1464,1,Gravity,-12.379,114.28,3355,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.227182539
FR2/96-2,MARGO_1465,1,Gravity,-29.349,112.9485,3370,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.322834646
FR2/96-21,MARGO_1466,1,Gravity,-14.81,114.2728,2919,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.5628091
FR2/96-22,MARGO_1467,1,Gravity,-16.5785,113.1993,2501,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.636910731
FR2/96-23,MARGO_1468,1,Gravity,-16.91,113.3356,1987,129,0,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,96,0,Yes,Yes,0.72039801
FR2/96-24,MARGO_1469,1,Gravity,-16.9268,114.25766,1602.5,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.667658728
FR2/96-25,MARGO_1470,1,Gravity,-16.91,115.265,1666,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.622622622
FR2/96-26,MARGO_1471,1,Gravity,-16.009,115.005,1958,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.694388777
FR2/96-28,MARGO_1473,1,Gravity,-18.7988,116.337166,502,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.619760479
FR2/96-29,MARGO_1474,1,Gravity,-18.96,116.39,344,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.409900989
FR2/96-3,MARGO_1475,1,Gravity,-29.296,112.943,3343,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.326065411
FR2/96-4,MARGO_1476,1,Gravity,-28.717,113.3886,935.5,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.317145688
FR2/96-5,MARGO_1477,1,Gravity,-28.3925,113.1595,735,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.381709743
FR2/96-6,MARGO_1478,1,Gravity,-28.42,112.2895,3575,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.258483035
FR2/96-7,MARGO_1479,1,Gravity,-26.979,111.33,3090,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.370919881
FR2/96-8,MARGO_1480,1,Gravity,-24.5846,108.82,2670,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.39117352
FR2/96-9,MARGO_1481,1,Gravity,-24.747,108.4876,2534,129,,Martinez et al.,,1999,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.490157481
GEOB1009-3,MARGO_1482,1,,-6.9177,8.9967,4074,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.508629441
GEOB1015-2,MARGO_1483,1,,-11.7775,12.8473,1638,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.649598393
GEOB1017-3,MARGO_1484,1,,-11.7407,10.5494,3809,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.213265306
GEOB1029-1,MARGO_1489,1,Box,-21.0631,8.2288,3420,11,0,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,52,0,Yes,Yes,0.113226452
GEOB1031-2,MARGO_1491,1,,-21.883,7.1017,3103,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.191191191
GEOB1032-2,MARGO_1492,1,,-22.9133,6.0267,249,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.323353294
GEOB1033-3,MARGO_1493,1,,-22.0533,5.535,3147,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.319
GEOB1034-2,MARGO_1494,1,,-21.7167,5.4317,3800,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.324675325
GEOB1035-3,MARGO_1495,1,,-21.6017,5.0317,4450,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.312687313
GEOB1036-3,MARGO_1496,1,,-21.1867,3.3217,5071,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.215
GEOB1039-1,MARGO_1497,1,,-6.2067,0.875,4135,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.727727727
GEOB1040-3,MARGO_1498,1,,-5.545,-1.7733,4860,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.534396811
GEOB1041-1,MARGO_1499,1,,-3.48,-7.5917,4035,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.839
GEOB1106-4,MARGO_1502,1,,-1.76,-12.557,2443,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.678678678
GEOB1109-3,MARGO_1504,1,,-6.0133,-7.745,4717,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.819361279
GEOB1110-4,MARGO_1505,1,,-5.9433,-8.14,4172,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.823647293
GEOB1111-3,MARGO_1506,1,,-5.8433,-8.6517,3812,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.843
GEOB1112-4,MARGO_1507,1,,-5.7783,-10.75,3125,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.866133867
GEOB1113-4,MARGO_1508,1,,-5.745,-11.0367,2374,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.761761761
GEOB1114-4,MARGO_1509,1,,-5.285,-10.2033,3416,11,,Pflaumann et al.,Paleoceanography,1996,doi:10.1594/PANGAEA.227317,32,0,Yes,Yes,0.814629258
