Core,Latitude (N),Longitude (E),Depth (m),Basin,Age (ka),F. profunda (%),Time period,NPP(mg C/m2/day)
MD03-2699,39.0367,-10.6605,1865,NAtl,19.18,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,19.26,0.3,LGM,466.974176
MD03-2699,39.0367,-10.6605,1865,NAtl,19.34,0.3,LGM,466.974176
MD03-2699,39.0367,-10.6605,1865,NAtl,19.41,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,19.49,0.3,LGM,466.974176
MD03-2699,39.0367,-10.6605,1865,NAtl,19.57,0.2,LGM,468.0506627
MD03-2699,39.0367,-10.6605,1865,NAtl,19.65,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,19.73,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,19.8,1,LGM,459.5077753
MD03-2699,39.0367,-10.6605,1865,NAtl,19.88,0.6,LGM,463.7595484
MD03-2699,39.0367,-10.6605,1865,NAtl,19.96,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,20.04,2.3,LGM,445.956876
MD03-2699,39.0367,-10.6605,1865,NAtl,20.11,1.3,LGM,456.344546
MD03-2699,39.0367,-10.6605,1865,NAtl,20.19,0.9,LGM,460.5670501
MD03-2699,39.0367,-10.6605,1865,NAtl,20.27,1.3,LGM,456.344546
MD03-2699,39.0367,-10.6605,1865,NAtl,20.35,0.8,LGM,461.6287668
MD03-2699,39.0367,-10.6605,1865,NAtl,20.43,0.5,LGM,464.8286246
MD03-2699,39.0367,-10.6605,1865,NAtl,20.5,1,LGM,459.5077753
MD03-2699,39.0367,-10.6605,1865,NAtl,20.58,0.9,LGM,460.5670501
MD03-2699,39.0367,-10.6605,1865,NAtl,20.66,0.3,LGM,466.974176
MD03-2699,39.0367,-10.6605,1865,NAtl,20.74,0.3,LGM,466.974176
MD03-2699,39.0367,-10.6605,1865,NAtl,20.82,0.3,LGM,466.974176
MD03-2699,39.0367,-10.6605,1865,NAtl,20.89,1.1,LGM,458.4509367
MD03-2699,39.0367,-10.6605,1865,NAtl,20.97,0.9,LGM,460.5670501
MD03-2699,39.0367,-10.6605,1865,NAtl,21.05,1,LGM,459.5077753
MD03-2699,39.0367,-10.6605,1865,NAtl,21.13,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,21.21,1,LGM,459.5077753
MD03-2699,39.0367,-10.6605,1865,NAtl,21.28,1.3,LGM,456.344546
MD03-2699,39.0367,-10.6605,1865,NAtl,21.36,1,LGM,459.5077753
MD03-2699,39.0367,-10.6605,1865,NAtl,21.44,1.2,LGM,457.3965289
MD03-2699,39.0367,-10.6605,1865,NAtl,21.52,0.3,LGM,466.974176
MD03-2699,39.0367,-10.6605,1865,NAtl,21.59,0.6,LGM,463.7595484
MD03-2699,39.0367,-10.6605,1865,NAtl,21.67,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,21.75,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,21.83,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,21.91,0.3,LGM,466.974176
MD03-2699,39.0367,-10.6605,1865,NAtl,21.98,0.9,LGM,460.5670501
MD03-2699,39.0367,-10.6605,1865,NAtl,22.04,1.7,LGM,452.1607541
MD03-2699,39.0367,-10.6605,1865,NAtl,22.09,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,22.14,0.9,LGM,460.5670501
MD03-2699,39.0367,-10.6605,1865,NAtl,22.19,0.9,LGM,460.5670501
MD03-2699,39.0367,-10.6605,1865,NAtl,22.24,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,22.29,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,22.34,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,22.39,0.3,LGM,466.974176
MD03-2699,39.0367,-10.6605,1865,NAtl,22.45,0.3,LGM,466.974176
MD03-2699,39.0367,-10.6605,1865,NAtl,22.5,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,22.55,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,22.6,0.3,LGM,466.974176
MD03-2699,39.0367,-10.6605,1865,NAtl,22.65,0.3,LGM,466.974176
MD03-2699,39.0367,-10.6605,1865,NAtl,22.7,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,22.75,0.6,LGM,463.7595484
MD03-2699,39.0367,-10.6605,1865,NAtl,22.8,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,22.86,0.9,LGM,460.5670501
MD03-2699,39.0367,-10.6605,1865,NAtl,22.91,1,LGM,459.5077753
MD03-2699,39.0367,-10.6605,1865,NAtl,22.96,0.3,LGM,466.974176
MD03-2699,39.0367,-10.6605,1865,NAtl,23.01,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,23.06,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,23.11,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,23.16,0.9,LGM,460.5670501
MD03-2699,39.0367,-10.6605,1865,NAtl,23.21,0.6,LGM,463.7595484
MD03-2699,39.0367,-10.6605,1865,NAtl,23.27,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,23.32,0,LGM,470.2110864
MD03-2699,39.0367,-10.6605,1865,NAtl,23.37,0.6,LGM,463.7595484
MD06-3067,6.51433,126.49766,1575,WPac,3.61,46.2,MLH,162.2904126
MD06-3067,6.51433,126.49766,1575,WPac,3.86,42.5,MLH,176.7229142
MD06-3067,6.51433,126.49766,1575,WPac,4.14,43.9,MLH,171.1168845
MD06-3067,6.51433,126.49766,1575,WPac,4.44,58.4,MLH,122.5442292
MD06-3067,6.51433,126.49766,1575,WPac,4.81,41.9,MLH,179.1813748
MD06-3067,6.51433,126.49766,1575,WPac,5.39,44.2,MLH,169.9389241
MD06-3067,6.51433,126.49766,1575,WPac,19.08,42.4,LGM,177.1303026
MD06-3067,6.51433,126.49766,1575,WPac,19.79,41.9,LGM,179.1813748
MD06-3067,6.51433,126.49766,1575,WPac,20.6,26.3,LGM,256.6213968
MD06-3067,6.51433,126.49766,1575,WPac,21.47,27.1,LGM,251.9375284
MD06-3067,6.51433,126.49766,1575,WPac,22.43,31.3,LGM,228.7140606
MD06-3067,6.51433,126.49766,1575,WPac,23.53,37.8,LGM,196.9213772
MD06-3075,6.476167,125.832,1878,WPac,0.06,38.5,MLH,193.7728221
MD06-3075,6.476167,125.832,1878,WPac,0.19,37.7,MLH,197.3753279
MD06-3075,6.476167,125.832,1878,WPac,0.33,42.9,MLH,175.1027088
MD06-3075,6.476167,125.832,1878,WPac,0.47,38.4,MLH,194.2195146
MD06-3075,6.476167,125.832,1878,WPac,0.61,38.5,MLH,193.7728221
MD06-3075,6.476167,125.832,1878,WPac,0.74,42.2,MLH,177.9478989
MD06-3075,6.476167,125.832,1878,WPac,0.83,44.1,MLH,170.3306738
MD06-3075,6.476167,125.832,1878,WPac,0.89,40.9,MLH,183.3550452
MD06-3075,6.476167,125.832,1878,WPac,0.94,38.6,MLH,193.327157
MD06-3075,6.476167,125.832,1878,WPac,1,43.8,MLH,171.5113496
MD06-3075,6.476167,125.832,1878,WPac,1.05,38,MLH,196.0166057
MD06-3075,6.476167,125.832,1878,WPac,1.11,39.4,MLH,189.7985387
MD06-3075,6.476167,125.832,1878,WPac,1.16,40.9,MLH,183.3550452
MD06-3075,6.476167,125.832,1878,WPac,1.22,43.1,MLH,174.2981849
MD06-3075,6.476167,125.832,1878,WPac,1.27,44.2,MLH,169.9389241
MD06-3075,6.476167,125.832,1878,WPac,1.33,39.3,MLH,190.2360696
MD06-3075,6.476167,125.832,1878,WPac,1.38,40.4,MLH,185.4781965
MD06-3075,6.476167,125.832,1878,WPac,1.49,37.9,MLH,196.4684706
MD06-3075,6.476167,125.832,1878,WPac,1.55,43,MLH,174.6999837
MD06-3075,6.476167,125.832,1878,WPac,1.66,38.6,MLH,193.327157
MD06-3075,6.476167,125.832,1878,WPac,1.71,44.2,MLH,169.9389241
MD06-3075,6.476167,125.832,1878,WPac,1.77,50.4,MLH,147.3305684
MD06-3075,6.476167,125.832,1878,WPac,1.82,37.5,MLH,198.286371
MD06-3075,6.476167,125.832,1878,WPac,1.88,37.2,MLH,199.6608265
MD06-3075,6.476167,125.832,1878,WPac,1.93,34.9,MLH,210.5197591
MD06-3075,6.476167,125.832,1878,WPac,1.99,41.3,MLH,181.674036
MD06-3075,6.476167,125.832,1878,WPac,2.04,40.6,MLH,184.6260016
MD06-3075,6.476167,125.832,1878,WPac,2.09,36.6,MLH,202.4383852
MD06-3075,6.476167,125.832,1878,WPac,2.13,37.6,MLH,197.830325
MD06-3075,6.476167,125.832,1878,WPac,2.17,41.3,MLH,181.674036
MD06-3075,6.476167,125.832,1878,WPac,2.22,38.3,MLH,194.6672369
MD06-3075,6.476167,125.832,1878,WPac,2.29,31,MLH,230.2994307
MD06-3075,6.476167,125.832,1878,WPac,2.5,38.8,MLH,192.4388994
MD06-3075,6.476167,125.832,1878,WPac,2.71,35,MLH,210.0355771
MD06-3075,6.476167,125.832,1878,WPac,2.92,36.5,MLH,202.9050539
MD06-3075,6.476167,125.832,1878,WPac,3.13,40.1,MLH,186.76387
MD06-3075,6.476167,125.832,1878,WPac,3.32,39.4,MLH,189.7985387
MD06-3075,6.476167,125.832,1878,WPac,3.48,35.6,MLH,207.153781
MD06-3075,6.476167,125.832,1878,WPac,3.65,39.5,MLH,189.3620142
MD06-3075,6.476167,125.832,1878,WPac,3.81,39.8,MLH,188.0584553
MD06-3075,6.476167,125.832,1878,WPac,3.98,39.5,MLH,189.3620142
MD06-3075,6.476167,125.832,1878,WPac,4.15,38.6,MLH,193.327157
MD06-3075,6.476167,125.832,1878,WPac,4.31,38.5,MLH,193.7728221
MD06-3075,6.476167,125.832,1878,WPac,4.48,34.4,MLH,212.9574631
MD06-3075,6.476167,125.832,1878,WPac,4.64,32.7,MLH,221.4587603
MD06-3075,6.476167,125.832,1878,WPac,4.89,33.3,MLH,218.4202322
MD06-3075,6.476167,125.832,1878,WPac,5.14,33.2,MLH,218.9237428
MD06-3075,6.476167,125.832,1878,WPac,5.4,32.1,MLH,224.5395585
MD06-3075,6.476167,125.832,1878,WPac,5.66,33.6,MLH,216.9166379
MD06-3075,6.476167,125.832,1878,WPac,5.93,32.5,MLH,222.4809675
MD06-3075,6.476167,125.832,1878,WPac,19.1,27.4,LGM,250.2032027
MD06-3075,6.476167,125.832,1878,WPac,20.38,31.7,LGM,226.6171975
MD06-3075,6.476167,125.832,1878,WPac,21.67,32.5,LGM,222.4809675
MD06-3075,6.476167,125.832,1878,WPac,22.95,32.4,LGM,222.9938391
MD-2897,8.73,111.44,1658,SCS,23.724,63.1710362,LGM,109.7949847
MD-2897,8.73,111.44,1658,SCS,23.786,68.68686869,LGM,96.69948866
MD-2897,8.73,111.44,1658,SCS,23.91,64.8,LGM,105.753041
MD-2901,14.37,110.74,1454,SCS,0.047218,66.48044693,MLH,101.739218
MD-2901,14.37,110.74,1454,SCS,0.090401,78.72044506,MLH,76.7517725
MD-2901,14.37,110.74,1454,SCS,0.133585,79.25764192,MLH,75.80824546
MD-2901,14.37,110.74,1454,SCS,0.263604,69.41362916,MLH,95.09475697
MD-2901,14.37,110.74,1454,SCS,0.3071,76,MLH,81.71332156
MD-2901,14.37,110.74,1454,SCS,0.438086,73.41269841,MLH,86.72930782
MD-2901,14.37,110.74,1454,SCS,0.481914,74.48200654,MLH,84.61995675
MD-2901,14.37,110.74,1454,SCS,0.613164,75.40603248,MLH,82.83855977
MD-2901,14.37,110.74,1454,SCS,0.656836,85.32608696,MLH,65.9222459
MD-2901,14.37,110.74,1454,SCS,0.788042,72.4801812,MLH,88.61169673
MD-2901,14.37,110.74,1454,SCS,0.831841,74.7440273,MLH,84.11096031
MD-2901,14.37,110.74,1454,SCS,0.962813,77.75590551,MLH,78.47544902
MD-2901,14.37,110.74,1454,SCS,1.006328,80.05464481,MLH,74.42972534
MD-2901,14.37,110.74,1454,SCS,1.137139,72.94832827,MLH,87.66163808
MD-2901,14.37,110.74,1454,SCS,1.18083,80.61538462,MLH,73.47490248
MD-2901,14.37,110.74,1454,SCS,1.312226,82.03463203,MLH,71.11259781
MD-2901,14.37,110.74,1454,SCS,1.356133,71.11111111,MLH,91.44958802
MD-2901,14.37,110.74,1454,SCS,1.487866,78.55113636,MLH,77.05157151
MD-2901,14.37,110.74,1454,SCS,1.531782,80.78431373,MLH,73.18965959
MD-2901,14.37,110.74,1454,SCS,1.663164,72.72727273,MLH,88.10897261
MD-2901,14.37,110.74,1454,SCS,1.706836,69.91643454,MLH,94.00014403
MD-2901,14.37,110.74,1454,SCS,1.838086,73.82113821,MLH,85.91747048
MD-2901,14.37,110.74,1454,SCS,1.881914,71.18644068,MLH,91.2911037
MD-2901,14.37,110.74,1454,SCS,2.013164,77.13178295,MLH,79.61135853
MD-2901,14.37,110.74,1454,SCS,2.056836,69.45996276,MLH,94.99335728
MD-2901,14.37,110.74,1454,SCS,2.188086,71.2605042,MLH,91.13555075
MD-2901,14.37,110.74,1454,SCS,2.231914,76.45305514,MLH,80.86532066
MD-2901,14.37,110.74,1454,SCS,2.363164,81.13553114,MLH,72.60015587
MD-2901,14.37,110.74,1454,SCS,2.406836,73.29376855,MLH,86.96713818
MD-2901,14.37,110.74,1454,SCS,2.538086,85.02415459,MLH,66.38215065
MD-2901,14.37,110.74,1454,SCS,2.581914,85.0129199,MLH,66.39932516
MD-2901,14.37,110.74,1454,SCS,2.722788,70.85427136,MLH,91.99201905
MD-2901,14.37,110.74,1454,SCS,2.772876,81.57894737,MLH,71.86267691
MD-2901,14.37,110.74,1454,SCS,2.987402,83.41158059,MLH,68.89331118
MD-2901,14.37,110.74,1454,SCS,3.080332,78.58293076,MLH,76.99518324
MD-2901,14.37,110.74,1454,SCS,3.484321,80.82437276,MLH,73.12218106
MD-2901,14.37,110.74,1454,SCS,3.660717,73.60774818,MLH,86.34066367
MD-2901,14.37,110.74,1454,SCS,4.25332,88.19599109,MLH,61.70678981
MD-2901,14.37,110.74,1454,SCS,4.471992,84.05172414,MLH,67.88528148
MD-2901,14.37,110.74,1454,SCS,5.1375,76.25570776,MLH,81.23361622
MD-2901,14.37,110.74,1454,SCS,5.3625,69.02887139,MLH,95.94098005
MD-2901,14.37,110.74,1454,SCS,19.113838,68.64864865,LGM,96.7846264
MD-2901,14.37,110.74,1454,SCS,19.315224,70.24070022,LGM,93.30090627
MD-2901,14.37,110.74,1454,SCS,19.919326,71.33917397,LGM,90.97061375
MD-2901,14.37,110.74,1454,SCS,20.120674,72.79411765,LGM,87.97346301
MD-2901,14.37,110.74,1454,SCS,20.725567,69.36416185,LGM,95.20313417
MD-2901,14.37,110.74,1454,SCS,20.927481,73.90510949,LGM,85.75150867
MD-2901,14.37,110.74,1454,SCS,21.533838,71.38728324,LGM,90.86989623
MD-2901,14.37,110.74,1454,SCS,21.736162,79.41176471,LGM,75.53969333
MD-2901,14.37,110.74,1454,SCS,22.342519,69.97635934,LGM,93.87053025
MD-2901,14.37,110.74,1454,SCS,22.544433,67.72727273,LGM,98.85989325
MD-2901,14.37,110.74,1454,SCS,23.149326,76.36363636,LGM,81.03198931
MD-2901,14.37,110.74,1454,SCS,23.350674,70.3601108,LGM,93.04472495
MD-2901,14.37,110.74,1454,SCS,23.955567,73.45132743,LGM,86.65219934
MD-2904,19.45,116.25,2066,SCS,0.742,37.26169844,MLH,199.3773779
MD-2904,19.45,116.25,2066,SCS,0.82,41.90981432,MLH,179.1408874
MD-2904,19.45,116.25,2066,SCS,0.977,39.65517241,MLH,188.6866354
MD-2904,19.45,116.25,2066,SCS,1.134,41.85733513,MLH,179.3574882
MD-2904,19.45,116.25,2066,SCS,1.291,43.01675978,MLH,174.6325786
MD-2904,19.45,116.25,2066,SCS,1.448,37.18592965,MLH,199.7255234
MD-2904,19.45,116.25,2066,SCS,1.605,39.64497041,MLH,188.7309649
MD-2904,19.45,116.25,2066,SCS,1.762,33.71428571,MLH,216.3465666
MD-2904,19.45,116.25,2066,SCS,1.919,43.16831683,MLH,174.0242201
MD-2904,19.45,116.25,2066,SCS,2.076,39,MLH,191.554723
MD-2904,19.45,116.25,2066,SCS,2.233,37.64705882,MLH,197.6160782
MD-2904,19.45,116.25,2066,SCS,2.39,42.27504244,MLH,177.6406853
MD-2904,19.45,116.25,2066,SCS,2.547,47.35812133,MLH,158.0198522
MD-2904,19.45,116.25,2066,SCS,2.704,39.65763195,MLH,188.6759498
MD-2904,19.45,116.25,2066,SCS,2.86,44.84375,MLH,167.4385153
MD-2904,19.45,116.25,2066,SCS,3.017,39.81481481,MLH,187.994315
MD-2904,19.45,116.25,2066,SCS,3.174,35.29411765,MLH,208.617957
MD-2904,19.45,116.25,2066,SCS,3.331,41.55313351,MLH,180.6182081
MD-2904,19.45,116.25,2066,SCS,3.488,42.52988048,MLH,176.6013665
MD-2904,19.45,116.25,2066,SCS,3.645,44.84848485,MLH,167.4202615
MD-2904,19.45,116.25,2066,SCS,3.802,32.2324967,MLH,223.8555661
MD-2904,19.45,116.25,2066,SCS,3.959,40.11627907,MLH,186.6938766
MD-2904,19.45,116.25,2066,SCS,4.273,35.48387097,MLH,207.7084452
MD-2904,19.45,116.25,2066,SCS,4.43,43.69230769,MLH,171.9371753
MD-2904,19.45,116.25,2066,SCS,4.587,37.65281174,MLH,197.5899026
MD-2904,19.45,116.25,2066,SCS,4.7435,40.28871391,MLH,185.9540859
MD-2904,19.45,116.25,2066,SCS,4.9,39.77128335,MLH,188.1828454
MD-2904,19.45,116.25,2066,SCS,5.057,41.30434783,MLH,181.6558491
MD-2904,19.45,116.25,2066,SCS,5.214,34.80825959,MLH,210.9649313
MD-2904,19.45,116.25,2066,SCS,5.371,34.86842105,MLH,210.6728905
MD-2904,19.45,116.25,2066,SCS,5.528,34.9944629,MLH,210.0623576
MD-2904,19.45,116.25,2066,SCS,5.685,34.00900901,MLH,214.8833542
MD-2904,19.45,116.25,2066,SCS,5.842,32.81786942,MLH,220.8585265
MD-2904,19.45,116.25,2066,SCS,5.999,37.1120108,MLH,200.0657546
MD-2904,19.45,116.25,2066,SCS,19.04,42.37382141,LGM,177.2371061
MD-2904,19.45,116.25,2066,SCS,19.0915,47.71986971,LGM,156.7090823
MD-2904,19.45,116.25,2066,SCS,19.143,40.74074074,LGM,184.0286571
MD-2904,19.45,116.25,2066,SCS,19.195,45.89295178,LGM,163.4418791
MD-2904,19.45,116.25,2066,SCS,19.247,41.58266129,LGM,180.4954471
MD-2904,19.45,116.25,2066,SCS,19.2985,44.1025641,LGM,170.3206177
MD-2904,19.45,116.25,2066,SCS,19.35,43.43707713,LGM,172.950608
MD-2904,19.45,116.25,2066,SCS,19.402,44.80922804,LGM,167.5716647
MD-2904,19.45,116.25,2066,SCS,19.454,46.58553076,LGM,160.8561081
MD-2904,19.45,116.25,2066,SCS,19.557,45.35232384,LGM,165.4891884
MD-2904,19.45,116.25,2066,SCS,19.66,51.33991537,LGM,144.1762451
MD-2904,19.45,116.25,2066,SCS,19.7665,47.54098361,LGM,157.355899
MD-2904,19.45,116.25,2066,SCS,19.873,45.90583419,LGM,163.3934048
MD-2904,19.45,116.25,2066,SCS,19.9795,43.07613694,LGM,174.3939823
MD-2904,19.45,116.25,2066,SCS,20.086,46.63625998,LGM,160.6683245
MD-2904,19.45,116.25,2066,SCS,20.193,39.39919122,LGM,189.8020734
MD-2904,19.45,116.25,2066,SCS,20.3,47.7668433,LGM,156.5396763
MD-2904,19.45,116.25,2066,SCS,20.4065,51.52882206,LGM,143.5504783
MD-2904,19.45,116.25,2066,SCS,20.513,41.6252073,LGM,180.3187099
MD-2904,19.45,116.25,2066,SCS,20.6195,42.31499051,LGM,177.4773598
MD-2904,19.45,116.25,2066,SCS,20.726,39.95327103,LGM,187.3959299
MD-2904,19.45,116.25,2066,SCS,20.8325,39.33673469,LGM,190.0752269
MD-2904,19.45,116.25,2066,SCS,20.939,41.72335601,LGM,179.9116574
MD-2904,19.45,116.25,2066,SCS,21.0455,48.05882353,LGM,155.4907754
MD-2904,19.45,116.25,2066,SCS,21.152,42.81170483,LGM,175.4590672
MD-2904,19.45,116.25,2066,SCS,21.259,38.7605042,LGM,192.6139876
MD-2904,19.45,116.25,2066,SCS,21.366,41.78112539,LGM,179.6724999
MD-2904,19.45,116.25,2066,SCS,21.4725,41.55967665,LGM,180.590998
MD-2904,19.45,116.25,2066,SCS,21.579,41.04145255,LGM,182.7588173
MD-2904,19.45,116.25,2066,SCS,21.6855,42.08877285,LGM,178.4042253
MD-2904,19.45,116.25,2066,SCS,21.792,42.80969777,LGM,175.4671761
MD-2904,19.45,116.25,2066,SCS,21.8985,47.72117962,LGM,156.7043557
MD-2904,19.45,116.25,2066,SCS,22.005,49.17127072,LGM,151.5584508
MD-2904,19.45,116.25,2066,SCS,22.1115,43.38335607,LGM,173.1646756
MD-2904,19.45,116.25,2066,SCS,22.218,43.29962073,LGM,173.4988726
MD-2904,19.45,116.25,2066,SCS,22.325,49.37586685,LGM,150.8461381
MD-2904,19.45,116.25,2066,SCS,22.432,43.79391101,LGM,171.5353979
MD-2904,19.45,116.25,2066,SCS,22.5385,49.15997078,LGM,151.59789
MD-2904,19.45,116.25,2066,SCS,22.645,40.79391892,LGM,183.8034569
MD-2904,19.45,116.25,2066,SCS,22.7515,48.67629362,LGM,153.2956842
MD-2904,19.45,116.25,2066,SCS,22.858,45.30516432,LGM,165.6689887
MD-2904,19.45,116.25,2066,SCS,22.9645,50.32397408,LGM,147.5887055
MD-2904,19.45,116.25,2066,SCS,23.071,47.79202279,LGM,156.4489442
MD-2904,19.45,116.25,2066,SCS,23.178,48.72490505,LGM,153.1241934
MD-2904,19.45,116.25,2066,SCS,23.285,47.74614472,LGM,156.6143013
MD-2904,19.45,116.25,2066,SCS,23.3915,46.43660915,LGM,161.408638
MD-2904,19.45,116.25,2066,SCS,23.498,48.82506527,LGM,152.7714539
MD-2904,19.45,116.25,2066,SCS,23.6045,47.65751212,LGM,156.9342526
MD-2904,19.45,116.25,2066,SCS,23.711,46.3898917,LGM,161.5823602
MD-2904,19.45,116.25,2066,SCS,23.8175,44.47871684,LGM,168.8518005
MD-2904,19.45,116.25,2066,SCS,23.924,52.20930233,LGM,141.3187675
MD85674,3.18,50.43,4875,Ind,0.206954,58.07706175,MLH,123.4588556
MD85674,3.18,50.43,4875,Ind,2.27649,70.71427745,MLH,92.28903183
MD85674,3.18,50.43,4875,Ind,3.1043,55.38208083,MLH,131.3626969
MD85674,3.18,50.43,4875,Ind,4.55298,59.9428258,MLH,118.2672794
MD85674,3.18,50.43,4875,Ind,4.55298,21.95294813,MLH,283.6373265
MD85674,3.18,50.43,4875,Ind,5.58775,24.93350597,MLH,264.8242828
MD85674,3.18,50.43,4875,Ind,20.0745,65.37254101,LGM,104.3680224
MD85674,3.18,50.43,4875,Ind,22.144,55.38208083,LGM,131.3626969
MD85674,3.18,50.43,4875,Ind,22.351,65.37254101,LGM,104.3680224
MD85674,3.18,50.43,4875,Ind,23.5927,56.26709219,LGM,128.7128606
MD90949,2.08,76.11,3700,Ind,19.5175,30.26293549,LGM,234.2413215
MD90949,2.08,76.11,3700,Ind,21.9298,29.16128061,LGM,240.2592175
MD90963,5.05,73.88,2446,Ind,20.1754,32.01473921,LGM,224.9808081
MD95-2043,36.135,-2.617,1841,Med,0.1,3,MLH,438.8265186
MD95-2043,36.135,-2.617,1841,Med,0.414721,4.2,MLH,426.8672777
MD95-2043,36.135,-2.617,1841,Med,0.729442,4.814814815,MLH,420.866847
MD95-2043,36.135,-2.617,1841,Med,1.044162,4.743083004,MLH,421.5625612
MD95-2043,36.135,-2.617,1841,Med,1.358883,2.480916031,MLH,444.1029972
MD95-2043,36.135,-2.617,1841,Med,1.673604,3.725490196,MLH,431.5567984
MD95-2043,36.135,-2.617,1841,Med,1.988325,3.822937626,MLH,430.5895525
MD95-2043,36.135,-2.617,1841,Med,2.303046,4.030710173,MLH,428.5344717
MD95-2043,36.135,-2.617,1841,Med,2.617766,4.771371769,MLH,421.2880562
MD95-2043,36.135,-2.617,1841,Med,2.932487,4.642166344,MLH,422.5432818
MD95-2043,36.135,-2.617,1841,Med,3.247208,5,MLH,419.0760718
MD95-2043,36.135,-2.617,1841,Med,3.561929,3.605313093,MLH,432.7526475
MD95-2043,36.135,-2.617,1841,Med,3.87665,5.964214712,MLH,409.8743277
MD95-2043,36.135,-2.617,1841,Med,4.191371,4.780114723,MLH,421.2032536
MD95-2043,36.135,-2.617,1841,Med,4.506091,4.637096774,MLH,422.5926086
MD95-2043,36.135,-2.617,1841,Med,4.820812,2.808988764,MLH,440.7608144
MD95-2043,36.135,-2.617,1841,Med,5.135533,9.4,MLH,378.6978718
MD95-2043,36.135,-2.617,1841,Med,5.450254,3.281853282,MLH,435.9877948
MD95-2043,36.135,-2.617,1841,Med,5.764975,3.557312253,MLH,433.2312162
MD95-2043,36.135,-2.617,1841,Med,19.087463,2.777777778,LGM,441.0776852
MD95-2043,36.135,-2.617,1841,Med,19.290448,2.988047809,LGM,438.9473044
MD95-2043,36.135,-2.617,1841,Med,19.493433,2.169625247,LGM,447.2976454
MD95-2043,36.135,-2.617,1841,Med,19.696418,6.882591093,LGM,401.2979614
MD95-2043,36.135,-2.617,1841,Med,19.899403,1.6,LGM,453.2030923
MD95-2043,36.135,-2.617,1841,Med,20.102388,3.777335984,LGM,431.0419161
MD95-2043,36.135,-2.617,1841,Med,20.305373,1.587301587,LGM,453.3356245
MD95-2043,36.135,-2.617,1841,Med,20.508358,5.210420842,LGM,417.0505094
MD95-2043,36.135,-2.617,1841,Med,20.711343,0.992063492,LGM,459.5917557
MD95-2043,36.135,-2.617,1841,Med,20.914328,4.858299595,LGM,420.4456548
MD95-2043,36.135,-2.617,1841,Med,21.117313,2.772277228,LGM,441.1335533
MD95-2043,36.135,-2.617,1841,Med,21.3,5.510204082,LGM,414.1816211
MD95-2043,36.135,-2.617,1841,Med,21.581481,3.326810176,LGM,435.5367065
MD95-2043,36.135,-2.617,1841,Med,21.862963,4.724409449,LGM,421.7438613
MD95-2043,36.135,-2.617,1841,Med,22.144444,4.008016032,LGM,428.7584617
MD95-2043,36.135,-2.617,1841,Med,22.425926,6.40776699,LGM,405.7095162
MD95-2043,36.135,-2.617,1841,Med,22.707407,4.142011834,LGM,427.4376231
MD95-2043,36.135,-2.617,1841,Med,22.988889,6.972111554,LGM,400.471624
MD95-2043,36.135,-2.617,1841,Med,23.27037,3.2,LGM,436.8102939
MD95-2043,36.135,-2.617,1841,Med,23.58,8.064516129,LGM,390.5239768
MD95-2043,36.135,-2.617,1841,Med,23.861481,3.393213573,LGM,434.871282
MD96-2077,-33.1683,31.2467,3781,Ind,1.318,33.91089109,MLH,215.3693779
MD96-2077,-33.1683,31.2467,3781,Ind,4.242,41.70616114,MLH,179.9829033
MD96-2077,-33.1683,31.2467,3781,Ind,19.6,37.94212219,LGM,196.2780084
MD96-2077,-33.1683,31.2467,3781,Ind,21.1,40.39735099,LGM,185.4895102
MD96-2077,-33.1683,31.2467,3781,Ind,22.6,51.5970516,LGM,143.3251314
MD971240,2.03,141,2347,WPac,21.2477,54.39838085,LGM,134.372085
MD971240,2.03,141,2347,WPac,23.5081,47.20980451,LGM,158.5604316
MD972138,-1.41,146.23,1912,WPac,3.84268,56.93754143,MLH,126.7410936
MD972138,-1.41,146.23,1912,WPac,5.19892,61.59100515,MLH,113.86305
