Core,Latitude (N),Longitude (E),Depth (m),Basin,Age (ka),F. profunda (%),Time period,NPP(mg C/m2/day)
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-007 ,53.9333,-24.0833,3502,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
K708-008 ,52.7333,-22.55,4009,NAtl,21,0,LGM,470.2110864
KF13,-20.1,-39,1774,SAtl,2.82171,30,MLH,235.6637936
KF13,-20.1,-39,1774,SAtl,4.63566,24.375,MLH,268.2519357
KF13,-20.1,-39,1774,SAtl,20.155,19.375,LGM,300.9836222
KT84-14P1,23.836,124.401,2488,WPac,5.35117,53.9331,MLH,135.8194178
KT84-14P1,23.836,124.401,2488,WPac,20.7358,27.8661,LGM,247.5322927
KT84-14P1,23.836,124.401,2488,WPac,22.7425,35.4812,LGM,207.7212199
KX21-2,-1.4,158,1897,WPac,1.454545455,61.96911197,MLH,112.8760348
KX21-2,-1.4,158,1897,WPac,2.545454545,63.85964912,MLH,108.0678156
KX21-2,-1.4,158,1897,WPac,3.636363636,54.8951049,MLH,132.8439607
KX21-2,-1.4,158,1897,WPac,4.727272727,64.39135381,MLH,106.7528127
KX21-2,-1.4,158,1897,WPac,5.818181818,56.34615385,MLH,128.4787569
KX21-2,-1.4,158,1897,WPac,20.42857143,52.99363057,LGM,138.7894832
KX21-2,-1.4,158,1897,WPac,21.85714286,54.02750491,LGM,135.5245005
KX21-2,-1.4,158,1897,WPac,23.28571429,60.75036075,LGM,116.0885153
M35003-4,12.09,-61.2433,1299,NAtl,0.288,39.44099379,MLH,189.6194692
M35003-4,12.09,-61.2433,1299,NAtl,1.73,39.03966597,MLH,191.3798478
M35003-4,12.09,-61.2433,1299,NAtl,2.306,50.35799523,MLH,147.4731349
M35003-4,12.09,-61.2433,1299,NAtl,3.459,37.96296296,MLH,196.1838418
M35003-4,12.09,-61.2433,1299,NAtl,4.036,55.3030303,MLH,131.6020218
M35003-4,12.09,-61.2433,1299,NAtl,4.612,45.54455446,MLH,164.7583067
M35003-4,12.09,-61.2433,1299,NAtl,5.189,39.51310861,MLH,189.3048664
M35003-4,12.09,-61.2433,1299,NAtl,5.477,38.44621514,MLH,194.0129472
M35003-4,12.09,-61.2433,1299,NAtl,19.264,29.52755906,LGM,238.2414227
M35003-4,12.09,-61.2433,1299,NAtl,21.119,26.64576803,LGM,254.5863908
M35003-4,12.09,-61.2433,1299,NAtl,23.436,32.04930663,LGM,224.8018072
M39029-7,36.035,-8.219,1917,NAtl,0.264228,10,MLH,373.5019422
M39029-7,36.035,-8.219,1917,NAtl,2.00813,12,MLH,356.6915856
M39029-7,36.035,-8.219,1917,NAtl,4.9768,11.8279,MLH,358.1078692
M39029-7,36.035,-8.219,1917,NAtl,19.2928,10.4839,LGM,369.3634044
M39029-7,36.035,-8.219,1917,NAtl,19.7843,8.871,LGM,383.3388754
M39029-7,36.035,-8.219,1917,NAtl,20.5216,18.0108,LGM,310.5881375
M39029-7,36.035,-8.219,1917,NAtl,21.5661,11.5591,LGM,360.3311971
M39029-7,36.035,-8.219,1917,NAtl,23.0408,16.129,LGM,324.3417566
M39029-7,36.035,-8.219,1917,NAtl,23.5323,27.4194,LGM,250.0914615
M39029-7,36.035,-8.219,1917,NAtl,23.9009,19.086,LGM,302.9931879
MD01-2378,13.08,121.78,1783,Ind,1.6805,50.72254335,MLH,146.2404218
MD01-2378,13.08,121.78,1783,Ind,1.692,54.6637744,MLH,133.5534528
MD01-2378,13.08,121.78,1783,Ind,1.715,58.04311774,MLH,123.5553875
MD01-2378,13.08,121.78,1783,Ind,1.738,57.38203957,MLH,125.4505208
MD01-2378,13.08,121.78,1783,Ind,1.761,52.3415978,MLH,140.8889351
MD01-2378,13.08,121.78,1783,Ind,1.78433,56.2283737,MLH,128.8276627
MD01-2378,13.08,121.78,1783,Ind,1.807,57.41525424,MLH,125.3546135
MD01-2378,13.08,121.78,1783,Ind,1.831,60.3030303,MLH,117.2904254
MD01-2378,13.08,121.78,1783,Ind,1.854,55.98455598,MLH,129.5529494
MD01-2378,13.08,121.78,1783,Ind,1.877,54.21166307,MLH,134.9510394
MD01-2378,13.08,121.78,1783,Ind,1.90033,46.94835681,MLH,159.5178532
MD01-2378,13.08,121.78,1783,Ind,1.92333,56.68965517,MLH,127.4665739
MD01-2378,13.08,121.78,1783,Ind,1.946,49.79195562,MLH,149.4078129
MD01-2378,13.08,121.78,1783,Ind,1.97,55.27831094,MLH,131.6769489
MD01-2378,13.08,121.78,1783,Ind,1.993,54.54545455,MLH,133.917804
MD01-2378,13.08,121.78,1783,Ind,2.01567,51.13402062,MLH,144.8613934
MD01-2378,13.08,121.78,1783,Ind,2.039,59.75609756,MLH,118.7768734
MD01-2378,13.08,121.78,1783,Ind,2.062,48.9010989,MLH,152.5042249
MD01-2378,13.08,121.78,1783,Ind,2.085,52.68199234,MLH,139.7889816
MD01-2378,13.08,121.78,1783,Ind,2.109,48.7987988,MLH,152.8638792
MD01-2378,13.08,121.78,1783,Ind,2.13167,54.92662474,MLH,132.7475814
MD01-2378,13.08,121.78,1783,Ind,2.155,54.74209651,MLH,133.3128151
MD01-2378,13.08,121.78,1783,Ind,2.178,53.25814536,MLH,137.9467302
MD01-2378,13.08,121.78,1783,Ind,2.201,59.16398714,MLH,120.4073486
MD01-2378,13.08,121.78,1783,Ind,2.224,50.9394572,MLH,145.5118266
MD01-2378,13.08,121.78,1783,Ind,2.24733,57.2027972,MLH,125.9693512
MD01-2378,13.08,121.78,1783,Ind,2.27067,51.08303249,MLH,145.0315671
MD01-2378,13.08,121.78,1783,Ind,2.294,51.42857143,MLH,143.8822267
MD01-2378,13.08,121.78,1783,Ind,2.317,50.83014049,MLH,145.8785573
MD01-2378,13.08,121.78,1783,Ind,2.34,59.18367347,MLH,120.3527809
MD01-2378,13.08,121.78,1783,Ind,2.36333,52.92553191,MLH,139.00728
MD01-2378,13.08,121.78,1783,Ind,2.386,51.24324324,MLH,144.4975329
MD01-2378,13.08,121.78,1783,Ind,2.41,53.85656292,MLH,136.0589876
MD01-2378,13.08,121.78,1783,Ind,2.433,53.19148936,MLH,138.158615
MD01-2378,13.08,121.78,1783,Ind,2.456,62.90322581,MLH,110.4741341
MD01-2378,13.08,121.78,1783,Ind,2.47933,59.53079179,MLH,119.3946719
MD01-2378,13.08,121.78,1783,Ind,2.502,64.49814126,MLH,106.4906436
MD01-2378,13.08,121.78,1783,Ind,2.525,54.73372781,MLH,133.3385065
MD01-2378,13.08,121.78,1783,Ind,2.549,57.01219512,MLH,126.5234173
MD01-2378,13.08,121.78,1783,Ind,2.572,50.60096154,MLH,146.650399
MD01-2378,13.08,121.78,1783,Ind,2.59467,58.77061469,MLH,121.5029207
MD01-2378,13.08,121.78,1783,Ind,2.618,50.1510574,MLH,148.1775093
MD01-2378,13.08,121.78,1783,Ind,2.641,53.42237062,MLH,137.4260799
MD01-2378,13.08,121.78,1783,Ind,2.664,55.40897098,MLH,131.2813865
MD01-2378,13.08,121.78,1783,Ind,2.6872,53.54558611,MLH,137.0367352
MD01-2378,13.08,121.78,1783,Ind,2.7104,58.15217391,MLH,123.2455154
MD01-2378,13.08,121.78,1783,Ind,2.734,50.56,MLH,146.7887812
MD01-2378,13.08,121.78,1783,Ind,2.757,56.65680473,MLH,127.5630273
MD01-2378,13.08,121.78,1783,Ind,2.78,50.48025614,MLH,147.058558
MD01-2378,13.08,121.78,1783,Ind,2.803,57.49741468,MLH,125.11769
MD01-2378,13.08,121.78,1783,Ind,2.82633,57.38317757,MLH,125.4472337
MD01-2378,13.08,121.78,1783,Ind,2.85,56.94444444,MLH,126.72095
MD01-2378,13.08,121.78,1783,Ind,2.873,51.30208333,MLH,144.3018939
MD01-2378,13.08,121.78,1783,Ind,2.896,56.92934783,MLH,126.7650074
MD01-2378,13.08,121.78,1783,Ind,2.919,52.95138889,MLH,138.9245426
MD01-2378,13.08,121.78,1783,Ind,2.94233,55.23809524,MLH,131.7989384
MD01-2378,13.08,121.78,1783,Ind,2.96567,58.87096774,MLH,121.2224862
MD01-2378,13.08,121.78,1783,Ind,2.989,53.7202381,MLH,136.4867472
MD01-2378,13.08,121.78,1783,Ind,3.012,56.41791045,MLH,128.2666523
MD01-2378,13.08,121.78,1783,Ind,3.035,54.85933504,MLH,132.9534202
MD01-2378,13.08,121.78,1783,Ind,3.05833,57.68621236,MLH,124.5749555
MD01-2378,13.08,121.78,1783,Ind,3.081,62.3100304,MLH,111.9934338
MD01-2378,13.08,121.78,1783,Ind,3.104,53.74639769,MLH,136.4045595
MD01-2378,13.08,121.78,1783,Ind,3.128,58.03757829,MLH,123.5711481
MD01-2378,13.08,121.78,1783,Ind,3.151,55.31914894,MLH,131.5531874
MD01-2378,13.08,121.78,1783,Ind,3.17367,59.02366864,MLH,120.7970082
MD01-2378,13.08,121.78,1783,Ind,3.197,49.42716858,MLH,150.6680539
MD01-2378,13.08,121.78,1783,Ind,3.231,52.23499361,MLH,141.2351932
MD01-2378,13.08,121.78,1783,Ind,3.264,54.02684564,MLH,135.5265578
MD01-2378,13.08,121.78,1783,Ind,3.298,57.72773797,MLH,124.4558986
MD01-2378,13.08,121.78,1783,Ind,3.33133,53.21307779,MLH,138.0899545
MD01-2378,13.08,121.78,1783,Ind,3.36467,55.48455804,MLH,131.0530957
MD01-2378,13.08,121.78,1783,Ind,3.398,52.89672544,MLH,139.0995132
MD01-2378,13.08,121.78,1783,Ind,3.432,53.44563553,MLH,137.3524812
MD01-2378,13.08,121.78,1783,Ind,3.465,56.85618729,MLH,126.9787336
MD01-2378,13.08,121.78,1783,Ind,3.499,54.53172205,MLH,133.9601558
MD01-2378,13.08,121.78,1783,Ind,3.532,56.07734807,MLH,129.2764399
MD01-2378,13.08,121.78,1783,Ind,3.566,48.37962963,MLH,154.3464227
MD01-2378,13.08,121.78,1783,Ind,3.599,51.85185185,MLH,142.4867058
MD01-2378,13.08,121.78,1783,Ind,3.633,53.77532228,MLH,136.3137425
MD01-2378,13.08,121.78,1783,Ind,3.666,45.90690209,MLH,163.3893871
MD01-2378,13.08,121.78,1783,Ind,3.7,56.55976676,MLH,127.8483704
MD01-2378,13.08,121.78,1783,Ind,3.733,49.42528736,MLH,150.6745805
MD01-2378,13.08,121.78,1783,Ind,3.767,55.38922156,MLH,131.3410999
MD01-2378,13.08,121.78,1783,Ind,3.8,50.59021922,MLH,146.6866776
MD01-2378,13.08,121.78,1783,Ind,3.834,54.42708333,MLH,134.2833079
MD01-2378,13.08,121.78,1783,Ind,3.867,54.71380471,MLH,133.3996891
MD01-2378,13.08,121.78,1783,Ind,3.901,46.10717897,MLH,162.6376441
MD01-2378,13.08,121.78,1783,Ind,3.934,48.75739645,MLH,153.0096776
MD01-2378,13.08,121.78,1783,Ind,3.968,55.71428571,MLH,130.3616976
MD01-2378,13.08,121.78,1783,Ind,4.001,51.15257958,MLH,144.7995021
MD01-2378,13.08,121.78,1783,Ind,4.035,53.40393343,MLH,137.484434
MD01-2378,13.08,121.78,1783,Ind,4.068,53.58649789,MLH,136.9077035
MD01-2378,13.08,121.78,1783,Ind,4.102,51.25284738,MLH,144.4655817
MD01-2378,13.08,121.78,1783,Ind,4.135,53.4562212,MLH,137.3190064
MD01-2378,13.08,121.78,1783,Ind,4.169,49.01349948,MLH,152.1100362
MD01-2378,13.08,121.78,1783,Ind,4.202,54.53296703,MLH,133.9563156
MD01-2378,13.08,121.78,1783,Ind,4.236,56.49350649,MLH,128.0435774
MD01-2378,13.08,121.78,1783,Ind,4.269,52.08053691,MLH,141.73839
MD01-2378,13.08,121.78,1783,Ind,4.303,51.81598063,MLH,142.6044435
MD01-2378,13.08,121.78,1783,Ind,4.336,52.86783042,MLH,139.1920914
MD01-2378,13.08,121.78,1783,Ind,4.37,46.74384949,MLH,160.270787
MD01-2378,13.08,121.78,1783,Ind,4.403,49.74619289,MLH,149.5653307
MD01-2378,13.08,121.78,1783,Ind,4.437,55.32879819,MLH,131.5239619
MD01-2378,13.08,121.78,1783,Ind,4.47,50.77951002,MLH,146.0487231
MD01-2378,13.08,121.78,1783,Ind,4.504,54.48430493,MLH,134.106496
MD01-2378,13.08,121.78,1783,Ind,4.537,49.67880086,MLH,149.7976002
MD01-2378,13.08,121.78,1783,Ind,4.571,49.41763727,MLH,150.7011241
MD01-2378,13.08,121.78,1783,Ind,4.604,54.8431105,MLH,133.0030987
MD01-2378,13.08,121.78,1783,Ind,4.638,54.74339036,MLH,133.3088435
MD01-2378,13.08,121.78,1783,Ind,4.671,43.16069057,MLH,174.0547816
MD01-2378,13.08,121.78,1783,Ind,4.705,55.79710145,MLH,130.1133474
MD01-2378,13.08,121.78,1783,Ind,4.738,52.41038319,MLH,140.6659659
MD01-2378,13.08,121.78,1783,Ind,4.772,50.40369089,MLH,147.318048
MD01-2378,13.08,121.78,1783,Ind,4.805,43.50842418,MLH,172.6667134
MD01-2378,13.08,121.78,1783,Ind,4.839,58.13609467,MLH,123.291154
MD01-2378,13.08,121.78,1783,Ind,4.859,44.81927711,MLH,167.532895
MD01-2378,13.08,121.78,1783,Ind,4.879,51.29434324,MLH,144.327614
MD01-2378,13.08,121.78,1783,Ind,4.899,49.03225806,MLH,152.0443491
MD01-2378,13.08,121.78,1783,Ind,4.918,56.1752988,MLH,128.9851985
MD01-2378,13.08,121.78,1783,Ind,4.938,46.89966178,MLH,159.6968121
MD01-2378,13.08,121.78,1783,Ind,4.958,50.14492754,MLH,148.1984253
MD01-2378,13.08,121.78,1783,Ind,4.978,50.5,MLH,146.9917175
MD01-2378,13.08,121.78,1783,Ind,4.998,49.08503767,MLH,151.8596826
MD01-2378,13.08,121.78,1783,Ind,5.018,55.17711172,MLH,131.9841401
MD01-2378,13.08,121.78,1783,Ind,5.038,49.4892168,MLH,150.4529462
MD01-2378,13.08,121.78,1783,Ind,5.058,49.5412844,MLH,150.2726761
MD01-2378,13.08,121.78,1783,Ind,5.077,48.89543446,MLH,152.5241171
MD01-2378,13.08,121.78,1783,Ind,5.097,52.47018739,MLH,140.4723961
MD01-2378,13.08,121.78,1783,Ind,5.117,50.45207957,MLH,147.153999
MD01-2378,13.08,121.78,1783,Ind,5.137,55.36062378,MLH,131.4276149
MD01-2378,13.08,121.78,1783,Ind,5.157,58.69565217,MLH,121.712825
MD01-2378,13.08,121.78,1783,Ind,5.177,49.83314794,MLH,149.2661685
MD01-2378,13.08,121.78,1783,Ind,5.197,56.50887574,MLH,127.9982721
MD01-2378,13.08,121.78,1783,Ind,5.216,54.32473445,MLH,134.6001426
MD01-2378,13.08,121.78,1783,Ind,5.236,52.01729107,MLH,141.9449525
MD01-2378,13.08,121.78,1783,Ind,5.256,53.55191257,MLH,137.0167742
MD01-2378,13.08,121.78,1783,Ind,5.276,52.64516129,MLH,139.9075822
MD01-2378,13.08,121.78,1783,Ind,5.296,54.21940928,MLH,134.9269712
MD01-2378,13.08,121.78,1783,Ind,5.316,55.24568393,MLH,131.7759104
MD01-2378,13.08,121.78,1783,Ind,5.336,50.2401537,MLH,147.8738321
MD01-2378,13.08,121.78,1783,Ind,5.356,55.4887218,MLH,131.0405316
MD01-2378,13.08,121.78,1783,Ind,5.375,49.9263623,MLH,148.9461361
MD01-2378,13.08,121.78,1783,Ind,5.395,52.16049383,MLH,141.4776789
MD01-2378,13.08,121.78,1783,Ind,5.415,50.1650165,MLH,148.1298897
MD01-2378,13.08,121.78,1783,Ind,5.435,48.95522388,MLH,152.3142813
MD01-2378,13.08,121.78,1783,Ind,5.455,56.57568238,MLH,127.8015263
MD01-2378,13.08,121.78,1783,Ind,5.475,54.44015444,MLH,134.2428983
