Latitude,Longitude,Sample depth - upper (m),Symbiosis,Spinose,Prop
12.09,-61.2433,3.6,Yes,Yes,0.707
11.65,-80.13,0.6,Yes,Yes,0.773
9.5667,-19.095,0.45,Yes,Yes,0.182
5.67,-19.8517,0.27,Yes,Yes,0.626
5.67,-19.8517,0.3,Yes,Yes,0.579
5.67,-19.8517,0.35,Yes,Yes,0.657
5.385,-21.7517,0.3,Yes,Yes,0.592
5.335,-22.0533,0.26,Yes,Yes,0.705
5.335,-22.0533,0.28,Yes,Yes,0.716
5.335,-22.0533,0.3,Yes,Yes,0.681
5.335,-22.055,0.29,Yes,Yes,0.766
5.335,-22.055,0.32,Yes,Yes,0.789
3.735,-11.3983,0.25,Yes,Yes,0.312
3.735,-11.3983,0.4,Yes,Yes,0.35
3.02,-22.0317,0.36,Yes,Yes,0.463
3.02,-22.0317,0.39,Yes,Yes,0.169
3.02,-22.0317,0.42,Yes,Yes,0.088
1.367,-33.48,0.5,Yes,Yes,0.442
1.367,-33.48,0.52,Yes,Yes,0.489
1.367,-33.48,0.55,Yes,Yes,0.468
1.367,-33.48,0.57,Yes,Yes,0.478
1.367,-33.48,0.6,Yes,Yes,0.499
1.367,-33.48,0.62,Yes,Yes,0.459
84.0292,11.2383,0.14,Undetermined,Undetermined,0
84.0292,11.2383,0.15,Undetermined,Undetermined,0
82.3967,40.9083,3.1,Undetermined,Undetermined,0
82.3967,40.9083,3.3,Undetermined,Undetermined,0
82.3967,40.9083,3.5,Undetermined,Undetermined,0
82.0317,15.1908,0.73,Undetermined,Undetermined,0
82.0317,15.1908,0.79,Undetermined,Undetermined,0
81.759,-9.4355,0.17,Undetermined,Undetermined,0
81.759,-9.4355,0.27,Undetermined,Undetermined,0
81.759,-9.4355,0.61,Undetermined,Undetermined,0
81.759,-9.4355,0.83,Undetermined,Undetermined,0
81.535,30.5933,1.72,Undetermined,Undetermined,0
81.535,30.5933,1.92,Undetermined,Undetermined,0
81.535,30.5933,2.13,Undetermined,Undetermined,0
81.535,30.5933,2.23,Undetermined,Undetermined,0
81.3667,17.4717,0.3,Undetermined,Undetermined,0
81.3667,17.4717,0.4,Undetermined,Undetermined,0
81.2333,2.3817,3.89,Undetermined,Undetermined,0
81.2333,2.3817,3.95,Undetermined,Undetermined,0
81.2333,2.3817,3.97,Undetermined,Undetermined,0
79.6,-4.6077,0.5,Undetermined,Undetermined,0
79.6,-4.6077,0.52,Undetermined,Undetermined,0
79.6,-4.6077,0.56,Undetermined,Undetermined,0
78.8553,-4.7812,0.24,Undetermined,Undetermined,0
78.8553,-4.7812,0.26,Undetermined,Undetermined,0
77.46,4.58,0.3,Undetermined,Undetermined,0
76,8.3333,0.47,Undetermined,Undetermined,0
76,8.3333,0.53,Undetermined,Undetermined,0
76,8.3333,0.57,Undetermined,Undetermined,0
76,8.3333,0.58,Undetermined,Undetermined,0
76,8.3333,0.62,Undetermined,Undetermined,0
75.0003,-8.771,1.32,Undetermined,Undetermined,0
75.0003,-8.771,1.56,Undetermined,Undetermined,0
74.9967,-11.8267,0.23,Undetermined,Undetermined,0
74.9967,-11.8267,0.36,Undetermined,Undetermined,0
74.1767,-0.48,0.35,Undetermined,Undetermined,0
74.1767,-0.48,0.4,Undetermined,Undetermined,0
72.3797,-10.5923,1.2,Undetermined,Undetermined,0
72.2252,14.4273,2.6,Undetermined,Undetermined,0
72.183,8.583,2,Undetermined,Undetermined,0
72.151,11.4343,3.12,Undetermined,Undetermined,0
72.151,11.4343,3.15,Undetermined,Undetermined,0
72.151,11.4343,3.21,Undetermined,Undetermined,0
72.151,11.4343,3.25,Undetermined,Undetermined,0
72.151,11.4343,3.31,Undetermined,Undetermined,0
72.151,11.4343,3.35,Undetermined,Undetermined,0
72.151,11.4343,3.42,Undetermined,Undetermined,0
72.151,11.4343,3.46,Undetermined,Undetermined,0
72.151,11.4343,3.52,Undetermined,Undetermined,0
72.151,11.4343,3.56,Undetermined,Undetermined,0
72.151,11.4343,3.62,Undetermined,Undetermined,0
72.151,11.4343,3.65,Undetermined,Undetermined,0
72.151,11.4343,3.71,Undetermined,Undetermined,0
72.151,11.4343,3.75,Undetermined,Undetermined,0
72.151,11.4343,3.81,Undetermined,Undetermined,0
72.151,11.4343,3.85,Undetermined,Undetermined,0
72.151,11.4343,3.92,Undetermined,Undetermined,0
72.151,11.4343,3.96,Undetermined,Undetermined,0
72.151,11.4343,4,Undetermined,Undetermined,0
72.151,11.4343,4.11,Undetermined,Undetermined,0
72.151,11.4343,4.21,Undetermined,Undetermined,0
72.151,11.4343,4.3,Undetermined,Undetermined,0
72.151,11.4343,4.41,Undetermined,Undetermined,0
72.151,11.4343,4.5,Undetermined,Undetermined,0
72.151,11.4343,4.61,Undetermined,Undetermined,0
72.151,11.4343,4.71,Undetermined,Undetermined,0
72.151,11.4343,4.8,Undetermined,Undetermined,0
72.151,11.4343,4.91,Undetermined,Undetermined,0
72.151,11.4343,5,Undetermined,Undetermined,0
72.151,11.4343,5.11,Undetermined,Undetermined,0
72.151,11.4343,5.21,Undetermined,Undetermined,0
72.151,11.4343,5.3,Undetermined,Undetermined,0
72.151,11.4343,5.41,Undetermined,Undetermined,0
72.151,11.4343,5.5,Undetermined,Undetermined,0
72.1117,7.3883,1.4,Undetermined,Undetermined,0
72.1117,7.3883,1.45,Undetermined,Undetermined,0
72.1117,7.3883,1.47,Undetermined,Undetermined,0
72.1117,7.3883,1.5,Undetermined,Undetermined,0
72.1117,7.3883,1.55,Undetermined,Undetermined,0
72.1117,7.3883,1.57,Undetermined,Undetermined,0
71.4967,-17.1483,0.72,Undetermined,Undetermined,0
71.4967,-17.1483,0.8,Undetermined,Undetermined,0
71.4967,-17.1483,0.9,Undetermined,Undetermined,0
70.3622,-18.2053,0.6,Undetermined,Undetermined,0
70.3315,-10.6288,0.8,Undetermined,Undetermined,0
70.1165,-17.6943,0.9,Undetermined,Undetermined,0
68.8417,-20.825,0.83,Undetermined,Undetermined,0
68.8417,-20.825,0.94,Undetermined,Undetermined,0
68.8417,-20.825,1,Undetermined,Undetermined,0
68.5017,3.8383,0.3,Undetermined,Undetermined,0
68.5017,3.8383,0.35,Undetermined,Undetermined,0
68.495,0.8317,0.3,Undetermined,Undetermined,0
68.495,0.8317,0.32,Undetermined,Undetermined,0
68.495,0.8317,0.34,Undetermined,Undetermined,0
68.033,-6.117,0.6,Undetermined,Undetermined,0
68.033,-6.117,0.7,Undetermined,Undetermined,0
68.033,-6.117,0.8,Undetermined,Undetermined,0
67.8667,-21.765,1.13,Undetermined,Undetermined,0
67.8667,-21.765,1.17,Undetermined,Undetermined,0
67.085,2.9083,1.17,Undetermined,Undetermined,0
67.085,2.9083,1.18,Undetermined,Undetermined,0
67.085,2.9083,1.2,Undetermined,Undetermined,0
67.085,2.9083,1.28,Undetermined,Undetermined,0
67.085,2.9083,1.29,Undetermined,Undetermined,0
67.085,2.9083,1.3,Undetermined,Undetermined,0
67.085,2.9083,1.32,Undetermined,Undetermined,0
67.085,2.9083,1.34,Undetermined,Undetermined,0
67.085,2.9083,1.36,Undetermined,Undetermined,0
67.085,2.9083,1.38,Undetermined,Undetermined,0
67.085,2.9083,1.41,Undetermined,Undetermined,0
67.085,2.9083,1.43,Undetermined,Undetermined,0
67.085,2.9083,1.45,Undetermined,Undetermined,0
67.085,2.9083,1.47,Undetermined,Undetermined,0
67.085,2.9083,1.49,Undetermined,Undetermined,0
67.085,2.9083,1.53,Undetermined,Undetermined,0
67.085,2.9083,1.55,Undetermined,Undetermined,0
67.085,2.9083,1.57,Undetermined,Undetermined,0
67.085,2.9083,1.59,Undetermined,Undetermined,0
67.085,2.9083,1.61,Undetermined,Undetermined,0
67.085,2.9083,1.62,Undetermined,Undetermined,0
67.085,2.9083,1.64,Undetermined,Undetermined,0
66.9697,7.6393,10.41,Undetermined,Undetermined,0
66.9697,7.6393,10.46,Undetermined,Undetermined,0
66.9697,7.6393,10.52,Undetermined,Undetermined,0
66.9697,7.6393,10.56,Undetermined,Undetermined,0
66.9697,7.6393,10.62,Undetermined,Undetermined,0
66.9697,7.6393,10.66,Undetermined,Undetermined,0
66.9697,7.6393,10.71,Undetermined,Undetermined,0
66.9697,7.6393,10.77,Undetermined,Undetermined,0
66.9697,7.6393,10.81,Undetermined,Undetermined,0
66.9697,7.6393,10.87,Undetermined,Undetermined,0
66.9697,7.6393,10.91,Undetermined,Undetermined,0
66.9697,7.6393,10.96,Undetermined,Undetermined,0
66.9697,7.6393,11.02,Undetermined,Undetermined,0
66.9697,7.6393,11.06,Undetermined,Undetermined,0
66.9697,7.6393,11.12,Undetermined,Undetermined,0
66.9697,7.6393,11.16,Undetermined,Undetermined,0
66.9697,7.6393,11.21,Undetermined,Undetermined,0
66.9697,7.6393,11.27,Undetermined,Undetermined,0
66.9697,7.6393,11.31,Undetermined,Undetermined,0
66.9697,7.6393,11.37,Undetermined,Undetermined,0
66.9697,7.6393,11.77,Undetermined,Undetermined,0
66.9697,7.6393,11.87,Undetermined,Undetermined,0
66.9697,7.6393,11.91,Undetermined,Undetermined,0
66.9697,7.6393,11.96,Undetermined,Undetermined,0
66.9697,7.6393,12.21,Undetermined,Undetermined,0
66.9697,7.6393,12.4,Undetermined,Undetermined,0
66.9697,7.6393,12.61,Undetermined,Undetermined,0
66.9697,7.6393,12.8,Undetermined,Undetermined,0
66.9697,7.6393,13.01,Undetermined,Undetermined,0
66.9697,7.6393,13.21,Undetermined,Undetermined,0
66.9697,7.6393,13.4,Undetermined,Undetermined,0
66.9697,7.6393,13.61,Undetermined,Undetermined,0
66.9697,7.6393,13.8,Undetermined,Undetermined,0
66.9697,7.6393,14.21,Undetermined,Undetermined,0
66.9697,7.6393,14.4,Undetermined,Undetermined,0
66.9697,7.6393,14.61,Undetermined,Undetermined,0
66.9697,7.6393,14.8,Undetermined,Undetermined,0
66.9697,7.6393,15.01,Undetermined,Undetermined,0
66.6667,4.905,2.06,Undetermined,Undetermined,0
66.6667,4.905,2.1,Undetermined,Undetermined,0
66.6667,4.905,2.22,Undetermined,Undetermined,0
66.6667,4.905,2.32,Undetermined,Undetermined,0
66.6667,4.905,2.42,Undetermined,Undetermined,0
66.6667,4.905,2.52,Undetermined,Undetermined,0
66.6667,4.905,2.62,Undetermined,Undetermined,0
66.6667,4.905,2.71,Undetermined,Undetermined,0
66.6667,4.905,2.81,Undetermined,Undetermined,0
66.6667,4.905,2.91,Undetermined,Undetermined,0
66.6667,4.905,3.01,Undetermined,Undetermined,0
66.6667,4.905,3.11,Undetermined,Undetermined,0
66.6667,4.905,3.21,Undetermined,Undetermined,0
66.6667,4.905,3.31,Undetermined,Undetermined,0
66.6667,4.905,3.51,Undetermined,Undetermined,0
66.6667,4.905,3.71,Undetermined,Undetermined,0
66.6667,4.905,3.91,Undetermined,Undetermined,0
66.6667,4.905,3.93,Undetermined,Undetermined,0
66.6667,4.905,3.95,Undetermined,Undetermined,0
66.6667,4.905,4.11,Undetermined,Undetermined,0
66.6667,4.905,4.17,Undetermined,Undetermined,0
66.6,1.117,0.6,Undetermined,Undetermined,0
66.6,1.117,0.7,Undetermined,Undetermined,0
64.7973,-29.5958,0.68,Undetermined,Undetermined,0
64.7973,-29.5958,0.78,Undetermined,Undetermined,0
64.7973,-29.5958,0.88,Undetermined,Undetermined,0
64.783,-29.57,1.6,Undetermined,Undetermined,0
64.783,-29.57,1.7,Undetermined,Undetermined,0
62.6485,-53.8845,2.23,Undetermined,Undetermined,0
62.6485,-53.8845,2.35,Undetermined,Undetermined,0
62.6485,-53.8845,2.68,Undetermined,Undetermined,0
62.6485,-53.8845,3.03,Undetermined,Undetermined,0
62.6485,-53.8845,3.14,Undetermined,Undetermined,0
61.8725,-11.1787,0.1,Undetermined,Undetermined,0
61.8725,-11.1787,0.6,Undetermined,Undetermined,0
61.8725,-11.1787,0.7,Undetermined,Undetermined,0
61.8725,-11.1787,0.82,Undetermined,Undetermined,0
61.8725,-11.1787,1.02,Undetermined,Undetermined,0
61.8725,-11.1787,1.2,Undetermined,Undetermined,0
61.8725,-11.1787,1.6,Undetermined,Undetermined,0
61.8722,-11.2423,3.3,Undetermined,Undetermined,0
61.8722,-11.2423,3.5,Undetermined,Undetermined,0
61.8722,-11.2423,3.6,Undetermined,Undetermined,0
61.8722,-11.2423,3.7,Undetermined,Undetermined,0
61.8722,-11.2423,3.8,Undetermined,Undetermined,0
61.8722,-11.2423,3.9,Undetermined,Undetermined,0
61.8722,-11.2423,3.98,Undetermined,Undetermined,0
61.8722,-11.2423,4.02,Undetermined,Undetermined,0
61.8722,-11.2423,4.1,Undetermined,Undetermined,0
61.8722,-11.2423,4.2,Undetermined,Undetermined,0
61.8722,-11.2423,4.3,Undetermined,Undetermined,0
61.8722,-11.2423,4.4,Undetermined,Undetermined,0
61.8722,-11.2423,4.5,Undetermined,Undetermined,0
61.8722,-11.2423,4.6,Undetermined,Undetermined,0
61.8722,-11.2423,4.7,Undetermined,Undetermined,0
61.8722,-11.2423,4.8,Undetermined,Undetermined,0
61.8722,-11.2423,4.9,Undetermined,Undetermined,0
61.8722,-11.2423,4.98,Undetermined,Undetermined,0
61.8722,-11.2423,5.02,Undetermined,Undetermined,0
61.8722,-11.2423,5.1,Undetermined,Undetermined,0
61.8722,-11.2423,5.2,Undetermined,Undetermined,0
61.8722,-11.2423,5.3,Undetermined,Undetermined,0
61.8722,-11.2423,5.4,Undetermined,Undetermined,0
59.5217,-39.445,0.21,Undetermined,Undetermined,0
59.5217,-39.445,0.23,Undetermined,Undetermined,0
59.4693,-23.2427,0.44,Undetermined,Undetermined,0
59.4693,-23.2427,0.48,Undetermined,Undetermined,0
59.1862,-30.9048,1,Undetermined,Undetermined,0
59.1862,-30.9048,1.05,Undetermined,Undetermined,0
59.1862,-30.9048,1.1,Undetermined,Undetermined,0
59.1862,-30.9048,1.15,Undetermined,Undetermined,0
59.1862,-30.9048,1.2,Undetermined,Undetermined,0
59.1862,-30.9048,1.21,Undetermined,Undetermined,0
59.1862,-30.9048,1.22,Undetermined,Undetermined,0
59.1862,-30.9048,1.23,Undetermined,Undetermined,0
59.1862,-30.9048,1.24,Undetermined,Undetermined,0
59.1862,-30.9048,1.25,Undetermined,Undetermined,0
59.1862,-30.9048,1.26,Undetermined,Undetermined,0
59.1862,-30.9048,1.27,Undetermined,Undetermined,0
59.1862,-30.9048,1.28,Undetermined,Undetermined,0
59.1862,-30.9048,1.29,Undetermined,Undetermined,0
59.1862,-30.9048,1.3,Undetermined,Undetermined,0
59.1862,-30.9048,1.31,Undetermined,Undetermined,0
59.1862,-30.9048,1.32,Undetermined,Undetermined,0
59.1862,-30.9048,1.33,Undetermined,Undetermined,0
59.1862,-30.9048,1.34,Undetermined,Undetermined,0
59.1862,-30.9048,1.35,Undetermined,Undetermined,0
58.6288,-19.4349,0.36,Undetermined,Undetermined,0
58.6288,-19.4349,0.38,Undetermined,Undetermined,0
58.6288,-19.4349,0.4,Undetermined,Undetermined,0
58.6288,-19.4349,0.42,Undetermined,Undetermined,0
58.6288,-19.4349,0.44,Undetermined,Undetermined,0
58.6288,-19.4349,0.46,Undetermined,Undetermined,0
58.2098,-48.3733,4.78,Undetermined,Undetermined,0
58.001,-16.5014,0.74,Undetermined,Undetermined,0
58.001,-16.5014,0.76,Undetermined,Undetermined,0
58.001,-16.5014,0.78,Undetermined,Undetermined,0
58.001,-16.5014,0.8,Undetermined,Undetermined,0
58.001,-16.5014,0.82,Undetermined,Undetermined,0
58.001,-16.5014,0.84,Undetermined,Undetermined,0
58.001,-16.5014,0.86,Undetermined,Undetermined,0
58.001,-16.5014,0.88,Undetermined,Undetermined,0
58.001,-16.5014,0.9,Undetermined,Undetermined,0
58.001,-16.5014,0.92,Undetermined,Undetermined,0
58.001,-16.5014,0.94,Undetermined,Undetermined,0
58.001,-16.5014,0.96,Undetermined,Undetermined,0
58.001,-16.5014,0.98,Undetermined,Undetermined,0
58.001,-16.5014,1,Undetermined,Undetermined,0
58.001,-16.5014,1.02,Undetermined,Undetermined,0
58.001,-16.5014,1.04,Undetermined,Undetermined,0
56.1633,-31.99,2.1,Undetermined,Undetermined,0
55.5,-14.5833,3.8,Undetermined,Undetermined,0
55.5,-14.5833,3.9,Undetermined,Undetermined,0
55.5,-14.5833,4,Undetermined,Undetermined,0
55.5,-14.5833,4.1,Undetermined,Undetermined,0
55.5,-14.5833,4.2,Undetermined,Undetermined,0
55.5,-14.5833,4.3,Undetermined,Undetermined,0
55.5,-14.5833,4.4,Undetermined,Undetermined,0
55.47,-27.8883,3.75,Undetermined,Undetermined,0
55.47,-27.8883,3.85,Undetermined,Undetermined,0
55.47,-27.8883,3.95,Undetermined,Undetermined,0
55.26,-26.725,1.6,Undetermined,Undetermined,0
54.9617,-19.755,0.4,Undetermined,Undetermined,0
54.25,-16.83,2.65,Undetermined,Undetermined,0
54.25,-16.83,2.75,Undetermined,Undetermined,0
54.25,-16.83,2.85,Undetermined,Undetermined,0
54.25,-16.83,2.95,Undetermined,Undetermined,0
52.5667,-21.94,0.81,Undetermined,Undetermined,0
52.5667,-21.94,0.9,Undetermined,Undetermined,0
52.5667,-21.94,0.99,Undetermined,Undetermined,0
52.5033,-22.0623,0.86,Undetermined,Undetermined,0
52.5033,-22.0623,0.88,Undetermined,Undetermined,0
52.5033,-22.0623,0.9,Undetermined,Undetermined,0
52.5033,-22.0623,0.92,Undetermined,Undetermined,0
52.5033,-22.0623,0.94,Undetermined,Undetermined,0
52.5033,-22.0623,0.96,Undetermined,Undetermined,0
52.5033,-22.0623,0.98,Undetermined,Undetermined,0
52.5033,-22.0623,1,Undetermined,Undetermined,0
52.5033,-22.0623,1.02,Undetermined,Undetermined,0
52.5033,-22.0623,1.04,Undetermined,Undetermined,0
52.5033,-22.0623,1.06,Undetermined,Undetermined,0
52.5033,-22.0623,1.08,Undetermined,Undetermined,0
52.5033,-22.0623,1.1,Undetermined,Undetermined,0
52.5033,-22.0623,1.12,Undetermined,Undetermined,0
52.5033,-22.0623,1.14,Undetermined,Undetermined,0
52.5033,-22.0623,1.16,Undetermined,Undetermined,0
52.5033,-22.0623,1.18,Undetermined,Undetermined,0
52.5033,-22.0623,1.2,Undetermined,Undetermined,0
52.425,-16.665,0.95,Undetermined,Undetermined,0
50.6876,-21.8635,0.78,Undetermined,Undetermined,0
50.6876,-21.8635,0.8,Undetermined,Undetermined,0
50.6876,-21.8635,0.82,Undetermined,Undetermined,0
50.6876,-21.8635,0.84,Undetermined,Undetermined,0
50.6876,-21.8635,0.86,Undetermined,Undetermined,0
50.6876,-21.8635,0.88,Undetermined,Undetermined,0
50.6876,-21.8635,0.9,Undetermined,Undetermined,0
50.6876,-21.8635,0.92,Undetermined,Undetermined,0
50.6876,-21.8635,0.94,Undetermined,Undetermined,0
50.6876,-21.8635,0.96,Undetermined,Undetermined,0
50.3898,-45.26,3,Undetermined,Undetermined,0
50.3898,-45.26,3.1,Undetermined,Undetermined,0
50.3898,-45.26,3.19,Undetermined,Undetermined,0
50.3898,-45.26,3.36,Undetermined,Undetermined,0
50,-23.75,1,Undetermined,Undetermined,0
48.215,-27.0567,0.8,Undetermined,Undetermined,0
48.215,-27.0567,0.85,Undetermined,Undetermined,0
44.36,-26.5433,0.53,Undetermined,Undetermined,0
44.36,-26.5433,0.56,Undetermined,Undetermined,0
44.36,-26.5433,0.6,Undetermined,Undetermined,0
44.36,-26.5433,0.67,Undetermined,Undetermined,0
44.017,-24.53,0.87,Undetermined,Undetermined,0
44.017,-24.53,1.01,Undetermined,Undetermined,0
43.465,-30.66,0.68,Undetermined,Undetermined,0
40.5818,-9.8612,3.35,Undetermined,Undetermined,0.001
40.5818,-9.8612,3.38,Undetermined,Undetermined,0.002
40.5818,-9.8612,3.41,Undetermined,Undetermined,0
40.5818,-9.8612,3.44,Undetermined,Undetermined,0
40.5818,-9.8612,3.47,Undetermined,Undetermined,0
40.5818,-9.8612,3.5,Undetermined,Undetermined,0
40.5818,-9.8612,3.53,Undetermined,Undetermined,0
40.5818,-9.8612,3.56,Undetermined,Undetermined,0
40.5818,-9.8612,3.59,Undetermined,Undetermined,0.002
40.5818,-9.8612,3.62,Undetermined,Undetermined,0
40.5818,-9.8612,3.65,Undetermined,Undetermined,0
40.5818,-9.8612,3.68,Undetermined,Undetermined,0
40.5818,-9.8612,3.71,Undetermined,Undetermined,0
40.5818,-9.8612,3.74,Undetermined,Undetermined,0
40.5818,-9.8612,3.77,Undetermined,Undetermined,0.002
40.5818,-9.8612,3.8,Undetermined,Undetermined,0
40.5818,-9.8612,3.83,Undetermined,Undetermined,0.003
40.5818,-9.8612,3.86,Undetermined,Undetermined,0
40.5818,-9.8612,3.89,Undetermined,Undetermined,0
40.5818,-9.8612,3.92,Undetermined,Undetermined,0
40.5818,-9.8612,3.95,Undetermined,Undetermined,0
40.5818,-9.8612,3.98,Undetermined,Undetermined,0
40.5818,-9.8612,4.01,Undetermined,Undetermined,0.003
40.5818,-9.8612,4.04,Undetermined,Undetermined,0
40.5818,-9.8612,4.07,Undetermined,Undetermined,0
40.5818,-9.8612,4.1,Undetermined,Undetermined,0.005
40.5818,-9.8612,4.13,Undetermined,Undetermined,0.002
40.5818,-9.8612,4.16,Undetermined,Undetermined,0
40.5818,-9.8612,4.19,Undetermined,Undetermined,0
40.5818,-9.8612,4.22,Undetermined,Undetermined,0
40.5818,-9.8612,4.25,Undetermined,Undetermined,0.003
40.5818,-9.8612,4.28,Undetermined,Undetermined,0.002
40.5818,-9.8612,4.31,Undetermined,Undetermined,0.004
40.5818,-9.8612,4.34,Undetermined,Undetermined,0
40.5818,-9.8612,4.37,Undetermined,Undetermined,0
40.5818,-9.8612,4.4,Undetermined,Undetermined,0
40.5818,-9.8612,4.43,Undetermined,Undetermined,0
40.5818,-9.8612,4.46,Undetermined,Undetermined,0
40.5818,-9.8612,4.49,Undetermined,Undetermined,0
40.5818,-9.8612,4.52,Undetermined,Undetermined,0.002
40.5818,-9.8612,4.55,Undetermined,Undetermined,0.002
40.5818,-9.8612,4.58,Undetermined,Undetermined,0
40.5785,-10.3485,3.6,Undetermined,Undetermined,0
40.5785,-10.3485,3.7,Undetermined,Undetermined,0
40.5785,-10.3485,3.8,Undetermined,Undetermined,0
40.5785,-10.3485,3.9,Undetermined,Undetermined,0
40.5785,-10.3485,4,Undetermined,Undetermined,0.002
40.505,-32.0533,0.97,Undetermined,Undetermined,0
40.505,-32.0533,0.98,Undetermined,Undetermined,0
40.505,-32.0533,1,Undetermined,Undetermined,0
40.505,-32.0533,1.02,Undetermined,Undetermined,0
40.505,-32.0533,1.04,Undetermined,Undetermined,0
40.505,-32.0533,1.06,Undetermined,Undetermined,0
40.505,-32.0533,1.07,Undetermined,Undetermined,0
40.505,-32.0533,1.08,Undetermined,Undetermined,0
40.505,-32.0533,1.1,Undetermined,Undetermined,0
40.505,-32.0533,1.12,Undetermined,Undetermined,0
37.999,-31.1283,6,Undetermined,Undetermined,0
37.767,-10.183,3.8,Undetermined,Undetermined,0
37.767,-10.183,3.9,Undetermined,Undetermined,0
37.767,-10.183,4,Undetermined,Undetermined,0
37.767,-10.183,4.1,Undetermined,Undetermined,0
37.767,-10.183,4.2,Undetermined,Undetermined,0.003
37.767,-10.183,4.3,Undetermined,Undetermined,0
37.767,-10.183,4.4,Undetermined,Undetermined,0
37.767,-10.183,4.5,Undetermined,Undetermined,0
37.767,-10.183,4.7,Undetermined,Undetermined,0
37.767,-10.183,4.8,Undetermined,Undetermined,0
37.767,-10.183,4.9,Undetermined,Undetermined,0
37.767,-10.183,5,Undetermined,Undetermined,0
37.767,-10.183,5.1,Undetermined,Undetermined,0
37.767,-10.183,5.2,Undetermined,Undetermined,0
37.767,-10.183,5.3,Undetermined,Undetermined,0
37.5783,-31.8422,1.8,Undetermined,Undetermined,0
37.5783,-31.8422,1.9,Undetermined,Undetermined,0.001
37.1113,-32.2868,2.6,Undetermined,Undetermined,0
37.1113,-32.2868,2.9,Undetermined,Undetermined,0
37.1113,-32.2868,3.1,Undetermined,Undetermined,0.001
36.5117,-23.7367,0.8,Undetermined,Undetermined,0
36.5117,-23.7367,0.85,Undetermined,Undetermined,0
34.8917,-7.815,0.7,Undetermined,Undetermined,0.006
34.8917,-7.815,0.75,Undetermined,Undetermined,0.006
34.8917,-7.815,0.8,Undetermined,Undetermined,0.003
34.8917,-7.815,0.85,Undetermined,Undetermined,0
34.8917,-7.815,0.9,Undetermined,Undetermined,0
32.75,-41.9,0.35,Undetermined,Undetermined,0.001
32.75,-41.9,0.45,Undetermined,Undetermined,0.003
32.75,-41.9,0.54,Undetermined,Undetermined,0
32.75,-41.9,0.58,Undetermined,Undetermined,0.004
29.1667,-12.0867,0.2,Undetermined,Undetermined,0.007
29.1667,-12.0867,0.23,Undetermined,Undetermined,0
29.1667,-12.0867,0.24,Undetermined,Undetermined,0
29.1667,-12.0867,0.3,Undetermined,Undetermined,0.002
29.1667,-12.0867,0.34,Undetermined,Undetermined,0.002
27.005,-18.9867,0.51,Undetermined,Undetermined,0.013
27.005,-18.9867,0.52,Undetermined,Undetermined,0.002
27.005,-18.9867,0.54,Undetermined,Undetermined,0.002
27.005,-18.9867,0.56,Undetermined,Undetermined,0.014
27.005,-18.9867,0.57,Undetermined,Undetermined,0.002
26.8383,-15.11,1.62,Undetermined,Undetermined,0.003
26.8383,-15.11,1.73,Undetermined,Undetermined,0
26.8383,-15.11,1.82,Undetermined,Undetermined,0.002
25.1717,-16.845,1.12,Undetermined,Undetermined,0.001
25.1717,-16.845,1.22,Undetermined,Undetermined,0
25.1717,-16.845,1.32,Undetermined,Undetermined,0.001
25.1717,-16.845,1.42,Undetermined,Undetermined,0
23.4983,-18.7167,1.11,Undetermined,Undetermined,0
23.4983,-18.7167,1.22,Undetermined,Undetermined,0.002
23.135,-17.745,2.33,Undetermined,Undetermined,0
23.135,-17.745,2.42,Undetermined,Undetermined,0
23.135,-17.745,2.52,Undetermined,Undetermined,0
23.135,-17.745,2.63,Undetermined,Undetermined,0.001
23.135,-17.745,2.73,Undetermined,Undetermined,0
21.3,-22.68,0.38,Undetermined,Undetermined,0
21.245,-17.8033,2.45,Undetermined,Undetermined,0
21.245,-17.8033,2.5,Undetermined,Undetermined,0.004
21.245,-17.8033,2.55,Undetermined,Undetermined,0
21.245,-17.8033,2.6,Undetermined,Undetermined,0
21.245,-17.8033,2.65,Undetermined,Undetermined,0
21.245,-17.8033,2.7,Undetermined,Undetermined,0
21.245,-17.8033,2.75,Undetermined,Undetermined,0
21.145,-18.5733,1.8,Undetermined,Undetermined,0
21.145,-18.5733,1.9,Undetermined,Undetermined,0
21.145,-18.5733,2,Undetermined,Undetermined,0
21.145,-18.5733,2.1,Undetermined,Undetermined,0
19.3667,-19.93,0.49,Undetermined,Undetermined,0
18.9979,-20.1621,0.54,Undetermined,Undetermined,0
18.9979,-20.1621,0.56,Undetermined,Undetermined,0
18.9979,-20.1621,0.58,Undetermined,Undetermined,0.002
18.9979,-20.1621,0.6,Undetermined,Undetermined,0
18.9979,-20.1621,0.62,Undetermined,Undetermined,0
18.9979,-20.1621,0.64,Undetermined,Undetermined,0
18.9979,-20.1621,0.66,Undetermined,Undetermined,0
18.9979,-20.1621,0.68,Undetermined,Undetermined,0
18.433,-21.08,0.64,Undetermined,Undetermined,0.006
18.433,-21.08,0.68,Undetermined,Undetermined,0
18.433,-21.08,0.72,Undetermined,Undetermined,0
18.433,-21.08,0.76,Undetermined,Undetermined,0
18.1175,-18.075,1.2,Undetermined,Undetermined,0
18.1175,-18.075,1.3,Undetermined,Undetermined,0
18.1175,-18.075,1.38,Undetermined,Undetermined,0
18.1175,-18.075,1.44,Undetermined,Undetermined,0.002
18.1175,-18.075,1.5,Undetermined,Undetermined,0.002
