Latitude,Longitude,Sample depth - upper (m),Symbiosis,Spinose,Prop
-6.5823,10.3186,2.28,No,No,0.1301
-6.5823,10.3186,2.33,No,No,0.2469
-6.5823,10.3186,2.38,No,No,0.2478
-6.5823,10.3186,2.43,No,No,0.2455
-6.5823,10.3186,2.48,No,No,0.2028
-6.5823,10.3186,2.53,No,No,0.2412
-6.5823,10.3186,2.58,No,No,0.1642
-6.5823,10.3186,2.63,No,No,0.197
-11.7705,11.6819,0.73,No,No,0.2165
-11.7705,11.6819,0.78,No,No,0.1647
-11.7705,11.6819,0.88,No,No,0.2813
-20.104,9.1858,0.93,No,No,0.5153
-20.104,9.1858,0.98,No,No,0.498
-20.104,9.1858,1.03,No,No,0.4804
-20.104,9.1858,1.08,No,No,0.448
-21.88,7.1017,0.28,No,No,0.3813
-21.88,7.1017,0.33,No,No,0.4459
1.6583,-10.98,0.33,No,No,0.1856
1.6583,-10.98,0.38,No,No,0.1381
-1.665,-12.4283,0.78,No,No,0.1994
-1.665,-12.4283,0.83,No,No,0.2385
-1.665,-12.4283,0.93,No,No,0.3732
-1.665,-12.4283,1.03,No,No,0.3276
-5.7783,-10.75,0.48,No,No,0.1714
-5.7783,-10.75,0.53,No,No,0.2093
-5.7783,-10.75,0.58,No,No,0.1643
-3.5583,-12.58,0.63,No,No,0.1599
-3.5583,-12.58,0.68,No,No,0.087
-3.815,-14.8967,0.53,No,No,0.1903
-3.815,-14.8967,0.58,No,No,0.202
-3.815,-14.8967,0.63,No,No,0.2602
-24.69,7.24,0.23,No,No,0.3915
-24.69,7.24,0.28,No,No,0.4461
-24.0333,5.3067,0.33,No,No,0.4826
-24.0333,5.3067,0.38,No,No,0.418
-35.2067,-26.765,0.19,No,No,0.6636
-31.6667,-28.6667,0.18,No,No,0.3468
-31.6617,-29.6567,0.13,No,No,0.2995
1.95,3.5517,0.98,No,No,0.1181
1.95,3.5517,1.03,No,No,0.0724
1.95,3.5517,1.08,No,No,0.079
1.95,3.5517,1.13,No,No,0.1861
1.95,3.5517,1.18,No,No,0.2481
-19.5617,11.175,1.23,No,No,0.682
-19.5617,11.175,1.28,No,No,0.8341
-19.5617,11.175,1.33,No,No,0.8474
-19.5617,11.175,1.38,No,No,0.8375
-23.315,12.3767,1.73,No,No,0.865
-23.315,12.3767,1.78,No,No,0.781
-23.315,12.3767,1.83,No,No,0.853
-23.315,12.3767,1.88,No,No,0.813
-23.315,12.3767,1.93,No,No,0.752
-23.315,12.3767,1.98,No,No,0.81
-23.315,12.3767,2.03,No,No,0.818
-23.315,12.3767,2.08,No,No,0.853
-23.315,12.3767,2.13,No,No,0.875
-23.315,12.3767,2.18,No,No,0.737
-23.315,12.3767,2.23,No,No,0.866
-23.315,12.3767,2.28,No,No,0.793
-23.315,12.3767,2.33,No,No,0.75
-23.315,12.3767,2.38,No,No,0.853
-23.315,12.3767,2.43,No,No,0.9
-23.315,12.3767,2.48,No,No,0.795
-23.315,12.3767,2.53,No,No,0.793
-29.45,11.75,0.23,No,No,0.4732
-29.45,11.75,0.28,No,No,0.658
-30.87,14.3433,0.68,No,No,0.6533
-30.87,14.3433,0.73,No,No,0.6497
-30.87,14.3433,0.78,No,No,0.7309
-31.9,-1.33,0.18,No,No,0.3522
-36.06,-8.7783,0.33,No,No,0.4282
-36.8333,-14.4033,0.13,No,No,0.4603
-8.675,-11.845,0.48,No,No,0.1104
-8.675,-11.845,0.53,No,No,0.2136
-8.675,-11.845,0.58,No,No,0.2043
-17.1433,-13.9867,0.38,No,No,0.1021
-17.1433,-13.9867,0.43,No,No,0.0842
-3.6783,-32.0067,0.33,No,No,0.2157
-3.6783,-32.0067,0.38,No,No,0.159
2.3117,-30.6467,0.28,No,No,0.1806
2.3117,-30.6467,0.33,No,No,0.1896
2.27,-33.01,0.48,No,No,0.1841
2.27,-33.01,0.53,No,No,0.1866
5.3333,-34.025,0.28,No,No,0.0902
4.2383,-43.6667,0.48,No,No,0.1194
4.2383,-43.6667,0.53,No,No,0.137
4.2383,-43.6667,0.63,No,No,0.1172
3.8317,-41.6217,0.38,No,No,0.1445
3.8317,-41.6217,0.43,No,No,0.1321
-27.9117,-45.8817,0.48,No,No,0.1394
-27.9117,-45.8817,0.53,No,No,0.1433
-27.9117,-45.8817,0.58,No,No,0.1727
-27.9117,-45.8817,0.63,No,No,0.1487
-25.5117,-35.9983,0.28,No,No,0.3941
-23.0383,-36.6517,0.23,No,No,0.0536
-20.8233,-39.8633,0.33,No,No,0.036
-20.8233,-39.8633,0.38,No,No,0.0322
-8.1983,-34.265,0.78,No,No,0.0399
-8.1983,-34.265,0.83,No,No,0.0379
-8.1983,-34.265,0.88,No,No,0.0345
-8.1983,-34.265,0.93,No,No,0.024
-8.5283,-34.0217,0.33,No,No,0.0409
-8.5283,-34.0217,0.38,No,No,0.041
0.0067,-23.495,0.43,No,No,0.2882
0.0067,-23.495,0.48,No,No,0.3805
-15.68,-9.455,0.19,No,No,0.1662
-15.68,-9.455,0.23,No,No,0.1948
-20.3667,-12.7067,0.33,No,No,0.1703
-20.3667,-12.7067,0.38,No,No,0.116
-15.5367,-17.0683,0.23,No,No,0.0549
-30.8483,-38.3433,0.13,No,No,0.3675
-3.6667,-37.7167,1.73,No,No,0.0337
-3.6667,-37.7167,1.78,No,No,0.0595
-3.6667,-37.7167,1.83,No,No,0.0673
-3.6667,-37.7167,1.88,No,No,0.0657
-3.6667,-37.7167,1.98,No,No,0.0888
-4.295,-37.0917,2.98,No,No,0.068
-4.295,-37.0917,3.03,No,No,0.0758
-4.295,-37.0917,3.13,No,No,0.0691
-4.295,-37.0917,3.23,No,No,0.0599
-4.295,-37.0917,3.33,No,No,0.0538
-4.295,-37.0917,3.43,No,No,0.0473
-4.295,-37.0917,3.53,No,No,0.0276
-7.0533,-34.4633,1.68,No,No,0.0637
-7.0533,-34.4633,1.73,No,No,0.0529
-7.0533,-34.4633,1.78,No,No,0.043
-7.0533,-34.4633,1.83,No,No,0.0651
-7.0117,-34.4417,3.43,No,No,0.0426
-7.0117,-34.4417,3.48,No,No,0.049
-7.0117,-34.4417,3.53,No,No,0.0482
-7.0117,-34.4417,3.58,No,No,0.0209
-22.915,6.0367,0.38,No,No,0.433
-22.915,6.0367,0.43,No,No,0.4349
-21.735,5.4217,0.23,No,No,0.3656
-3.475,-7.6,0.53,No,No,0.1703
-3.475,-7.6,0.58,No,No,0.2108
-35.125,17.5433,0.33,No,No,0.647
-35.125,17.5433,0.38,No,No,0.6033
-25.25,12.0217,0.83,No,No,0.881
-25.25,12.0217,0.88,No,No,0.8074
-25.25,12.0217,0.93,No,No,0.911
-25.25,12.0217,0.98,No,No,0.8942
-29.5117,-8.305,0.18,No,No,0.2681
-30.8117,-14.7117,0.18,No,No,0.2518
-32.2683,-21.9667,0.13,No,No,0.4375
-23.825,-16.2583,0.16,No,No,0.1001
-24.1433,-14.0433,0.14,No,No,0.0951
-24.1433,-14.0433,0.15,No,No,0.113
-24.1433,-14.0433,0.16,No,No,0.0943
-24.1433,-14.0433,0.17,No,No,0.0913
-24.1833,-12.0217,0.16,No,No,0.1209
-19.0867,-10.1917,0.18,No,No,0.132
-19.0517,-16.6133,0.1,No,No,0.1156
-19.0517,-16.6133,0.11,No,No,0.0921
-19.0517,-16.6133,0.12,No,No,0.1284
-3.55,-35.23,0.5,No,No,0.163
-3.55,-35.23,0.52,No,No,0.131
-3.55,-35.23,0.55,No,No,0.11
-3.55,-35.23,0.57,No,No,0.113
-3.55,-35.23,0.6,No,No,0.115
-3.55,-35.23,0.62,No,No,0.16
-6.5823,10.3186,2.18,No,Yes,0.4077
-6.5823,10.3186,2.23,No,Yes,0.1721
-6.5823,10.3186,2.28,No,Yes,0.3513
-6.5823,10.3186,2.33,No,Yes,0.1996
-6.5823,10.3186,2.38,No,Yes,0.2
-6.5823,10.3186,2.43,No,Yes,0.2753
-6.5823,10.3186,2.48,No,Yes,0.2123
-6.5823,10.3186,2.53,No,Yes,0.3859
-6.5823,10.3186,2.58,No,Yes,0.2729
-6.5823,10.3186,2.63,No,Yes,0.404
-11.7705,11.6819,0.73,No,Yes,0.2468
-11.7705,11.6819,0.78,No,Yes,0.0723
-11.7705,11.6819,0.88,No,Yes,0.0801
-20.104,9.1858,0.93,No,Yes,0.2936
-20.104,9.1858,0.98,No,Yes,0.283
-20.104,9.1858,1.03,No,Yes,0.2889
-20.104,9.1858,1.08,No,Yes,0.178
-21.88,7.1017,0.28,No,Yes,0.1484
-21.88,7.1017,0.33,No,Yes,0.2152
1.6583,-10.98,0.33,No,Yes,0.0264
1.6583,-10.98,0.38,No,Yes,0.0235
-1.665,-12.4283,0.78,No,Yes,0.1917
-1.665,-12.4283,0.83,No,Yes,0.1551
-1.665,-12.4283,0.93,No,Yes,0.0991
-1.665,-12.4283,1.03,No,Yes,0.1171
-5.7783,-10.75,0.48,No,Yes,0.1467
-5.7783,-10.75,0.53,No,Yes,0.1428
-5.7783,-10.75,0.58,No,Yes,0.132
-3.5583,-12.58,0.63,No,Yes,0.1792
-3.5583,-12.58,0.68,No,Yes,0.2062
-3.815,-14.8967,0.53,No,Yes,0.0812
-3.815,-14.8967,0.58,No,Yes,0.0814
-3.815,-14.8967,0.63,No,Yes,0.0992
-24.69,7.24,0.23,No,Yes,0.1921
-24.69,7.24,0.28,No,Yes,0.2013
-24.0333,5.3067,0.33,No,Yes,0.17
-24.0333,5.3067,0.38,No,Yes,0.1834
-35.2067,-26.765,0.19,No,Yes,0.1402
-31.6667,-28.6667,0.18,No,Yes,0.048
-31.6617,-29.6567,0.13,No,Yes,0.0063
1.95,3.5517,0.98,No,Yes,0.022
1.95,3.5517,1.03,No,Yes,0.0258
1.95,3.5517,1.08,No,Yes,0.0386
1.95,3.5517,1.13,No,Yes,0.0184
1.95,3.5517,1.18,No,Yes,0.0438
-19.5617,11.175,1.23,No,Yes,0.1548
-19.5617,11.175,1.28,No,Yes,0.0773
-19.5617,11.175,1.33,No,Yes,0.0975
-19.5617,11.175,1.38,No,Yes,0.064
-23.315,12.3767,1.73,No,Yes,0.08
-23.315,12.3767,1.78,No,Yes,0.141
-23.315,12.3767,1.83,No,Yes,0.087
-23.315,12.3767,1.88,No,Yes,0.049
-23.315,12.3767,1.93,No,Yes,0.089
-23.315,12.3767,1.98,No,Yes,0.084
-23.315,12.3767,2.03,No,Yes,0.093
-23.315,12.3767,2.08,No,Yes,0.074
-23.315,12.3767,2.13,No,Yes,0.058
-23.315,12.3767,2.18,No,Yes,0.19
-23.315,12.3767,2.23,No,Yes,0.068
-23.315,12.3767,2.28,No,Yes,0.124
-23.315,12.3767,2.33,No,Yes,0.133
-23.315,12.3767,2.38,No,Yes,0.104
-23.315,12.3767,2.43,No,Yes,0.06
-23.315,12.3767,2.48,No,Yes,0.086
-23.315,12.3767,2.53,No,Yes,0.142
-29.45,11.75,0.23,No,Yes,0.1223
-29.45,11.75,0.28,No,Yes,0.0948
-30.87,14.3433,0.68,No,Yes,0.1192
-30.87,14.3433,0.73,No,Yes,0.1396
-30.87,14.3433,0.78,No,Yes,0.1183
-31.9,-1.33,0.18,No,Yes,0.331
-36.06,-8.7783,0.33,No,Yes,0.34
-36.8333,-14.4033,0.13,No,Yes,0.2689
-8.675,-11.845,0.48,No,Yes,0.0415
-8.675,-11.845,0.53,No,Yes,0.0484
-8.675,-11.845,0.58,No,Yes,0.0425
-17.1433,-13.9867,0.38,No,Yes,0.0931
-17.1433,-13.9867,0.43,No,Yes,0.0326
-3.6783,-32.0067,0.33,No,Yes,0.0157
-3.6783,-32.0067,0.38,No,Yes,0.0164
2.3117,-30.6467,0.28,No,Yes,0.0452
2.3117,-30.6467,0.33,No,Yes,0.0817
2.27,-33.01,0.48,No,Yes,0.0399
2.27,-33.01,0.53,No,Yes,0.026
5.3333,-34.025,0.28,No,Yes,0.002
4.2383,-43.6667,0.48,No,Yes,0.0116
4.2383,-43.6667,0.53,No,Yes,0.0095
4.2383,-43.6667,0.63,No,Yes,0.0182
3.8317,-41.6217,0.38,No,Yes,0.0032
3.8317,-41.6217,0.43,No,Yes,0
-27.9117,-45.8817,0.48,No,Yes,0.0364
-27.9117,-45.8817,0.53,No,Yes,0.0659
-27.9117,-45.8817,0.58,No,Yes,0.0486
-27.9117,-45.8817,0.63,No,Yes,0.0392
-25.5117,-35.9983,0.28,No,Yes,0.0339
-23.0383,-36.6517,0.23,No,Yes,0.0822
-20.8233,-39.8633,0.33,No,Yes,0.0194
-20.8233,-39.8633,0.38,No,Yes,0.0143
-8.1983,-34.265,0.78,No,Yes,0.0023
-8.1983,-34.265,0.83,No,Yes,0.0013
-8.1983,-34.265,0.88,No,Yes,0.0067
-8.1983,-34.265,0.93,No,Yes,0.0073
-8.5283,-34.0217,0.33,No,Yes,6e-04
-8.5283,-34.0217,0.38,No,Yes,0
0.0067,-23.495,0.43,No,Yes,0.0903
0.0067,-23.495,0.48,No,Yes,0.0358
-15.68,-9.455,0.19,No,Yes,0.0994
-15.68,-9.455,0.23,No,Yes,0.1047
-20.3667,-12.7067,0.33,No,Yes,0.1849
-20.3667,-12.7067,0.38,No,Yes,0.1707
-15.5367,-17.0683,0.23,No,Yes,0.1379
-30.8483,-38.3433,0.13,No,Yes,0.1299
-3.6667,-37.7167,1.73,No,Yes,0
-3.6667,-37.7167,1.78,No,Yes,0
-3.6667,-37.7167,1.83,No,Yes,0
-3.6667,-37.7167,1.88,No,Yes,0
-3.6667,-37.7167,1.98,No,Yes,0
-4.295,-37.0917,2.98,No,Yes,0
-4.295,-37.0917,3.03,No,Yes,0
-4.295,-37.0917,3.13,No,Yes,0
-4.295,-37.0917,3.23,No,Yes,0
-4.295,-37.0917,3.33,No,Yes,0.0098
-4.295,-37.0917,3.43,No,Yes,0
-4.295,-37.0917,3.53,No,Yes,0.0034
-7.0533,-34.4633,1.68,No,Yes,0.0227
-7.0533,-34.4633,1.73,No,Yes,0.0338
-7.0533,-34.4633,1.78,No,Yes,0.0553
-7.0533,-34.4633,1.83,No,Yes,0.0099
-7.0117,-34.4417,3.43,No,Yes,0.0091
-7.0117,-34.4417,3.48,No,Yes,0.0225
-7.0117,-34.4417,3.53,No,Yes,0.0388
-7.0117,-34.4417,3.58,No,Yes,0.0127
-22.915,6.0367,0.38,No,Yes,0.1571
-22.915,6.0367,0.43,No,Yes,0.1405
-21.735,5.4217,0.23,No,Yes,0.1748
-3.475,-7.6,0.53,No,Yes,0.1811
-3.475,-7.6,0.58,No,Yes,0.1247
-35.125,17.5433,0.33,No,Yes,0.163
-35.125,17.5433,0.38,No,Yes,0.1653
-25.25,12.0217,0.83,No,Yes,0.0408
-25.25,12.0217,0.88,No,Yes,0.0829
-25.25,12.0217,0.93,No,Yes,0.0244
-25.25,12.0217,0.98,No,Yes,0.0529
-29.5117,-8.305,0.18,No,Yes,0.1822
-30.8117,-14.7117,0.18,No,Yes,0.2517
-32.2683,-21.9667,0.13,No,Yes,0.1524
-23.825,-16.2583,0.16,No,Yes,0.0758
-24.1433,-14.0433,0.14,No,Yes,0.0738
-24.1433,-14.0433,0.15,No,Yes,0.067
-24.1433,-14.0433,0.16,No,Yes,0.0819
-24.1433,-14.0433,0.17,No,Yes,0.0499
-24.1833,-12.0217,0.16,No,Yes,0.0741
-19.0867,-10.1917,0.18,No,Yes,0.1078
-19.0517,-16.6133,0.1,No,Yes,0.0706
-19.0517,-16.6133,0.11,No,Yes,0.061
-19.0517,-16.6133,0.12,No,Yes,0.0776
-0.2,-23.15,0.48,No,Yes,0.04
-0.2,-23.15,0.51,No,Yes,0.046
-0.2,-23.15,0.54,No,Yes,0.059
-0.2,-23.15,0.57,No,Yes,0.06
-0.2,-23.15,0.6,No,Yes,0.082
-0.2,-23.15,0.63,No,Yes,0.049
-1.35,-11.9617,0.3,No,Yes,0.08
-1.35,-11.9617,0.4,No,Yes,0.066
-2.2017,5.1017,0.55,No,Yes,0.104
-2.2017,5.1017,0.65,No,Yes,0.163
-3.55,-35.23,0.65,No,Yes,0.017
-3.55,-35.23,0.7,No,Yes,0.011
-3.55,-35.23,0.76,No,Yes,0.021
-3.55,-35.23,0.8,No,Yes,0.023
-3.55,-35.23,0.85,No,Yes,0.015
-3.55,-35.23,0.5,No,Yes,0.036
-3.55,-35.23,0.52,No,Yes,0.04
-3.55,-35.23,0.55,No,Yes,0.025
-3.55,-35.23,0.57,No,Yes,0.033
-3.55,-35.23,0.6,No,Yes,0.009
-3.55,-35.23,0.62,No,Yes,0.037
-5.038,-10.19,0.66,No,Yes,0.141
-5.038,-10.19,0.69,No,Yes,0.117
-5.038,-10.19,0.72,No,Yes,0.109
-5.038,-10.19,0.75,No,Yes,0.077
-5.038,-10.19,0.78,No,Yes,0.049
-10.07,-12.82,0.55,No,Yes,0.011
-10.07,-12.82,0.57,No,Yes,0.036
-10.07,-12.82,0.6,No,Yes,0.147
-22.33,11.198,1.1,No,Yes,0.155
-22.33,11.198,1.15,No,Yes,0.21
-22.33,11.198,1.2,No,Yes,0.208
-22.33,11.198,1.25,No,Yes,0.206
-22.33,11.198,1.3,No,Yes,0.138
-22.33,11.198,1.35,No,Yes,0.124
-25.49,11.307,0.52,No,Yes,0.029
-25.49,11.307,0.55,No,Yes,0.106
-25.49,11.307,0.58,No,Yes,0.071
-25.49,11.307,0.6,No,Yes,0.105
-35.78,18.45,0.4,No,Yes,0.119
-35.78,18.45,0.5,No,Yes,0.122
-37.27,-10.1,0.4,No,Yes,0.354
-37.27,-10.1,0.45,No,Yes,0.405
-37.27,-10.1,0.46,No,Yes,0.364
-37.27,-10.1,0.48,No,Yes,0.327
-37.27,-10.1,0.5,No,Yes,0.358
-37.27,-10.1,0.53,No,Yes,0.347
-37.27,-10.1,0.55,No,Yes,0.417
-38.68,-25.78,0.73,No,Yes,0.033
-6.5823,10.3186,2.18,Yes,Yes,0.1785
-6.5823,10.3186,2.23,Yes,Yes,0.1655
-6.5823,10.3186,2.28,Yes,Yes,0.1421
-6.5823,10.3186,2.33,Yes,Yes,0.1708
-6.5823,10.3186,2.38,Yes,Yes,0.2091
-6.5823,10.3186,2.43,Yes,Yes,0.3201
-6.5823,10.3186,2.48,Yes,Yes,0.4339
-6.5823,10.3186,2.53,Yes,Yes,0.2261
-6.5823,10.3186,2.58,Yes,Yes,0.3744
-6.5823,10.3186,2.63,Yes,Yes,0.1773
-11.7705,11.6819,0.73,Yes,Yes,0.1822
-11.7705,11.6819,0.78,Yes,Yes,0.2978
-11.7705,11.6819,0.88,Yes,Yes,0.3361
-20.104,9.1858,0.93,Yes,Yes,0.0251
-20.104,9.1858,0.98,Yes,Yes,0.091
-20.104,9.1858,1.03,Yes,Yes,0.0573
-20.104,9.1858,1.08,Yes,Yes,0.236
-21.88,7.1017,0.28,Yes,Yes,0.1267
-21.88,7.1017,0.33,Yes,Yes,0.1203
1.6583,-10.98,0.33,Yes,Yes,0.292
1.6583,-10.98,0.38,Yes,Yes,0.2321
-1.665,-12.4283,0.78,Yes,Yes,0.2157
-1.665,-12.4283,0.83,Yes,Yes,0.1968
-1.665,-12.4283,0.93,Yes,Yes,0.1755
-1.665,-12.4283,1.03,Yes,Yes,0.2247
-5.7783,-10.75,0.48,Yes,Yes,0.338
-5.7783,-10.75,0.53,Yes,Yes,0.3774
-5.7783,-10.75,0.58,Yes,Yes,0.3548
-3.5583,-12.58,0.63,Yes,Yes,0.2739
-3.5583,-12.58,0.68,Yes,Yes,0.2901
-3.815,-14.8967,0.53,Yes,Yes,0.4468
-3.815,-14.8967,0.58,Yes,Yes,0.2898
-3.815,-14.8967,0.63,Yes,Yes,0.1906
-24.69,7.24,0.23,Yes,Yes,0.1515
-24.69,7.24,0.28,Yes,Yes,0.1325
-24.0333,5.3067,0.33,Yes,Yes,0.1713
-24.0333,5.3067,0.38,Yes,Yes,0.1906
-35.2067,-26.765,0.19,Yes,Yes,0.0514
-31.6667,-28.6667,0.18,Yes,Yes,0.4416
-31.6617,-29.6567,0.13,Yes,Yes,0.5289
1.95,3.5517,0.98,Yes,Yes,0.3674
1.95,3.5517,1.03,Yes,Yes,0.462
1.95,3.5517,1.08,Yes,Yes,0.4338
1.95,3.5517,1.13,Yes,Yes,0.3916
1.95,3.5517,1.18,Yes,Yes,0.3309
-19.5617,11.175,1.23,Yes,Yes,0.0419
-19.5617,11.175,1.28,Yes,Yes,0.0441
-19.5617,11.175,1.33,Yes,Yes,0.0085
-19.5617,11.175,1.38,Yes,Yes,0.0345
-23.315,12.3767,1.73,Yes,Yes,0.003
-23.315,12.3767,1.78,Yes,Yes,0
-23.315,12.3767,1.83,Yes,Yes,0
-23.315,12.3767,1.88,Yes,Yes,0.003
-23.315,12.3767,1.93,Yes,Yes,0.003
-23.315,12.3767,1.98,Yes,Yes,0.009
-23.315,12.3767,2.03,Yes,Yes,0
-23.315,12.3767,2.08,Yes,Yes,0.004
-23.315,12.3767,2.13,Yes,Yes,0.003
-23.315,12.3767,2.18,Yes,Yes,0.007
-23.315,12.3767,2.23,Yes,Yes,0.003
-23.315,12.3767,2.28,Yes,Yes,0.008
-23.315,12.3767,2.33,Yes,Yes,0.004
-23.315,12.3767,2.38,Yes,Yes,0.01
-23.315,12.3767,2.43,Yes,Yes,0.005
-23.315,12.3767,2.48,Yes,Yes,0
-23.315,12.3767,2.53,Yes,Yes,0
-29.45,11.75,0.23,Yes,Yes,0.0681
-29.45,11.75,0.28,Yes,Yes,0.0733
-30.87,14.3433,0.68,Yes,Yes,0.0662
-30.87,14.3433,0.73,Yes,Yes,0.0692
-30.87,14.3433,0.78,Yes,Yes,0.0463
-31.9,-1.33,0.18,Yes,Yes,0.1339
-36.06,-8.7783,0.33,Yes,Yes,0.021
-36.8333,-14.4033,0.13,Yes,Yes,0.0126
-8.675,-11.845,0.48,Yes,Yes,0.4898
-8.675,-11.845,0.53,Yes,Yes,0.4273
-8.675,-11.845,0.58,Yes,Yes,0.5172
-17.1433,-13.9867,0.38,Yes,Yes,0.5606
-17.1433,-13.9867,0.43,Yes,Yes,0.7483
-3.6783,-32.0067,0.33,Yes,Yes,0.6063
-3.6783,-32.0067,0.38,Yes,Yes,0.6674
2.3117,-30.6467,0.28,Yes,Yes,0.4365
2.3117,-30.6467,0.33,Yes,Yes,0.4396
2.27,-33.01,0.48,Yes,Yes,0.5049
2.27,-33.01,0.53,Yes,Yes,0.5313
5.3333,-34.025,0.28,Yes,Yes,0.7347
4.2383,-43.6667,0.48,Yes,Yes,0.6961
4.2383,-43.6667,0.53,Yes,Yes,0.7009
4.2383,-43.6667,0.63,Yes,Yes,0.7397
3.8317,-41.6217,0.38,Yes,Yes,0.6981
3.8317,-41.6217,0.43,Yes,Yes,0.7019
-27.9117,-45.8817,0.48,Yes,Yes,0.5171
-27.9117,-45.8817,0.53,Yes,Yes,0.5304
-27.9117,-45.8817,0.58,Yes,Yes,0.4118
-27.9117,-45.8817,0.63,Yes,Yes,0.5499
-25.5117,-35.9983,0.28,Yes,Yes,0.3499
-23.0383,-36.6517,0.23,Yes,Yes,0.7643
-20.8233,-39.8633,0.33,Yes,Yes,0.6092
-20.8233,-39.8633,0.38,Yes,Yes,0.6016
-8.1983,-34.265,0.78,Yes,Yes,0.7949
-8.1983,-34.265,0.83,Yes,Yes,0.7784
-8.1983,-34.265,0.88,Yes,Yes,0.7492
-8.1983,-34.265,0.93,Yes,Yes,0.7686
-8.5283,-34.0217,0.33,Yes,Yes,0.7969
-8.5283,-34.0217,0.38,Yes,Yes,0.8057
0.0067,-23.495,0.43,Yes,Yes,0.3302
0.0067,-23.495,0.48,Yes,Yes,0.1996
-15.68,-9.455,0.19,Yes,Yes,0.4429
-15.68,-9.455,0.23,Yes,Yes,0.4384
-20.3667,-12.7067,0.33,Yes,Yes,0.462
-20.3667,-12.7067,0.38,Yes,Yes,0.4783
-15.5367,-17.0683,0.23,Yes,Yes,0.639
-30.8483,-38.3433,0.13,Yes,Yes,0.3129
-3.6667,-37.7167,1.73,Yes,Yes,0.6668
-3.6667,-37.7167,1.78,Yes,Yes,0.6032
-3.6667,-37.7167,1.83,Yes,Yes,0.6343
-3.6667,-37.7167,1.88,Yes,Yes,0.6155
-3.6667,-37.7167,1.98,Yes,Yes,0.6409
-4.295,-37.0917,2.98,Yes,Yes,0.6458
-4.295,-37.0917,3.03,Yes,Yes,0.6344
-4.295,-37.0917,3.13,Yes,Yes,0.6688
-4.295,-37.0917,3.23,Yes,Yes,0.6354
-4.295,-37.0917,3.33,Yes,Yes,0.6754
-4.295,-37.0917,3.43,Yes,Yes,0.7469
-4.295,-37.0917,3.53,Yes,Yes,0.7716
-7.0533,-34.4633,1.68,Yes,Yes,0.8127
-7.0533,-34.4633,1.73,Yes,Yes,0.8202
-7.0533,-34.4633,1.78,Yes,Yes,0.8154
-7.0533,-34.4633,1.83,Yes,Yes,0.8201
-7.0117,-34.4417,3.43,Yes,Yes,0.7612
-7.0117,-34.4417,3.48,Yes,Yes,0.738
-7.0117,-34.4417,3.53,Yes,Yes,0.7933
-7.0117,-34.4417,3.58,Yes,Yes,0.8245
-22.915,6.0367,0.38,Yes,Yes,0.1309
-22.915,6.0367,0.43,Yes,Yes,0.1937
-21.735,5.4217,0.23,Yes,Yes,0.1632
-3.475,-7.6,0.53,Yes,Yes,0.1819
-3.475,-7.6,0.58,Yes,Yes,0.1673
-35.125,17.5433,0.33,Yes,Yes,0.0321
-35.125,17.5433,0.38,Yes,Yes,0.0305
-25.25,12.0217,0.83,Yes,Yes,0.0013
-25.25,12.0217,0.88,Yes,Yes,0.0139
-25.25,12.0217,0.93,Yes,Yes,0.0037
-25.25,12.0217,0.98,Yes,Yes,0.0017
-29.5117,-8.305,0.18,Yes,Yes,0.3135
-30.8117,-14.7117,0.18,Yes,Yes,0.2687
-32.2683,-21.9667,0.13,Yes,Yes,0.1875
-23.825,-16.2583,0.16,Yes,Yes,0.5722
-24.1433,-14.0433,0.14,Yes,Yes,0.593
-24.1433,-14.0433,0.15,Yes,Yes,0.6111
-24.1433,-14.0433,0.16,Yes,Yes,0.5472
-24.1433,-14.0433,0.17,Yes,Yes,0.5758
-24.1833,-12.0217,0.16,Yes,Yes,0.5419
-19.0867,-10.1917,0.18,Yes,Yes,0.5292
-19.0517,-16.6133,0.1,Yes,Yes,0.6212
-19.0517,-16.6133,0.11,Yes,Yes,0.6459
-19.0517,-16.6133,0.12,Yes,Yes,0.6394
-0.2,-23.15,0.48,Yes,Yes,0.402
-0.2,-23.15,0.51,Yes,Yes,0.323
-0.2,-23.15,0.54,Yes,Yes,0.268
-0.2,-23.15,0.57,Yes,Yes,0.295
-0.2,-23.15,0.6,Yes,Yes,0.197
-0.2,-23.15,0.63,Yes,Yes,0.235
-1.35,-11.9617,0.3,Yes,Yes,0.144
-1.35,-11.9617,0.4,Yes,Yes,0.075
-2.2017,5.1017,0.55,Yes,Yes,0.335
-2.2017,5.1017,0.65,Yes,Yes,0.311
-3.55,-35.23,0.65,Yes,Yes,0.131
-3.55,-35.23,0.7,Yes,Yes,0.821
-3.55,-35.23,0.76,Yes,Yes,0.097
-3.55,-35.23,0.8,Yes,Yes,0.669
-3.55,-35.23,0.85,Yes,Yes,0.106
-3.55,-35.23,0.5,Yes,Yes,0.442
-3.55,-35.23,0.52,Yes,Yes,0.489
-3.55,-35.23,0.55,Yes,Yes,0.468
-3.55,-35.23,0.57,Yes,Yes,0.478
-3.55,-35.23,0.6,Yes,Yes,0.499
-3.55,-35.23,0.62,Yes,Yes,0.459
-5.038,-10.19,0.66,Yes,Yes,0.309
-5.038,-10.19,0.69,Yes,Yes,0.343
-5.038,-10.19,0.72,Yes,Yes,0.264
-5.038,-10.19,0.75,Yes,Yes,0.359
-5.038,-10.19,0.78,Yes,Yes,0.341
