Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - lower (m),calendar age estimate (cal ky BP),Chronostratigraphic quality (chronozone level),Publication,added by (name),date of addition,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber,Globoturborotalita tenella,Globigerinoides sacc,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera,Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii flexuosa,Globorotalia menardii & Globorotalia tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Turborotalita humilis & Berggrenia pumilio,Globigerinita uvula,Other ID,Other UnID
LC01,Piston,40.26,6.887,2845,Mediterranean,0.682,19.26625,3,unpublished data,AH,37771,2,0,36,0,0,0,0,1,0,133,0,0,0,137,0,31,0,0,0,0,0,0,0,0,0,91,0,0,0,0,43,0,0,0,0,0,0
LC01,Piston,40.26,6.887,2845,Mediterranean,0.71,19.775,3,unpublished data,AH,37771,0,0,55,0,0,0,0,0,0,153,0,0,0,35,1,31,0,0,0,0,1,0,0,0,0,54,0,0,0,0,30,0,0,0,0,0,0
LC01,Piston,40.26,6.887,2845,Mediterranean,0.757,20.945775,3,unpublished data,AH,37771,0,0,42,0,0,0,0,2,0,94,0,0,1,76,0,32,0,0,0,0,0,0,0,0,0,58,0,0,0,0,40,0,0,0,0,0,0
LC01,Piston,40.26,6.887,2845,Mediterranean,0.787,22.005675,3,unpublished data,AH,37771,0,0,20,0,0,0,0,1,0,169,0,0,0,225,0,48,0,0,0,0,0,0,0,0,0,69,0,0,0,0,57,0,0,0,0,0,0
LC04,Piston,38.65,6.11,2855,Mediterranean,0.832,18.93,3,unpublished data,AH,37771,0,0,20,0,0,0,0,4,0,89,0,0,0,21,2,42,0,0,0,0,0,0,0,0,0,22,0,0,0,0,32,0,0,0,0,0,0
LC04,Piston,38.65,6.11,2855,Mediterranean,0.912,19.63,3,unpublished data,AH,37771,0,0,54,0,0,0,0,2,0,108,0,0,1,53,0,85,0,0,0,0,0,0,0,0,0,69,0,0,0,0,82,0,0,0,0,0,0
LC04,Piston,38.65,6.11,2855,Mediterranean,0.997,20.29,3,unpublished data,AH,37771,0,0,56,0,0,0,0,1,0,83,0,0,4,25,0,73,0,0,0,0,0,0,0,0,0,43,0,0,0,0,52,0,0,0,0,0,0
ODP 969,Piston,33.839,24.884,2200,Mediterranean,0.605,19.294,4,unpublished data,AH,06/18/03,0,1,74,0,0,0,0,1,0,49,0,0,0,16,2,94,0,0,0,0,0,0,0,0,0,56,0,0,0,0,32,0,0,0,0,0,0
ODP 969,Piston,33.839,24.884,2200,Mediterranean,0.625,20.043,4,unpublished data,AH,06/18/03,0,1,74,0,0,0,0,0,0,28,0,0,0,11,1,82,0,0,0,0,0,0,0,0,0,27,0,0,0,0,24,0,0,0,0,0,0
ODP 969,Piston,33.839,24.884,2200,Mediterranean,0.645,20.792,4,unpublished data,AH,06/18/03,0,0,139,0,0,0,0,0,0,49,0,0,1,8,0,129,0,0,0,0,0,0,0,0,0,45,0,0,0,0,54,0,0,0,0,0,0
ODP 969,Piston,33.839,24.884,2200,Mediterranean,0.665,21.541,4,unpublished data,AH,06/18/03,0,0,98,0,0,0,0,0,0,45,0,0,1,12,0,98,0,0,0,0,0,0,0,0,0,39,0,0,0,0,42,0,0,0,0,0,0
ODP 969,Piston,33.839,24.884,2200,Mediterranean,0.685,22.289,4,unpublished data,AH,06/18/03,0,0,119,0,0,0,0,0,0,36,1,0,0,7,0,84,0,0,0,0,0,0,0,0,0,35,0,0,0,0,54,0,0,0,0,0,0
ODP 973,Piston,35.78,18.948,3695,Mediterranean,0.945,20.327,4,unpublished data,AH,06/23/03,0,0,28,1,0,1,0,2,0,44,0,0,0,12,0,33,0,0,0,0,0,0,0,0,0,107,0,0,0,0,62,0,0,0,0,0,0
ODP 973,Piston,35.78,18.948,3695,Mediterranean,0.985,22.341,4,unpublished data,AH,06/23/03,0,0,91,0,0,0,0,3,0,62,0,0,3,6,2,90,0,0,0,0,1,0,0,0,0,60,0,0,0,0,47,0,0,0,0,0,0
KL96,Piston,32.77,19.19,1390,Mediterranean,0.455,,3,unpublished data,AH,37812,0,0,181,0,0,0,0,0,0,15,0,0,3,2,2,41,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0,0
KL96,Piston,32.77,19.19,1390,Mediterranean,0.505,,3,unpublished data,AH,37812,1,0,145,0,0,0,0,0,0,16,0,0,2,3,2,43,0,0,0,0,0,0,0,0,0,31,0,0,0,0,4,0,0,0,0,0,0
