_id,Core,Coring_device,Latitude,Longitude,Water_Depth,Ocean,Sample_depth_upper,Sample_depth_lower,chronozone_level,sedimentation_rate,Publication,added_by,date_of_addition,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber,Globoturborotalita tenella,Globigerinoides sacculifer,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera,Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beella digitata,Globoturborotalita rubescens,Turborotalita humilis,Turborotalita quinqueloba,Neogloboquadrina pachyderma,Neogloboquadrina incompta,Neogloboquadrina dutertrei,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globoconella inflata,Truncorotalia truncatulinoides,Truncorotalia crassaformis,Truncorotalia crassula,Hirsutella hirsuta,Hirsutella scitula,Menardella menardii,Globorotalia tumida,Globorotalia flexuosa,Hirsutella theyeri,Micro,Other_ID,Other_UnID,Total_Planktics,percent_or_Raw,no_decimals,Total,Current_sum,BFD,Ocean2,sp_rich,rarefy_sr,simpson,simpsonEve,FRic,MorphoAgeAbun,LinAgeAbun
485,M8/21-1,BC,33.433,-9.133,510,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,0,0,44,0,8,0,0,0,0,98,0,0,0,0,12,0,52,1,0,0,0,0,7,0,0,8,9,0,0,0,0,8,3,0,250,P,N,Y,100,N,Atlantic,9,NA,0.743579419127816,0.433315885695213,0.865414315418931,13.5012552301255,20.8560669456067
486,A180-020,PC,33.333,-27.367,4040,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,3,1,112,12,14,0,0,10,2,52,76,0,0,3,1,0,15,0,0,0,0,43,31,0,0,14,21,2,0,0,0,43,18,0,472,P,N,Y,100,N,Atlantic,17,16.0424116115302,0.851753228390989,0.396794673997401,1.18504957106821,12.0843932038835,17.4535194174757
487,V19-310,TW,33.3,-48.267,4607,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,2,2,112,1,7,0,0,0,2,24,52,0,0,1,0,0,9,4,0,0,2,85,28,1,0,1,1,2,0,0,0,28,1,0,364,P,N,Y,100,N,Atlantic,18,16.9286765466855,0.787379535147392,0.261289785035827,1.18504957106821,10.7045238095238,14.3116071428571
488,GIK15651-1,BC,33.19,-9.83,3816,North_Atlantic,0,0.01,4,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,13,2,88,0,63,0,0,17,0,154,9,3,1,3,0,0,19,4,0,0,3,55,54,1,0,25,10,0,0,0,0,17,1,0,537,P,N,Y,100,N,Atlantic,18,16.4523484734072,0.843234659984849,0.354386725727679,1.07821468437921,10.7602099236641,17.6429389312977
489,D11819#1,PC,33.11,-23.962,5380,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,3,14,205,0,13,0,0,2,7,45,3,0,0,6,1,0,23,0,0,0,0,211,35,0,0,1,1,1,0,0,0,23,6,0,595,P,N,Y,100,N,Atlantic,16,13.3519979133602,0.721504350679822,0.224420022907237,1.18504957106821,8.94984238178634,11.45823117338
490,D11940,PC,33.048,-14.59,4298,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,7,9,149,2,53,0,0,12,15,138,32,2,1,4,3,0,23,0,0,0,0,57,41,1,0,6,5,7,0,0,0,113,9,0,684,P,N,Y,100,N,Atlantic,20,18.1598165685722,0.840800151793685,0.314070651218226,1.25702550252434,11.6691710758377,17.6614638447972
491,172-1054B,D,33,-76.283,1293,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,35,4,191,0,27,0,0,66,20,6,6,4,5,0,0,0,0,29,0,0,35,0,6,1,0,0,2,35,11,0,0,55,21,0,559,P,N,Y,100,N,Atlantic,17,16.2839158074173,0.799506191890745,0.293393247235396,1.18949904165766,12.056314699793,15.9314699792961
492,172-1055C,D,32.784,-76.286,1798,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,36,4,211,0,27,1,0,94,18,7,18,2,3,0,0,0,4,39,0,0,47,2,11,0,0,2,3,26,8,0,0,48,11,0,622,P,N,Y,100,N,Atlantic,20,18.2889502005385,0.808394511766135,0.260952859236329,1.28165668108669,12.0516163410302,16.486323268206
493,GIK15679-1,BC,32.763,-15.06,4332,North_Atlantic,0,0.01,4,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,6,1,78,5,5,0,0,7,0,159,19,1,0,0,3,3,144,26,0,0,0,123,30,2,0,1,7,0,0,0,0,35,0,0,653,P,N,Y,100,N,Atlantic,18,15.5115341465991,0.81952133194589,0.307823390733907,1.07821468437921,10.3535483870968,15.4552419354839
494,V17-165,TW,32.75,-41.9,3924,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,3,2,94,11,12,0,0,11,2,22,64,0,5,0,0,0,4,4,0,0,0,34,27,0,0,19,3,2,0,0,0,32,17,0,367,P,N,Y,100,N,Atlantic,17,16.9384226568272,0.841442202808542,0.370991086239268,1.18504957106821,11.4099373040752,16.7147335423197
495,11146-1bx,BC,32.607,-24.388,5340,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,3,8,192,0,40,0,0,12,4,97,0,0,0,12,0,2,78,0,0,0,0,177,51,5,0,9,0,3,0,0,0,41,18,0,740,P,N,Y,100,N,Atlantic,15,13.9565773748811,0.815964218561621,0.362248396184787,1.15322183214696,9.52075036075036,13.2246753246753
496,V05-001,TW,32.6,-69.5,5323,North_Atlantic,0,0.01,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",M.W.,30.01.2003,3,3,89,0,9,0,0,5,3,73,14,1,0,2,0,0,4,7,0,0,3,76,24,0,0,14,0,3,8,0,0,2,0,2,345,R,N,Y,NA,Y,Atlantic,18,17.7329706678581,0.825603494981983,0.318558881382492,1.26735735931565,10.0163636363636,14.8782991202346
497,GIK15639-1,BC,32.488,-10.113,1994,North_Atlantic,0,0.01,4,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,14,1,146,1,63,1,0,32,1,189,16,5,1,0,0,0,16,6,0,0,22,37,39,0,0,31,6,0,0,0,0,24,0,0,652,P,N,Y,100,N,Atlantic,19,16.0760197895893,0.829127334793414,0.308016375139561,1.17293646734518,11.6848484848485,18.818341307815
498,172-1056C,D,32.485,-76.33,2166,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,20,0,199,1,29,0,0,64,13,4,16,10,4,0,0,0,3,27,0,0,23,1,10,1,0,3,5,17,9,0,0,91,14,0,564,P,N,Y,100,N,Atlantic,20,18.6087241256892,0.775637100640305,0.2228532441981,1.26735735931565,12.2411111111111,16.4152505446623
499,INMD056,BX,32.45,-34.067,3812,North_Atlantic,0,0.01,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",M.W.,30.01.2003,5,3,138,11,14,0,0,12,12,32,89,1,5,8,0,0,3,0,0,0,0,35,36,0,0,23,10,0,0,0,0,39,0,16,492,R,N,Y,NA,Y,Atlantic,17,16.5147419487972,0.833077619927842,0.352400495286109,1.07821468437921,11.7966819221968,16.6844393592677
500,GIK15640-1,BC,32.447,-9.9583,1519,North_Atlantic,0,0.01,4,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,3,0,64,6,30,0,0,13,1,215,15,3,0,0,9,2,40,22,0,0,1,19,14,4,0,13,7,0,0,0,0,34,0,0,514,P,N,Y,100,N,Atlantic,19,17.7627844164629,0.763871179671595,0.222893498871375,1.07821468437921,12.5971933471933,21.2851351351351
501,GIK15641-2,BC,32.428,-9.865,1063,North_Atlantic,0,0.01,4,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,5,3,80,7,45,0,0,10,0,216,8,0,0,0,8,7,72,25,0,0,5,65,32,5,0,14,10,0,0,0,0,29,0,0,648,P,N,Y,100,N,Atlantic,18,17.6215958841898,0.824410476793393,0.316394478104404,1.00623875292308,11.2811183144246,18.3455429497569
502,INMD-055BX,BC,32.42,-34.1,3842,North_Atlantic,0,0.05,2,NA,Pflaumann_et_al._(in_press),J._Duprat_,25.11.2002,2,5,127,7,7,0,0,4,0,49,7,1,26,2,2,0,11,0,0,0,0,37,34,0,0,14,10,0,0,0,0,32,0,0,377,R,N,Y,NA,N,Atlantic,17,16.6730886488753,0.812232724217601,0.313278920230672,1.07821468437921,10.4666666666667,14.7553623188406
503,D11817#1,PC,32.418,-23.527,5355,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,0,6,75,0,14,0,0,9,1,30,2,0,0,12,0,0,5,1,0,0,0,76,18,0,0,0,0,3,0,0,0,11,0,0,263,P,N,Y,100,N,Atlantic,13,NA,0.793367346938776,0.372269705603039,1.11363823084302,9.23583333333333,13.0186507936508
504,GIK15642-1,BC,32.413,-9.845,846,North_Atlantic,0,0.01,4,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,5,1,58,2,20,0,0,5,0,107,13,0,0,0,4,0,0,2,0,0,9,16,10,2,0,6,4,0,0,0,0,1,0,0,265,P,N,Y,100,N,Atlantic,16,NA,0.77114898989899,0.273103448275862,0.969990284313655,12.8123106060606,20.9409090909091
505,GIK15644-1,BC,32.398,-9.8083,487,North_Atlantic,0,0.01,4,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,1,1,25,0,21,0,0,2,0,118,1,3,0,0,6,5,32,14,0,0,0,30,19,1,0,2,3,0,0,0,0,11,0,0,297,P,N,Y,100,N,Atlantic,17,16.8714032852323,0.782260464193612,0.270155482760238,1.07821468437921,11.4096830985916,19.130985915493
506,GIK15645-1,BC,32.392,-9.795,442,North_Atlantic,0,0.01,4,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,8,0,69,2,45,0,0,11,0,237,3,0,1,0,0,0,12,21,0,0,3,42,20,0,0,7,2,0,0,0,0,11,2,0,498,P,N,Y,100,N,Atlantic,15,14.037257588366,0.717239132578047,0.23577048434776,1.00623875292308,12.103933747412,21.0223602484472
507,GIK15646-1,BC,32.383,-9.7833,292,North_Atlantic,0,0.01,4,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,9,3,73,1,41,0,0,5,0,181,0,0,0,0,5,0,12,21,0,0,1,48,23,0,0,11,4,0,2,0,0,16,0,0,455,P,N,Y,100,N,Atlantic,16,15.0240242880787,0.775454545454545,0.27834008097166,1.04409504796816,11.6505681818182,19.4730681818182
508,V05-31,TW,32.283,-65.117,1597,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,3,4,82,8,7,0,0,9,9,7,65,0,15,1,0,0,5,4,0,0,1,26,31,0,0,10,0,1,1,0,0,28,0,0,319,P,N,Y,100,N,Atlantic,19,18.8061297889013,0.840698746423055,0.330390237148678,1.19538142785952,11.0047058823529,15.8207612456747
509,GIK10737-1,BC,32.22,-28.3,1940,North_Atlantic,0,0.01,4,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,5,2,174,36,25,0,0,12,16,113,24,4,14,9,0,0,0,2,0,0,0,7,30,2,0,7,11,1,0,0,0,86,0,0,575,P,N,Y,100,N,Atlantic,19,17.9067094140673,0.805799144388533,0.271016205266712,1.22077703391492,11.8098380566802,17.834008097166
510,GIK15638-2,BC,32.212,-10.445,2675,North_Atlantic,0,0.01,4,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,13,4,120,7,56,0,0,23,3,221,18,3,0,3,0,0,13,9,0,0,14,54,39,3,0,27,5,0,0,0,0,38,0,0,670,P,N,Y,100,N,Atlantic,19,18.0877288494237,0.818619877239754,0.290172804750709,1.07821468437921,11.4391338582677,18.9382677165354
511,V05-40,TW,32.2,-64.7,1953,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,2,0,120,11,4,0,0,29,10,26,64,0,6,1,0,0,0,2,0,0,2,8,25,0,0,17,2,0,0,0,0,33,0,0,364,P,N,Y,100,N,Atlantic,16,15.7291043351173,0.8033924298556,0.317892133828298,0.969990284313655,12.4100303951368,18.1525835866261
512,11145-1bx,BC,32.127,-24.725,5340,North_Atlantic,0,0.02,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,2,11,202,0,24,0,0,2,6,55,2,0,0,13,0,2,22,2,0,0,0,80,24,0,0,6,7,6,0,0,0,63,0,0,528,P,N,Y,100,N,Atlantic,17,16.1471854497305,0.759011954539594,0.244093142875128,1.18504957106821,10.9855364806867,13.8817596566524
513,172-1057B,D,32.029,-76.079,2485,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,39,9,222,0,46,0,0,60,18,7,19,2,4,0,0,0,4,21,0,0,37,5,24,0,0,2,1,20,13,0,0,92,14,0,659,P,N,Y,100,N,Atlantic,19,17.8250065956333,0.802631708026906,0.266666841067578,1.26735735931565,11.9525316455696,15.7466546112116
514,A167-12,PC,31.833,-74.35,4700,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,0,16,169,0,19,1,0,23,2,34,10,1,0,1,0,0,0,38,0,0,18,31,59,0,0,21,0,18,19,0,0,21,0,0,507,P,N,Y,100,N,Atlantic,17,15.5366818390067,0.833741319444444,0.353807267176698,1.24540821247726,10.061625,13.133125
515,172-1058C,D,31.69,-75.43,2984,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,19,8,208,1,24,0,0,85,14,6,28,4,4,0,0,0,0,19,0,0,26,9,51,0,0,18,0,14,7,0,0,44,23,0,613,P,N,Y,100,N,Atlantic,18,17.358838117751,0.808679404090565,0.290379377565046,1.23110889070623,11.3342935779817,15.7629357798165
516,172-1059B,D,31.674,-75.419,2885,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,9,7,199,4,21,0,0,67,15,13,31,2,2,0,0,0,0,28,0,0,17,8,35,0,0,7,0,8,1,0,0,76,5,0,556,P,N,Y,100,N,Atlantic,18,17.1916855566554,0.784062383165091,0.257275950201995,1.23110889070623,11.8477426160338,16.3151898734177
517,A167-13,PC,31.65,-75.35,2880,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,8,4,117,3,27,0,0,32,14,9,24,0,2,0,0,0,3,14,0,0,5,7,32,1,0,6,1,11,3,0,0,32,0,0,360,P,N,Y,100,N,Atlantic,20,19.6712633962877,0.828820366341094,0.292090822554454,1.19538142785952,11.4195356037152,15.750773993808
518,INMD051,BX,31.65,-37.85,3659,North_Atlantic,0,0.02,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",M.W.,30.01.2003,0,2,120,8,9,0,0,11,12,6,49,0,2,0,1,0,7,0,0,0,0,24,19,0,0,14,9,1,0,0,0,27,0,7,328,R,N,Y,NA,Y,Atlantic,16,15.8628078884574,0.785737424221389,0.291698164146868,1.11427854728044,11.9667006802721,15.9045918367347
519,10975-1p,GC,31.517,-25.038,5356,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,3,3,204,0,8,0,0,10,3,123,28,0,0,6,2,3,58,0,0,0,0,159,60,3,0,2,7,7,0,0,0,115,6,0,805,P,N,Y,100,N,Atlantic,18,16.0728334506646,0.810151646967377,0.292631222068115,1.18504957106821,10.4109143686502,14.4431059506531
520,10970-1p,GC,31.477,-25.092,5272,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,11,7,275,0,32,0,0,20,17,105,9,0,0,20,1,1,37,0,0,0,0,139,65,4,0,9,7,6,0,0,0,86,9,0,859,P,N,Y,100,N,Atlantic,18,16.3527894606307,0.805010038873937,0.284914952722302,1.18504957106821,10.4814509803922,14.0330065359477
521,11138-1bx,BC,31.437,-24.823,5340,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,3,5,134,0,10,0,0,0,4,14,3,0,0,1,0,0,8,0,0,0,1,43,15,0,0,4,2,2,0,0,0,23,0,0,271,P,N,Y,100,N,Atlantic,15,NA,0.66976339091305,0.201875457875458,1.18504957106821,11.2320080321285,13.1746987951807
522,11139-8bx,BC,31.422,-25.203,5340,North_Atlantic,0,0.02,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,2,3,206,0,20,1,0,7,3,70,3,2,0,14,0,3,23,3,0,0,0,100,29,4,0,3,0,1,0,0,0,42,1,0,541,P,N,Y,100,N,Atlantic,19,17.1352688926439,0.759397430862843,0.218749031384472,1.27132482429538,10.7126961770624,14.0597585513078
523,V10-98,TW,31.417,-64.167,4299,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,3,6,173,13,21,0,0,0,3,41,48,0,8,2,0,3,9,5,0,0,0,96,39,2,0,16,2,5,0,0,0,45,0,0,537,P,N,Y,100,N,Atlantic,19,18.1042470253885,0.813133353739414,0.281653146779194,1.18504957106821,10.3872727272727,14.2460606060606
524,V10-80,TW,31.383,-11.617,2550,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,4,0,94,3,44,0,0,10,0,181,0,0,5,2,0,0,24,28,0,0,12,36,29,4,0,16,2,0,0,0,0,20,0,0,513,P,N,Y,100,N,Atlantic,16,15.4284029676883,0.804930420101952,0.320398495924712,0.982663783814892,11.2544534412955,18.4216599190283
525,11327-2bx,BC,31.305,-25.39,5380,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,0,15,131,0,6,0,0,1,2,24,0,0,0,5,0,0,2,0,0,0,0,49,17,0,0,1,0,2,0,0,0,17,0,0,274,P,N,Y,100,N,Atlantic,12,NA,0.681245674740484,0.261434360978434,1.0824508083592,10.8651764705882,13.0274509803922
526,INMD-050BX,BC,31.18,-39.68,3481,North_Atlantic,0,0.05,2,NA,Pflaumann_et_al._(in_press),J._Duprat_,25.11.2002,7,2,140,11,8,0,0,7,1,14,12,0,24,4,2,0,5,0,0,0,0,39,35,3,0,13,7,1,0,0,0,28,0,0,363,R,N,Y,NA,N,Atlantic,19,18.5718840520361,0.787721096012475,0.247935984022517,1.18504957106821,10.216,13.5910447761194
527,MIKS20,PC,31.13,-26.78,4187,North_Atlantic,0,0.025,2,NA,Pflaumann_et_al._(in_press),J._Duprat_,25.11.2002,2,5,101,0,4,1,0,2,0,43,15,0,5,0,0,0,32,1,0,0,0,106,51,2,0,12,1,0,0,0,0,10,0,0,393,R,N,Y,NA,N,Atlantic,16,14.9076870175412,0.813476129771148,0.335077756660941,1.10096053588905,8.80391644908616,12.0715404699739
528,MIKS19,PC,31.1,-26.78,4766,North_Atlantic,0,0.025,2,NA,Pflaumann_et_al._(in_press),J._Duprat_,25.11.2002,0,4,110,0,20,0,0,7,0,44,15,2,9,4,0,0,21,1,0,0,0,26,29,3,0,3,2,0,0,0,0,36,0,0,336,R,N,Y,NA,N,Atlantic,16,15.9021797204952,0.813244444444444,0.334662065683008,1.07821468437921,11.314,15.697
529,12174-15,MC,31.093,-21.17,4938,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,5,3,297,1,38,0,0,13,20,73,30,2,0,43,0,1,16,1,0,0,6,24,24,0,0,27,4,3,0,0,0,123,12,0,766,P,N,Y,100,N,Atlantic,20,17.442369310354,0.747491592596965,0.198013208804543,1.25702550252434,12.1292868462758,15.5811410459588
530,A179-020,TW,30.78333333,-67.66666667,4993,North_Atlantic,0,0.01,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",M.W.,10.02.1999,5,4,204,1,7,0,0,10,3,44,13,1,0,2,0,2,1,5,0,0,1,28,40,0,0,15,0,0,0,0,0,9,0,3,398,R,N,Y,NA,Y,Atlantic,18,16.6516912773315,0.687468119949529,0.177759643421285,1.05432733273,11.8545336787565,14.9031088082902
531,172-1060B,D,30.76,-74.466,3481,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,16,10,390,9,50,1,0,63,15,24,65,4,12,0,0,0,3,7,0,0,12,17,88,0,0,34,2,11,6,0,0,121,24,0,980,P,N,Y,100,N,Atlantic,21,19.1370166630998,0.753175427356195,0.192926689222986,1.28165668108669,11.8059713945173,15.6436233611442
532,RC11-255,PC,30.733,-75.317,3728,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,3,3,143,12,34,0,0,40,9,5,24,0,3,0,0,0,0,13,0,0,7,6,28,0,0,6,0,14,3,0,0,29,0,0,384,P,N,Y,100,N,Atlantic,17,16.9574400114329,0.796667977433412,0.289297911215637,1.15913295925009,11.6084702549575,16.3696883852691
533,10699-1p,GC,30.73,-24.483,5431,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,1,7,74,0,11,1,0,6,2,22,0,0,0,12,0,0,7,1,0,0,1,82,20,1,0,0,0,4,0,0,0,12,0,0,265,P,N,Y,100,N,Atlantic,16,NA,0.787288989669942,0.293825880959431,1.16688083748058,8.66384920634921,11.6916666666667
534,V15-206,TW,30.517,-75.917,4016,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,9,6,176,8,35,0,0,29,11,11,35,1,1,1,0,0,2,8,0,0,10,3,34,1,0,14,0,5,2,0,0,46,0,0,450,P,N,Y,100,N,Atlantic,21,19.5026610650325,0.775673869458677,0.212275972951246,1.26735735931565,11.9310945273632,16.031592039801
535,V26-165,TW,30.45,-67.967,4477,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,3,12,316,0,14,0,0,7,1,68,3,4,0,4,1,0,0,7,0,0,3,56,24,0,0,6,0,1,0,0,0,7,2,0,536,P,N,Y,100,N,Atlantic,17,15.0950314410218,0.612929868280527,0.151971243946037,1.22077703391492,12.3940754716981,15.2168867924528
536,MIKS18,PC,30.13,-26.28,4933,North_Atlantic,0,0.025,2,NA,Pflaumann_et_al._(in_press),J._Duprat_,25.11.2002,0,4,123,0,11,1,0,5,0,18,4,1,1,1,0,0,26,0,0,0,1,50,34,3,0,9,0,0,0,0,0,27,0,0,319,R,N,Y,NA,N,Atlantic,16,15.7087221341999,0.764754175267405,0.265679529364842,1.16795225139512,10.0842465753425,12.5270547945205
537,V16-209,TW,30,-51.867,4673,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,4,1,292,0,19,0,0,14,2,12,9,2,1,1,1,0,3,8,0,0,1,42,37,1,0,12,1,0,0,0,0,25,0,0,490,P,N,Y,100,N,Atlantic,20,16.7350048039612,0.582836137687819,0.11985697831751,1.07821468437921,12.0609071274298,14.0998920086393
538,172-1061D,PC,29.976,-73.6,4038,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,27,14,209,2,21,0,0,75,3,15,38,4,6,0,0,0,0,11,0,0,10,14,81,0,0,25,0,6,4,0,0,41,15,0,621,P,N,Y,100,N,Atlantic,18,17.4274295077436,0.811853708199546,0.295278503891414,1.23110889070623,11.1658584070796,15.5824778761062
539,INMD048,BX,29.817,-43.217,2838,North_Atlantic,0,0.02,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",M.W.,30.01.2003,1,0,151,20,4,0,0,15,9,10,33,0,4,0,1,0,2,0,0,0,2,24,28,0,0,6,7,0,0,0,0,27,0,6,350,R,N,Y,NA,Y,Atlantic,16,15.7000882943174,0.7394441182617,0.23987176794103,1.00623875292308,11.6070977917981,15.3203470031546
540,V23-096,-,29.8,-15.083,3471,North_Atlantic,0,0.01,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",M.W.,30.01.2003,4,1,167,4,42,2,0,16,7,8,40,1,2,0,0,0,12,2,0,0,5,40,26,2,0,12,2,0,0,0,0,15,0,5,415,R,N,Y,NA,Y,Atlantic,20,18.9144662911196,0.780387758372056,0.227674011381877,1.17293646734518,11.5513924050633,15.5232911392405
541,A176-018,TW,29.767,-76.8,1015,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,2,2,105,10,20,0,0,22,13,1,3,0,6,0,0,0,0,8,0,0,5,1,12,0,0,1,3,5,1,0,0,101,0,0,323,P,N,Y,100,N,Atlantic,18,18,0.741694214876033,0.215076698839297,1.15913295925009,11.4561363636364,15.4031818181818
542,V29-171,TW,29.65,-16.35,3695,North_Atlantic,0,0.01,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",M.W.,30.01.2003,2,2,113,6,28,0,0,9,13,11,44,7,1,2,0,0,15,2,0,0,6,27,20,1,0,6,4,0,0,0,0,18,0,3,340,R,N,Y,NA,Y,Atlantic,20,19.6491973112448,0.828961979540295,0.292332663027866,1.07821468437921,11.4702194357367,15.5921630094044
543,V17-164,TW,29.617,-36.917,4433,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,15,5,165,2,10,0,0,15,2,2,53,0,2,0,0,0,13,2,0,0,0,83,50,1,0,3,3,0,0,0,0,23,12,0,460,P,N,Y,100,N,Atlantic,17,15.9267104755891,0.77845004298089,0.265509098729777,1.00623875292308,10.7895539906103,13.7495305164319
544,D11807#1,PC,29.527,-25.23,5345,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,7,2,72,1,7,0,0,10,1,35,10,1,0,3,0,1,28,0,0,0,0,58,33,0,0,5,4,4,0,0,0,44,1,0,323,P,N,Y,100,N,Atlantic,18,17.9001694603693,0.848875811075902,0.367615243800965,1.25702550252434,9.8595390070922,13.6468085106383
545,V27-164,TW,29.483,-19.6,4623,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,3,0,146,2,19,0,0,8,3,4,40,0,1,3,0,0,44,2,0,0,0,12,9,2,0,4,3,0,0,0,0,23,15,0,341,P,N,Y,100,N,Atlantic,17,16.8698666959287,0.724987906476754,0.213894337002283,1.00623875292308,13.0483606557377,16.1314754098361
546,D11809#1,PC,29.455,-24.758,5345,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,10,3,293,0,58,0,0,10,7,42,1,3,0,24,0,5,37,0,0,0,1,215,54,3,0,6,0,4,0,0,0,47,2,0,824,P,N,Y,100,N,Atlantic,18,15.4766705854502,0.763494393665639,0.234901643206773,1.25702550252434,9.50340206185567,12.1530927835052
547,V07-13,TW,29.283,-79.917,452,North_Atlantic,0,0.01,5,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,10,2,167,3,32,0,0,72,24,9,3,4,6,0,0,0,0,29,0,0,0,0,2,1,0,0,2,22,0,0,0,149,0,0,537,P,N,Y,100,N,Atlantic,16,15.3999361434379,0.759126899776809,0.259472726269924,1.17877827493566,12.3433505154639,17.5255154639175
548,GIK15627-1,BC,29.167,-12.087,955,North_Atlantic,0,0.01,4,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,3,0,62,4,21,0,0,4,4,141,10,0,2,4,7,0,14,9,0,0,3,29,11,1,0,3,0,0,0,0,0,19,1,0,348,P,N,Y,100,N,Atlantic,18,17.7815615589478,0.767292059805487,0.238735109378384,1.0005652625209,12.3576807228916,20.5185240963855
549,GIK15628-4,BC,29.083,-11.97,766,North_Atlantic,0,0.01,4,NA,Pflaumann_et_al._(in_press),U.P,25.11.2002,5,1,73,10,23,0,0,13,6,440,12,3,3,12,34,3,73,40,0,0,0,39,20,1,0,3,6,0,0,0,0,78,0,0,895,P,N,Y,100,N,Atlantic,21,18.1631850271153,0.687453896490184,0.152358474747557,1.07821468437921,12.9933536585366,22.5081707317073
