,bn,bs,sn,ss,sst,sal,po4,light,chl_total,fe,mld
37,0.9999999341952027,6.380285895612431e-08,1.437960642328879e-09,5.63977666881918e-10,-1.8331891,34.486935,1.4120903e-06,103.99735,1.9853457,4.4618548e-10,170.63817
38,0.9933270681943015,0.006458458691950706,0.00015632191143313305,5.815120231469317e-05,-1.6422476,34.64209,1.5473967e-06,103.99735,2.1250598,4.869909e-10,250.88217
39,0.9868389751785105,0.012581468344826097,0.0004288760326310286,0.00015068044403241922,-1.4613117,34.689552,1.5737411e-06,103.99735,2.0238285,4.9224674e-10,294.61304
40,0.9762026784171713,0.021839224014730253,0.0014823994854258529,0.00047569808267263863,-1.2902598,34.74436,1.7079475e-06,103.99735,1.9056929,5.288822e-10,591.5215
41,0.9999999820056353,1.7517739779709612e-08,3.211681593490073e-10,1.5545661561993595e-10,-1.1630112,34.754772,1.8385648e-06,103.99735,2.1520374,5.6867766e-10,100.69048
42,0.9999999825256887,1.7000401116824464e-08,3.1874739496314196e-10,1.551629134354122e-10,-1.1849506,34.757576,1.8534379e-06,103.99735,2.15565,5.696135e-10,98.7411
43,0.9674744914594484,0.026905296252585705,0.004373479138942251,0.0012467331490235646,-0.97372323,34.78137,1.8182359e-06,103.99735,1.8832861,5.551461e-10,890.8668
44,0.9744290305339297,0.02323996176383262,0.0017645133274041686,0.0005664943748336884,-1.3382598,34.753128,1.7638356e-06,103.99735,1.8610313,5.3446975e-10,849.7185
45,0.9999998994432837,9.709335614353359e-08,2.4583267836550446e-09,1.0050333961718708e-09,-1.4626861,34.733498,1.7820763e-06,103.99735,2.2135203,5.419645e-10,639.2229
46,0.9752804336132754,0.022717023086681408,0.0015050288519701494,0.0004975144480730096,-1.5340477,34.71961,1.7160445e-06,103.99735,2.0546696,5.2045845e-10,759.7153
47,0.9999997506603934,2.40754724162019e-07,6.1444896789959016e-09,2.4403928549475126e-09,-1.581847,34.704433,1.7251979e-06,103.99735,2.0103536,5.2560745e-10,554.14514
48,0.9999998431602288,1.511706385607135e-07,4.024036745783081e-09,1.6450959003338393e-09,-1.5854464,34.69259,1.7195848e-06,103.99735,2.1158192,5.258215e-10,489.273
49,0.9999997357919815,2.547794900570851e-07,6.713578709574796e-09,2.714949644806649e-09,-1.5565683,34.687878,1.7092588e-06,103.99735,2.0176704,5.2431204e-10,433.1555
50,0.9761180233746366,0.021972477116470084,0.0014321799029093254,0.0004773196059838575,-1.4729872,34.690014,1.6513122e-06,103.99735,2.076019,5.0576754e-10,538.3591
51,0.9741960066120438,0.023384149782691006,0.0018311986129090994,0.000588644992356099,-1.2964203,34.702694,1.6637322e-06,103.99735,1.9033794,5.089163e-10,642.2699
52,0.9999999833175338,1.6175196699011406e-08,3.423673122814466e-10,1.6490213136577605e-10,-1.1405376,34.7129,1.7734731e-06,103.99735,2.1236336,5.426969e-10,103.020386
53,0.9657887143399096,0.028012283360772022,0.004836869929966423,0.0013621323693520238,-0.9117576,34.746956,1.7664133e-06,103.99735,1.831525,5.345209e-10,991.56
54,0.9660944577335291,0.028115697643998232,0.004555009158786803,0.0012348354636858203,-1.0237907,34.751667,1.7861535e-06,103.99735,1.9626067,5.3680493e-10,1080.6313
55,0.9788087974754112,0.019754231217005192,0.001074022104794705,0.0003629492027888182,-1.4396275,34.71426,1.6955003e-06,103.99735,1.962308,5.064277e-10,559.87537
56,0.9751473577086402,0.02293156150116609,0.0014356451414674935,0.0004854356487262088,-1.6303397,34.70018,1.6606398e-06,103.99735,2.2009494,4.9580035e-10,525.97107
57,0.9846286151325847,0.014720335174528205,0.0004779066700089469,0.00017314302287816795,-1.7297524,34.71331,1.6988464e-06,103.99735,1.924342,5.078911e-10,488.37082
58,0.9761811541822364,0.02218633671801899,0.00122375422126159,0.0004087548784829441,-1.769283,34.734135,1.7017487e-06,103.99735,1.8808657,5.087802e-10,533.2323
59,0.985378291851442,0.013993688824552748,0.00046345181821607587,0.00016456750578905735,-1.8021995,34.76142,1.7492458e-06,103.99735,1.8940928,5.261501e-10,548.46375
60,0.9843332710495092,0.014986951354139542,0.0005065492319633621,0.00017322836438793025,-1.8175141,34.78287,1.770266e-06,103.99735,1.9689718,5.3753585e-10,625.42395
61,0.9948370170063898,0.004984263238208573,0.00013089096744160208,4.7828787960011445e-05,-1.8074471,34.79364,1.7874049e-06,103.99735,1.9698085,5.492768e-10,618.68164
62,0.994423595777885,0.0053885477880354655,0.00013787311432970426,4.998331974984276e-05,-1.8031384,34.789753,1.777508e-06,103.99735,1.9222307,5.517678e-10,611.30975
63,0.9909549922490755,0.008744571554087314,0.00022051142760424737,7.992476923295217e-05,-1.7970284,34.77654,1.750005e-06,103.99735,2.0116692,5.484475e-10,451.52487
64,0.9999997698336635,2.2308290367573695e-07,5.147581178514713e-09,1.935851638533927e-09,-1.7999105,34.76073,1.7050644e-06,103.99735,1.9424311,5.3779275e-10,326.66046
65,0.9999990625585675,9.096835363767741e-07,2.0470773348837965e-08,7.28712281060576e-09,-1.8450121,34.728542,1.631257e-06,103.99735,1.9427423,5.16936e-10,244.872
66,0.9999998967330843,1.0018468073654298e-07,2.2642068151198315e-09,8.180280774967486e-10,-1.8708389,34.673286,1.5067694e-06,103.99735,2.081869,4.788159e-10,186.02794
67,0.9999999474224741,5.108750346652076e-08,1.078388320498878e-09,4.1163394734010414e-10,-1.8445168,34.654045,1.5405944e-06,103.99735,2.0633621,4.886781e-10,172.81648
68,0.9721942773818077,0.025381768666110124,0.001839658503806236,0.0005842954482758234,-1.7531629,34.7715,1.7157035e-06,103.99735,1.8427358,5.3901783e-10,772.06335
69,0.9770679990926516,0.021477842497304826,0.001090821627276804,0.0003633367827668165,-1.7686447,34.75569,1.7232112e-06,103.99735,1.8672743,5.4286176e-10,649.6158
70,0.9891954791623898,0.010425751397091945,0.00028165028046980427,9.71191600483691e-05,-1.6880139,34.668747,1.6032303e-06,103.99735,2.1764803,5.092084e-10,278.80133
72,0.9999999476968606,5.1690345921687376e-08,4.3424964002274827e-10,1.785438464198852e-10,0.9055226,34.685047,1.4797737e-06,128.07674,2.3585038,4.910397e-10,240.73506
73,0.9999999423633549,5.706898451099963e-08,3.94863670784783e-10,1.7279700091545853e-10,1.0120695,34.64654,1.4089217e-06,128.07674,2.306134,4.7050697e-10,202.70586
74,0.9999999326548998,6.658588925971641e-08,5.61567966463465e-10,1.9764279515717095e-10,1.643435,34.702484,1.4338422e-06,128.07674,2.2215824,4.8199533e-10,282.85004
75,0.9999999276621763,7.153625476688387e-08,5.993986103705541e-10,2.021703699453462e-10,2.060587,34.72785,1.4455954e-06,128.07674,2.1781056,4.8840765e-10,293.4428
76,0.9999999178271484,8.127311437687795e-08,6.867821694572619e-10,2.1295527431675993e-10,2.562804,34.748684,1.4344174e-06,128.07674,2.0810013,4.903798e-10,316.9887
77,0.9999999231484401,7.566301802714445e-08,9.333395622813769e-10,2.552022693497236e-10,3.0261934,34.771347,1.4315458e-06,128.07674,1.9299924,4.940803e-10,379.96838
78,0.9999999276210307,7.119186261315448e-08,9.263511936524825e-10,2.607554923324349e-10,2.7297103,34.775524,1.4772684e-06,128.07674,2.1294413,5.0513604e-10,403.52515
79,0.9999999323716781,6.628088659852423e-08,1.0459135875486151e-09,3.015218701477874e-10,2.5381815,34.77783,1.4943723e-06,128.07674,1.9306283,5.072813e-10,455.4656
80,0.9999999444527636,5.450400061254241e-08,7.800256968475436e-10,2.6321005639135507e-10,1.969465,34.768036,1.507639e-06,128.07674,1.9701709,5.017039e-10,446.21533
81,0.9999999456823441,5.346097265122276e-08,6.303260310255067e-10,2.2635713717865928e-10,1.6628736,34.76049,1.534693e-06,128.07674,2.1917286,5.058521e-10,405.165
82,0.9999999472729759,5.1887655069488916e-08,6.149984331590187e-10,2.2437065645465991e-10,1.4670782,34.75159,1.5218302e-06,128.07674,2.0717854,4.981642e-10,383.58676
83,0.9999999466008074,5.257098474070703e-08,6.076368577227257e-10,2.205711649215304e-10,1.4010024,34.74642,1.5308443e-06,128.07674,2.1023412,4.9961635e-10,379.26694
84,0.9999999479881231,5.115950093440318e-08,6.253882192239798e-10,2.2698786079302942e-10,1.3511285,34.743534,1.526241e-06,128.07674,2.1468332,4.9637516e-10,382.53345
85,0.9999999474913807,5.1661888914990024e-08,6.21576839526843e-10,2.251535780210662e-10,1.388983,34.742455,1.5286449e-06,128.07674,2.1191924,4.962902e-10,380.47357
86,0.9999999456314643,5.349966961513971e-08,6.395397271152495e-10,2.2932639162824286e-10,1.6467022,34.74574,1.50695e-06,128.07674,2.0840108,4.910423e-10,379.42694
87,0.9999999417607975,5.724943144616655e-08,7.425448046322701e-10,2.472262007380297e-10,2.174833,34.759064,1.4857357e-06,128.07674,2.2086666,4.901506e-10,386.62146
88,0.999999932496883,6.630169675964487e-08,9.30429386603113e-10,2.7099093001446596e-10,2.7930572,34.77646,1.4619271e-06,128.07674,2.1647384,4.9054794e-10,406.36185
89,0.9999999214801844,7.678492944571615e-08,1.3726742683890422e-09,3.6221189837595057e-10,3.3907897,34.79575,1.4207641e-06,128.07674,1.7955344,4.8660687e-10,467.8709
90,0.9999999179068951,8.02067514037951e-08,1.488057480528096e-09,3.982959703004159e-10,3.4232638,34.801823,1.3961787e-06,128.07674,2.0495732,4.810543e-10,533.662
91,0.9999999431870392,5.588957820403696e-08,6.754258851223301e-10,2.4795674602452607e-10,2.3466325,34.772385,1.4037116e-06,128.07674,2.084909,4.6769255e-10,389.1127
92,0.9999999455473149,5.341939397276079e-08,7.617250778717215e-10,2.715661028181917e-10,1.7866005,34.76448,1.4277588e-06,128.07674,2.081049,4.6670695e-10,417.64615
93,0.9999999521333559,4.671982144762412e-08,8.280726317189124e-10,3.1875008021021643e-10,0.88315266,34.75172,1.4754905e-06,128.07674,2.0749056,4.6886456e-10,473.8874
94,0.9999999888197411,1.070069511011278e-08,3.1163825782886573e-10,1.679255575379723e-10,0.046968784,34.740234,1.5928626e-06,128.07674,2.1860924,4.9748633e-10,376.947
95,0.9617701908114131,0.03822980884705022,2.0871096950638307e-10,1.3282566230067246e-10,-0.48969862,34.722492,1.6412624e-06,128.07674,2.5347295,5.0946714e-10,106.79599
96,0.9119861561939708,0.0880138434897469,1.9028252944215463e-10,1.259996920672059e-10,-0.771649,34.697823,1.6112019e-06,128.07674,2.60675,5.0239424e-10,93.16283
97,0.95599354502481,0.04400645465149546,1.9534758311822826e-10,1.2834687234234954e-10,-0.9935684,34.66618,1.5714221e-06,128.07674,2.5969894,4.926397e-10,98.19797
98,0.9299233960829942,0.07007660359589984,1.9313112696325306e-10,1.2797480418860784e-10,-0.93545794,34.65873,1.5512328e-06,128.07674,2.601319,4.921306e-10,93.40836
99,0.9273185074870417,0.07268149218633257,1.9741808862267379e-10,1.2920758509320098e-10,-0.7459158,34.682808,1.5696892e-06,128.07674,2.5781326,5.041669e-10,97.048454
100,0.9999999609586687,3.8384862504481155e-08,4.709271585596024e-10,1.855415025830678e-10,-0.516332,34.720036,1.5881333e-06,128.07674,2.3094342,5.140296e-10,291.55334
