,bn,bs,sn,ss,sst,sal,po4,light,chl_total,fe,mld
37,0.999999625714767,3.6137531526668157e-07,9.21565525731071e-09,3.6942623864287752e-09,-1.5291733,34.405178,1.2496673e-06,103.99735,2.0955236,4.101499e-10,176.23746
38,0.9999999671434483,3.1834655092415615e-08,7.141389670961806e-10,3.077577334360366e-10,-1.1828942,34.555714,1.3843699e-06,103.99735,2.2239773,4.5125548e-10,193.98738
39,0.9999999769818918,2.249038454529866e-08,3.542625965053797e-10,1.7346095651928095e-10,-0.9058599,34.63889,1.5812901e-06,103.99735,2.1613626,5.0799503e-10,98.512535
40,0.999999976664622,2.2796092210830098e-08,3.676509599322158e-10,1.7163469984068218e-10,-0.69908494,34.694645,1.7215693e-06,103.99735,2.1592152,5.4411453e-10,111.21325
41,0.9999999771482261,2.226714575224226e-08,4.0146050422649964e-10,1.8316770441883517e-10,-0.5058927,34.71258,1.7738871e-06,103.99735,2.1081905,5.5609956e-10,149.8548
42,0.999999973308653,2.6137275083481158e-08,3.733305628980044e-10,1.8074141691864084e-10,-0.42208278,34.741043,1.7672907e-06,103.99735,2.2103188,5.5116284e-10,525.7118
43,0.9999995353787511,4.5783530557314065e-07,4.761552110263692e-09,2.024391332505579e-09,-0.39350712,34.72061,1.7951845e-06,103.99735,2.044926,5.6057226e-10,213.71455
44,0.999999972328291,2.7124476441002613e-08,3.735732113027724e-10,1.7365933560467625e-10,-0.7626977,34.718224,1.794788e-06,103.99735,2.1460345,5.5859484e-10,114.66248
45,0.999999976212775,2.3276915494519063e-08,3.456289354085869e-10,1.6468046161280354e-10,-0.94010794,34.703583,1.7669623e-06,103.99735,2.190569,5.505992e-10,104.40261
46,0.9999997979781298,1.9255185209804116e-07,6.993818850734442e-09,2.4761993865661973e-09,-0.97413397,34.69182,1.6657993e-06,103.99735,2.1065686,5.1893845e-10,506.57007
47,0.9999999772398785,2.2256383339275898e-08,3.3813036231782656e-10,1.656077340615833e-10,-1.0628703,34.669415,1.6870863e-06,103.99735,2.1781545,5.2906e-10,97.779915
48,0.9999999773604406,2.214355178211431e-08,3.3239887749073596e-10,1.6360878601997752e-10,-1.0709615,34.65918,1.6818208e-06,103.99735,2.168166,5.292743e-10,95.64122
49,0.9999999776271937,2.1874520805394298e-08,3.338743893582276e-10,1.6441102021736784e-10,-1.0555112,34.652622,1.6693472e-06,103.99735,2.1666298,5.263213e-10,95.59282
50,0.9999725580898864,2.6146756946246514e-05,9.701974007692306e-07,3.2495576655598545e-07,-0.87417895,34.67036,1.6175272e-06,103.99735,1.884608,5.0876264e-10,500.9837
51,0.9871407070533263,0.011928403478205226,0.0007066312007233782,0.00022425826774502775,-0.65621626,34.68586,1.6208593e-06,103.99735,2.1545234,5.085707e-10,588.1417
52,0.9978247052997969,0.0020249980694938925,0.00011483555765838344,3.5461073050957134e-05,-0.45498702,34.698883,1.6329951e-06,103.99735,1.9393736,5.0987287e-10,598.42065
53,0.9998886302185225,0.00010535317427960586,4.636291769569833e-06,1.3803154284099686e-06,-0.2729828,34.712635,1.6519043e-06,103.99735,1.8263644,5.148479e-10,548.7814
54,0.9943205924035704,0.005187383471161372,0.00037708338862239957,0.000114940736645901,-0.41711017,34.716675,1.6531469e-06,103.99735,1.7782583,5.1125715e-10,658.5051
55,0.999722137402603,0.00026203471046186086,1.2037238013349173e-05,3.7906489217918277e-06,-0.83183455,34.706367,1.6590129e-06,103.99735,1.9930784,5.118122e-10,581.49884
56,0.9996071443420239,0.0003811710163050444,8.118420156008381e-06,3.5662215151174505e-06,-1.1900245,34.679005,1.6541306e-06,103.99735,2.0488446,5.0898497e-10,381.89246
57,0.9956367263771315,0.0041185288938411745,0.00017946682755537664,6.52779014719217e-05,-1.430586,34.664433,1.6020789e-06,103.99735,2.0936806,4.884314e-10,461.0031
58,0.98307753526599,0.0160784434632836,0.0006176460043420709,0.00022637526638433,-1.6305754,34.64176,1.5826629e-06,103.99735,2.2532272,4.8090376e-10,378.6966
