Year,Group,pCO2 (mol),pCO2 (ppm),Temperature
1968.5,historical,5.70003392117e+16,322.181,12.769315
1969.5,historical,5.71623178347e+16,323.097,12.776841
1970.5,historical,5.73944388821e+16,324.409,12.784683
1971.5,historical,5.75558543715e+16,325.32099999999997,12.79246
1972.5,historical,5.78565162843e+16,327.02099999999996,12.801077
1973.5,historical,5.82614443962e+16,329.31,12.812736
1974.5,historical,5.84671048207e+16,330.472,12.823813
1975.5,historical,5.85193333355e+16,330.767,12.832583
1976.5,historical,5.8635035916e+16,331.421,12.840936
1977.5,historical,5.89100841028e+16,332.976,12.85003
1978.5,historical,5.92070246322e+16,334.654,12.861313
1979.5,historical,5.94967873168e+16,336.29200000000003,12.872201
1980.5,historical,5.98381907428e+16,338.222,12.884992
1981.5,historical,6.00965846683e+16,339.682,12.897351
1982.5,historical,6.02433452868e+16,340.512,12.908432
1983.5,historical,6.0492752076e+16,341.92199999999997,12.918935
1984.5,historical,6.07915980485e+16,343.611,12.931651
1985.5,historical,6.10584543151e+16,345.119,12.945299
1986.5,historical,6.13186922025e+16,346.59,12.958513
1987.5,historical,6.16404479674e+16,348.409,12.971829
1988.5,historical,6.2046977295e+16,350.706,12.985884
1989.5,historical,6.23602345054e+16,352.47700000000003,13.001243
1990.5,historical,6.25873148451e+16,353.761,13.014968
1991.5,historical,6.28051007602e+16,354.992,13.028262
1992.5,historical,6.29742095092e+16,355.947,13.040123
1993.5,historical,6.31126655511e+16,356.72999999999996,13.051019
1994.5,historical,6.33317800597e+16,357.968,13.062344
1995.5,historical,6.36543787095e+16,359.792,13.074866
1996.5,historical,6.39670293823e+16,361.559,13.088397
1997.5,historical,6.42261115367e+16,363.023,13.102175
1998.5,historical,6.46342087907e+16,365.33,13.115361
1999.5,historical,6.49921567402e+16,367.353,13.13098
2000.5,historical,6.5246813898e+16,368.793,13.144448
2001.5,historical,6.55187427075e+16,370.33,13.15805
2002.5,historical,6.58820674668e+16,372.383,13.172641
2003.5,historical,6.63081898792e+16,374.792,13.187808
2004.5,historical,6.66302183654e+16,376.612,13.203492
2005.5,historical,6.6959285914e+16,378.472,13.219047
2006.5,historical,6.73168786633e+16,380.493,13.234769
2007.5,historical,6.76247952756e+16,382.23400000000004,13.249118
2008.5,historical,6.7974115891e+16,384.20799999999997,13.265681
2009.5,historical,6.82808573627e+16,385.942,13.281509
2010.5,historical,6.86744460154e+16,388.16700000000003,13.298335
2011.5,historical,6.90730186968e+16,390.42,13.313859
2012.5,historical,6.94542813347e+16,392.575,13.330712
2013.5,historical,6.98961487748e+16,395.072,13.347255
2014.5,historical,7.0260735262e+16,397.133,13.364891
2015.5,historical,7.06728550735e+16,399.462,13.38201
2016.5,historical,7.11960929049e+16,402.42,13.401878
2017.5,historical,7.16904304128e+16,405.214,13.422088
2018.5,historical,7.22043001335e+16,408.118,13.442893
2019.5,historical,7.27378603719e+16,411.134,13.464408
2020.5,historical,7.32837122364e+16,414.219,13.486002
2021.5,historical,7.38424990428e+16,417.378,13.506276
