Latitude,Longitude,Event,Depth [m],Elevation [m],Symbiosis,Spinose,Relative_Abundance
-4.295,-37.0917,GeoB3117-1,3.33,-800,Yes,Yes,1.1382000000000003
-4.295,-37.0917,GeoB3117-1,3.43,-800,No,No,0.0473
-4.295,-37.0917,GeoB3117-1,3.43,-800,No,Yes,0.006500000000000001
-4.295,-37.0917,GeoB3117-1,3.43,-800,Yes,No,0.20639999999999994
-4.295,-37.0917,GeoB3117-1,3.43,-800,Yes,Yes,1.3126
-4.295,-37.0917,GeoB3117-1,3.53,-800,No,No,0.0276
-4.295,-37.0917,GeoB3117-1,3.53,-800,No,Yes,0.0034000000000000002
-4.295,-37.0917,GeoB3117-1,3.53,-800,Yes,No,0.1973
-4.295,-37.0917,GeoB3117-1,3.53,-800,Yes,Yes,1.3374000000000001
-3.815,-14.8967,GeoB1117-2,0.53,-3984,No,No,0.19030000000000002
-3.815,-14.8967,GeoB1117-2,0.53,-3984,No,Yes,0.0837
-3.815,-14.8967,GeoB1117-2,0.53,-3984,Yes,No,0.3553
-3.815,-14.8967,GeoB1117-2,0.53,-3984,Yes,Yes,0.6220000000000001
-3.815,-14.8967,GeoB1117-2,0.58,-3984,No,No,0.20199999999999999
-3.815,-14.8967,GeoB1117-2,0.58,-3984,No,Yes,0.0879
-3.815,-14.8967,GeoB1117-2,0.58,-3984,Yes,No,0.6352
-3.815,-14.8967,GeoB1117-2,0.58,-3984,Yes,Yes,0.4266
-3.815,-14.8967,GeoB1117-2,0.63,-3984,No,No,0.26020000000000004
-3.815,-14.8967,GeoB1117-2,0.63,-3984,No,Yes,0.1079
-3.815,-14.8967,GeoB1117-2,0.63,-3984,Yes,No,0.7667999999999999
-3.815,-14.8967,GeoB1117-2,0.63,-3984,Yes,Yes,0.24720000000000003
-3.6783,-32.0067,GeoB1501-4,0.33,-4257,No,No,0.2157
-3.6783,-32.0067,GeoB1501-4,0.33,-4257,No,Yes,0.015700000000000002
-3.6783,-32.0067,GeoB1501-4,0.33,-4257,Yes,No,0.19210000000000002
-3.6783,-32.0067,GeoB1501-4,0.33,-4257,Yes,Yes,0.9087000000000001
-3.6783,-32.0067,GeoB1501-4,0.38,-4257,No,No,0.159
-3.6783,-32.0067,GeoB1501-4,0.38,-4257,No,Yes,0.016399999999999998
-3.6783,-32.0067,GeoB1501-4,0.38,-4257,Yes,No,0.1746
-3.6783,-32.0067,GeoB1501-4,0.38,-4257,Yes,Yes,0.9699000000000001
-3.6667,-37.7167,GeoB3104-1,1.73,-767,No,No,0.0337
-3.6667,-37.7167,GeoB3104-1,1.73,-767,No,Yes,0.0024
-3.6667,-37.7167,GeoB3104-1,1.73,-767,Yes,No,0.30390000000000006
-3.6667,-37.7167,GeoB3104-1,1.73,-767,Yes,Yes,1.1680000000000001
-3.6667,-37.7167,GeoB3104-1,1.78,-767,No,No,0.05949999999999999
-3.6667,-37.7167,GeoB3104-1,1.78,-767,No,Yes,0.0063
-3.6667,-37.7167,GeoB3104-1,1.78,-767,Yes,No,0.3444
-3.6667,-37.7167,GeoB3104-1,1.78,-767,Yes,Yes,1.0387
-3.6667,-37.7167,GeoB3104-1,1.83,-767,No,No,0.0673
-3.6667,-37.7167,GeoB3104-1,1.83,-767,No,Yes,0
-3.6667,-37.7167,GeoB3104-1,1.83,-767,Yes,No,0.30560000000000004
-3.6667,-37.7167,GeoB3104-1,1.83,-767,Yes,Yes,1.0967000000000002
-3.6667,-37.7167,GeoB3104-1,1.88,-767,No,No,0.06570000000000001
-3.6667,-37.7167,GeoB3104-1,1.88,-767,No,Yes,0.0259
-3.6667,-37.7167,GeoB3104-1,1.88,-767,Yes,No,0.3368
-3.6667,-37.7167,GeoB3104-1,1.88,-767,Yes,Yes,0.9641999999999998
-3.6667,-37.7167,GeoB3104-1,1.98,-767,No,No,0.0888
-3.6667,-37.7167,GeoB3104-1,1.98,-767,No,Yes,0.0048
-3.6667,-37.7167,GeoB3104-1,1.98,-767,Yes,No,0.28569999999999995
-3.6667,-37.7167,GeoB3104-1,1.98,-767,Yes,Yes,1.043
-3.5583,-12.58,GeoB1115-4,0.63,-2921,No,No,0.15990000000000001
-3.5583,-12.58,GeoB1115-4,0.63,-2921,No,Yes,0.18230000000000002
-3.5583,-12.58,GeoB1115-4,0.63,-2921,Yes,No,0.6374
-3.5583,-12.58,GeoB1115-4,0.63,-2921,Yes,Yes,0.4245999999999999
-3.5583,-12.58,GeoB1115-4,0.68,-2921,No,No,0.087
-3.5583,-12.58,GeoB1115-4,0.68,-2921,No,Yes,0.20620000000000002
-3.5583,-12.58,GeoB1115-4,0.68,-2921,Yes,No,0.627
-3.5583,-12.58,GeoB1115-4,0.68,-2921,Yes,Yes,0.46720000000000006
-3.475,-7.6,GeoB1041-3,0.53,-4033,No,No,0.1703
-3.475,-7.6,GeoB1041-3,0.53,-4033,No,Yes,0.18109999999999998
-3.475,-7.6,GeoB1041-3,0.53,-4033,Yes,No,0.7821000000000001
-3.475,-7.6,GeoB1041-3,0.53,-4033,Yes,Yes,0.30060000000000003
-3.475,-7.6,GeoB1041-3,0.58,-4033,No,No,0.2108
-3.475,-7.6,GeoB1041-3,0.58,-4033,No,Yes,0.1247
-3.475,-7.6,GeoB1041-3,0.58,-4033,Yes,No,0.8699999999999999
-3.475,-7.6,GeoB1041-3,0.58,-4033,Yes,Yes,0.2548
-1.665,-12.4283,GeoB1105-4,0.78,-3225,No,No,0.19940000000000002
-1.665,-12.4283,GeoB1105-4,0.78,-3225,No,Yes,0.19820000000000002
-1.665,-12.4283,GeoB1105-4,0.78,-3225,Yes,No,0.6329999999999999
-1.665,-12.4283,GeoB1105-4,0.78,-3225,Yes,Yes,0.32309999999999994
-1.665,-12.4283,GeoB1105-4,0.83,-3225,No,No,0.2385
-1.665,-12.4283,GeoB1105-4,0.83,-3225,No,Yes,0.15869999999999998
-1.665,-12.4283,GeoB1105-4,0.83,-3225,Yes,No,0.6633
-1.665,-12.4283,GeoB1105-4,0.83,-3225,Yes,Yes,0.2927
-1.665,-12.4283,GeoB1105-4,0.93,-3225,No,No,0.3732
-1.665,-12.4283,GeoB1105-4,0.93,-3225,No,Yes,0.1025
-1.665,-12.4283,GeoB1105-4,0.93,-3225,Yes,No,0.5546
-1.665,-12.4283,GeoB1105-4,0.93,-3225,Yes,Yes,0.2779000000000001
-1.665,-12.4283,GeoB1105-4,1.03,-3225,No,No,0.3276
-1.665,-12.4283,GeoB1105-4,1.03,-3225,No,Yes,0.11960000000000001
-1.665,-12.4283,GeoB1105-4,1.03,-3225,Yes,No,0.4691
-1.665,-12.4283,GeoB1105-4,1.03,-3225,Yes,Yes,0.29009999999999997
0.0067,-23.495,GeoB2215-10,0.43,-3711,No,No,0.2882
0.0067,-23.495,GeoB2215-10,0.43,-3711,No,Yes,0.09029999999999999
0.0067,-23.495,GeoB2215-10,0.43,-3711,Yes,No,0.3607999999999999
0.0067,-23.495,GeoB2215-10,0.43,-3711,Yes,Yes,0.4991
0.0067,-23.495,GeoB2215-10,0.48,-3711,No,No,0.38050000000000006
0.0067,-23.495,GeoB2215-10,0.48,-3711,No,Yes,0.0358
0.0067,-23.495,GeoB2215-10,0.48,-3711,Yes,No,0.49989999999999996
0.0067,-23.495,GeoB2215-10,0.48,-3711,Yes,Yes,0.2713
1.6583,-10.98,GeoB1101-5,0.33,-4588,No,No,0.18560000000000001
1.6583,-10.98,GeoB1101-5,0.33,-4588,No,Yes,0.0264
1.6583,-10.98,GeoB1101-5,0.33,-4588,Yes,No,0.54989999999999994
1.6583,-10.98,GeoB1101-5,0.33,-4588,Yes,Yes,0.3949
1.6583,-10.98,GeoB1101-5,0.38,-4588,No,No,0.1381
1.6583,-10.98,GeoB1101-5,0.38,-4588,No,Yes,0.0248
1.6583,-10.98,GeoB1101-5,0.38,-4588,Yes,No,0.7967
1.6583,-10.98,GeoB1101-5,0.38,-4588,Yes,Yes,0.2738
1.95,3.5517,GeoB1701-4,0.98,-4162,No,No,0.11809999999999998
1.95,3.5517,GeoB1701-4,0.98,-4162,No,Yes,0.0238
1.95,3.5517,GeoB1701-4,0.98,-4162,Yes,No,0.6087
1.95,3.5517,GeoB1701-4,0.98,-4162,Yes,Yes,0.6123000000000001
1.95,3.5517,GeoB1701-4,1.03,-4162,No,No,0.07239999999999999
1.95,3.5517,GeoB1701-4,1.03,-4162,No,Yes,0.0271
1.95,3.5517,GeoB1701-4,1.03,-4162,Yes,No,0.5363
1.95,3.5517,GeoB1701-4,1.03,-4162,Yes,Yes,0.7831
1.95,3.5517,GeoB1701-4,1.08,-4162,No,No,0.079
1.95,3.5517,GeoB1701-4,1.08,-4162,No,Yes,0.038599999999999995
1.95,3.5517,GeoB1701-4,1.08,-4162,Yes,No,0.5306000000000001
1.95,3.5517,GeoB1701-4,1.08,-4162,Yes,Yes,0.7321
1.95,3.5517,GeoB1701-4,1.13,-4162,No,No,0.1861
1.95,3.5517,GeoB1701-4,1.13,-4162,No,Yes,0.0184
1.95,3.5517,GeoB1701-4,1.13,-4162,Yes,No,0.5583999999999999
1.95,3.5517,GeoB1701-4,1.13,-4162,Yes,Yes,0.5908999999999999
1.95,3.5517,GeoB1701-4,1.18,-4162,No,No,0.2481
1.95,3.5517,GeoB1701-4,1.18,-4162,No,Yes,0.0438
1.95,3.5517,GeoB1701-4,1.18,-4162,Yes,No,0.4794
1.95,3.5517,GeoB1701-4,1.18,-4162,Yes,Yes,0.5304000000000001
2.27,-33.01,GeoB1505-1,0.48,-3705,No,No,0.18409999999999996
2.27,-33.01,GeoB1505-1,0.48,-3705,No,Yes,0.039900000000000005
2.27,-33.01,GeoB1505-1,0.48,-3705,Yes,No,0.29429999999999995
2.27,-33.01,GeoB1505-1,0.48,-3705,Yes,Yes,0.8452
2.27,-33.01,GeoB1505-1,0.53,-3705,No,No,0.1866
2.27,-33.01,GeoB1505-1,0.53,-3705,No,Yes,0.028399999999999998
2.27,-33.01,GeoB1505-1,0.53,-3705,Yes,No,0.2893
2.27,-33.01,GeoB1505-1,0.53,-3705,Yes,Yes,0.8524
2.3117,-30.6467,GeoB1503-1,0.28,-2306,No,No,0.1806
2.3117,-30.6467,GeoB1503-1,0.28,-2306,No,Yes,0.051699999999999996
2.3117,-30.6467,GeoB1503-1,0.28,-2306,Yes,No,0.35479999999999995
2.3117,-30.6467,GeoB1503-1,0.28,-2306,Yes,Yes,0.6688000000000001
2.3117,-30.6467,GeoB1503-1,0.33,-2306,No,No,0.18960000000000002
2.3117,-30.6467,GeoB1503-1,0.33,-2306,No,Yes,0.08789999999999999
2.3117,-30.6467,GeoB1503-1,0.33,-2306,Yes,No,0.32270000000000004
2.3117,-30.6467,GeoB1503-1,0.33,-2306,Yes,Yes,0.7101999999999999
3.8317,-41.6217,GeoB1523-1,0.38,-3292,No,No,0.1445
3.8317,-41.6217,GeoB1523-1,0.38,-3292,No,Yes,0.0127
3.8317,-41.6217,GeoB1523-1,0.38,-3292,Yes,No,0.1527
3.8317,-41.6217,GeoB1523-1,0.38,-3292,Yes,Yes,1.1052000000000002
3.8317,-41.6217,GeoB1523-1,0.43,-3292,No,No,0.13210000000000002
3.8317,-41.6217,GeoB1523-1,0.43,-3292,No,Yes,0.0055000000000000005
3.8317,-41.6217,GeoB1523-1,0.43,-3292,Yes,No,0.1632
3.8317,-41.6217,GeoB1523-1,0.43,-3292,Yes,Yes,1.1376
4.2383,-43.6667,GeoB1515-1,0.48,-3129,No,No,0.11939999999999999
4.2383,-43.6667,GeoB1515-1,0.48,-3129,No,Yes,0.014499999999999999
4.2383,-43.6667,GeoB1515-1,0.48,-3129,Yes,No,0.17149999999999999
4.2383,-43.6667,GeoB1515-1,0.48,-3129,Yes,Yes,1.0869000000000002
4.2383,-43.6667,GeoB1515-1,0.53,-3129,No,No,0.137
4.2383,-43.6667,GeoB1515-1,0.53,-3129,No,Yes,0.0095
4.2383,-43.6667,GeoB1515-1,0.53,-3129,Yes,No,0.1527
4.2383,-43.6667,GeoB1515-1,0.53,-3129,Yes,Yes,1.1442
4.2383,-43.6667,GeoB1515-1,0.63,-3129,No,No,0.11719999999999998
4.2383,-43.6667,GeoB1515-1,0.63,-3129,No,Yes,0.0182
4.2383,-43.6667,GeoB1515-1,0.63,-3129,Yes,No,0.1261
4.2383,-43.6667,GeoB1515-1,0.63,-3129,Yes,Yes,1.2145000000000001
5.3333,-34.025,GeoB1508-4,0.28,-3682,No,No,0.0902
5.3333,-34.025,GeoB1508-4,0.28,-3682,No,Yes,0.002
5.3333,-34.025,GeoB1508-4,0.28,-3682,Yes,No,0.1723
5.3333,-34.025,GeoB1508-4,0.28,-3682,Yes,Yes,1.0901
