Event,Latitude,Longitude,Elevation [m],SST (1-12) [°C],Symbiosis,Spinose,Depth [m],Relative_Abundance
MSN-14G,1.333,-176.033,-5290,27.729,Yes,Yes,0,0
MSN-45G,-18.68,87.85,-1735,25.561,No,No,0,0.0359
MSN-45G,-18.68,87.85,-1735,25.561,No,Yes,0,0.053900000000000003
MSN-45G,-18.68,87.85,-1735,25.561,Yes,No,0,0.14470000000000002
MSN-45G,-18.68,87.85,-1735,25.561,Yes,Yes,0,1.264
MSN-52G,-14.9,70.2,-3980,25.762,No,No,0,0.08780000000000002
MSN-52G,-14.9,70.2,-3980,25.762,No,Yes,0,0.0073
MSN-52G,-14.9,70.2,-3980,25.762,Yes,No,0,0.34409999999999996
MSN-52G,-14.9,70.2,-3980,25.762,Yes,Yes,0,0.8445999999999998
MSN-55G,-17.8,62.667,-3738,25.677,No,No,0,0.0417
MSN-55G,-17.8,62.667,-3738,25.677,No,Yes,0,0.0171
MSN-55G,-17.8,62.667,-3738,25.677,Yes,No,0,0.2369
MSN-55G,-17.8,62.667,-3738,25.677,Yes,Yes,0,1.1943
MSN-56PG,-23.933,73.883,-3700,23.315,No,No,0,0.07669999999999999
MSN-56PG,-23.933,73.883,-3700,23.315,No,Yes,0,0.022799999999999997
MSN-56PG,-23.933,73.883,-3700,23.315,Yes,No,0,0.1452
MSN-56PG,-23.933,73.883,-3700,23.315,Yes,Yes,0,1.3492999999999997
MSN-63G,-42,71,-3768,13.3,No,No,0,0.24670000000000003
MSN-63G,-42,71,-3768,13.3,No,Yes,0,0.10869999999999999
MSN-63G,-42,71,-3768,13.3,Yes,No,0,0.7311000000000001
MSN-63G,-42,71,-3768,13.3,Yes,Yes,0,0.2849
MSN-90G,-63.067,178.483,-3583,1.689,No,No,0,0.95
MSN-90G,-63.067,178.483,-3583,1.689,No,Yes,0,0.04
MSN-90G,-63.067,178.483,-3583,1.689,Yes,No,0,0.02
MSN-90G,-63.067,178.483,-3583,1.689,Yes,Yes,0,0
MSN-93G,-60.2,-171.533,-4060,2.883,No,No,0,0.81
MSN-93G,-60.2,-171.533,-4060,2.883,No,Yes,0,0.1
MSN-93G,-60.2,-171.533,-4060,2.883,Yes,No,0,0.18
MSN-93G,-60.2,-171.533,-4060,2.883,Yes,Yes,0,0
MT1-gyre,42,-132,NA,14.355,No,No,0,0.136
MT1-gyre,42,-132,NA,14.355,No,Yes,0,0.1359
MT1-gyre,42,-132,NA,14.355,Yes,No,0,0.0916
MT1-gyre,42,-132,NA,14.355,Yes,Yes,0,0.8331999999999999
MT1-mid,42,-128,NA,13.433,No,No,0,0.46509999999999996
MT1-mid,42,-128,NA,13.433,No,Yes,0,0.16269999999999998
MT1-mid,42,-128,NA,13.433,Yes,No,0,0.1857
MT1-mid,42,-128,NA,13.433,Yes,Yes,0,0.2335
MT1-nrsh,42,-126,NA,12.425,No,No,0,0.5
MT1-nrsh,42,-126,NA,12.425,No,Yes,0,0.113
MT1-nrsh,42,-126,NA,12.425,Yes,No,0,0.11299999999999999
MT1-nrsh,42,-126,NA,12.425,Yes,Yes,0,0.30600000000000005
MUK-19BP,50.85,-147.833,-4560,8.24,No,No,0.02,0.5657
MUK-19BP,50.85,-147.833,-4560,8.24,No,Yes,0.02,0.4343
MUK-19BP,50.85,-147.833,-4560,8.24,Yes,No,0.02,0
MUK-19BP,50.85,-147.833,-4560,8.24,Yes,Yes,0.02,0
MUK-20BP,51.517,-144.65,-4225,8.38,No,No,0.04,0.6162
MUK-20BP,51.517,-144.65,-4225,8.38,No,Yes,0.04,0.38380000000000003
MUK-20BP,51.517,-144.65,-4225,8.38,Yes,No,0.04,0
MUK-20BP,51.517,-144.65,-4225,8.38,Yes,Yes,0.04,0
MUK-27HG,52.533,-142.1,NA,8.611,No,No,0.06,0.49
MUK-27HG,52.533,-142.1,NA,8.611,No,Yes,0.06,0.5
MUK-27HG,52.533,-142.1,NA,8.611,Yes,No,0.06,0
MUK-27HG,52.533,-142.1,NA,8.611,Yes,Yes,0.06,0
NEL-394D,-63.217,147.75,-1149,-0.721,No,No,0,0.9900999999999999
NEL-394D,-63.217,147.75,-1149,-0.721,No,Yes,0,0.009899999999999999
NEL-394D,-63.217,147.75,-1149,-0.721,Yes,No,0,0
NEL-394D,-63.217,147.75,-1149,-0.721,Yes,Yes,0,0
NZO-A106,-36.033,176,NA,17.691,No,No,0,0.21050000000000002
NZO-A106,-36.033,176,NA,17.691,No,Yes,0,0.34740000000000004
NZO-A106,-36.033,176,NA,17.691,Yes,No,0,0.6736
NZO-A106,-36.033,176,NA,17.691,Yes,Yes,0,0.021
NZO-A181,-33.883,173.833,NA,18.597,No,No,0,0.16840000000000002
NZO-A181,-33.883,173.833,NA,18.597,No,Yes,0,0.2809
NZO-A181,-33.883,173.833,NA,18.597,Yes,No,0,0.6629999999999999
NZO-A181,-33.883,173.833,NA,18.597,Yes,Yes,0,0.17980000000000002
NZO-A315,-39.767,167.75,NA,16.094,No,No,0,0.303
NZO-A315,-39.767,167.75,NA,16.094,No,Yes,0,0.1313
NZO-A315,-39.767,167.75,NA,16.094,Yes,No,0,0.48480000000000006
NZO-A315,-39.767,167.75,NA,16.094,Yes,Yes,0,0.37370000000000003
PAP-127V,23.85,-112.82,NA,23.536,No,No,0.1,0.2708
PAP-127V,23.85,-112.82,NA,23.536,No,Yes,0.1,0.1041
PAP-127V,23.85,-112.82,NA,23.536,Yes,No,0.1,0.35419999999999996
PAP-127V,23.85,-112.82,NA,23.536,Yes,Yes,0.1,0.396
PAP-14,4.467,-81.6,NA,26.693,No,No,0,0
PAP-14,4.467,-81.6,NA,26.693,No,Yes,0,0.1729
PAP-14,4.467,-81.6,NA,26.693,Yes,No,0,0.7531
PAP-14,4.467,-81.6,NA,26.693,Yes,Yes,0,0.07400000000000001
PAP-19,7.85,-88.183,NA,27.439,No,No,0,0.014499999999999999
PAP-19,7.85,-88.183,NA,27.439,No,Yes,0,0
PAP-19,7.85,-88.183,NA,27.439,Yes,No,0,0.9275
PAP-19,7.85,-88.183,NA,27.439,Yes,Yes,0,0.10149999999999998
PLDS-001G,-3.415,-102.765,-3176,23.831,No,No,0,0.0183
PLDS-001G,-3.415,-102.765,-3176,23.831,No,Yes,0,0.0023
PLDS-001G,-3.415,-102.765,-3176,23.831,Yes,No,0,0.9087999999999999
PLDS-001G,-3.415,-102.765,-3176,23.831,Yes,Yes,0,0.08109999999999999
PROA-011P,6.133,136.183,-4600,29.184,No,No,0,0
PROA-011P,6.133,136.183,-4600,29.184,No,Yes,0,0
PROA-011P,6.133,136.183,-4600,29.184,Yes,No,0,0.6153
PROA-011P,6.133,136.183,-4600,29.184,Yes,Yes,0,0.3846
PROA-079PG,-4.85,174.017,-4895,29.18,No,No,0,0
PROA-079PG,-4.85,174.017,-4895,29.18,No,Yes,0,0
PROA-079PG,-4.85,174.017,-4895,29.18,Yes,No,0,0.9311
PROA-079PG,-4.85,174.017,-4895,29.18,Yes,Yes,0,0.069
PROA-083PG,-2.067,172.483,-4950,28.851,No,No,0,0.023799999999999998
PROA-083PG,-2.067,172.483,-4950,28.851,No,Yes,0,0
PROA-083PG,-2.067,172.483,-4950,28.851,Yes,No,0,0.8690000000000001
PROA-083PG,-2.067,172.483,-4950,28.851,Yes,Yes,0,0.14279999999999998
PROA-084PG,-2.1,171.4,-3985,28.872,No,No,0.02,0.011000000000000001
PROA-084PG,-2.1,171.4,-3985,28.872,No,Yes,0.02,0
PROA-084PG,-2.1,171.4,-3985,28.872,Yes,No,0.02,0.5715
PROA-084PG,-2.1,171.4,-3985,28.872,Yes,Yes,0.02,0.6374
PROA-085PG-1,-2.267,170.3,-4205,28.887,No,No,0.03,0
PROA-085PG-1,-2.267,170.3,-4205,28.887,No,Yes,0.03,0
PROA-085PG-1,-2.267,170.3,-4205,28.887,Yes,No,0.03,0.6890000000000001
PROA-085PG-1,-2.267,170.3,-4205,28.887,Yes,Yes,0.03,0.42219999999999996
PROA-086P,0.033,168.283,-4238,28.796,No,No,0.04,0
PROA-086P,0.033,168.283,-4238,28.796,No,Yes,0.04,0
PROA-086P,0.033,168.283,-4238,28.796,Yes,No,0.04,0.9445
PROA-086P,0.033,168.283,-4238,28.796,Yes,Yes,0.04,0.05550000000000001
PROA-086PG,0.033,168.283,-4238,28.796,No,No,0,0.011000000000000001
PROA-086PG,0.033,168.283,-4238,28.796,No,Yes,0,0
PROA-086PG,0.033,168.283,-4238,28.796,Yes,No,0,0.9121000000000001
PROA-086PG,0.033,168.283,-4238,28.796,Yes,Yes,0,0.077
PROA-087PG,1.15,168.1,-4251,28.807,No,No,0.015,0.0055000000000000005
PROA-087PG,1.15,168.1,-4251,28.807,No,Yes,0.015,0
PROA-087PG,1.15,168.1,-4251,28.807,Yes,No,0.015,0.91755
PROA-087PG,1.15,168.1,-4251,28.807,Yes,Yes,0.015,0.077
PROA-088PG,2.933,167.233,-4428,28.904,No,No,0,0.0236
PROA-088PG,2.933,167.233,-4428,28.904,No,Yes,0,0
PROA-088PG,2.933,167.233,-4428,28.904,Yes,No,0,0.9058999999999999
PROA-088PG,2.933,167.233,-4428,28.904,Yes,Yes,0,0.0707
PROA-089PG,5.017,166.4,-4800,28.971,No,No,0,0
PROA-089PG,5.017,166.4,-4800,28.971,No,Yes,0,0
PROA-089PG,5.017,166.4,-4800,28.971,Yes,No,0,0.9814999999999999
PROA-089PG,5.017,166.4,-4800,28.971,Yes,Yes,0,0.018500000000000003
PROA-103PG,3.617,-179.3,-4972,28.15,No,No,0,0
PROA-103PG,3.617,-179.3,-4972,28.15,No,Yes,0,0
PROA-103PG,3.617,-179.3,-4972,28.15,Yes,No,0,1
PROA-103PG,3.617,-179.3,-4972,28.15,Yes,Yes,0,0
PROA-118G,-4.067,-165.383,-4183,28.196,No,No,0.03,0.05
PROA-118G,-4.067,-165.383,-4183,28.196,No,Yes,0.03,0
PROA-118G,-4.067,-165.383,-4183,28.196,Yes,No,0.03,0.7125
PROA-118G,-4.067,-165.383,-4183,28.196,Yes,Yes,0.03,0.325
PROA-122G,-5.483,-166.1,-4127,28.402,No,No,0.02,0.0353
PROA-122G,-5.483,-166.1,-4127,28.402,No,Yes,0.02,0
PROA-122G,-5.483,-166.1,-4127,28.402,Yes,No,0.02,0.5176
PROA-122G,-5.483,-166.1,-4127,28.402,Yes,Yes,0.02,0.6234
PROA-124G1,-4.75,-165.383,-4165,28.196,No,No,0.03,0.0541
PROA-124G1,-4.75,-165.383,-4165,28.196,No,Yes,0.03,0
PROA-124G1,-4.75,-165.383,-4165,28.196,Yes,No,0.03,0.581
PROA-124G1,-4.75,-165.383,-4165,28.196,Yes,Yes,0.03,0.5541
PROA-146G,10.367,-166,-4773,27.456,No,No,0,0
PROA-146G,10.367,-166,-4773,27.456,No,Yes,0,0
PROA-146G,10.367,-166,-4773,27.456,Yes,No,0,0.84
PROA-146G,10.367,-166,-4773,27.456,Yes,Yes,0,0.16
PROA-147G,10.5,-165.55,-4341,27.447,No,No,0,0.14639999999999997
PROA-147G,10.5,-165.55,-4341,27.447,No,Yes,0,0
PROA-147G,10.5,-165.55,-4341,27.447,Yes,No,0,0.6585
PROA-147G,10.5,-165.55,-4341,27.447,Yes,Yes,0,0.19519999999999998
PROA-149G,10.017,-164.983,-3170,27.186,No,No,0.03,0.0455
PROA-149G,10.017,-164.983,-3170,27.186,No,Yes,0.03,0
PROA-149G,10.017,-164.983,-3170,27.186,Yes,No,0.03,0.3069
PROA-149G,10.017,-164.983,-3170,27.186,Yes,Yes,0.03,0.8294999999999999
PROA-151G,8.567,-168.867,-4397,27.821,No,No,0,0.0834
PROA-151G,8.567,-168.867,-4397,27.821,No,Yes,0,0
PROA-151G,8.567,-168.867,-4397,27.821,Yes,No,0,0.7167
PROA-151G,8.567,-168.867,-4397,27.821,Yes,Yes,0,0.20009999999999997
PROA-155G,10.167,-171.183,-3188,27.456,No,No,0.02,0.0533
PROA-155G,10.167,-171.183,-3188,27.456,No,Yes,0.02,0
PROA-155G,10.167,-171.183,-3188,27.456,Yes,No,0.02,0.2266
PROA-155G,10.167,-171.183,-3188,27.456,Yes,Yes,0.02,0.8932000000000001
PROA-156G,10.383,-170.95,-4469,27.53,No,No,0,0.0345
PROA-156G,10.383,-170.95,-4469,27.53,No,Yes,0,0
PROA-156G,10.383,-170.95,-4469,27.53,Yes,No,0,0.7585999999999999
PROA-156G,10.383,-170.95,-4469,27.53,Yes,Yes,0,0.20700000000000002
PROA-160G,11.517,-172.817,-4837,27.302,No,No,0,0
PROA-160G,11.517,-172.817,-4837,27.302,No,Yes,0,0
PROA-160G,11.517,-172.817,-4837,27.302,Yes,No,0,0.8095
PROA-160G,11.517,-172.817,-4837,27.302,Yes,Yes,0,0.14279999999999998
RC0-113,11.917,111.38,-3100,27.91,No,No,0,0.0278
RC0-113,11.917,111.38,-3100,27.91,No,Yes,0,0.121
RC0-113,11.917,111.38,-3100,27.91,Yes,No,0,0.7814999999999999
RC0-113,11.917,111.38,-3100,27.91,Yes,Yes,0,0.12300000000000001
RC0-117,20.5,119.5,NA,27.284,No,No,0,0.0043
RC0-117,20.5,119.5,NA,27.284,No,Yes,0,0.1439
RC0-117,20.5,119.5,NA,27.284,Yes,No,0,0.7694
RC0-117,20.5,119.5,NA,27.284,Yes,Yes,0,0.08209999999999999
RC0-121,18.5,115.5,NA,27.258,No,No,0,0.031400000000000004
RC0-121,18.5,115.5,NA,27.258,No,Yes,0,0.04189999999999999
RC0-121,18.5,115.5,NA,27.258,Yes,No,0,0.9948
RC0-121,18.5,115.5,NA,27.258,Yes,Yes,0,0.0722
RC08-102,-1.417,-86.85,-2180,22.985,No,No,0.01,0.0943
RC08-102,-1.417,-86.85,-2180,22.985,No,Yes,0.01,0.07730000000000001
RC08-102,-1.417,-86.85,-2180,22.985,Yes,No,0.01,0.7722000000000001
RC08-102,-1.417,-86.85,-2180,22.985,Yes,Yes,0.01,0.0932
RC08-103,1.267,-85.17,-2937,24.574,No,No,0.01,0.0128
RC08-103,1.267,-85.17,-2937,24.574,No,Yes,0.01,0.0322
RC08-103,1.267,-85.17,-2937,24.574,Yes,No,0.01,0.9205
RC08-103,1.267,-85.17,-2937,24.574,Yes,Yes,0.01,0.0473
RC08-16,-23.35,-16.53,-4440,23.184,No,No,0,0.0698
RC08-16,-23.35,-16.53,-4440,23.184,No,Yes,0,0.0126
RC08-16,-23.35,-16.53,-4440,23.184,Yes,No,0,0.2875
RC08-16,-23.35,-16.53,-4440,23.184,Yes,Yes,0,1.2586000000000002
RC08-18,-24.07,-15.12,-3977,23.002,No,No,0,0.0863
RC08-18,-24.07,-15.12,-3977,23.002,No,Yes,0,0.06
RC08-18,-24.07,-15.12,-3977,23.002,Yes,No,0,0.22820000000000001
RC08-18,-24.07,-15.12,-3977,23.002,Yes,Yes,0,1.0926
RC08-22,-24.97,-13.27,-2591,22.969,No,No,0,0.1529
RC08-22,-24.97,-13.27,-2591,22.969,No,Yes,0,0.0359
RC08-22,-24.97,-13.27,-2591,22.969,Yes,No,0,0.25420000000000004
RC08-22,-24.97,-13.27,-2591,22.969,Yes,Yes,0,1.0473999999999999
RC08-23,-25.15,-12.77,-3338,22.738,No,No,0.02,0.0955
RC08-23,-25.15,-12.77,-3338,22.738,No,Yes,0.02,0.0787
RC08-23,-25.15,-12.77,-3338,22.738,Yes,No,0.02,0.3063
RC08-23,-25.15,-12.77,-3338,22.738,Yes,Yes,0.02,1.0094
RC08-27,-26.23,-10.62,-3678,22.102,No,No,0.03,0.1636
RC08-27,-26.23,-10.62,-3678,22.102,No,Yes,0.03,0.028300000000000002
RC08-27,-26.23,-10.62,-3678,22.102,Yes,No,0.03,0.3997
RC08-27,-26.23,-10.62,-3678,22.102,Yes,Yes,0.03,0.8887
RC08-28,-26.58,-9.433,-4089,21.831,No,No,0,0.1323
RC08-28,-26.58,-9.433,-4089,21.831,No,Yes,0,0.0546
RC08-28,-26.58,-9.433,-4089,21.831,Yes,No,0,0.3914
RC08-28,-26.58,-9.433,-4089,21.831,Yes,Yes,0,0.8593000000000001
RC08-39,-42.88,42.35,-4330,10.811,No,No,0,0.20590000000000003
RC08-39,-42.88,42.35,-4330,10.811,No,Yes,0,0.47200000000000003
RC08-39,-42.88,42.35,-4330,10.811,Yes,No,0,0.44310000000000005
RC08-39,-42.88,42.35,-4330,10.811,Yes,Yes,0,0.013500000000000002
RC08-40,-43.78,46.2,-2540,8.295,No,No,0,0.21270000000000003
RC08-40,-43.78,46.2,-2540,8.295,No,Yes,0,0.3764
RC08-40,-43.78,46.2,-2540,8.295,Yes,No,0,0.5126999999999999
RC08-40,-43.78,46.2,-2540,8.295,Yes,Yes,0,0.0040999999999999995
RC08-41,-43.63,51.267,-2897,8.672,No,No,0,0.43
RC08-41,-43.63,51.267,-2897,8.672,No,Yes,0,0.316
RC08-41,-43.63,51.267,-2897,8.672,Yes,No,0,0.48200000000000004
RC08-41,-43.63,51.267,-2897,8.672,Yes,Yes,0,0
RC08-46,-55.33,65.467,-2761,1.862,No,No,0,0.8081
RC08-46,-55.33,65.467,-2761,1.862,No,Yes,0,0.0183
RC08-46,-55.33,65.467,-2761,1.862,Yes,No,0,0.1736
RC08-46,-55.33,65.467,-2761,1.862,Yes,Yes,0,0
RC08-50,-44.77,92.417,-3219,9,No,No,0,0.192
RC08-50,-44.77,92.417,-3219,9,No,Yes,0,0.382
RC08-50,-44.77,92.417,-3219,9,Yes,No,0,0.569
RC08-50,-44.77,92.417,-3219,9,Yes,Yes,0,0.014000000000000002
RC08-53,-39.38,104.37,-4429,12.594,No,No,0,0.1806
RC08-53,-39.38,104.37,-4429,12.594,No,Yes,0,0.2648
RC08-53,-39.38,104.37,-4429,12.594,Yes,No,0,0.7853
RC08-53,-39.38,104.37,-4429,12.594,Yes,Yes,0,0.1436
RC08-60,-36.75,120.9,-5351,16.834,No,No,0,0.2582
RC08-60,-36.75,120.9,-5351,16.834,No,Yes,0,0.1222
RC08-60,-36.75,120.9,-5351,16.834,Yes,No,0,0.6195999999999999
RC08-60,-36.75,120.9,-5351,16.834,Yes,Yes,0,0.1729
RC08-61,-46.53,125.57,-4254,9.969,No,No,0,0.254
RC08-61,-46.53,125.57,-4254,9.969,No,Yes,0,0.4378
RC08-61,-46.53,125.57,-4254,9.969,Yes,No,0,0.5108999999999999
RC08-61,-46.53,125.57,-4254,9.969,Yes,Yes,0,0.0271
RC08-62,-49.33,127.12,-3875,7.659,No,No,0,0.21259999999999998
RC08-62,-49.33,127.12,-3875,7.659,No,Yes,0,0.4012
RC08-62,-49.33,127.12,-3875,7.659,Yes,No,0,0.49550000000000005
RC08-62,-49.33,127.12,-3875,7.659,Yes,Yes,0,0.0361
RC08-63,-51.08,129.97,-3442,5.993,No,No,0,0.24699999999999997
RC08-63,-51.08,129.97,-3442,5.993,No,Yes,0,0.3408
RC08-63,-51.08,129.97,-3442,5.993,Yes,No,0,0.48989999999999995
RC08-63,-51.08,129.97,-3442,5.993,Yes,Yes,0,0.013300000000000001
RC09-139,-47.77,123.1,-4158,9.104,No,No,0,0.1588
RC09-139,-47.77,123.1,-4158,9.104,No,Yes,0,0.6101
RC09-139,-47.77,123.1,-4158,9.104,Yes,No,0,0.4341
RC09-139,-47.77,123.1,-4158,9.104,Yes,Yes,0,0.005
RC09-14,27.383,-76.95,-1254,10.377,No,No,0,0.1407
RC09-14,27.383,-76.95,-1254,10.377,No,Yes,0,0.632
RC09-14,27.383,-76.95,-1254,10.377,Yes,No,0,0.37929999999999997
RC09-14,27.383,-76.95,-1254,10.377,Yes,Yes,0,0.0388
RC09-143,-41.37,114.13,-4396,11.979,No,No,0,0.1039
RC09-143,-41.37,114.13,-4396,11.979,No,Yes,0,0.5065999999999999
RC09-143,-41.37,114.13,-4396,11.979,Yes,No,0,0.7222999999999999
RC09-143,-41.37,114.13,-4396,11.979,Yes,Yes,0,0.0225
RC09-155,7.4,72.8,-1765,28.707,No,No,0,0.0397
RC09-155,7.4,72.8,-1765,28.707,No,Yes,0,0.21700000000000003
RC09-155,7.4,72.8,-1765,28.707,Yes,No,0,0.2878
RC09-155,7.4,72.8,-1765,28.707,Yes,Yes,0,0.7560999999999999
RC09-160,12.05,63.15,-4268,28.088,No,No,0,0.0183
RC09-160,12.05,63.15,-4268,28.088,No,Yes,0,0.09880000000000001
RC09-160,12.05,63.15,-4268,28.088,Yes,No,0,0.40490000000000004
RC09-160,12.05,63.15,-4268,28.088,Yes,Yes,0,0.7573000000000001
RC09-161,19.567,59.6,-3332,26.21,No,No,0,0.0106
RC09-161,19.567,59.6,-3332,26.21,No,Yes,0,0.7155000000000001
RC09-161,19.567,59.6,-3332,26.21,Yes,No,0,0.7606999999999999
RC09-161,19.567,59.6,-3332,26.21,Yes,Yes,0,0.8063000000000001
RC09-162,19.083,60.417,-3092,26.348,No,No,0,0.009899999999999999
RC09-162,19.083,60.417,-3092,26.348,No,Yes,0,0.23639999999999997
RC09-162,19.083,60.417,-3092,26.348,Yes,No,0,0.5326000000000001
RC09-162,19.083,60.417,-3092,26.348,Yes,Yes,0,0.3358
RC09-163,17.883,58.083,-3005,26.367,No,No,0,0.0296
RC09-163,17.883,58.083,-3005,26.367,No,Yes,0,0.3799
RC09-163,17.883,58.083,-3005,26.367,Yes,No,0,0.3711
RC09-163,17.883,58.083,-3005,26.367,Yes,Yes,0,0.2903
RC09-212,44.2,-14.9,-5083,15.284,No,No,0,0.40619999999999995
RC09-212,44.2,-14.9,-5083,15.284,No,Yes,0,0.0368
RC09-212,44.2,-14.9,-5083,15.284,Yes,No,0,0.4636
RC09-212,44.2,-14.9,-5083,15.284,Yes,Yes,0,0.22820000000000001
RC09-222,45.1,-10.57,-4903,14.79,No,No,0,0.2818
RC09-222,45.1,-10.57,-4903,14.79,No,Yes,0,0.0774
RC09-222,45.1,-10.57,-4903,14.79,Yes,No,0,0.6007
RC09-222,45.1,-10.57,-4903,14.79,Yes,Yes,0,0.22920000000000001
RC09-225,54.983,-15.4,-2334,12.464,No,No,0,0.3165
RC09-225,54.983,-15.4,-2334,12.464,No,Yes,0,0.1948
RC09-225,54.983,-15.4,-2334,12.464,Yes,No,0,0.5432000000000001
RC09-225,54.983,-15.4,-2334,12.464,Yes,Yes,0,0.0124
RC09-61,10.183,-77.22,-3191,28.568,No,No,0,0.0132
RC09-61,10.183,-77.22,-3191,28.568,No,Yes,0,0.0022
RC09-61,10.183,-77.22,-3191,28.568,Yes,No,0,0.17520000000000002
RC09-61,10.183,-77.22,-3191,28.568,Yes,Yes,0,1.2736999999999998
RC09-67,0.817,-82.15,-3091,24.236,No,No,0.01,0.019100000000000002
RC09-67,0.817,-82.15,-3091,24.236,No,Yes,0.01,0.1041
RC09-67,0.817,-82.15,-3091,24.236,Yes,No,0.01,0.7704000000000001
RC09-67,0.817,-82.15,-3091,24.236,Yes,Yes,0.01,0.15839999999999999
RC10-139,-3.033,156.43,-1781,29.547,No,No,0.01,0.006
RC10-139,-3.033,156.43,-1781,29.547,No,Yes,0.01,0.0171
RC10-139,-3.033,156.43,-1781,29.547,Yes,No,0.01,0.29710000000000003
RC10-139,-3.033,156.43,-1781,29.547,Yes,Yes,0.01,1.1406
RC10-140,-2.65,156.98,-1679,29.489,No,No,0.01,0.004
RC10-140,-2.65,156.98,-1679,29.489,No,Yes,0.01,0.0231
RC10-140,-2.65,156.98,-1679,29.489,Yes,No,0.01,0.3982
RC10-140,-2.65,156.98,-1679,29.489,Yes,Yes,0.01,0.9969999999999998
RC10-141,-1.133,156.3,-1904,29.438,No,No,0.01,0.001
RC10-141,-1.133,156.3,-1904,29.438,No,Yes,0.01,0.01
RC10-141,-1.133,156.3,-1904,29.438,Yes,No,0.01,0.49
RC10-141,-1.133,156.3,-1904,29.438,Yes,Yes,0.01,0.9043999999999999
RC10-142,-0.8,155.23,-2294,29.508,No,No,0.01,0.002
RC10-142,-0.8,155.23,-2294,29.508,No,Yes,0.01,0.0212
RC10-142,-0.8,155.23,-2294,29.508,Yes,No,0.01,0.3408
RC10-142,-0.8,155.23,-2294,29.508,Yes,Yes,0.01,1.0686000000000002
RC10-143,-0.333,153.98,-3074,29.666,No,No,0.01,0.0128
RC10-143,-0.333,153.98,-3074,29.666,No,Yes,0.01,0.008600000000000002
RC10-143,-0.333,153.98,-3074,29.666,Yes,No,0.01,0.3311
RC10-143,-0.333,153.98,-3074,29.666,Yes,Yes,0.01,1.0614
RC10-146,1.267,149.2,-2468,29.594,No,No,0.01,0.0147
RC10-146,1.267,149.2,-2468,29.594,No,Yes,0.01,0.0668
RC10-146,1.267,149.2,-2468,29.594,Yes,No,0.01,0.3852
RC10-146,1.267,149.2,-2468,29.594,Yes,Yes,0.01,0.8265999999999998
RC10-161,33.083,158,-3587,21.332,No,No,0.01,0.19
RC10-161,33.083,158,-3587,21.332,No,Yes,0.01,0.037000000000000005
RC10-161,33.083,158,-3587,21.332,Yes,No,0.01,1.4669999999999999
RC10-161,33.083,158,-3587,21.332,Yes,Yes,0.01,0.03
RC10-162,31.417,158.8,-3913,22.488,No,No,0.01,0.0588
RC10-162,31.417,158.8,-3913,22.488,No,Yes,0.01,0
RC10-162,31.417,158.8,-3913,22.488,Yes,No,0.01,1.8478
RC10-162,31.417,158.8,-3913,22.488,Yes,Yes,0.01,0.021400000000000002
RC10-172,32.133,154.63,-4387,21.89,No,No,0.01,0.1859
RC10-172,32.133,154.63,-4387,21.89,No,Yes,0.01,0.0111
RC10-172,32.133,154.63,-4387,21.89,Yes,No,0.01,1.5618
RC10-172,32.133,154.63,-4387,21.89,Yes,Yes,0.01,0.0292
RC10-175,34.583,159.17,-4014,20.811,No,No,0.01,0.3697000000000001
RC10-175,34.583,159.17,-4014,20.811,No,Yes,0.01,0.0709
RC10-175,34.583,159.17,-4014,20.811,Yes,No,0.01,1.046
RC10-175,34.583,159.17,-4014,20.811,Yes,Yes,0.01,0.034
RC10-176,34.783,160.67,-4226,20.825,No,No,0.02,0.16649999999999998
RC10-176,34.783,160.67,-4226,20.825,No,Yes,0.02,0.01
RC10-176,34.783,160.67,-4226,20.825,Yes,No,0.02,1.5697999999999999
RC10-176,34.783,160.67,-4226,20.825,Yes,Yes,0.02,0.01
RC10-22,21.3,-69.67,-3832,27.055,No,No,0,0.032
RC10-22,21.3,-69.67,-3832,27.055,No,Yes,0,0.0341
RC10-22,21.3,-69.67,-3832,27.055,Yes,No,0,0.1559
RC10-22,21.3,-69.67,-3832,27.055,Yes,Yes,0,1.4039000000000001
RC10-49,16.567,-79.53,-1238,27.758,No,No,0,0.005600000000000001
RC10-49,16.567,-79.53,-1238,27.758,No,Yes,0,0.005600000000000001
RC10-49,16.567,-79.53,-1238,27.758,Yes,No,0,0.1543
RC10-49,16.567,-79.53,-1238,27.758,Yes,Yes,0,1.3500000000000003
RC10-52,3.867,-83.93,-2243,26.142,No,No,0.01,0.029899999999999996
RC10-52,3.867,-83.93,-2243,26.142,No,Yes,0.01,0.1057
RC10-52,3.867,-83.93,-2243,26.142,Yes,No,0.01,0.4734999999999999
RC10-52,3.867,-83.93,-2243,26.142,Yes,Yes,0.01,0.6056
RC10-53,4.683,-87.82,-2774,26.662,No,No,0,0
RC10-53,4.683,-87.82,-2774,26.662,No,Yes,0,0
RC10-53,4.683,-87.82,-2774,26.662,Yes,No,0,0.986
RC10-53,4.683,-87.82,-2774,26.662,Yes,Yes,0,0.0141
RC10-54,4.517,-88.53,-2492,26.677,No,No,0.01,0.0617
RC10-54,4.517,-88.53,-2492,26.677,No,Yes,0.01,0.0603
RC10-54,4.517,-88.53,-2492,26.677,Yes,No,0.01,0.6029
RC10-54,4.517,-88.53,-2492,26.677,Yes,Yes,0.01,0.3721
