Event,Latitude,Longitude,Elevation [m],SST (1-12) [°C],Symbiosis,Spinose,Depth [m],Relative_Abundance
RC17-113,15.033,66.097,-3874,27.736,Yes,Yes,0,1.061
RC17-114,19.193,66.29,-2967,27.222,No,No,0,0.0255
RC17-114,19.193,66.29,-2967,27.222,No,Yes,0,0.04
RC17-114,19.193,66.29,-2967,27.222,Yes,No,0,0.44229999999999997
RC17-114,19.193,66.29,-2967,27.222,Yes,Yes,0,0.7368000000000001
RC17-116,21.472,67.298,-2195,27.018,No,No,0,0.0031
RC17-116,21.472,67.298,-2195,27.018,No,Yes,0,0.1689
RC17-116,21.472,67.298,-2195,27.018,Yes,No,0,0.40700000000000003
RC17-116,21.472,67.298,-2195,27.018,Yes,Yes,0,0.6602
RC17-121,14.763,70.058,-3481,28.465,No,No,0,0.10540000000000001
RC17-121,14.763,70.058,-3481,28.465,No,Yes,0,0.0692
RC17-121,14.763,70.058,-3481,28.465,Yes,No,0,0.3492
RC17-121,14.763,70.058,-3481,28.465,Yes,Yes,0,0.5931000000000001
RC17-123,12.858,70.255,-3581,28.62,No,No,0,0.0925
RC17-123,12.858,70.255,-3581,28.62,No,Yes,0,0.0849
RC17-123,12.858,70.255,-3581,28.62,Yes,No,0,0.3055
RC17-123,12.858,70.255,-3581,28.62,Yes,Yes,0,0.6351
RC17-125,9.582,72.763,-1734,28.726,No,No,0,0.05859999999999999
RC17-125,9.582,72.763,-1734,28.726,No,Yes,0,0.1532
RC17-125,9.582,72.763,-1734,28.726,Yes,No,0,0.24869999999999998
RC17-125,9.582,72.763,-1734,28.726,Yes,Yes,0,0.8636000000000001
RC17-126,7.28,72.805,-1743,28.707,No,No,0,0.0528
RC17-126,7.28,72.805,-1743,28.707,No,Yes,0,0.1466
RC17-126,7.28,72.805,-1743,28.707,Yes,No,0,0.34700000000000003
RC17-126,7.28,72.805,-1743,28.707,Yes,Yes,0,0.7396
RC17-127,5.89,76.2,-2281,28.641,No,No,0,0.08610000000000001
RC17-127,5.89,76.2,-2281,28.641,No,Yes,0,0.1634
RC17-127,5.89,76.2,-2281,28.641,Yes,No,0,0.36769999999999997
RC17-127,5.89,76.2,-2281,28.641,Yes,Yes,0,0.6193
RC17-132,-0.862,84.558,-4496,28.598,No,No,0,0
RC17-132,-0.862,84.558,-4496,28.598,No,Yes,0,0.025099999999999997
RC17-132,-0.862,84.558,-4496,28.598,Yes,No,0,0.7095
RC17-132,-0.862,84.558,-4496,28.598,Yes,Yes,0,0.35200000000000004
RC17-142,7.432,85.325,-3781,28.407,No,No,0,0.11810000000000001
RC17-142,7.432,85.325,-3781,28.407,No,Yes,0,0.0255
RC17-142,7.432,85.325,-3781,28.407,Yes,No,0,0.4954
RC17-142,7.432,85.325,-3781,28.407,Yes,Yes,0,0.4832000000000001
RC17-144,6.495,93.535,-1692,28.494,No,No,0,0.0235
RC17-144,6.495,93.535,-1692,28.494,No,Yes,0,0.2452
RC17-144,6.495,93.535,-1692,28.494,Yes,No,0,0.37079999999999996
RC17-144,6.495,93.535,-1692,28.494,Yes,Yes,0,0.5780000000000001
RC17-145,6.397,96.262,-1086,29.002,No,No,0,0.027300000000000005
RC17-145,6.397,96.262,-1086,29.002,No,Yes,0,0.179
RC17-145,6.397,96.262,-1086,29.002,Yes,No,0,0.3357
RC17-145,6.397,96.262,-1086,29.002,Yes,Yes,0,0.7968999999999999
RC17-176,3.747,158.77,-3156,29.217,No,No,0.01,0.0092
RC17-176,3.747,158.77,-3156,29.217,No,Yes,0.01,0.05489999999999999
RC17-176,3.747,158.77,-3156,29.217,Yes,No,0.01,0.35810000000000003
RC17-176,3.747,158.77,-3156,29.217,Yes,Yes,0.01,0.8725999999999998
RC17-177,1.755,159.45,-2600,29.168,No,No,0.01,0.006
RC17-177,1.755,159.45,-2600,29.168,No,Yes,0.01,0.0926
RC17-177,1.755,159.45,-2600,29.168,Yes,No,0.01,0.3772
RC17-177,1.755,159.45,-2600,29.168,Yes,Yes,0.01,0.8601999999999999
RC17-178,1.743,159.4,-2591,29.168,No,No,0.01,0.012
RC17-178,1.743,159.4,-2591,29.168,No,Yes,0.01,0.12229999999999999
RC17-178,1.743,159.4,-2591,29.168,Yes,No,0.01,0.3361
RC17-178,1.743,159.4,-2591,29.168,Yes,Yes,0.01,0.8737
RC17-69,-31.5,32.607,-3380,22.506,No,No,0,0.21049999999999996
RC17-69,-31.5,32.607,-3380,22.506,No,Yes,0,0.0833
RC17-69,-31.5,32.607,-3380,22.506,Yes,No,0,0.1287
RC17-69,-31.5,32.607,-3380,22.506,Yes,Yes,0,1.0366
RC18-47,-2.41,-85.99,-3203,22.304,No,No,0.01,0.0113
RC18-47,-2.41,-85.99,-3203,22.304,No,Yes,0.01,0.0113
RC18-47,-2.41,-85.99,-3203,22.304,Yes,No,0.01,0.9712999999999999
RC18-47,-2.41,-85.99,-3203,22.304,Yes,Yes,0.01,0.0063
RE009-7,59.653,-22.77,-2468,10.621,No,No,0,0.36199999999999993
RE009-7,59.653,-22.77,-2468,10.621,No,Yes,0,0.2801
RE009-7,59.653,-22.77,-2468,10.621,Yes,No,0,0.38120000000000004
RE009-7,59.653,-22.77,-2468,10.621,Yes,Yes,0,0.006
RIS-101,-7.467,-137.183,NA,27.074,No,No,0,0.1509
RIS-101,-7.467,-137.183,NA,27.074,No,Yes,0,0
RIS-101,-7.467,-137.183,NA,27.074,Yes,No,0,0.6603999999999999
RIS-101,-7.467,-137.183,NA,27.074,Yes,Yes,0,0.2076
RIS-103,-4.117,-133.967,NA,26.114,No,No,0,0.0678
RIS-103,-4.117,-133.967,NA,26.114,No,Yes,0,0
RIS-103,-4.117,-133.967,NA,26.114,Yes,No,0,0.8475
RIS-103,-4.117,-133.967,NA,26.114,Yes,Yes,0,0.1016
RIS-104,-1.667,-131.883,-4310,25.446,No,No,0,0
RIS-104,-1.667,-131.883,-4310,25.446,No,Yes,0,0
RIS-104,-1.667,-131.883,-4310,25.446,Yes,No,0,1
RIS-104,-1.667,-131.883,-4310,25.446,Yes,Yes,0,0
RIS-105,1.433,-130.567,NA,25.477,No,No,0,0.024399999999999998
RIS-105,1.433,-130.567,NA,25.477,No,Yes,0,0
RIS-105,1.433,-130.567,NA,25.477,Yes,No,0,0.9634
RIS-105,1.433,-130.567,NA,25.477,Yes,Yes,0,0.024399999999999998
RIS-106,2.067,-132.533,-4310,25.93,No,No,0,0
RIS-106,2.067,-132.533,-4310,25.93,No,Yes,0,0
RIS-106,2.067,-132.533,-4310,25.93,Yes,No,0,1
RIS-106,2.067,-132.533,-4310,25.93,Yes,Yes,0,0
RIS-108,5.633,-133.433,NA,26.801,No,No,0,0.02
RIS-108,5.633,-133.433,NA,26.801,No,Yes,0,0
RIS-108,5.633,-133.433,NA,26.801,Yes,No,0,0.92
RIS-108,5.633,-133.433,NA,26.801,Yes,Yes,0,0.08
RIS-121V,27.88,-132.62,NA,19.971,No,No,0.01,0.38060000000000005
RIS-121V,27.88,-132.62,NA,19.971,No,Yes,0.01,0.0658
RIS-121V,27.88,-132.62,NA,19.971,Yes,No,0.01,0.49180000000000007
RIS-121V,27.88,-132.62,NA,19.971,Yes,Yes,0.01,0.5053
RIS-14,5.333,-117.917,-4330,26.083,No,No,0,0.0385
RIS-14,5.333,-117.917,-4330,26.083,No,Yes,0,0
RIS-14,5.333,-117.917,-4330,26.083,Yes,No,0,0.9424000000000001
RIS-14,5.333,-117.917,-4330,26.083,Yes,Yes,0,0.0192
RIS-15G,3.95,-118.05,-4100,25.147,No,No,0,0.11320000000000001
RIS-15G,3.95,-118.05,-4100,25.147,No,Yes,0,0
RIS-15G,3.95,-118.05,-4100,25.147,Yes,No,0,0.7556999999999999
RIS-15G,3.95,-118.05,-4100,25.147,Yes,Yes,0,0.18680000000000002
RIS-17,4.733,-111.533,-4110,25.75,No,No,0,0.0519
RIS-17,4.733,-111.533,-4110,25.75,No,Yes,0,0
RIS-17,4.733,-111.533,-4110,25.75,Yes,No,0,0.9091
RIS-17,4.733,-111.533,-4110,25.75,Yes,Yes,0,0.052000000000000005
RIS-17G,4.73,-111.53,-4110,25.594,No,No,0,0.0039000000000000003
RIS-17G,4.73,-111.53,-4110,25.594,No,Yes,0,0
RIS-17G,4.73,-111.53,-4110,25.594,Yes,No,0,0.9767999999999999
RIS-17G,4.73,-111.53,-4110,25.594,Yes,Yes,0,0.0193
RIS-21G,5.53,-103.15,-3330,26.708,No,No,0,0.07089999999999999
RIS-21G,5.53,-103.15,-3330,26.708,No,Yes,0,0.0196
RIS-21G,5.53,-103.15,-3330,26.708,Yes,No,0,0.7741999999999999
RIS-21G,5.53,-103.15,-3330,26.708,Yes,Yes,0,0.1668
RIS-24,5.65,-99.933,-3310,26.785,No,No,0,0.0556
RIS-24,5.65,-99.933,-3310,26.785,No,Yes,0,0
RIS-24,5.65,-99.933,-3310,26.785,Yes,No,0,0.9028
RIS-24,5.65,-99.933,-3310,26.785,Yes,Yes,0,0.0417
RIS-29G,2.3,-89.45,-2230,25.243,No,No,0,0.0512
RIS-29G,2.3,-89.45,-2230,25.243,No,Yes,0,0.0128
RIS-29G,2.3,-89.45,-2230,25.243,Yes,No,0,0.8332999999999999
RIS-29G,2.3,-89.45,-2230,25.243,Yes,Yes,0,0.15379999999999996
RIS-32,-0.15,-85.983,-2770,23.745,No,No,0,0
RIS-32,-0.15,-85.983,-2770,23.745,No,Yes,0,0
RIS-32,-0.15,-85.983,-2770,23.745,Yes,No,0,0.8928
RIS-32,-0.15,-85.983,-2770,23.745,Yes,Yes,0,0.21420000000000003
RIS-33,-1.767,-85.5,NA,22.962,No,No,0,0.011200000000000002
RIS-33,-1.767,-85.5,NA,22.962,No,Yes,0,0
RIS-33,-1.767,-85.5,NA,22.962,Yes,No,0,0.8652000000000001
RIS-33,-1.767,-85.5,NA,22.962,Yes,Yes,0,0.23600000000000002
RIS-34,-2.767,-85.467,-3210,22.304,No,No,0,0
RIS-34,-2.767,-85.467,-3210,22.304,No,Yes,0,0
RIS-34,-2.767,-85.467,-3210,22.304,Yes,No,0,0.9792000000000001
RIS-34,-2.767,-85.467,-3210,22.304,Yes,Yes,0,0.0416
RIS-35,-3.867,-84.483,NA,21.626,No,No,0,0
RIS-35,-3.867,-84.483,NA,21.626,No,Yes,0,0.1474
RIS-35,-3.867,-84.483,NA,21.626,Yes,No,0,0.8
RIS-35,-3.867,-84.483,NA,21.626,Yes,Yes,0,0.1052
RIS-51G,-13.533,-97.8,-3742,22.574,No,No,0,0.1159
RIS-51G,-13.533,-97.8,-3742,22.574,No,Yes,0,0
RIS-51G,-13.533,-97.8,-3742,22.574,Yes,No,0,0.7536
RIS-51G,-13.533,-97.8,-3742,22.574,Yes,Yes,0,0.174
SCAN-015P,4.46,-140.247,-4383,26.994,No,No,0,0
SCAN-015P,4.46,-140.247,-4383,26.994,No,Yes,0,0
SCAN-015P,4.46,-140.247,-4383,26.994,Yes,No,0,0.9833
SCAN-015P,4.46,-140.247,-4383,26.994,Yes,Yes,0,0.0167
SCAN-022PG,32.34,159.248,-3679,21.889,No,No,0.02,0.20840000000000003
SCAN-022PG,32.34,159.248,-3679,21.889,No,Yes,0.02,0
SCAN-022PG,32.34,159.248,-3679,21.889,Yes,No,0.02,1.4479000000000002
SCAN-022PG,32.34,159.248,-3679,21.889,Yes,Yes,0.02,0.0728
SCAN-023PG,32.313,159.218,-3470,21.889,No,No,0.02,0.3085
SCAN-023PG,32.313,159.218,-3470,21.889,No,Yes,0.02,0
SCAN-023PG,32.313,159.218,-3470,21.889,Yes,No,0.02,1.1914
SCAN-023PG,32.313,159.218,-3470,21.889,Yes,Yes,0.02,0.12760000000000002
SCAN-025G,31.898,157.247,-3489,22.501,No,No,0.04,0.2234
SCAN-025G,31.898,157.247,-3489,22.501,No,Yes,0.04,0
SCAN-025G,31.898,157.247,-3489,22.501,Yes,No,0.04,1.3086000000000002
SCAN-025G,31.898,157.247,-3489,22.501,Yes,Yes,0.04,0.1808
SCAN-026G,31.858,157.353,-3622,29.299,No,No,0.05,0.2043
SCAN-026G,31.858,157.353,-3622,29.299,No,Yes,0.05,0
SCAN-026G,31.858,157.353,-3622,29.299,Yes,No,0.05,1.2904
SCAN-026G,31.858,157.353,-3622,29.299,Yes,Yes,0.05,0.20439999999999997
SCAN-027G,32.617,158.237,-2644,21.896,No,No,0.1,0.1684
SCAN-027G,32.617,158.237,-2644,21.896,No,Yes,0.1,0
SCAN-027G,32.617,158.237,-2644,21.896,Yes,No,0.1,0.9790000000000001
SCAN-027G,32.617,158.237,-2644,21.896,Yes,Yes,0.1,0.5367999999999999
SCAN-028G,32.232,157.663,-2858,21.897,No,No,0.04,0.21869999999999998
SCAN-028G,32.232,157.663,-2858,21.897,No,Yes,0.04,0
SCAN-028G,32.232,157.663,-2858,21.897,Yes,No,0.04,1.073
SCAN-028G,32.232,157.663,-2858,21.897,Yes,Yes,0.04,0.3542
SCAN-059P,11,-175.177,-4849,27.428,No,No,0,0
SCAN-059P,11,-175.177,-4849,27.428,No,Yes,0,0
SCAN-059P,11,-175.177,-4849,27.428,Yes,No,0,0.9375
SCAN-059P,11,-175.177,-4849,27.428,Yes,Yes,0,0
SCAN-065G,5.063,-155,-4449,27.438,No,No,0,0
SCAN-065G,5.063,-155,-4449,27.438,No,Yes,0,0
SCAN-065G,5.063,-155,-4449,27.438,Yes,No,0,0.9682999999999999
SCAN-065G,5.063,-155,-4449,27.438,Yes,Yes,0,0.0318
SCAN-066G,0.99,-155.002,-4758,26.763,No,No,0,0.0159
SCAN-066G,0.99,-155.002,-4758,26.763,No,Yes,0,0
SCAN-066G,0.99,-155.002,-4758,26.763,Yes,No,0,0.9841
SCAN-066G,0.99,-155.002,-4758,26.763,Yes,Yes,0,0
SCAN-067G,-2.45,-155.03,-4920,27.04,No,No,0,0
SCAN-067G,-2.45,-155.03,-4920,27.04,No,Yes,0,0
SCAN-067G,-2.45,-155.03,-4920,27.04,Yes,No,0,0.9621999999999999
SCAN-067G,-2.45,-155.03,-4920,27.04,Yes,Yes,0,0.0377
SCAN-068G,-2.433,-155.048,-4950,27.04,No,No,0,0
SCAN-068G,-2.433,-155.048,-4950,27.04,No,Yes,0,0
SCAN-068G,-2.433,-155.048,-4950,27.04,Yes,No,0,0.9865999999999999
SCAN-068G,-2.433,-155.048,-4950,27.04,Yes,Yes,0,0.013300000000000001
SCAN-082P,0.442,-133.293,-4284,25.638,No,No,0,0.013000000000000001
SCAN-082P,0.442,-133.293,-4284,25.638,No,Yes,0,0
SCAN-082P,0.442,-133.293,-4284,25.638,Yes,No,0,0.987
SCAN-082P,0.442,-133.293,-4284,25.638,Yes,Yes,0,0
SCAN-083P,2.69,-130.487,-4410,25.421,No,No,0,0
SCAN-083P,2.69,-130.487,-4410,25.421,No,Yes,0,0
SCAN-083P,2.69,-130.487,-4410,25.421,Yes,No,0,1
SCAN-083P,2.69,-130.487,-4410,25.421,Yes,Yes,0,0
SCAN-084P,2.485,-121.443,-4471,24.962,No,No,0,0
SCAN-084P,2.485,-121.443,-4471,24.962,No,Yes,0,0
SCAN-084P,2.485,-121.443,-4471,24.962,Yes,No,0,1
SCAN-084P,2.485,-121.443,-4471,24.962,Yes,Yes,0,0
SCAN-085P,2.427,-106.93,-3679,25.192,No,No,0,0.0375
SCAN-085P,2.427,-106.93,-3679,25.192,No,Yes,0,0
SCAN-085P,2.427,-106.93,-3679,25.192,Yes,No,0,0.95
SCAN-085P,2.427,-106.93,-3679,25.192,Yes,Yes,0,0
SCAN-086P,3.545,-99.48,-3441,25.659,No,No,0,0.0329
SCAN-086P,3.545,-99.48,-3441,25.659,No,Yes,0,0
SCAN-086P,3.545,-99.48,-3441,25.659,Yes,No,0,0.8637
SCAN-086P,3.545,-99.48,-3441,25.659,Yes,Yes,0,0.11279999999999997
SCAN-087P,4.26,-95.65,-3438,26.532,No,No,0,0.025
SCAN-087P,4.26,-95.65,-3438,26.532,No,Yes,0,0
SCAN-087P,4.26,-95.65,-3438,26.532,Yes,No,0,0.9375
SCAN-087P,4.26,-95.65,-3438,26.532,Yes,Yes,0,0.0375
SCAN-088P,4.037,-85.58,-2874,26.626,No,No,0,0
SCAN-088P,4.037,-85.58,-2874,26.626,No,Yes,0,0
SCAN-088P,4.037,-85.58,-2874,26.626,Yes,No,0,0.968
SCAN-088P,4.037,-85.58,-2874,26.626,Yes,Yes,0,0.053200000000000004
SCAN-091G,0.1,-86.25,-2708,23.719,No,No,0,0
SCAN-091G,0.1,-86.25,-2708,23.719,No,Yes,0,0
SCAN-091G,0.1,-86.25,-2708,23.719,Yes,No,0,1.9358000000000002
SCAN-091G,0.1,-86.25,-2708,23.719,Yes,Yes,0,0.09570000000000001
SCAN-094P,-7.44,-102.64,-3900,24.324,No,No,0,0.06559999999999999
SCAN-094P,-7.44,-102.64,-3900,24.324,No,Yes,0,0
SCAN-094P,-7.44,-102.64,-3900,24.324,Yes,No,0,0.9179999999999999
SCAN-094P,-7.44,-102.64,-3900,24.324,Yes,Yes,0,0.016399999999999998
SCAN-095G,-4.995,-114.082,-4189,24.77,No,No,0,0
SCAN-095G,-4.995,-114.082,-4189,24.77,No,Yes,0,0
SCAN-095G,-4.995,-114.082,-4189,24.77,Yes,No,0,0.9869999999999999
SCAN-095G,-4.995,-114.082,-4189,24.77,Yes,Yes,0,0.013000000000000001
SCAN-096P,1.483,-113.867,-3856,23.933,No,No,0,0.027999999999999997
SCAN-096P,1.483,-113.867,-3856,23.933,No,Yes,0,0.011399999999999999
SCAN-096P,1.483,-113.867,-3856,23.933,Yes,No,0,1.8156999999999999
SCAN-096P,1.483,-113.867,-3856,23.933,Yes,Yes,0,0.18539999999999998
SDS-93P,-1.333,167.38,-3965,28.866,No,No,0.01,0.016300000000000002
SDS-93P,-1.333,167.38,-3965,28.866,No,Yes,0.01,0
SDS-93P,-1.333,167.38,-3965,28.866,Yes,No,0.01,0.8396000000000001
SDS-93P,-1.333,167.38,-3965,28.866,Yes,Yes,0.01,0.1493
SDS-95P,0.567,159.98,-2880,29.151,No,No,0.02,0.0108
SDS-95P,0.567,159.98,-2880,29.151,No,Yes,0.02,0
SDS-95P,0.567,159.98,-2880,29.151,Yes,No,0.02,0.4301
SDS-95P,0.567,159.98,-2880,29.151,Yes,Yes,0.02,0.7957999999999998
SDS-97P,0.8,154.77,-3030,29.599,No,No,0.07,0.0101
SDS-97P,0.8,154.77,-3030,29.599,No,Yes,0.07,0.0101
SDS-97P,0.8,154.77,-3030,29.599,Yes,No,0.07,0.44439999999999996
SDS-97P,0.8,154.77,-3030,29.599,Yes,Yes,0.07,0.8686
SDS-98P,1.667,152.62,-3670,29.623,No,No,0.02,0.0222
SDS-98P,1.667,152.62,-3670,29.623,No,Yes,0.02,0
SDS-98P,1.667,152.62,-3670,29.623,Yes,No,0.02,0.6889
SDS-98P,1.667,152.62,-3670,29.623,Yes,Yes,0.02,0.3667
SOB-009G,30.913,-117.875,-2070,17.402,No,No,0.03,0.26039999999999996
SOB-009G,30.913,-117.875,-2070,17.402,No,Yes,0.03,0.0625
SOB-009G,30.913,-117.875,-2070,17.402,Yes,No,0.03,0.6248999999999999
SOB-009G,30.913,-117.875,-2070,17.402,Yes,Yes,0.03,0.1043
SOB-026GA,30.552,-118.14,-2975,17.144,No,No,0.07,0.5313
SOB-026GA,30.552,-118.14,-2975,17.144,No,Yes,0.07,0.0208
SOB-026GA,30.552,-118.14,-2975,17.144,Yes,No,0.07,0.43760000000000004
SOB-026GA,30.552,-118.14,-2975,17.144,Yes,Yes,0.07,0.0104
SOB-031GA,29.862,-116.808,-1270,18.466,No,No,0.01,0.49790000000000006
SOB-031GA,29.862,-116.808,-1270,18.466,No,Yes,0.01,0.11320000000000001
SOB-031GA,29.862,-116.808,-1270,18.466,Yes,No,0.01,0.3185
SOB-031GA,29.862,-116.808,-1270,18.466,Yes,Yes,0.01,0.1282
SP009-003,53.867,-21.133,-2743,12.7,No,No,0,0.3578
SP009-003,53.867,-21.133,-2743,12.7,No,Yes,0,0.2069
SP009-003,53.867,-21.133,-2743,12.7,Yes,No,0,0.5504
SP009-003,53.867,-21.133,-2743,12.7,Yes,Yes,0,0.0031
SP010-005,63.483,-0.067,-2012,8.986,No,No,0,0.7392
SP010-005,63.483,-0.067,-2012,8.986,No,Yes,0,0.0181
SP010-005,63.483,-0.067,-2012,8.986,Yes,No,0,0.24559999999999998
SP010-005,63.483,-0.067,-2012,8.986,Yes,Yes,0,0.004
STYXIII-75G,-3.8,-166.1,-4911,27.875,No,No,0,0.0645
STYXIII-75G,-3.8,-166.1,-4911,27.875,No,Yes,0,0
STYXIII-75G,-3.8,-166.1,-4911,27.875,Yes,No,0,0.7903
STYXIII-75G,-3.8,-166.1,-4911,27.875,Yes,Yes,0,0.2097
STYXIII-77P,-3.8,-166.1,-5368,27.875,No,No,0,0
STYXIII-77P,-3.8,-166.1,-5368,27.875,No,Yes,0,0
STYXIII-77P,-3.8,-166.1,-5368,27.875,Yes,No,0,0.4
STYXIII-77P,-3.8,-166.1,-5368,27.875,Yes,Yes,0,0.6
STYXIII-80FF-34,-3.8,-166.1,NA,27.875,No,No,0,0
STYXIII-80FF-34,-3.8,-166.1,NA,27.875,No,Yes,0,0
STYXIII-80FF-34,-3.8,-166.1,NA,27.875,Yes,No,0,1
STYXIII-80FF-34,-3.8,-166.1,NA,27.875,Yes,Yes,0,0
STYXIII-81FF-41,-3.8,-166.1,NA,27.875,No,No,0,0.0143
STYXIII-81FF-41,-3.8,-166.1,NA,27.875,No,Yes,0,0
STYXIII-81FF-41,-3.8,-166.1,NA,27.875,Yes,No,0,0.9572000000000002
STYXIII-81FF-41,-3.8,-166.1,NA,27.875,Yes,Yes,0,0.0286
STYXIII-81FF-44,-3.8,-166.1,NA,27.875,No,No,0,0
STYXIII-81FF-44,-3.8,-166.1,NA,27.875,No,Yes,0,0
STYXIII-81FF-44,-3.8,-166.1,NA,27.875,Yes,No,0,0.8332999999999999
STYXIII-81FF-44,-3.8,-166.1,NA,27.875,Yes,Yes,0,0.16670000000000001
STYXIII-84G,-3.8,-166.1,-5045,27.875,No,No,0,0
STYXIII-84G,-3.8,-166.1,-5045,27.875,No,Yes,0,0
STYXIII-84G,-3.8,-166.1,-5045,27.875,Yes,No,0,0.9814999999999999
STYXIII-84G,-3.8,-166.1,-5045,27.875,Yes,Yes,0,0.018500000000000003
STYXIX-4CBX,2.183,-158.958,-4604,26.743,No,No,0,0.029900000000000003
STYXIX-4CBX,2.183,-158.958,-4604,26.743,No,Yes,0,0
STYXIX-4CBX,2.183,-158.958,-4604,26.743,Yes,No,0,0.9553
STYXIX-4CBX,2.183,-158.958,-4604,26.743,Yes,Yes,0,0.0149
T29-17P,46.467,-128.717,NA,12.576,No,No,0.03,0.5555
T29-17P,46.467,-128.717,NA,12.576,No,Yes,0.03,0.3333
T29-17P,46.467,-128.717,NA,12.576,Yes,No,0.03,0.11109999999999999
T29-17P,46.467,-128.717,NA,12.576,Yes,Yes,0.03,0
T29-19P,47.367,-127.9,NA,12.096,No,No,0.03,0.5656
T29-19P,47.367,-127.9,NA,12.096,No,Yes,0.03,0.38380000000000003
T29-19P,47.367,-127.9,NA,12.096,Yes,No,0.03,0.050499999999999996
T29-19P,47.367,-127.9,NA,12.096,Yes,Yes,0.03,0
T29-20P,47.367,-127.9,NA,12.096,No,No,0.03,0.5204
T29-20P,47.367,-127.9,NA,12.096,No,Yes,0.03,0.4082
T29-20P,47.367,-127.9,NA,12.096,Yes,No,0.03,0.061200000000000004
T29-20P,47.367,-127.9,NA,12.096,Yes,Yes,0.03,0.0102
T29-22P,48.3,-127.533,NA,11.596,No,No,0.03,0.6633000000000001
T29-22P,48.3,-127.533,NA,11.596,No,Yes,0.03,0.2347
T29-22P,48.3,-127.533,NA,11.596,Yes,No,0.03,0.102
T29-22P,48.3,-127.533,NA,11.596,Yes,Yes,0.03,0
T29-4P,48.7,-130.067,NA,11.747,No,No,0.03,0.551
T29-4P,48.7,-130.067,NA,11.747,No,Yes,0.03,0.2959
T29-4P,48.7,-130.067,NA,11.747,Yes,No,0.03,0.153
T29-4P,48.7,-130.067,NA,11.747,Yes,Yes,0.03,0
T29-5P,48.7,-130.067,NA,11.747,No,No,0.03,0.44439999999999996
T29-5P,48.7,-130.067,NA,11.747,No,Yes,0.03,0.39390000000000003
T29-5P,48.7,-130.067,NA,11.747,Yes,No,0.03,0.1616
T29-5P,48.7,-130.067,NA,11.747,Yes,Yes,0.03,0
T39-15P,48.217,-129.25,NA,11.755,No,No,0.03,0.20199999999999999
T39-15P,48.217,-129.25,NA,11.755,No,Yes,0.03,0.7778
T39-15P,48.217,-129.25,NA,11.755,Yes,No,0.03,0.0202
T39-15P,48.217,-129.25,NA,11.755,Yes,Yes,0.03,0
T39-17P,48.233,-130.033,NA,11.747,No,No,0.03,0.5464
T39-17P,48.233,-130.033,NA,11.747,No,Yes,0.03,0.2887
T39-17P,48.233,-130.033,NA,11.747,Yes,No,0.03,0.1649
T39-17P,48.233,-130.033,NA,11.747,Yes,Yes,0.03,0
T39-18P,48.433,-129.867,NA,11.755,No,No,0.03,0.6363
T39-18P,48.433,-129.867,NA,11.755,No,Yes,0.03,0.2929
T39-18P,48.433,-129.867,NA,11.755,Yes,No,0.03,0.060599999999999994
T39-18P,48.433,-129.867,NA,11.755,Yes,Yes,0.03,0.0101
T39-22P,47.583,-129.5,NA,12.231,No,No,0.03,0.6224999999999999
T39-22P,47.583,-129.5,NA,12.231,No,Yes,0.03,0.2245
T39-22P,47.583,-129.5,NA,12.231,Yes,No,0.03,0.153
T39-22P,47.583,-129.5,NA,12.231,Yes,Yes,0.03,0
T39-23P,47.633,-128.666,NA,12.191,No,No,0.03,0.61
T39-23P,47.633,-128.666,NA,12.191,No,Yes,0.03,0.25
T39-23P,47.633,-128.666,NA,12.191,Yes,No,0.03,0.11
T39-23P,47.633,-128.666,NA,12.191,Yes,Yes,0.03,0.03
T39-24P,46.517,-126.717,NA,12.26,No,No,0.03,0.6363
T39-24P,46.517,-126.717,NA,12.26,No,Yes,0.03,0.17170000000000002
T39-24P,46.517,-126.717,NA,12.26,Yes,No,0.03,0.1818
T39-24P,46.517,-126.717,NA,12.26,Yes,Yes,0.03,0.0101
T39-25P,46.867,-128.183,NA,12.576,No,No,0.03,0.5612
T39-25P,46.867,-128.183,NA,12.576,No,Yes,0.03,0.2041
T39-25P,46.867,-128.183,NA,12.576,Yes,No,0.03,0.2245
T39-25P,46.867,-128.183,NA,12.576,Yes,Yes,0.03,0.0102
TET_38G,5.35,-160.5,-3614,27.377,No,No,0.06,0.0947
TET_38G,5.35,-160.5,-3614,27.377,No,Yes,0.06,0
TET_38G,5.35,-160.5,-3614,27.377,Yes,No,0.06,0.4842
TET_38G,5.35,-160.5,-3614,27.377,Yes,Yes,0.06,0.5476000000000001
TET_41G,6.867,-158.733,NA,27.467,No,No,0,0.0513
TET_41G,6.867,-158.733,NA,27.467,No,Yes,0,0
TET_41G,6.867,-158.733,NA,27.467,Yes,No,0,0.8589999999999999
TET_41G,6.867,-158.733,NA,27.467,Yes,Yes,0,0.1025
TET_43G,8.233,-157.85,NA,27.512,No,No,0,0.0536
TET_43G,8.233,-157.85,NA,27.512,No,Yes,0,0
TET_43G,8.233,-157.85,NA,27.512,Yes,No,0,0.9286000000000001
TET_43G,8.233,-157.85,NA,27.512,Yes,Yes,0,0.0179
TET_44G,7.883,-157.483,NA,27.555,No,No,0,0
TET_44G,7.883,-157.483,NA,27.555,No,Yes,0,0
TET_44G,7.883,-157.483,NA,27.555,Yes,No,0,1
TET_44G,7.883,-157.483,NA,27.555,Yes,Yes,0,0
TET-4G,4.567,-130.617,-4478,26.402,No,No,0,0
