Campaign,Event,Latitude,Longitude,Date/Time,Elevation [m],Depth [m],G. aequilateralis [%],G. bulloides [%],D. grahami [%],G. cavernula [%],G. conglobatus [%],G. crassaformis [%],S. dehiscens [%],G. digitata [%],N. dutertrei [%],G. falconensis [%],G. glutinata [%],G. hirsuta [%],T. humilis [%],G. inflata [%],G. menardii [%],C. nitida [%],P. obliquiloculata [%],N. pachyderma s [%],P/D int [%],G. quinqueloba s [%],G. quinqueloba d [%],G. quinqueloba [%],G. ruber p [%],G. ruber w [%],G. rubescens [%],G. trilobus tril [%],G. trilobus sac [%],G. scitula [%],G. tenellus [%],G. truncatulinoides s [%],G. truncatulinoides d [%],G. truncatulinoides [%],G. tumida [%],O. universa [%],G. uvula [%],G. mentum [%],P/D int [%],N. pachyderma d [%]
D184,BOFS5K,50.6876,-21.8635,26/07/1989,-3547,0.92,0,1.9,0,0,0,0,0,0,0,0,0.5,0,0,0.2,0,0,0,91.9,1.9,0,0,2.6,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,1.9
D184,BOFS5K,50.6876,-21.8635,26/07/1989,-3547,0.94,0,2.7,0,0,0,0,0,0,0,0,1.9,0.3,0,0,0,0,0,90.1,0.3,0,0,2.4,0,0.3,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0.3
D184,BOFS8K,52.5033,-22.0623,30/07/1989,-4045,0.78,0,0.3,0,0,0,0,0,0,0,0,0.6,0,0,0.3,0,0,0,97.5,0.9,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
D184,BOFS8K,52.5033,-22.0623,30/07/1989,-4045,0.8,0,0.8,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,96.6,1.5,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
D184,BOFS8K,52.5033,-22.0623,30/07/1989,-4045,0.82,0,1,0,0,0,0,0,0,0,0,1,0.3,0,0.3,0,0,0,96,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
D184,BOFS8K,52.5033,-22.0623,30/07/1989,-4045,0.84,0,1.6,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,94.8,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
D184,BOFS8K,52.5033,-22.0623,30/07/1989,-4045,0.86,0,0,0,0,0,0,0,0,0,0,1.4,0.3,0,0.3,0,0,0,95.2,1.7,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
D184,BOFS8K,52.5033,-22.0623,30/07/1989,-4045,0.88,0,2.9,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,93,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
D184,BOFS8K,52.5033,-22.0623,30/07/1989,-4045,0.9,0,0.5,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,97.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
D184,BOFS8K,52.5033,-22.0623,30/07/1989,-4045,0.92,0,0.3,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,96.6,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
D184,BOFS8K,52.5033,-22.0623,30/07/1989,-4045,0.94,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,98,1.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
D184,BOFS8K,52.5033,-22.0623,30/07/1989,-4045,0.96,0,0.4,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,96.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
D184,BOFS8K,52.5033,-22.0623,30/07/1989,-4045,0.98,0,0.7,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,96.3,0.7,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
GEOFAR,KF09,37.1113,-32.2868,01/08/1993,-2655,2.3,1.2,33.6,1.7,0,0.1,0,0,0.1,3.2,0.5,9,0,0.4,22.1,0,0,0,0.3,14.8,0.7,0.9,1.6,0,2.3,0.3,0,0,6.3,0,0.1,0.7,0.8,0,0.1,0,0,1.3,13.5
GEOFAR,KF09,37.1113,-32.2868,01/08/1993,-2655,2.6,1.1,21,1.4,0,0,0,0,0,3.9,0.2,9.8,0,0,24.8,0,0,0,0,14.8,1.4,0.9,2.3,0.2,6.6,0.5,0,0,12.1,0,0,0.7,0.7,0,0.7,0,0,0.9,13.9
GEOFAR,KF09,37.1113,-32.2868,01/08/1993,-2655,2.9,2.7,19.6,0.3,0,0,0,0,0,5.4,0.3,13.6,0,0,24.8,0,0,0,1.2,12.1,0.3,0.3,0.6,0,7.3,0,0,0,10.9,0,0.3,0.3,0.6,0,0.6,0,0,0.3,11.8
GEOFAR,KF09,37.1113,-32.2868,01/08/1993,-2655,3.1,1.4,18.4,0,0,1.7,0,0,0.1,4.3,0,13.2,0.1,0,23.3,0,0,0,1,11.7,0.6,1.1,1.7,0,7.6,0,0.3,0,13.3,0.8,0,0,0,0,0.6,0.1,0,1.4,10.3
GEOFAR,KF13,37.5783,-31.8422,01/08/1993,-2690,1.6,0.6,25.8,0.3,0,0.5,0,0,0.1,4.1,1.2,13.1,0.1,0,14.4,0,0,0,2.1,15.2,1.6,1.4,3,0.1,4,0,0,0,12.7,1.4,0.1,0.3,0.4,0,0,0,0,0.6,14.6
GEOFAR,KF13,37.5783,-31.8422,01/08/1993,-2690,1.8,0.9,21.6,0.4,0,0.8,0,0,0,4.3,0.3,12.8,0.3,0.3,17.5,0,0.1,0,0.9,17,1.9,1.3,3.2,0.1,5.1,0,0,0,12.5,0.4,0.1,0.5,0.6,0,0.5,0,0,1.1,15.8
GEOFAR,KF13,37.5783,-31.8422,01/08/1993,-2690,1.9,0.9,17.7,0.7,0,1.2,0,0,0.1,4.7,0.5,14.4,0,0,19.1,0,0,0,0.5,12.6,1.3,0.9,2.3,0.3,5.5,0.3,0.1,0,17.4,0.5,0,0.5,0.5,0,0.2,0,0,0.5,12.1
GEOFAR,KF16,37.999,-31.1283,01/08/1993,-3050,6,0.4,26.8,3.5,0,0.1,0,0,0,3.8,0.2,10.4,0,0,15.5,0,0,0,0.9,19.6,3,2.4,5.4,0.1,1.9,0.3,0,0,9.8,0.2,0.1,0.4,0.5,0,0.2,0,0,0.9,18.8
M11/1,GIK17045-3,52.425,-16.665,07/10/1989,-3663,0.8,0,1.8,0,0,0,0,0,0,0,0,0.6,0,0,0.1,0,0,0,95.2,2,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
M11/1,GIK17045-3,52.425,-16.665,07/10/1989,-3663,0.82,0,1.5,0,0,0,0,0,0,0,0,0.3,0,0,0.5,0,0,0,95.6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
M11/1,GIK17045-3,52.425,-16.665,07/10/1989,-3663,0.95,0,7.8,0,0,0,0,0,0,0.5,0,0.8,0,0,0.1,0,0,0,82.3,4.7,0,2.9,2.9,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,3.8,0.9
M11/1,GIK17049-6,55.26,-26.725,11/10/1989,-3331,1.5,0,2.3,0,0,0,0,0,0,0,0,0.4,0,0,0.1,0,0,0,92.8,2.7,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,2.7
M11/1,GIK17049-6,55.26,-26.725,11/10/1989,-3331,1.6,0,0.2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,98.1,0.6,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
M11/1,GIK17049-6,55.26,-26.725,11/10/1989,-3331,1.7,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.3,3.7,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,3.7
M11/1,GIK17050-1,55.47,-27.8883,12/10/1989,-2795,3.75,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.3,2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
M11/1,GIK17050-1,55.47,-27.8883,12/10/1989,-2795,3.85,0.3,3.9,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,87.3,2.5,3.7,1.6,5.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2.5
M11/1,GIK17050-1,55.47,-27.8883,12/10/1989,-2795,3.95,0,15.4,0,0,0,0,0,0,0,0,0.8,0,0.2,0.4,0,0,0,72.6,4.9,4,1.5,5.5,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,4.9
M11/1,GIK17051-3,56.1633,-31.99,13/10/1989,-2295,2,0,1.3,0,0,0,0,0,0,0,0,0.4,0,0,0.5,0,0,0,94.1,1.1,0,2.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
M11/1,GIK17051-3,56.1633,-31.99,13/10/1989,-2295,2.1,0,0.7,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,91.9,1.9,0,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
M11/1,GIK17055-1,48.215,-27.0567,17/10/1989,-2558,0.7,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.5,0.9,0.5,0.8,1.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.9
M13/2,GIK17724-2,76,8.3333,07/08/1990,-2354,0.57,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
M13/2,GIK17724-2,76,8.3333,07/08/1990,-2354,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
M13/2,GIK17725-1,77.46,4.58,08/08/1990,-2577,0.25,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,3.5
M13/2,GIK17730-4,72.1117,7.3883,11/08/1990,-2749,1.33,0,0.3,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,96.3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
M13/2,GIK17730-4,72.1117,7.3883,11/08/1990,-2749,1.4,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,97.6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
M13/2,GIK17730-4,72.1117,7.3883,11/08/1990,-2749,1.45,0,1.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,96.9,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1.4
M17/2,GIK23419-8,54.9617,-19.755,28/08/1991,-1487,0.4,0,3.5,0,0,0,0,0,0,0,0,3.4,0,0,0.1,0,0,0,86.5,4.4,0,1.6,1.6,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2.2,2.3
M2/2,GIK23056-2,68.5017,3.8383,05/07/1986,-2665,0.3,0,0.2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,94.2,0.7,0,4.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.7
M2/2,GIK23056-2,68.5017,3.8383,05/07/1986,-2665,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.5,1.6,0,1.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
M2/2,GIK23065-2,68.495,0.8317,09/07/1986,-2804,0.3,0,1.9,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,90.8,2.4,3,1.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
M2/2,GIK23065-2,68.495,0.8317,09/07/1986,-2804,0.3,0,1.9,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,90.8,2.4,3,1.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
M2/2,GIK23065-2,68.495,0.8317,09/07/1986,-2804,0.32,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
M2/2,GIK23065-2,68.495,0.8317,09/07/1986,-2804,0.32,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
M2/2,GIK23065-2,68.495,0.8317,09/07/1986,-2804,0.34,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,97.4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
M2/2,GIK23065-2,68.495,0.8317,09/07/1986,-2804,0.34,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,97.4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
M2/2,GIK23071-3,67.085,2.9083,12/07/1986,-1308,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
M2/2,GIK23071-3,67.085,2.9083,12/07/1986,-1308,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
M2/2,GIK23071-3,67.085,2.9083,12/07/1986,-1308,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
M2/2,GIK23071-3,67.085,2.9083,12/07/1986,-1308,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
M2/2,GIK23071-3,67.085,2.9083,12/07/1986,-1308,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.8,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
M2/2,GIK23074-1,66.6667,4.905,13/07/1986,-1157,1.52,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,97.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2/2,GIK23074-1,66.6667,4.905,13/07/1986,-1157,1.56,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,97.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2/2,GIK23074-1,66.6667,4.905,13/07/1986,-1157,1.61,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,98,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2/2,GIK23074-1,66.6667,4.905,13/07/1986,-1157,1.66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2/2,GIK23074-1,66.6667,4.905,13/07/1986,-1157,1.71,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,97.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2/2,GIK23074-1,66.6667,4.905,13/07/1986,-1157,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.8,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2/2,GIK23074-1,66.6667,4.905,13/07/1986,-1157,1.81,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,96.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2/2,GIK23074-1,66.6667,4.905,13/07/1986,-1157,1.85,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,96.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2/2,GIK23074-1,66.6667,4.905,13/07/1986,-1157,1.91,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,97.4,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2/2,GIK23074-1,66.6667,4.905,13/07/1986,-1157,1.96,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,96,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2/2,GIK23074-1,66.6667,4.905,13/07/1986,-1157,2.01,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,95.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2/2,GIK23074-1,66.6667,4.905,13/07/1986,-1157,2.06,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,97.5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2/2,GIK23074-1,66.6667,4.905,13/07/1986,-1157,2.1,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,96.1,1.8,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
M25,GIK12309-2,26.8383,-15.11,31/10/1971,-2820,1.5,0.5,29,0,0,0,0,0,0,15,0,5,0,0.5,2.2,0,0,0,0,28.2,0,12.5,12.5,0,1.9,0,0,0,1.6,0.2,0,0,0,0,2.2,0,0,0,28.2
M25,GIK12309-2,26.8383,-15.11,31/10/1971,-2820,1.62,0.8,28.9,0,0,0,0,0,0.3,18.2,0,6.2,0,0,4.2,0,0,0,0,31.6,0,2.6,2.6,0,2.4,0,0,0,1.7,0.3,0,0,0,0,0.5,0.1,0,0,31.6
M25,GIK12309-2,26.8383,-15.11,31/10/1971,-2820,1.73,0.7,36.4,0,0,0,0,0,0,14.3,0,3.9,0,0,5.1,0,0,0,0,26,0,4.5,4.5,0,4.1,0,0,0,1.5,0,0,0,0,0,1.7,0.1,0,0,26
M25,GIK12310-4,23.4983,-18.7167,02/11/1971,-3080,0.96,0.9,34,0,0,0,0.2,0,0.5,10,0,5.7,0,0.1,9.3,0,0,0,0,31.9,0,1.8,1.8,0.1,3.1,0,0.2,0,0.5,0.5,0,0.1,0.1,0,0.7,0,0,0,31.9
M25,GIK12328-5,21.145,-18.5733,08/11/1971,-2778,1.7,0,41.3,0,0,0,0,0,0,19.7,0,3,0,0,6.2,0,0,0,0,25.1,0,1.1,1.1,0,1.7,0,0.1,0.1,0.3,0,0,0,0.3,0,0.6,0,0,0,25.1
M25,GIK12328-5,21.145,-18.5733,08/11/1971,-2778,1.8,0.7,42,0,0,0,0,0,0,15.9,0,4.3,0,0,3.5,0,0,0,0,25.9,0,2.6,2.6,0.1,2.9,0,0,0,0.5,0,0,0,0.1,0,0.7,0.1,0,0,25.9
M25,GIK12328-5,21.145,-18.5733,08/11/1971,-2778,1.9,0,31.9,0,0,0,0,0,0,21.5,0,5.9,0,0,7.9,0,0,0,0,20.4,0,9.3,9.3,0,1.7,0,0,0,0,0.3,0,0,0,0,0.6,0,0,0,20.4
M25,GIK12328-5,21.145,-18.5733,08/11/1971,-2778,2,0.4,29.4,0,0,0,0,0,0,24.4,0,0.8,0,0,10.9,0,0,0,0,24.4,0,1.8,1.8,0,6,0,0,0,0.2,0.2,0,0,0.2,0,0.4,0.2,0,0,24.4
M25,GIK12329-6,19.3667,-19.93,09/11/1971,-3320,0.42,1.3,28.6,0,0,0,0.5,0,0,25.5,0.1,3,0.2,0,11.2,0,0,0,0.7,23.3,0,1.2,1.2,0.3,2.8,0,0.2,0,0,0,0,0,0.4,0,0.6,0,0,2.7,20.6
M25,GIK12329-6,19.3667,-19.93,09/11/1971,-3320,0.49,2.1,25.2,0,0,0,1.4,0,0,16.9,0.3,4,0.4,0,11.9,0,0,0,0.2,30.8,0,0.5,0.5,0.4,3.8,0.2,0.5,0.1,0,0,0,0,0.1,0,1,0,0,9.4,21.4
M25,GIK12337-5,15.9533,-18.1333,14/11/1971,-3082,1.6,1.6,44.5,0,0,0,0.4,0,0,7.1,1.8,6.5,0,0,7.9,0,0,0,0.4,15.2,0,0.6,0.6,2,6.9,0.4,2.2,0.2,0.8,0.2,0,0,0.2,0,0.8,0,0,8.7,6.5
M25,GIK12345-5,15.48,-17.36,17/11/1971,-945,4.2,2.3,18,0,0,0,0.1,0,0.4,10.4,0.6,3.5,0.6,0,21.2,0,0,0,0,23,0,1,1,7.5,7.1,1.2,1.7,0.6,0,0,0,0,0,0,0.8,0,0,1.3,21.7
M25,GIK12345-5,15.48,-17.36,17/11/1971,-945,4.3,0.6,18.9,0.6,0,0,0,0,0,10.6,0,1.3,0,0,21.3,0,0,0,0,29.6,0,1.1,1.1,7.3,2.9,1.4,3,0,1.3,0,0,0,0,0,0.2,0,0,0.5,29.1
M25,GIK12345-5,15.48,-17.36,17/11/1971,-945,4.4,1.3,20.9,0,0,0,0.5,0,0.1,8.2,0.2,1.5,0.6,0,19.2,0,0,0,0,28.1,0,1,1,10.8,2.8,1.7,1.6,0.1,0.9,0,0,0,0,0,0.3,0,0,4.5,23.6
M25,GIK12345-5,15.48,-17.36,17/11/1971,-945,4.5,0,20,0.1,0,0,0.5,0,0.8,16.6,0,2.3,0,0,17.7,0,0,0,0.2,21.4,0,1.5,1.5,7.1,5.8,1.3,2.1,0.4,1.1,0.4,0,0,0,0,0.7,0,0,1.3,20.1
M25,GIK12345-5,15.48,-17.36,17/11/1971,-945,4.6,0.8,22.8,0,0,0,0.2,0,0.2,16.3,0.6,3,0.6,0,21.5,0,0,0,0,18.1,0,2,2,4.9,4.2,0.9,1.4,0.6,1.4,0,0,0,0,0,0.5,0,0,2.4,15.7
M25,GIK12345-5,15.48,-17.36,17/11/1971,-945,4.7,1.5,30.2,0.5,0,0,0.1,0,0.1,18,0,2,0,0,19.2,0,0,0,0,11.9,0,0.9,0.9,4,4.5,0.6,2.2,0.2,2.9,0.1,0,0,0,0.6,0.4,0,0.6,0,11.9
M25,GIK12347-2,15.825,-17.8617,17/11/1971,-2576,2.9,4.6,16.9,0,0,0.1,1.7,0,0.4,8.1,4.5,7.3,0.4,0,5.9,0,0,0,0.3,27.2,0,3.1,3.1,5.3,5,2.2,2.6,0.8,0.1,0.6,0,0,0,0,2.8,0,0,5.9,21.3
M25,GIK12347-2,15.825,-17.8617,17/11/1971,-2576,3,1.1,21.8,0,0,0,2.3,0,0.3,7.5,0.9,2.4,0.6,0,16.2,0,0,0,1,31.7,0,1.2,1.2,3.9,5.6,0.9,1.2,0.4,0.4,0,0,0,0.1,0,0.5,0,0,6,25.7
M25,GIK12347-2,15.825,-17.8617,17/11/1971,-2576,3.1,0.7,21.9,0,0,0,1.6,0,0,9.9,0.3,3.1,0.8,0,16.9,0,0,0,0.4,32.4,0,1.5,1.5,4.4,2.9,0.9,0.6,0.4,0,0.1,0,0,0,0,1,0,0,5,27.4
M25,GIK12379-1,23.135,-17.745,30/11/1971,-2066,1.38,0.9,29.1,0,0,0,0,0,0,12.4,0,2.7,0,0,22.6,0,0,0,0,24.5,0,2.1,2.1,0,1.1,0,0,0,0,0,0,0,2,0,1.7,0,0,0,24.5
M25,GIK12379-1,23.135,-17.745,30/11/1971,-2066,1.48,1,31.9,0,0,0,0,0,0,14.2,0,2.9,0,0,15,0,0,0,0,24.7,0,2.5,2.5,0.3,2,0,0.4,0.1,0.3,0,0,0,1.7,0,2.3,0,0,0,24.7
M25,GIK12379-1,23.135,-17.745,30/11/1971,-2066,1.57,1.2,39,0,0,0,0.1,0.2,0.1,7.7,0,4.1,0,0,12.7,0,0,0,0,27.4,0,3.6,3.6,0.1,0.5,0,0.2,0.1,0,0.1,0,0,1.2,0,0.9,0,0,0,27.4
M25,GIK12392-1,25.1717,-16.845,03/12/1971,-2575,1.02,0.6,30.1,0,0,0,0,0,0,10.8,0,2.7,0,0,4.2,0,0,0.1,0,40.9,0,0,5.4,0,1.1,0.1,0,0,0.9,0,0,0,0.8,0,0,0,0,0,40.9
M25,GIK12392-1,25.1717,-16.845,03/12/1971,-2575,1.12,0.7,36.9,0,0,0,0,0,0,10.8,0,2.2,0,0,4.3,0,0,0,0,37.6,0,0,4.7,0,0.7,0,0,0,0.7,0,0,0,0.3,0,0,0,0,0,37.6
M25,GIK12392-1,25.1717,-16.845,03/12/1971,-2575,1.23,1,34.7,0,0,0,0,0,0,14.5,0,2.5,0.1,0,4,0,0,0,0,35.2,0,0,3.7,0,1.7,0.2,0.1,0,0.7,0.1,0,0,0.5,0,0,0,0,0,35.2
M25,GIK12392-1,25.1717,-16.845,03/12/1971,-2575,1.32,0.2,46.5,0,0,0,0,0,0.1,10.5,0,0.5,0,0,4.6,0,0,0,0,30.2,0,3.2,3.2,0,1.8,0,0.2,0.1,0.8,0,0,0,0.2,0,0.2,0,0,0,30.2
M25,GIK12392-1,25.1717,-16.845,03/12/1971,-2575,1.43,0.4,37.8,0,0,0,0,0,0,12.2,0,2,0,0,7.1,0,0,0,0,33.9,0,3.5,3.5,0,1.4,0.2,0,0,0.3,0.1,0,0,0.1,0,0.1,0,0,0,33.9
M35/1,M35003-4,12.09,-61.2433,19/04/1996,-1299,3,15.4,6.7,0,0,0.7,2.1,0,0.8,1.5,0.8,10.3,0,0,0.4,0,0,0,0,0,0,0,0,7,24.8,9.3,10.5,2.1,2.5,0,0,2.6,2.6,0,0.6,0,0,0,0
M35/1,M35003-4,12.09,-61.2433,19/04/1996,-1299,3.05,8.8,10.5,0.7,0,1.1,2.4,0,0,2.4,1.8,10,0,0,0.3,0,0,0,2.8,0.7,0,0,0,6.9,26.4,4.2,11.5,4,1.8,0.6,0.2,2.9,3.1,0,0.1,0,0,0.2,0.6
M35/1,M35003-4,12.09,-61.2433,19/04/1996,-1299,3.1,7.7,11.2,0.3,0,0.5,1.8,0,0,3.6,0.5,19.5,0.5,0,0.5,1.6,0,0,0.5,0,0,0,0,11.1,27.2,0.5,7,3,2.1,0,0,0.8,0.8,0,0,0,1.6,0,0
M35/1,M35003-4,12.09,-61.2433,19/04/1996,-1299,3.15,3.6,7.9,1.4,0,1.3,2.2,0,0,4.5,2.6,10.3,0,0,0,0,0,0,2.1,0.4,0,0,0,10,30.7,4.4,9.4,4.8,0.8,0.8,0,1.8,1.8,0,0.5,0,0,0,0.4
M35/1,M35003-4,12.09,-61.2433,19/04/1996,-1299,3.2,6.1,9.4,2.7,0,1.1,2.6,0,0.1,3.6,1.4,15.4,0.2,0,0.5,0,0,0,3.6,0.3,0,0,0,14.4,19.5,2.7,5.9,4.2,2.3,0.5,0.1,1.6,1.7,0,0.1,0,0,0.1,0.2
M35/1,M35003-4,12.09,-61.2433,19/04/1996,-1299,3.3,5.4,9.8,2.5,0,1.1,4.9,0,0.3,5.8,0.9,5.8,0,0,0,0,0,0,2.2,0.8,0,0,0,15.8,25,2.4,6.8,4.5,2.2,1.8,0,1.8,1.8,0,0,0,0,0.5,0.3
M35/1,M35003-4,12.09,-61.2433,19/04/1996,-1299,3.4,6.2,6.8,0.6,0,0.6,4,0,0,5.3,1.5,7.1,0,0,0.6,0,0.3,0,4.3,2.5,0,0,0.3,13.9,24.5,3.1,11.8,4.3,0.3,0,0,1.2,1.2,0,0.6,0,0,1.9,0.6
