Campaign,Event,Latitude,Longitude,Date/Time,Elevation [m],Depth [m],G. aequilateralis [%],G. bulloides [%],D. grahami [%],G. cavernula [%],G. conglobatus [%],G. crassaformis [%],S. dehiscens [%],G. digitata [%],N. dutertrei [%],G. falconensis [%],G. glutinata [%],G. hirsuta [%],T. humilis [%],G. inflata [%],G. menardii [%],C. nitida [%],P. obliquiloculata [%],N. pachyderma s [%],P/D int [%],G. quinqueloba s [%],G. quinqueloba d [%],G. quinqueloba [%],G. ruber p [%],G. ruber w [%],G. rubescens [%],G. trilobus tril [%],G. trilobus sac [%],G. scitula [%],G. tenellus [%],G. truncatulinoides s [%],G. truncatulinoides d [%],G. truncatulinoides [%],G. tumida [%],O. universa [%],G. uvula [%],G. mentum [%],P/D int [%],N. pachyderma d [%]
V16,V16-20,17.933,-50.35,08/11/1959,-4539,0.36,3.7,1.1,0,0,1.4,1.1,0,0.2,2.8,0.2,4.8,0,0,0,0.2,0,0,0,0,0,0,0,2.5,61.9,0,11.3,4.6,0.2,0.5,0.9,1.8,2.6,0,0.5,0,0.2,0,0
V16,V16-20,17.933,-50.35,08/11/1959,-4539,0.38,1.5,4.8,0.2,0,1.8,0.3,0,0.2,1.7,0,11,0,0,0,0,0,0,0,0.2,0,0,0,4.5,60.1,0,6.2,3,0.3,1.3,0.3,2.2,2.5,0,0.2,0.2,0,0,0.2
V16,V16-20,17.933,-50.35,08/11/1959,-4539,0.44,1.8,2.4,0,0,1.5,0.3,0,0.6,2.4,0.6,11.6,0,0,0.3,0,0,0,0,0,0,0,0,5.4,56.1,0,7.5,3,0,1.8,0,3.6,3.6,0,0.3,0,0,0,0
V16,V16-20,17.933,-50.35,08/11/1959,-4539,0.49,2.2,1.5,0,0,3.5,0.2,0,0.4,1.8,0,8,0.4,0,0,0.4,0,0,0,0,0,0,0,2.7,56.6,0,12.4,5.1,0.2,0.4,0,4,4,0,0,0,0.4,0,0
V16,V16-205,15.4,-43.4,18/07/1960,-4043,0.19,3.2,0.8,0.8,0,2.3,1.3,0,1.3,0,0.6,0,0,0,0.2,0,0,1.7,0.2,2.3,0,0,0,3.4,50.6,0,13.8,7.4,0.2,1.7,3.8,3,6.8,0.4,0.8,0,0,0,2.3
V17,V17-165,32.75,-41.9,29/07/1961,-3924,0.35,2.4,14.7,2.8,0,0.7,0.5,0,0.1,2.7,2.1,9.4,1.3,0.7,21.3,0,0,0,0,5.6,0,0,0,0.3,20.9,0.3,0.9,0.3,8.2,1.2,1.2,1.7,2.9,0,0.8,0,0,0.3,5.3
V17,V17-165,32.75,-41.9,29/07/1961,-3924,0.45,2.8,15.3,1.9,0,0.5,0.4,0,0.3,2.7,1.1,7.9,0.4,0.4,25.2,0,0,0,0,7.9,0,0,0,1,19.8,0,0.6,0.3,7.3,0.2,0.9,2.4,3.2,0.1,0.4,0,0.1,0.9,7
V17,V17-165,32.75,-41.9,29/07/1961,-3924,0.54,1.8,14.7,2.3,0,0.9,0.7,0,0,4.7,2.9,7.4,0.2,0.2,21.4,0,0,0,0,11.3,0,0,0,0.2,26.2,0,1.1,0.2,0.9,0,0,1.6,1.6,0,0.7,0,0,2.3,9
V17,V17-165,32.75,-41.9,29/07/1961,-3924,0.58,1,20,1.6,0,0.2,0.6,0,0.4,2.4,3.3,6.9,0.4,0.2,18.3,0,0,0,0,13,0,0,0,1,22.6,0,1.2,0.2,4.5,0,0.6,1,1.6,0,0.4,0,0,0.4,12.6
V18,V18-357,15.033,-80.23,30/10/1962,-1818,0.51,7.3,2.1,1.9,0,0.6,1.2,0,0.4,4,0,10,0.4,0,2.2,0.2,0.2,0.2,0,0.2,0,0,0,11,34.6,0,6.9,3,0.3,0.9,0.8,3.9,4.6,0,6,0,0.2,0.2,0
V18,V18-357,15.033,-80.23,30/10/1962,-1818,0.54,9.3,3.5,0.6,0,0.3,0.6,0,0.3,4.8,0.3,12.2,0,0,0.3,1,0.3,0.3,0,0.6,0,0,0,6.7,34.3,0,9.9,1.6,0.3,0.1,0.6,3.2,3.8,0,7,0,1,0.6,0
V18,V18-357,15.033,-80.23,30/10/1962,-1818,0.61,4.7,1.2,1.4,0,1.4,1.2,0,0.6,2.3,0,13.2,0.1,0,0.4,0.3,0,0.3,0,0.4,0,0,0,9.6,47.6,0,5.5,2.3,0.3,2.3,0,2.5,2.5,0,1.8,0,0.3,0.1,0.3
V18,V18-357,15.033,-80.23,30/10/1962,-1818,0.65,3.7,1.5,1.9,0,1.3,0.9,0,0.4,4.7,0,13.1,0,0,1.1,0.6,0,0,0,0,0,0,0,7.7,44.6,0,7.2,3,0.9,1.8,0.3,2.4,2.7,0,1.8,0,0.6,0,0
V18,V18-357,15.033,-80.23,30/10/1962,-1818,0.71,4.5,0.8,0,0,1.1,1.1,0,0.3,5.6,0,9.8,0,0,2,0,0.3,0,0,0.3,0,0.3,0.3,7,50.3,0,5.3,1.7,0.3,1.4,0.3,2.2,2.5,0,2.8,0,0,0,0.3
V18,V18-357,15.033,-80.23,30/10/1962,-1818,0.79,4.3,2,0.9,0,0.5,0.8,0,0.3,7.2,0.4,14.5,0.3,0.1,1.8,0,0.1,0.1,0,0.9,0,0,0,6.9,41.5,0,5.8,2,0.7,0.3,0.5,2.8,3.4,0.1,2.6,0,0.1,0.7,0.3
V22,V22-174,-10.07,-12.82,13/05/1966,-2630,0.53,3.5,9.5,1.5,0,1.4,3.5,0,0.6,8.8,0.4,11.7,0,0.1,7.2,0,0.3,0,0.4,4.8,0.3,0.4,0.6,4.8,16.8,3.5,3.9,3.9,2.2,1.6,0,7.2,7.2,0,1.4,0,0,0.4,4.4
V22,V22-174,-10.07,-12.82,13/05/1966,-2630,0.55,4.6,1.1,0.6,0,0,2,0,0.3,6.9,8.3,6.9,0,0,7.2,0,0.6,0,0,9.5,0,0,0,5.2,15.5,8,4.9,4.9,1.4,1.7,0.3,8,8.3,0,1.1,0,0,9.2,0.3
V22,V22-174,-10.07,-12.82,13/05/1966,-2630,0.57,4.2,3.6,1.1,0,0,1.9,0,0.6,9.2,4.7,7.5,0,0.3,7.8,0,0,0.3,0,5.6,0,0,0,4.2,22.6,6.1,4.2,5.3,1.7,1.7,0.3,4.7,5,0,0.8,0,0,5,0.6
V22,V22-174,-10.07,-12.82,13/05/1966,-2630,0.6,4.8,4,1.1,0,0,3.1,0,0.3,11,5.9,7.6,0,0,9.3,0.3,0.6,0,0,6.8,0,0,0,4,19.3,3.4,5.7,4.5,1.7,0.8,0.3,4.2,4.5,0,0.8,0,0.3,5.9,0.8
V22,V22-174,-10.07,-12.82,13/05/1966,-2630,0.6,4.3,10.7,2.1,0,2.5,2.1,0,0.8,8.7,2.5,8.9,0,0.2,7,0.2,0,0,0.2,6.6,0,0,0,4.6,18,2.7,5.4,3.3,1.2,1.6,0.2,4.3,4.6,0.2,0.8,0,0.4,0.6,6
V22,V22-174,-10.07,-12.82,13/05/1966,-2630,0.64,4.7,0.7,2.2,0,0,3.7,0,0.5,7.2,8.7,9.9,0,0.2,5.2,0,0.2,0,0,8.2,0,0,0,4.7,15.1,6.2,6.9,5.4,2,1.7,0.5,3.7,4.2,0.2,1,0,0.2,7.9,0.2
V22,V22-197,14.167,-18.58,22/05/1966,-3167,1.11,0.3,7.6,0.4,0,0.1,0.6,0,0.3,2.8,0.7,3,0,0,16,0,0,0,0.1,56.9,0,0.1,0.1,3.3,3.2,0,1.5,0.6,0.2,0.3,0,0.1,0.1,0,1.8,0,0,2.3,54.6
V22,V22-197,14.167,-18.58,22/05/1966,-3167,1.14,0.3,12.2,0,0,0,0,0,0,2,0.3,3.1,0,0,19,0,0,0,0.7,53.4,0,0,0,2,3.4,0,1.4,0.7,0.3,0,0,0,0,0,0.3,0,0,2,51.4
V22,V22-197,14.167,-18.58,22/05/1966,-3167,1.19,0.5,16.1,0.5,0,0.1,0.9,0,0.1,4.7,0.9,3.2,0,0,17.8,0.2,0,0,0.6,39.8,0,0.2,0.2,4.8,4.1,0,2.9,0.9,0.3,0.4,0,0,0,0,0.4,0,0.2,1.3,38.5
V22,V22-197,14.167,-18.58,22/05/1966,-3167,1.24,0.7,9.1,0.1,0,0,0.4,0,0.4,7.4,0.1,2,0,0,20.3,0.1,0,0,0.6,43.8,0.1,0.2,0.3,6.8,3.4,0,1.8,0.4,0.4,0.4,0,0,0,0,0.7,0,0.1,0.9,42.9
V22,V22-197,14.167,-18.58,22/05/1966,-3167,1.31,0,14.8,0,0,0,1.4,0,0,8.2,0.3,3.3,0,0,18.6,0,0,0,0.8,40.2,0.3,0.3,0.5,3.3,4.1,0,1.4,0.6,0,0,0,0,0,0,2.7,0,0,0.8,39.3
V23,V23-100,21.3,-22.68,09/11/1966,-4579,0.38,3.8,9.7,0.3,0,0,46.7,0,0,0,1.8,0,0,0.5,0.3,0,0,13.8,5.1,2,0,0,0.3,0,7.4,0,2,1.3,0,0.5,1.5,0,1.5,0,3.1,0,0,0,2
V23,V23-100,21.3,-22.68,09/11/1966,-4579,0.42,4.9,9.4,0.3,0,0,38.9,0,0,0,1,0,0,0.3,0.7,0,0,13.5,3.1,10.8,0,0,0.7,1,5.6,0,3.1,1.7,1,0.7,0.7,0.3,1,1,1,0,0,0,10.8
V23,V23-81,54.25,-16.83,18/10/1966,-2393,2.35,0,1.8,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,87.5,3.3,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
V23,V23-81,54.25,-16.83,18/10/1966,-2393,2.45,0,6.2,0,0,0,0,0,0,0,0,0.7,0,0,0.7,0,0,0,77.5,0,0,4.3,4.3,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,8.3
V23,V23-81,54.25,-16.83,18/10/1966,-2393,2.55,0,3.1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,84,0,0,6.6,6.6,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,1.4
V23,V23-81,54.25,-16.83,18/10/1966,-2393,2.65,0,3.9,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,82.3,0,0,7.2,7.2,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,2.1
V23,V23-81,54.25,-16.83,18/10/1966,-2393,2.75,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.6,0,0,2.8,2.8,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,1.8
V23,V23-81,54.25,-16.83,18/10/1966,-2393,2.85,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.3,0,0,10.1,10.1,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,2
V23,V23-81,54.25,-16.83,18/10/1966,-2393,2.95,0,3.5,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,0,88.5,0,0,4,4,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,2
V25,V25-56,-3.55,-35.23,24/02/1968,-3512,0.6,2.2,0,4.3,0,0.5,1.9,0,0,6.5,0,3.1,0.5,0,0,0,0,0.2,0,0.7,0,0,0,5.6,50.2,0,17.9,4.8,0,0.2,0,1,1,0,0.2,0,0,0.7,0
V25,V25-56,-3.55,-35.23,24/02/1968,-3512,0.6,0,0.8,1.4,0,0,0,0,0,0.2,0.2,17.6,0.2,0,0,32.4,6.3,0,0,0.6,0,0,0.2,0,0,0,3.7,0,0,0,0,0,0,35.9,0,0,68.2,0.6,0
V25,V25-56,-3.55,-35.23,24/02/1968,-3512,0.65,0.3,1.7,5,0,0,0,0,0,0,0,17.4,0.6,0,0,27,8.3,0,0,1.7,0,0,0,0,0,0.6,7.2,0,0,0,0,0,0,28.9,0,0,55.9,1.7,0
V25,V25-56,-3.55,-35.23,24/02/1968,-3512,0.7,2.8,0.3,0.3,0,0.8,0.3,0,0,4.9,0,14.2,0,0,1.8,0,0,0,0,0,0,0,0,1.5,38.4,1.3,20.1,6.2,0,1.5,0.3,5.2,5.4,0,0.3,0,0,0,0
V25,V25-56,-3.55,-35.23,24/02/1968,-3512,0.7,0,0.8,2.5,0,0,0,0,0,0,0.6,15.1,0.2,0.2,0,29.5,8.2,0,0,1.3,0,0,0,0,0,0.2,5.4,0,0.4,0.2,0,0,0,33.5,0,0,63,1.3,0
V25,V25-56,-3.55,-35.23,24/02/1968,-3512,0.76,0,2.1,4.5,0,0,0,0,0,0,0.7,16.5,0.5,0,0,28.9,5.6,0,0,1.2,0,0,0,0,0,0.5,3.8,0,0.2,0,0,0,0,31.1,0.2,0,60,1.2,0
V25,V25-56,-3.55,-35.23,24/02/1968,-3512,0.8,1.2,0,1,0,0.2,0.2,0,0,5.9,0.6,30.1,0,0.2,1.8,0.6,0.2,0,0,0,0,0,0,2.6,24.4,11.2,7.9,4.3,1,1.6,0.4,3.9,4.3,0,0.4,0,0,0,0
V25,V25-56,-3.55,-35.23,24/02/1968,-3512,0.8,0.2,2.3,4.2,0,0,0,0,0,0.2,0.8,13.4,0.2,0.8,0,28.3,6.3,0,0,1.7,0,0,0.2,0,0,0.6,5.7,0,0.4,0,0,0,0,32.7,0,0,61,1.7,0
V25,V25-59,1.367,-33.48,26/02/1968,-3824,0.45,2.7,3.3,1.7,0,0.3,4.3,0,0,12.6,0.7,7.6,0,0,1,0.3,0,0,0,6,0,0,0,7.6,24.6,0.3,10.3,8.3,0,0.3,0.3,7.3,7.6,0.3,0,0,0.7,4.7,1.3
V25,V25-59,1.367,-33.48,26/02/1968,-3824,0.47,1.6,2.1,1.6,0,0.3,4.8,0,0.8,15.2,0.5,10.2,0,0,0,0,0,0.5,0,3.5,0,0,0,6.1,21.7,0,13.6,9.9,0.3,0,0,7.2,7.2,0,0,0,0,2.1,1.3
V25,V25-59,1.367,-33.48,26/02/1968,-3824,0.5,0.3,3.6,1.3,0,0.3,2.6,0,0.3,20.5,1.3,8.5,0,0,0,0,0.7,0,0,6.8,0,0,0,6.2,23.1,0,6.2,5.2,0,0,0.3,12.1,12.4,0,0.3,0,0,5.5,1.3
V25,V25-59,1.367,-33.48,26/02/1968,-3824,0.52,1.4,4,0.9,0,0.3,1.7,0,0,14.9,0.9,12,0,0,2.6,0,0,0.3,0,4.3,0,0,0.3,9.4,23.7,0.3,6.9,5.1,0,0,0.6,10.6,11.1,0,0,0,0,4.3,0
V25,V25-59,1.367,-33.48,26/02/1968,-3824,0.55,0.9,2.5,0.9,0,0.9,3.8,0,0.3,20.4,0.6,12.5,0,0,1.3,0,0,0.3,0,4.7,0,0,0,8.8,21,0.3,5.6,6.9,0,0.6,0.3,6.9,7.2,0,0.3,0,0,4.7,0
V25,V25-59,1.367,-33.48,26/02/1968,-3824,0.57,0.3,3.3,1,0,0,3.7,0,0.3,18.9,0,13.3,0,0,1.7,0,0,0.3,0.3,4.7,0,0,0,11,19.3,0.3,7.6,7.6,0,0.7,0,5.6,5.6,0,0,0,0,3,1.7
V26,V26-124,16.133,-74.45,13/03/1969,-3005,0.64,3.5,4.5,2.2,0,0.6,1.6,0,0,4.9,0,9.8,0.2,0.4,7.5,0,0,0.2,0,0.2,0,0,0,10,40.1,0,6.5,1.6,0.8,1.6,0.4,0.8,1.2,0,1.2,0,0,0.2,0
V26,V26-124,16.133,-74.45,13/03/1969,-3005,0.71,4.6,4.4,2.9,0,0.5,1.5,0,0,4.1,0.2,12.4,0.5,0,3.4,0.7,0.2,0,0,0.5,0.5,0,0.5,8,39.1,0,5.6,3.6,0.7,1.5,0,0.5,0.5,0,3.6,0,0.7,0.2,0.2
V26,V26-124,16.133,-74.45,13/03/1969,-3005,0.74,3.9,3.2,1.2,0,0.4,1.1,0,0.1,4.6,0,11.7,0,0.1,5.1,0,0,0,0,0.4,0,0,0,12.9,38.6,1.6,6.2,1.9,0.4,1.8,0,2.3,2.3,0,1.6,0,0,0.4,0
V27,V27-60,72.183,8.583,05/08/1969,-2525,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.4
V27,V27-60,72.183,8.583,05/08/1969,-2525,2,0,0.3,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,95.6,3.1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6
V27,V27-60,72.183,8.583,05/08/1969,-2525,2.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,96.6,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.5
V27,V27-60,72.183,8.583,05/08/1969,-2525,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.3
V27,V27-60,72.183,8.583,05/08/1969,-2525,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4,2.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.1
V27,V27-86,66.6,1.117,05/09/1969,-2900,0.6,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,96.1,3.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.6
V27,V27-86,66.6,1.117,05/09/1969,-2900,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.1,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.8
V28,V28-127,11.65,-80.13,05/01/1971,-3237,0.6,9.7,0.6,0.3,0,1.9,1.7,0.3,0,4.2,0.6,8.6,0,0,0.6,0,0,0,0,0,0,0,0,10.6,42.8,0.3,4.4,0.6,0,2.2,0.3,6.7,6.9,0.3,3.6,0,0,0,0
V28,V28-14,64.783,-29.57,19/07/1970,-1855,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2,2.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.1
V28,V28-14,64.783,-29.57,19/07/1970,-1855,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.7,3.7,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1.6
V28,V28-14,64.783,-29.57,19/07/1970,-1855,1.7,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,97,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.7
V28,V28-56,68.033,-6.117,13/09/1970,-2941,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.5
V28,V28-56,68.033,-6.117,13/09/1970,-2941,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
V28,V28-56,68.033,-6.117,13/09/1970,-2941,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,1
V29,V29-179,44.017,-24.53,23/07/1972,-3331,0.87,0,17.8,0,0,0,0,0,0,0.1,0,5.9,0,0,8.7,0,0,0,40.5,18.4,1.5,1.7,3.2,0,1.5,0,0,0,3.2,0,0,0.2,0.2,0,0.3,0,0,0,18.4
V30,V30-40,-0.2,-23.15,15/02/1973,-3706,0.45,1.4,3.6,3.3,0,0,3.3,0,0,7.4,0.8,14,0,0,1.7,0.8,0.3,2.2,0.3,18.7,0,0,0.3,3.6,20.1,0,8,3.9,0,0.3,0,3.6,3.6,0.3,0.3,0,1.1,2.8,16
V30,V30-40,-0.2,-23.15,15/02/1973,-3706,0.48,0.8,4,1.6,0,0.3,2.7,0,0,14.3,1.3,8,0,0.3,5.3,0.3,0.3,1.9,0,14.6,0,0,1.1,4.2,16.2,0,10.6,4,0.5,0.3,0,6.1,6.1,0.3,0.3,0,0.5,1.1,13.5
V30,V30-40,-0.2,-23.15,15/02/1973,-3706,0.51,1.1,4.5,0.9,0,0.3,2.3,0,0.3,15.3,0.6,9.1,0,0,4.3,0,0,0.3,0,21.9,0,0,0.6,2.3,12.5,0,6.3,7.7,0.3,0,0,8.5,8.5,0,0.9,0,0,3.1,18.8
V30,V30-40,-0.2,-23.15,15/02/1973,-3706,0.54,0.2,5.9,0.7,0,0.2,3,0,0,17.8,0.7,12.1,0,0.2,6.7,0,0,0.2,0.5,19,0,0,1,2.7,15.3,0,3.5,2.5,0.5,0.5,0,5.7,5.7,0,0.2,0,0,3,16
V30,V30-40,-0.2,-23.15,15/02/1973,-3706,0.57,0.8,6,0.8,0,0.5,3.9,0,0.3,19.4,0,7.1,0,0,6.5,0,0,0,0.5,13.6,0,0,0.8,2.6,9.4,0,8.4,6,0.3,0.5,0.3,11.3,11.5,0,1,0,0,2.6,11
V30,V30-49,18.433,-21.08,05/03/1973,-3093,0.6,0.8,26.4,2.5,0,0,2.5,0,0,13.6,2.2,4.2,0,0,7.8,0,0,0,0.3,26.1,0,0,0.3,2.5,2.8,0,1.1,1.4,0,0.3,0,1.4,1.4,0,2.8,0,0,16.9,9.2
V30,V30-49,18.433,-21.08,05/03/1973,-3093,0.64,1.8,25.1,2.9,0,0,2.1,0,0.6,18.9,1.8,5,0,0,7.1,0,0,0,0.6,24.2,0,0,0.6,2.1,2.9,0,0,0.6,0,0.6,0,0.9,0.9,0,1.8,0,0,15,9.1
V30,V30-49,18.433,-21.08,05/03/1973,-3093,0.68,1.1,18.6,2.2,0,0,3.6,0,0,27.8,2.2,1.9,0,0,11.4,0.3,0,0,0,16.1,0,0,0.8,1.9,4.2,0,0.6,0.6,0.3,0.8,0,0.6,0.6,0,2.8,0,0.3,8.6,7.5
V30,V30-49,18.433,-21.08,05/03/1973,-3093,0.72,1.2,23.2,1.8,0,0.3,2.9,0,0,25.6,0.6,2.6,0,0,13.2,0,0,0,0,14.7,0,0,0.6,1.5,5.6,0,1.2,0.6,0,1.2,0,0.3,0.3,0,2.6,0,0,8.8,5.9
VA-10/3,GIK13289-3,18.0732,-18.0092,06/08/1975,-2490,1,1.3,36.3,0.2,0,0,0.1,0,0,19.5,0.4,2.8,0,0,11,0.7,0,0,0.5,17.3,0,3.5,3.5,1.1,2.7,0.2,1.5,0.3,0,0,0,0,0,0,0.7,0,0.7,0.5,16.8
VA-10/3,GIK13289-3,18.0732,-18.0092,06/08/1975,-2490,1.1,0,36.5,0,0,0,0.1,0,0,18.1,0,2.4,0,0,10.1,0,0,0,0.9,25.5,0,2,2,0.7,1.2,0.2,0.3,0,1.1,0.2,0,0,0,0,0.6,0,0,1.5,24
VA-10/3,GIK13289-3,18.0732,-18.0092,06/08/1975,-2490,1.2,2.3,37.9,0,0,0,0,0,0.1,12.8,0.3,2.4,0,0,12.1,0,0,0,0.9,21.1,0,1.7,1.7,0.9,4.8,0,0.6,0,0.9,0,0,0,0,0,0.6,0,0,0.6,20.6
VA-10/3,GIK13291-1,18.1175,-18.075,06/08/1975,-2696,1,0.5,36.3,0,0,0,0.3,0,0,15.1,0.2,0,0,0,10.9,0,0,0,0,27.4,0,0,1.4,0,1.4,0.9,0.1,0.9,0,0,0,0,0,0,0,0,0,1.8,25.6
VA-10/3,GIK13291-1,18.1175,-18.075,06/08/1975,-2696,1.1,0,37,0.2,0,0,0.3,0,0,16.8,0.8,1.5,0,0,10.2,0,0,0,0,25.2,0,0,3.1,0,1,0,0.3,0,0.8,0,0,0,0,0,0,0,0,1.9,23.3
VA-10/3,GIK13291-1,18.1175,-18.075,06/08/1975,-2696,1.2,0.6,30.1,0.3,0,0,0.4,0,0,12.3,0,2.3,0,0,15.3,0,0,0,2.8,27.9,0,0,0.5,0,3,0,1,0.1,0,0,0,0,0,0,0,0,0,1.6,26.3
VA-10/3,GIK13291-1,18.1175,-18.075,06/08/1975,-2696,1.3,0,46.8,0,0,0,0.1,0,0,7.8,0.4,1.3,0,0,10.6,0,0,0,1,22.4,0,0,0.9,0,5.1,0,1,0.1,0,0,0,0,0,0,0,0,0,0.9,21.5
VA-10/3,GIK13291-1,18.1175,-18.075,06/08/1975,-2696,1.38,0.6,38.9,0.9,0,0,0.1,0,0,14.1,0.6,4.6,0,0,12.9,0,0,0,0,15.2,0,0,1.1,1.4,4.2,0.6,0.4,0,0,0,0,0,0,0,0,0,0,2.3,12.9
VA-10/3,GIK13291-1,18.1175,-18.075,06/08/1975,-2696,1.44,0.7,47.3,0.3,0,0.1,0.7,0,0.2,14.4,0.2,2.5,0,0,13.3,0,0,0,0,10.7,0,0,1.8,1,2.3,0.5,1.4,0.1,0.5,0,0,0,0,0,0,0,0,0,10.7
VA-10/3,GIK13291-1,18.1175,-18.075,06/08/1975,-2696,1.5,0.5,47.2,0.1,0,0.1,0.7,0,0.2,17.2,0.2,1.7,0,0,17.6,0,0,0,0,11.2,0,0,0.8,0.3,0,0.8,0.4,0,0.2,0,0,0,0,0,0,0,0,0,11.2
VA-10/3,GIK13291-1,18.1175,-18.075,06/08/1975,-2696,1.6,0,45.6,0,0,0,0.8,0,0,16,0,3.6,0,0,15.8,0,0,0,0,10.5,0,0,0,1.7,1.9,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0.6,9.9
,HU87-033-008,62.6485,-53.8845,,-2424,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.6,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
,HU87-033-008,62.6485,-53.8845,,-2424,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
,HU87-033-008,62.6485,-53.8845,,-2424,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
,HU87-033-008,62.6485,-53.8845,,-2424,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
HUD90/13,HU90-13-013,58.2098,-48.3733,,-3380,4.78,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
,HU91-045-090,50.3898,-45.26,,-3448,3,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,96.6,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,HU91-045-090,50.3898,-45.26,,-3448,3.1,0,4.5,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,90.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,HU91-045-090,50.3898,-45.26,,-3448,3.19,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
,HU91-045-090,50.3898,-45.26,,-3448,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.8,1.5,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
,KN708-1,50,-23.75,,-4053,1,0,1.6,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,94.8,1.6,0,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
,NA87-22,55.5,-14.5833,,-2161,3.7,0,3.6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,86.4,1.3,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
