,bn,bs,sn,ss,sst,po4,prey,fe,lat,upwelling,stratification
37,0.5790536,0.26882035,0.09519657,0.056929577,-1.1628448,1.1812072e-06,0.25070846,3.1049557e-10,66.44353539051718,0,2.150236e-06
38,0.60444605,0.3214054,0.047811594,0.026336882,-0.7897651,1.3725064e-06,0.2829548,3.6742642e-10,66.44353539051718,0,6.900137e-07
39,0.62184596,0.3101997,0.04380564,0.024148652,-0.3447653,1.5081558e-06,0.27089265,4.0537426e-10,66.44353539051718,0,1.6853528e-07
40,0.6008713,0.30796733,0.058247242,0.03291422,0.028775185,1.6010595e-06,0.26748794,4.3029033e-10,66.44353539051718,1,4.1592716e-07
41,0.6541752,0.19845136,0.09472188,0.052651573,0.37908363,1.5738609e-06,0.18655404,4.183784e-10,66.44353539051718,1,2.0527e-07
42,0.64844036,0.19854113,0.0982125,0.054805957,0.3617114,1.5866061e-06,0.18458228,4.2042303e-10,66.44353539051718,1,-2.8411546e-07
43,0.63981456,0.19632901,0.104518704,0.05933774,0.30013892,1.608322e-06,0.18056904,4.2488224e-10,66.44353539051718,1,-1.07772394e-07
44,0.6393801,0.21176644,0.0962676,0.052585836,-0.19770549,1.6064741e-06,0.1893281,4.2169568e-10,66.44353539051718,1,-1.2725047e-06
45,0.6414803,0.22885095,0.085311644,0.044357102,-0.49186674,1.6135328e-06,0.20315015,4.2172757e-10,66.44353539051718,1,-1.0762249e-06
46,0.64128923,0.23018134,0.084809475,0.043719996,-0.5886383,1.6221056e-06,0.19962992,4.2385653e-10,66.44353539051718,1,-9.0627236e-07
47,0.61649907,0.32025704,0.041038025,0.02220591,-0.66107523,1.6640745e-06,0.27718416,4.381241e-10,66.44353539051718,1,-7.470548e-07
48,0.6167545,0.3202773,0.04085612,0.022112167,-0.6622329,1.666966e-06,0.2771734,4.3893053e-10,66.44353539051718,1,-7.133866e-07
49,0.6432123,0.23043229,0.08326736,0.043088075,-0.5759652,1.6096395e-06,0.19978113,4.1918194e-10,66.44353539051718,1,-5.6327536e-07
50,0.63822544,0.22632448,0.088508755,0.046941284,-0.49114916,1.5779844e-06,0.20543842,4.0828507e-10,66.44353539051718,1,-4.257065e-07
51,0.6235873,0.20855758,0.10833954,0.059515636,-0.2445643,1.5552384e-06,0.18475904,4.014974e-10,66.44353539051718,1,-3.6716335e-07
52,0.6157062,0.1965741,0.11913308,0.06858654,0.11558661,1.5345286e-06,0.17637359,3.970283e-10,66.44353539051718,1,-2.0428251e-07
53,0.6115908,0.18949631,0.12532115,0.073591694,0.41996258,1.5271584e-06,0.16735606,3.9601833e-10,66.44353539051718,1,2.514846e-07
54,0.6046158,0.19024119,0.13048244,0.074660644,0.2637745,1.518708e-06,0.16431895,3.9272008e-10,66.44353539051718,1,-1.2353571e-06
55,0.61229324,0.20303819,0.11819268,0.066475935,-0.2630535,1.4993406e-06,0.18985376,3.8605152e-10,66.44353539051718,0,-1.5727119e-06
56,0.60994023,0.32256287,0.04357908,0.023917817,-0.7903443,1.5711004e-06,0.28260523,4.0900167e-10,66.44353539051718,0,-1.1396786e-06
57,0.61276424,0.2801208,0.07018165,0.03693332,-1.1189651,1.555843e-06,0.24143624,4.0335932e-10,66.44353539051718,1,-8.3061246e-07
58,0.59046304,0.23911493,0.10988932,0.060532752,-1.3779086,1.469985e-06,0.2068563,3.76087e-10,66.44353539051718,1,-1.1106813e-06
59,0.5975209,0.25531173,0.093768194,0.053399168,-1.5693321,1.4328878e-06,0.23020503,3.6622777e-10,66.44353539051718,1,-6.885973e-07
60,0.59065634,0.24230152,0.10647748,0.060564674,-1.6995492,1.4089667e-06,0.22164163,3.6062733e-10,66.44353539051718,1,-4.141412e-07
61,0.5807906,0.23619129,0.11588194,0.06713629,-1.774587,1.4047824e-06,0.21272595,3.6198852e-10,66.44353539051718,1,-4.074017e-07
62,0.5908344,0.23032802,0.11313238,0.06570524,-1.7902737,1.3868967e-06,0.21793184,3.6066297e-10,66.44353539051718,1,-3.6563426e-07
63,0.5999049,0.23562467,0.104908645,0.059561823,-1.7678642,1.366033e-06,0.22407328,3.5820383e-10,66.44353539051718,1,-4.0261398e-07
64,0.6001716,0.23528361,0.10548747,0.05905724,-1.7719451,1.3701687e-06,0.2224813,3.6081235e-10,66.44353539051718,1,-7.05919e-07
65,0.62116796,0.26755804,0.07229294,0.038981047,-1.811998,1.3641778e-06,0.24681926,3.6127198e-10,66.44353539051718,1,-6.5713033e-07
66,0.6059063,0.28690344,0.06912373,0.03806645,-1.8228803,1.3467633e-06,0.25237292,3.5617884e-10,66.44353539051718,0,2.3628826e-07
67,0.6147521,0.28849933,0.06331054,0.03343801,-1.7039967,1.4284036e-06,0.2500165,3.7985015e-10,66.44353539051718,0,1.1005354e-06
68,0.62347066,0.26028705,0.07634998,0.039892368,-1.4043676,1.6012658e-06,0.20227347,4.2988937e-10,66.44353539051718,1,-2.1457288e-07
69,0.6151605,0.28086093,0.06814009,0.035838407,-1.2624578,1.6476357e-06,0.24048157,4.4464188e-10,66.44353539051718,1,-6.793035e-07
70,0.6358902,0.21777122,0.09511102,0.05122758,-0.81507844,1.5550843e-06,0.1964682,4.170286e-10,66.44353539051718,0,-2.0880102e-06
72,0.78266674,0.2017953,0.010662416,0.0048754797,4.071026,1.2390028e-06,0.2989269,3.4313882e-10,59.44156799225373,1,-3.842481e-07
73,0.7819422,0.20035273,0.011657645,0.006047383,4.414091,1.2037258e-06,0.2879051,3.3486058e-10,59.44156799225373,1,-2.6350885e-06
74,0.7689573,0.2112472,0.012997059,0.0067984764,5.0505495,1.1885434e-06,0.28103045,3.3312864e-10,59.44156799225373,1,-8.689991e-07
75,0.739357,0.2342367,0.017443763,0.008962607,5.760608,1.166187e-06,0.27335015,3.2969177e-10,59.44156799225373,1,-6.498724e-07
76,0.750401,0.2127938,0.023670636,0.013134579,6.508277,1.1438898e-06,0.2550087,3.2688977e-10,59.44156799225373,1,-2.7549504e-08
77,0.7680876,0.17631805,0.033971835,0.021622531,7.0428743,1.1454097e-06,0.23707941,3.3021885e-10,59.44156799225373,1,1.4143848e-07
78,0.77008635,0.1749046,0.033851545,0.021157535,6.9236975,1.1708507e-06,0.2340343,3.3695702e-10,59.44156799225373,1,6.750156e-09
79,0.78704363,0.16269988,0.032735817,0.0175207,6.5378356,1.1827783e-06,0.25679594,3.3712846e-10,59.44156799225373,1,-6.1291644e-08
80,0.77143294,0.18924087,0.026341854,0.012984495,5.757993,1.2258579e-06,0.25580195,3.438131e-10,59.44156799225373,1,-9.3755716e-08
81,0.7631761,0.20531866,0.021517957,0.009987286,5.316161,1.2486391e-06,0.26512617,3.466785e-10,59.44156799225373,1,9.896735e-08
82,0.7558252,0.21467231,0.020352028,0.009150459,5.0497894,1.2575e-06,0.27014494,3.4674125e-10,59.44156799225373,1,-2.9536125e-08
83,0.75302565,0.2175357,0.020336635,0.009102007,4.9319634,1.2658351e-06,0.27130985,3.477222e-10,59.44156799225373,1,1.4509396e-08
84,0.75110024,0.21877712,0.020782456,0.009340268,4.8620315,1.273443e-06,0.27144575,3.487614e-10,59.44156799225373,1,-6.280027e-08
85,0.7520509,0.21757342,0.020933708,0.009441975,4.931947,1.2700659e-06,0.27102694,3.4710634e-10,59.44156799225373,1,-1.2182636e-07
86,0.7597136,0.20921224,0.02129677,0.009777457,5.2447553,1.2519471e-06,0.26754624,3.4258912e-10,59.44156799225373,1,-1.0823646e-07
87,0.7691278,0.1932407,0.02533682,0.01229468,5.7198095,1.222888e-06,0.26902944,3.3594863e-10,59.44156799225373,1,-1.0172914e-07
88,0.784488,0.17418097,0.027319271,0.014011773,6.3265085,1.1901103e-06,0.2516684,3.2952535e-10,59.44156799225373,1,-4.0967507e-08
89,0.7966263,0.14850661,0.03493947,0.019927613,6.992288,1.158125e-06,0.23828954,3.248985e-10,59.44156799225373,1,-2.588812e-07
90,0.79512656,0.14085014,0.039958857,0.024064464,7.1922517,1.1289892e-06,0.22518045,3.1946876e-10,59.44156799225373,1,-9.850439e-07
