,bn,bs,sn,ss,sst,po4,prey,fe,lat,upwelling,stratification
37,0.5823064,0.26042697,0.09848579,0.058780838,-1.4242165,1.1853149e-06,0.24273728,3.0745928e-10,66.44353539051718,0,2.0242524e-06
38,0.6069183,0.28592375,0.06870009,0.03845792,-1.0672921,1.3560208e-06,0.25885832,3.5814207e-10,66.44353539051718,0,6.9669545e-07
39,0.6128969,0.3257401,0.039907284,0.021455696,-0.72002214,1.5453821e-06,0.28512898,4.1150447e-10,66.44353539051718,0,3.648761e-07
40,0.62292594,0.31614596,0.039676208,0.021251833,-0.4611038,1.6669143e-06,0.2747559,4.441139e-10,66.44353539051718,1,5.276206e-07
41,0.62219363,0.30426103,0.047855645,0.025689734,-0.21497968,1.7192093e-06,0.27313614,4.573801e-10,66.44353539051718,1,3.476066e-07
42,0.6136273,0.3073299,0.051104534,0.027938297,-0.2532725,1.7443467e-06,0.27225056,4.627349e-10,66.44353539051718,1,-1.9565027e-07
43,0.6173037,0.30576098,0.051531505,0.025403786,-0.27246124,1.7678128e-06,0.28722897,4.684105e-10,66.44353539051718,1,-8.302845e-08
44,0.6295066,0.31515166,0.03751889,0.017822867,-0.6276408,1.7729516e-06,0.2963898,4.6848464e-10,66.44353539051718,1,-1.4306414e-06
45,0.62133116,0.26934406,0.07198464,0.037340082,-0.8166129,1.7287701e-06,0.310878,4.5298748e-10,66.44353539051718,1,-1.1879572e-06
46,0.614723,0.33585554,0.03269506,0.016726406,-0.9071095,1.7225758e-06,0.28745005,4.5133458e-10,66.44353539051718,1,-9.637862e-07
47,0.63645804,0.24010555,0.08130409,0.042132348,-0.894934,1.6715956e-06,0.20770499,4.3442128e-10,66.44353539051718,1,-7.618033e-07
48,0.6351027,0.23842184,0.08319347,0.043282,-0.90072674,1.6508534e-06,0.20807095,4.2790835e-10,66.44353539051718,1,-6.930376e-07
49,0.6045046,0.27288964,0.079834886,0.042770896,-0.9235006,1.6340676e-06,0.31467548,4.2327772e-10,66.44353539051718,1,-4.791722e-07
50,0.6271702,0.22073318,0.099147655,0.05294886,-0.7331371,1.607113e-06,0.19844842,4.13695e-10,66.44353539051718,1,-2.1968617e-07
51,0.6248501,0.30740446,0.045182507,0.022562953,-0.5771399,1.6611982e-06,0.29122642,4.3174628e-10,66.44353539051718,1,-1.3991337e-07
52,0.6353551,0.2932185,0.047788024,0.023638379,-0.32253978,1.6683446e-06,0.2847747,4.334473e-10,66.44353539051718,1,5.874051e-08
53,0.5895221,0.29617187,0.07502981,0.039276153,-0.019048532,1.6549741e-06,0.15624167,4.2801157e-10,66.44353539051718,1,3.3505296e-07
54,0.6292015,0.284604,0.057237834,0.028956708,-0.15564014,1.6528105e-06,0.1751039,4.2639198e-10,66.44353539051718,1,-1.1757893e-06
55,0.61901677,0.30117115,0.053461734,0.026350329,-0.63828295,1.6470881e-06,0.17010398,4.240807e-10,66.44353539051718,0,-1.440764e-06
56,0.6184814,0.3169192,0.044148624,0.020450745,-1.0305468,1.6322261e-06,0.20347585,4.189375e-10,66.44353539051718,1,-1.026429e-06
57,0.59598935,0.27571863,0.08327031,0.04502174,-1.3489683,1.6042965e-06,0.2326782,4.09643e-10,66.44353539051718,1,-6.520156e-07
58,0.6104892,0.2608998,0.08419887,0.04441217,-1.5364552,1.5654277e-06,0.22704937,3.9805226e-10,66.44353539051718,1,-8.262073e-07
59,0.5952795,0.23702283,0.10791547,0.059782144,-1.6878265,1.5137962e-06,0.20996514,3.825804e-10,66.44353539051718,1,-4.1027272e-07
60,0.5950158,0.23935965,0.10647822,0.05914643,-1.7772881,1.5001476e-06,0.2168235,3.8066783e-10,66.44353539051718,1,-2.632127e-07
61,0.5793721,0.22800046,0.123070024,0.06955745,-1.8135347,1.4944371e-06,0.20006825,3.8250098e-10,66.44353539051718,1,-3.815658e-07
62,0.5915592,0.22285561,0.117437415,0.06814787,-1.8210813,1.4789838e-06,0.20585437,3.8286121e-10,66.44353539051718,1,-4.2385642e-07
63,0.60320675,0.23274921,0.10472629,0.059317823,-1.8013456,1.457969e-06,0.21897164,3.8118356e-10,66.44353539051718,1,-4.6243102e-07
64,0.6052532,0.22977832,0.10601769,0.0589507,-1.8076588,1.4453308e-06,0.21575329,3.7936873e-10,66.44353539051718,1,-7.58885e-07
65,0.6240533,0.26855966,0.07048348,0.036903523,-1.836769,1.4253843e-06,0.24579582,3.7656395e-10,66.44353539051718,1,-7.3407864e-07
