,dbn,dbs,dsn,dss,dsst,dsal,dpo4,dchl,dfe
4187,-2.189425e-11,3.5082076e-12,-1.4934585e-07,9.8465125e-12,1.2805595,-0.36835098,-2.312884e-09,-0.020118482,1.6471165e-12
4188,-1.6568568e-09,-3.857468e-08,-1.98787e-05,-1.76405e-11,-0.70118713,-0.30682755,-1.7335573e-09,-0.006136179,3.5673166e-12
4189,-4.2522292e-06,-0.00015648325,-0.0031378244,-1.2004621e-08,-2.7770042,-0.19032288,-3.7608388e-09,-0.00041992217,3.6094704e-12
4190,-0.0020936776,-0.011332939,-0.022494273,-4.851381e-10,-1.8940172,-0.18373871,-1.3784135e-08,-0.028190687,-2.904496e-12
4191,-0.01880705,-0.040747292,-0.041200757,-2.1030605e-10,-1.537076,-0.19784546,-2.7289708e-08,-0.0490549,-9.179078e-12
4192,-0.027110597,-0.05571853,-0.048394576,-1.5929197e-09,-1.4055891,-0.20903015,-2.8492288e-08,-0.053356595,-1.128413e-11
4193,-0.03000241,-0.05222726,-0.051238142,-1.4607023e-09,-1.6727839,-0.2722206,-2.1338963e-08,-0.043101087,-1.4237233e-11
4194,-0.034533992,-0.043762177,-0.040722124,-1.1713296e-07,-3.018674,-0.4255066,1.8670569e-08,0.031335697,-1.0636429e-10
4197,0.0019141356,0.008018933,0.010508405,-1.0602179e-08,-1.6250057,-0.35843658,2.8836062e-09,0.006865509,-1.591969e-11
4198,1.0655159e-10,9.801737e-11,-4.9190216e-06,-1.0982448e-10,-2.0514393,-0.270504,2.3041942e-09,0.015050404,-2.1734385e-11
4199,-0.0029926803,-0.00695229,-0.009134328,-2.7883047e-09,-2.157669,-0.21686554,6.982127e-09,0.023822762,-2.5136518e-11
4200,-0.04227263,-0.05876672,-0.038077593,-3.5413816e-08,-1.825944,-0.2552719,-1.3997525e-08,-0.0076378435,-3.9391178e-11
4201,-0.07483208,-0.101244345,-0.06794937,-3.0609743e-07,-1.546319,-0.29688644,-2.5300857e-08,-0.031793058,-4.6908227e-11
4202,-0.09624748,-0.12255331,-0.07935086,-9.0977073e-07,-1.2498732,-0.34298325,-3.3786712e-08,-0.052854404,-5.2264103e-11
4203,-0.034164824,-0.05611298,-0.034098074,-2.3943798e-08,-2.2799835,-0.37449265,-2.7802933e-09,0.01807858,-1.0284641e-10
4205,1.7610496e-11,-5.2582494e-11,-3.2633488e-06,-8.093545e-11,-1.6304379,-0.1583786,9.0173025e-10,0.0080844015,-3.8295905e-11
4206,-1.7171748e-09,-7.114808e-09,-6.703689e-05,-3.498106e-11,-0.86735153,-0.27500916,-1.9315873e-08,-0.029474743,-2.93862e-11
4207,-0.00073933555,-0.0017961609,-0.014498493,-6.253391e-11,-0.741251,-0.20843124,-2.3153543e-08,-0.025356457,-2.9030132e-11
4208,-0.010860036,-0.021572864,-0.029659277,-2.0384613e-08,-0.12740898,-0.22952652,-1.5489356e-08,-0.03288129,-2.8034845e-11
4209,-0.056194734,-0.083180144,-0.055226535,-5.5053697e-06,-0.9748497,-0.20148468,-2.1773022e-08,-0.026738241,-2.6986777e-11
4210,-0.08666103,-0.12127918,-0.06816146,-4.328437e-05,-1.4369345,-0.20142746,-4.8179846e-08,-0.03821668,-3.376331e-11
4211,-0.084277526,-0.12511984,-0.064181976,-5.697936e-05,-1.5344658,-0.22621536,-8.506272e-08,-0.044964552,-4.0939585e-11
4212,-0.06939492,-0.07643094,-0.05699268,-1.1967613e-10,-0.9530935,-0.19921875,-3.462673e-08,-0.06485449,-2.8968355e-11
4217,7.619908e-12,9.01185e-12,5.526685e-09,-3.9945637e-11,-3.068656,-0.3032341,1.0958559e-09,0.010177083,4.291511e-11
4218,-7.604313e-12,-8.704471e-12,-6.794022e-08,-1.5487847e-11,-1.1364727,-0.28468323,-1.1905525e-09,-0.008065514,1.2493746e-11
4219,-1.7024555e-11,-2.1914547e-11,-2.680091e-08,-1.8450796e-11,-1.0071316,-0.28927612,-3.6932608e-09,-0.017351821,5.8845706e-12
4220,-3.093012e-11,-4.456858e-11,-9.215508e-09,-2.1106027e-11,-0.66784286,-0.30673218,-1.03171764e-08,-0.033118613,-2.2138194e-13
4221,-7.687008e-11,-1.5772571e-10,-2.1783793e-08,-3.181236e-11,-0.18177605,-0.2974472,-3.465985e-08,-0.06239979,-1.3165028e-11
4222,-9.021572e-11,-1.9768105e-10,-8.154914e-08,-2.8095928e-11,0.054979324,-0.2825775,-3.696782e-08,-0.06400778,-1.5297933e-11
4223,-3.2472528e-11,-4.7372852e-11,-1.14649545e-07,-1.1152267e-11,0.2925129,-0.3327675,-9.928245e-09,-0.037838534,-3.8456356e-12
4224,-1.5151994e-11,-1.8926662e-11,-7.444337e-08,-8.784619e-12,-0.12618256,-0.3238716,-2.7628495e-09,-0.019073077,1.8563484e-12
4225,-8.801546e-12,-1.3201017e-11,-8.09827e-08,-1.4499603e-11,-0.9742508,-0.22836685,-1.3436727e-09,-0.008893266,4.059404e-12
4226,-1.13797825e-11,-1.6985153e-11,-4.5116973e-08,-1.6674093e-11,-1.0101223,-0.13982773,-1.8191102e-09,-0.010093838,4.1044876e-12
4227,-3.8204006e-11,-1.873631e-10,-6.167914e-07,-2.9012799e-11,-0.86220837,-0.1408844,-5.5938516e-09,-0.024912134,7.202225e-14
4228,-1.7145139e-08,-6.6082697e-07,-0.000223853,-3.9517077e-11,-0.56317425,-0.16371536,-9.835052e-09,-0.03961628,-7.356567e-12
4229,-0.002194097,-0.0029109844,-0.02394347,-4.1359444e-11,-0.92891884,-0.2837677,-1.1391375e-08,-0.040700838,-2.4786971e-11
4230,-0.040514678,-0.043822534,-0.037729144,-5.935875e-08,-1.9608698,-0.45414352,-8.717585e-09,-0.005650893,-1.0722011e-10
4233,-0.0009947754,-0.0056041083,-0.015740916,-7.421741e-08,-2.2160473,-0.2569046,-1.8725412e-09,0.0050725415,-4.331327e-12
4234,2.636883e-11,2.1065177e-10,1.8655567e-06,-7.416012e-12,-0.96385765,-0.24281693,1.3106805e-09,0.0058444887,-1.6893494e-11
4235,-4.066629e-12,-5.0423415e-12,2.1758314e-08,-1.02885755e-11,-0.6309223,-0.16984558,-1.051788e-09,-0.001426287,-4.0117246e-11
4236,-3.9652846e-08,-1.683207e-06,-0.00067672227,-1.1522128e-10,-0.1848259,-0.26078796,-5.322179e-09,-0.019176167,-4.584877e-11
4237,-0.00118575,-0.004071367,-0.021979801,-9.156188e-11,0.067653656,-0.35947037,-9.105297e-09,-0.036907323,-5.981929e-11
4238,-0.025774788,-0.030145304,-0.05082334,-6.8761954e-11,-1.0053453,-0.40963364,-9.787119e-09,-0.025513634,-1.1875702e-10
4239,0.044814788,0.04743218,0.01760187,-3.4685688e-10,-2.054843,-0.5561409,4.6629822e-08,0.08314039,-2.8699534e-10
4241,-5.858508e-14,-2.4674637e-12,1.3598847e-07,-2.7272754e-11,-1.7225685,-0.1139946,-6.455014e-11,0.0055841953,-2.2011469e-11
4242,2.865513e-09,2.4515971e-09,2.0534131e-05,-1.2556872e-11,-1.0283337,-0.24022675,1.3351276e-10,0.0034679621,-7.0242423e-12
4243,-7.964753e-06,-3.1698676e-06,-0.011169617,-2.631527e-11,-1.1910229,-0.23274994,-2.2630978e-08,-0.015849963,-1.6220109e-11
4244,-0.0001903742,-5.9370002e-05,-0.0010787928,-9.846179e-12,-1.0413418,-0.25405502,1.372257e-09,0.009589374,-9.262639e-12
4245,-0.0013921618,-0.0011196674,-0.01439099,-3.0199662e-11,-1.100296,-0.16848755,-8.35815e-09,-0.010807991,-1.4371379e-11
4246,-0.019801883,-0.024922479,-0.041340746,-7.5499024e-11,-0.9600401,-0.13720322,-2.8837848e-08,-0.05557695,-2.9478954e-11
4247,-0.05117387,-0.058083616,-0.063582726,-1.3598327e-10,-0.6890745,-0.17699051,-3.5188265e-08,-0.073445804,-3.3526897e-11
4248,-0.0590113,-0.06448622,-0.07131968,-8.1377016e-11,-0.3535223,-0.16440964,-2.7507228e-08,-0.076435305,-2.6146231e-11
4253,1.5092198e-11,1.7910139e-11,4.9348643e-08,-3.24882e-11,-3.2172127,-0.30983734,2.0871802e-09,0.01571861,2.004466e-11
4254,7.345983e-11,1.5990825e-10,1.1326495e-06,-1.17369725e-11,-1.059597,-0.30735397,-5.2298255e-10,-0.0055399165,1.0743063e-11
4255,-9.04507e-12,-1.5487223e-11,-8.660785e-07,-1.6086452e-11,-0.92697906,-0.31520462,-2.5401903e-09,-0.012680255,5.1047534e-12
4256,-2.206417e-11,-4.0453592e-11,-9.042687e-07,-1.5828908e-11,-0.6912842,-0.32628632,-3.4445335e-09,-0.015298128,2.3436947e-12
4257,-7.036358e-11,-2.1819004e-10,-3.2033677e-06,-1.9997823e-11,-0.5122719,-0.29784012,-5.2881415e-09,-0.023374684,-6.2795255e-13
4258,-1.0524946e-09,-4.4068553e-09,-3.0540672e-05,-1.9166904e-11,-0.5341873,-0.26800156,-4.7848427e-09,-0.022218108,-6.3405184e-13
4259,-8.358162e-09,-2.411459e-08,-0.00011550842,-1.4625828e-11,-0.5547714,-0.29159927,-3.0765026e-09,-0.018057324,9.5483e-13
4260,-6.487201e-10,-3.637155e-09,-2.001637e-05,-1.2120513e-11,-0.8313675,-0.2629547,-8.3805407e-10,-0.006802857,3.2083607e-12
4261,2.6371745e-11,1.5074686e-10,9.873827e-08,-7.1309902e-12,-1.1702843,-0.20046997,1.4590835e-09,0.0062068477,5.6505495e-12
4262,3.6769303e-11,1.4740881e-10,5.416021e-07,-4.524714e-12,-1.1937933,-0.09726715,4.0921337e-09,0.010903917,8.351979e-12
4263,-1.00747424e-10,-9.810934e-10,-3.4551383e-06,-2.3855654e-11,-1.0226488,-0.07060242,-6.359752e-09,-0.020207524,-1.2261962e-12
4264,-4.3430587e-06,-1.7214405e-05,-0.0028479856,-3.840875e-11,-0.7330408,-0.12716675,-1.3140911e-08,-0.04189089,-1.4289812e-11
4265,-0.00021927187,-0.00047357797,-0.0143094435,-3.3872197e-11,-0.68384457,-0.29497528,-7.861759e-09,-0.026455805,-3.3889364e-11
4266,-0.034441814,-0.040709212,-0.030897647,-1.4965457e-07,-1.3630466,-0.48685455,-7.2779187e-09,-0.004324615,-9.34472e-11
4269,-0.031011641,-0.05467461,-0.026116438,-0.010384012,-1.9680033,-0.23192215,-2.9654494e-08,0.0006068647,-7.8255805e-12
4270,1.3318721e-06,1.1836642e-05,7.182872e-05,-6.424315e-10,-0.92926025,-0.21652603,6.322409e-10,0.0019679368,-1.3197554e-11
4271,-1.1992392e-10,-7.674906e-10,-1.4392266e-05,-3.5110803e-11,-0.27198792,-0.11748123,-1.2242535e-08,-0.029059514,-4.6170793e-11
4272,-6.382582e-09,-2.9616245e-08,-0.0001404347,-3.1495036e-11,-0.28787613,-0.25248718,-5.6246012e-09,-0.023952838,-4.9570768e-11
4273,-0.0002755308,-0.0005996119,-0.012852302,-3.8592574e-11,-0.233922,-0.33099365,-8.252483e-09,-0.029234715,-6.508769e-11
4274,-0.095716126,-0.10791298,-0.079713866,-3.3986442e-08,-0.37625027,-0.35972214,-3.3158468e-08,-0.06716865,-1.0479842e-10
4277,-0.013622473,-0.026222615,-0.04538864,-6.8553953e-07,-2.14221,-0.0023918152,-1.3450996e-08,-0.031124622,-1.8355487e-11
4278,2.5397912e-05,2.6920277e-05,-0.0066761104,-4.7409815e-10,-1.1200047,-0.25778198,-8.075265e-10,-0.0022659749,-3.4857187e-12
4279,-3.713547e-08,-3.3346275e-08,-0.00036013444,-2.0049462e-11,-1.1710339,-0.25328827,-6.0172134e-10,-0.00042716414,-3.2062061e-12
4280,-0.00038932945,-0.00024118737,-0.0068533625,-1.9493199e-11,-0.9876976,-0.3374176,-1.7947741e-08,-0.011564694,-1.2912737e-11
4281,-0.0009650519,-0.0006134728,-0.0071899774,-1.8226934e-11,-0.84759045,-0.26376343,-1.2875077e-08,-0.008689776,-1.2113172e-11
4282,-0.014482333,-0.013454832,-0.03238561,-3.6519537e-11,-0.6733246,-0.15978241,-4.622903e-08,-0.04490593,-2.6081984e-11
4283,-0.030781632,-0.035036225,-0.04887553,-5.7123084e-11,-0.42287922,-0.11551666,-5.1976528e-08,-0.07571796,-3.4748465e-11
4284,-0.021745661,-0.026102448,-0.046601437,-5.561251e-10,-0.04725647,-0.28637314,-1.3217802e-08,-0.0466282,-1.9632816e-11
4285,-0.12844688,-0.1464049,-0.092499636,-0.006188855,-0.86572266,-0.4866066,-9.523342e-08,-0.13189328,-6.404983e-11
4289,6.1124394e-10,2.5296207e-09,1.24207845e-05,-2.8622535e-11,-1.9660912,-0.33890533,2.1794344e-09,0.010803662,1.2989353e-11
4290,4.204715e-08,1.3483961e-07,8.509279e-05,-1.227389e-11,-0.8083706,-0.3411026,-6.59357e-10,-0.0066500306,7.372207e-12
4291,5.4200053e-05,9.336976e-05,0.0068319053,1.8950813e-12,-0.73599434,-0.3347473,2.9054892e-09,0.009470768,7.373546e-12
4292,-6.028019e-08,-1.7079982e-07,-0.0004558848,-1.2706267e-11,-0.4713459,-0.33748627,-2.2288358e-09,-0.011626914,2.0597864e-12
4293,-5.854975e-07,-1.6575958e-06,-0.0019912776,-1.578257e-11,-0.5114498,-0.31176758,-2.7988367e-09,-0.013193317,2.4814525e-13
4294,-9.128615e-06,-1.989519e-05,-0.0048256945,-1.6423113e-11,-0.6946831,-0.28095245,-1.9925075e-09,-0.009461515,8.2751167e-13
4295,-3.0651936e-05,-4.698901e-05,-0.0043869903,-1.9805393e-11,-0.8079128,-0.27977753,-1.2929373e-09,-0.0066929907,1.5790078e-12
4296,-3.352878e-06,-7.13042e-06,-0.0015788795,-2.0508067e-11,-1.016983,-0.25006104,-2.378009e-10,-0.0009370744,2.4201127e-12
4297,1.7313569e-07,6.026718e-07,2.8070848e-05,-9.113765e-12,-0.9975624,-0.2101326,1.0709407e-09,0.0053111687,2.1946021e-12
4298,-6.4729466e-05,-0.00028359485,-0.008087975,-2.4058117e-11,-0.9067602,-0.13154602,-2.158172e-08,-0.017440125,-1.1002192e-11
4299,-0.0009689637,-0.0017479332,-0.013541783,-3.536514e-11,-0.73590946,-0.08071518,-4.4145956e-08,-0.04659427,-2.4514987e-11
4300,-0.00019534906,-0.0006853872,-0.010672378,-3.3950093e-11,-0.542984,-0.15202332,-1.3874785e-08,-0.034088217,-2.459135e-11
4301,-0.0058181467,-0.010048039,-0.030983731,-3.7584394e-11,-0.42320442,-0.32829285,-5.4123745e-09,-0.014254764,-4.182741e-11
4302,-0.06275807,-0.06498758,-0.046500698,-1.3397623e-05,-0.4998865,-0.484581,-2.9417304e-08,-0.045943215,-8.820002e-11
4306,-7.1087084e-07,-5.889282e-06,-0.0030177077,-1.4372372e-08,-1.3756084,-0.19231033,-9.899175e-10,0.0017783865,-1.2893107e-11
4307,-4.938245e-06,-1.1259266e-05,-0.0058674626,-9.653148e-11,-0.24821472,-0.08793259,-1.706394e-08,-0.032798402,-4.643475e-11
4308,-0.00019958876,-0.00043265117,-0.010075142,-6.4710924e-11,-0.21616936,-0.21998978,-1.8117976e-08,-0.041457206,-6.1546546e-11
4309,-0.0026555434,-0.004902237,-0.023900822,-1.5585394e-10,-0.26097488,-0.35413742,-5.9333285e-09,-0.017186299,-6.294351e-11
4310,-0.04206004,-0.029160053,-0.035386793,-5.520077e-06,-0.5278721,-0.47154236,-9.348071e-09,-0.016039148,-7.4570926e-11
4314,0.050303873,0.06587567,0.03809377,-2.6986817e-07,-1.641859,-0.25426865,2.2956652e-08,0.061451435,1.0107137e-11
4315,0.000119645294,0.00018511104,0.007649368,-2.2645825e-10,-1.0618019,-0.29697418,3.7371155e-09,0.016385816,1.10068205e-13
4316,-6.414582e-05,-7.950845e-05,-0.0057850773,-8.708223e-11,-0.72670937,-0.39279175,-3.3680259e-09,-0.01088243,-3.708228e-12
4317,-0.0025242714,-0.0020205546,-0.018079123,-4.143723e-11,-0.44252014,-0.4233513,-3.0332636e-08,-0.041950874,-1.8013618e-11
4318,-0.00984204,-0.008892904,-0.029806321,-3.9803008e-11,-0.23051834,-0.35821152,-4.6433883e-08,-0.058270834,-2.5381728e-11
4319,-0.014094251,-0.01868092,-0.03632711,-4.881602e-11,-0.104156494,-0.29119873,-2.7545068e-08,-0.05443675,-2.1635124e-11
4320,-0.023759115,-0.029371822,-0.037310127,-1.2303924e-08,0.20936775,-0.42388916,-9.161331e-09,-0.032104924,-1.12558435e-11
4321,-0.022901915,-0.020860301,-0.019802675,-3.240316e-06,0.5269699,-0.51125336,-6.734318e-09,-0.031222366,-8.4614885e-12
4325,8.365393e-05,0.00017099184,0.008631223,-3.927042e-10,-1.7050648,-0.19132996,5.6420966e-09,0.022734046,1.4216366e-11
4326,0.00019481024,0.00032880914,0.004815793,-8.799049e-10,-0.69389725,-0.37230682,3.4056669e-10,-0.001741752,5.3331055e-12
4327,0.008111448,0.0121092005,0.019960556,-6.115925e-10,-0.59485245,-0.34886932,7.155357e-09,0.022504948,6.731473e-12
4328,-0.00073816016,-0.0010180012,-0.00690809,-6.084947e-10,-0.37945938,-0.3355713,-2.3918627e-09,-0.010374114,-1.3396922e-13
4329,-0.0035585933,-0.004730617,-0.016049948,-1.0516825e-09,-0.47384453,-0.31873703,-4.67009e-09,-0.017645523,-2.936297e-12
4330,-0.0028126542,-0.002620036,-0.003738774,-1.0940262e-09,-0.50180817,-0.31486893,-9.524701e-10,-0.0042939484,-6.7428355e-13
4331,-0.0020992504,-0.0020680493,-0.007880567,-9.141568e-10,-0.556057,-0.30481339,-1.924656e-09,-0.010293998,-9.952247e-13
4332,-0.00039133406,-0.00022757461,-0.0026153382,-2.5914712e-10,-0.8066063,-0.30200958,1.3415757e-10,-0.00030905753,2.7710126e-13
4333,-0.0014315369,-0.0020222105,-0.006512109,-1.0048855e-10,-0.62428665,-0.2970047,-5.5312785e-09,-0.010771252,-5.7000862e-12
4334,-0.008778446,-0.01030629,-0.01603572,-9.371437e-11,-0.5481911,-0.26628113,-3.607215e-08,-0.033544898,-2.1814127e-11
4335,-0.005535203,-0.0082990695,-0.016888838,-3.8891432e-11,-0.49764252,-0.24446106,-2.9568985e-08,-0.02981928,-2.3818003e-11
4336,-0.0011507971,-0.0018202383,-0.003948599,-1.4634714e-10,-0.48536396,-0.30321503,4.9389826e-11,0.00438042,-2.0585107e-11
4337,-0.016405381,0.0017626137,-0.0123701915,-4.778901e-06,-0.72494316,-0.44033813,2.5697403e-08,0.0037086308,-2.60435e-11
4338,-0.016736925,0.014620036,-0.011146374,-0.0012705376,-0.39735985,-0.5899887,3.6756873e-09,-0.024187088,-5.9466e-11
4342,2.8131296e-08,-2.265947e-07,-0.00062744063,-2.3501945e-08,-1.8959923,-0.16262436,8.8353946e-10,0.010236204,-1.1892223e-11
4343,-1.0992024e-05,-3.0828745e-05,-0.004472429,-7.6042017e-10,-0.295681,-0.06907654,-2.5250113e-09,-0.005384177,-3.0381177e-11
4344,-4.216704e-05,-0.00013985482,-0.007013295,-3.7601533e-10,-0.16025352,-0.17765045,-3.6594923e-09,-0.009933963,-4.5502657e-11
4345,-0.012907399,-0.01776322,-0.016372448,-3.103743e-08,-0.22362709,-0.31431198,-2.1506157e-09,-0.0010145456,-5.3255764e-11
4346,-0.03333489,-0.018819809,-0.023575336,-0.0002194725,-0.48806477,-0.4622116,-5.0240487e-09,-0.015543193,-6.115554e-11
4350,0.0045275786,0.0073838285,0.016272062,-5.3796293e-06,-1.5485058,-0.36226654,5.7176575e-09,0.030232511,-2.5080424e-12
4351,8.940922e-05,0.000216067,0.0038164323,-9.247537e-09,-1.0496216,-0.32968903,2.021162e-09,0.008713484,-1.7233263e-12
4352,1.5367856e-05,0.00013522731,-0.0002148347,-3.4957357e-09,-0.58903503,-0.41040802,2.6008706e-10,5.4717064e-05,5.5640215e-13
4353,-0.00023376563,-0.0001070131,-0.003027998,-1.1788361e-09,-0.23212814,-0.46177673,-9.34218e-10,-0.004950911,-6.632195e-14
4354,-0.0010580271,-0.0013621161,-0.007322518,-8.550587e-10,-0.047985077,-0.45919418,-1.8971988e-09,-0.008007802,-3.9497156e-12
4355,-0.0023468775,-0.0033667544,-0.009901,-9.765782e-10,0.012273788,-0.44135666,-2.180311e-09,-0.008280307,-6.9688144e-12
4356,-0.04265312,-0.051053457,-0.023790613,-0.0002643026,0.41223907,-0.32990265,-3.9205588e-08,-0.061796084,-2.2557164e-11
4357,-0.010033043,-0.003440775,-0.0064845383,-8.747652e-06,0.39601707,-0.3371582,-4.086436e-09,-0.02182161,-6.2240837e-12
4360,0.0050275284,0.00765091,0.029813932,1.708955e-09,-2.2445717,-0.59843063,1.3328568e-08,0.057609234,2.8478818e-11
4361,0.0014490302,0.002332894,0.020194251,-2.8129308e-09,-0.773304,-0.34104156,5.865971e-09,0.020689026,1.0629445e-11
4362,0.016433941,0.024670701,0.013009956,-5.570429e-07,-0.65597534,-0.3615265,7.926543e-09,0.018427119,6.6604916e-12
4363,-0.019036891,-0.026000697,-0.02313536,-1.2168671e-06,-0.4413643,-0.31447983,-1.1963586e-08,-0.036379963,-7.1329505e-12
4364,-0.014151908,-0.01795093,-0.009392668,-1.9282788e-06,-0.5339546,-0.29151154,-8.284058e-09,-0.018104255,-5.212445e-12
4365,-0.03452814,-0.046244513,-0.024934018,-1.9523768e-06,-0.46845436,-0.2897339,-1.9332816e-08,-0.046776965,-1.1084984e-11
4366,-0.029369192,-0.03628595,-0.024023876,-2.5511437e-07,-0.61750984,-0.30088806,-1.29186954e-08,-0.03725779,-7.822812e-12
4367,-0.00879126,-0.008875103,-0.008868501,-3.75035e-08,-0.5851269,-0.31279373,-2.6508982e-09,-0.009734899,-2.3034838e-12
4368,-0.0062875263,-0.0053427853,-0.0050203986,-2.704843e-08,-0.4622841,-0.3374977,-1.8668498e-09,-0.0064542145,-2.8476735e-12
4369,-0.012523908,-0.012384389,-0.008252416,-3.5077484e-08,-0.3385315,-0.3348198,-6.4503247e-09,-0.015549034,-7.28035e-12
4370,-0.009651173,-0.008320946,-0.0063990876,-3.210895e-08,-0.3483944,-0.31708908,-5.3006666e-09,-0.011520132,-8.704162e-12
4371,-0.0033333786,-0.00062705204,-0.003648661,-3.3487154e-08,-0.41308498,-0.30069733,-1.3961099e-10,0.00025728345,-9.37609e-12
4372,-0.0054657757,0.0012368336,-0.0077495053,-4.4815437e-07,-0.495677,-0.3002243,5.140386e-09,0.005597517,-1.2272856e-11
4373,-0.004630536,0.0042333454,-0.0025394112,-0.00015099024,-0.9598789,-0.32854462,1.2511066e-08,-0.0044883788,-1.8484159e-11
4378,1.8854166e-06,1.4113466e-06,-0.0018497459,-2.6116925e-07,-2.4014416,-0.23049545,1.6740653e-09,0.013330959,-1.0305656e-11
4379,-0.000113491435,-0.00032678794,-0.0029899254,-3.8453933e-08,-0.31592178,-0.09022522,1.5882407e-10,0.003770113,-2.2491991e-11
4380,-0.0023448232,-0.0042174184,-0.007495776,-1.2960095e-07,-0.22694397,-0.16160583,-4.7167603e-10,0.0023953319,-3.176649e-11
4381,-0.013485435,-0.016050946,-0.013009265,-7.900511e-06,-0.19031143,-0.2527008,-1.2036061e-09,0.0026688576,-4.058389e-11
4382,-0.022405252,-0.0073432624,-0.016029596,-0.0025121765,-0.45612907,-0.41233063,2.1683661e-08,-0.001840204,-4.2408063e-11
4386,-1.5957272e-07,-4.544595e-06,-0.001856189,-9.2011815e-06,-2.228651,-0.3171425,7.021219e-10,0.013067506,-8.734315e-12
4387,0.00030001547,0.0008428611,0.0026870407,-3.5200623e-07,-1.0807838,-0.37224197,1.5997443e-09,0.006721668,-3.4660087e-12
4388,0.02008482,0.026026797,0.026698595,-3.589855e-07,-0.47275543,-0.4242592,7.749893e-09,0.026702449,2.3505226e-12
4389,0.034221213,0.040762167,0.029011466,-4.3572652e-07,-0.0798893,-0.44085693,1.129929e-08,0.033726916,3.4551112e-12
4390,0.013005298,0.016161729,0.009680383,-2.1001326e-06,0.13982582,-0.41087723,5.0102074e-09,0.013491437,-3.1607494e-12
4391,0.0044944957,0.008569151,0.0021471605,-1.8381132e-05,0.060230255,-0.35562515,4.6077204e-09,0.009036019,-5.3999513e-12
4392,-0.024709202,-0.028306961,-0.016653486,-0.00960631,0.42685318,-0.27062988,-9.259376e-08,-0.048548996,-3.405142e-11
4393,-0.018180009,-0.0153381415,-0.01015646,-0.003173597,0.070323944,-0.08813095,-1.0740401e-08,-0.030804783,-1.1157568e-11
4396,4.7930604e-07,1.9391534e-06,0.0010160817,-1.0083654e-08,-0.96326065,-0.5362816,3.409708e-09,0.013119191,1.2027905e-11
4397,-0.023896739,-0.034472775,-0.021827513,-4.5251523e-05,0.084718704,-0.32425308,-1.5774662e-08,-0.045698628,-9.882796e-12
4398,-0.024272136,-0.03697015,-0.017764743,-0.0019533627,-0.14050865,-0.35097885,-1.7734727e-08,-0.02971688,-1.0060803e-11
4399,-0.038213927,-0.062039923,-0.029602077,-0.010035568,-0.41800308,-0.2864952,-3.31607e-08,-0.033686772,-1.51394e-11
4400,-0.057725858,-0.09405501,-0.042243447,-0.0121568125,-0.41524124,-0.246418,-4.569388e-08,-0.05446568,-2.0759745e-11
4401,-0.04481963,-0.07640393,-0.031534538,-0.008470644,-0.7112503,-0.27217102,-3.2412924e-08,-0.037633017,-1.2342686e-11
4402,-0.030373398,-0.048048183,-0.020711146,-0.00014919358,-0.6869736,-0.3178978,-1.511723e-08,-0.024083182,-5.5433574e-12
4403,-0.0058875233,-0.005348392,-0.0031555742,-4.2239453e-06,-0.36889267,-0.34705353,-3.4167975e-09,-0.009383857,-2.3443539e-12
4404,-0.011247359,-0.013511375,-0.005030893,-9.378036e-06,-0.19264221,-0.35738754,-1.5596342e-08,-0.022271782,-7.373421e-12
4405,-0.010744318,-0.012054607,-0.0071780235,-1.9130839e-05,-0.23422623,-0.33971405,-3.3520415e-08,-0.02599229,-1.3138865e-11
4406,-0.011471599,-0.008785188,-0.0076353475,-3.0448053e-05,-0.28254986,-0.31205368,-3.9694136e-08,-0.022530094,-1.6130555e-11
4407,-0.011091366,-0.0064519197,-0.0072161406,-5.609885e-05,-0.38481617,-0.2805481,-3.5249215e-08,-0.018208355,-1.7223716e-11
4408,-0.0035905987,0.0039059669,-0.0017846003,-0.00016194615,-0.6293812,-0.26270676,2.0100686e-09,-0.003944993,-1.0459508e-11
4409,0.010029182,0.018550634,0.0072190464,-0.0017966566,-1.3744259,-0.27865982,9.077223e-08,0.0020375848,6.7053862e-12
4414,7.100456e-05,0.00013601827,-0.001768819,-5.843352e-06,-1.9729958,-0.28321457,1.5056951e-09,0.010490127,-8.846868e-12
4415,0.0011247043,0.0015019346,-0.00026156753,-1.4057124e-05,-0.3654499,-0.11175156,1.1916335e-09,0.0058790594,-1.7344022e-11
4416,-0.011853509,-0.0110294,-0.01032988,-0.00040020072,-0.35432053,-0.15529251,-2.4897382e-09,-0.003185168,-2.387985e-11
4417,-0.028453998,-0.023654848,-0.02123078,-0.0025498017,-0.18536568,-0.19473267,-1.887782e-08,-0.026142016,-3.4879988e-11
4418,-0.0031707734,0.012308776,-0.0055330843,-0.004470719,-0.48953056,-0.3466835,3.7408725e-08,0.022357732,-1.7006063e-11
4422,3.6515935e-06,1.5551232e-05,0.0017888718,-0.00016507588,-2.5658092,-0.3209343,2.468397e-09,0.024791993,-9.68587e-12
4423,0.030428007,0.038541574,0.034075804,-1.2317406e-05,-0.8170719,-0.43204117,1.1465891e-08,0.040218942,-6.4708655e-13
4424,0.03471715,0.041353732,0.025892287,-0.00010081669,0.036445618,-0.46559143,1.2998655e-08,0.0375856,-1.2330692e-12
4425,0.026901253,0.03698539,0.013522096,-0.0005119704,0.22974968,-0.45466995,2.9286692e-08,0.046562538,2.4235128e-12
