,bn,bs,sn,ss,sst,po4,prey,fe,lat,upwelling,stratification
37,0.60745335,0.27234572,0.07725263,0.04294838,-1.7367632,1.3401122e-06,0.2476874,3.4300518e-10,66.44353539051718,0,1.769717e-06
38,0.6152554,0.25178823,0.08589431,0.047061976,-1.4215183,1.4346095e-06,0.23349021,3.699948e-10,66.44353539051718,0,7.556091e-07
39,0.6060229,0.3230033,0.045821592,0.025152164,-1.1662138,1.6187279e-06,0.28809774,4.25553e-10,66.44353539051718,0,2.8925098e-07
40,0.6121542,0.3342841,0.034908365,0.018653302,-0.98946166,1.7467584e-06,0.29988834,4.6200152e-10,66.44353539051718,1,5.733277e-07
41,0.6175507,0.33722594,0.030065304,0.015158048,-0.8250141,1.7989207e-06,0.29382318,4.7559584e-10,66.44353539051718,1,4.300391e-07
42,0.6189393,0.32984227,0.03366817,0.017550174,-0.7783552,1.8277265e-06,0.28566146,4.8271354e-10,66.44353539051718,1,-1.5594173e-07
43,0.62215894,0.32783437,0.033109378,0.016897328,-0.7320945,1.8421009e-06,0.28125086,4.859079e-10,66.44353539051718,1,1.8407604e-07
44,0.6138343,0.3419157,0.029418828,0.0148311425,-1.0529276,1.8300645e-06,0.29833877,4.807154e-10,66.44353539051718,1,-1.269944e-06
45,0.6248647,0.23036703,0.09551104,0.04925726,-1.1480863,1.7260745e-06,0.20390774,4.4602494e-10,66.44353539051718,1,-1.072742e-06
46,0.61246794,0.2873536,0.06598476,0.034193676,-1.2663792,1.7279822e-06,0.2467786,4.4806717e-10,66.44353539051718,1,-8.843341e-07
47,0.6210766,0.2908589,0.058814876,0.029249629,-1.2948346,1.7111024e-06,0.25134778,4.4332168e-10,66.44353539051718,1,-7.1131495e-07
48,0.5997018,0.22784427,0.112795144,0.059658814,-1.2925899,1.6402533e-06,0.19771634,4.1967219e-10,66.44353539051718,1,-6.36796e-07
49,0.6043169,0.2563297,0.09091476,0.04843862,-1.2909331,1.6323154e-06,0.2606938,4.1736192e-10,66.44353539051718,1,-4.53084e-07
50,0.6054196,0.33801913,0.036899667,0.019661592,-1.2353894,1.6888052e-06,0.30206624,4.3550427e-10,66.44353539051718,1,-1.9284107e-07
51,0.6103831,0.33331358,0.036589965,0.019713363,-1.0262727,1.7237734e-06,0.298976,4.4473264e-10,66.44353539051718,1,5.2786163e-08
52,0.6123983,0.32551992,0.04043677,0.021645,-0.82170504,1.7468606e-06,0.28516576,4.4895906e-10,66.44353539051718,1,3.3590948e-07
53,0.6198867,0.19454077,0.12121518,0.064357355,-0.5466992,1.7236554e-06,0.16671021,4.3793047e-10,66.44353539051718,1,4.147796e-07
54,0.6011674,0.18900333,0.1363296,0.073499694,-0.6940689,1.7153313e-06,0.15725417,4.321506e-10,66.44353539051718,1,-5.017659e-07
55,0.6172057,0.22516827,0.10284421,0.054781806,-1.1314805,1.661807e-06,0.20165594,4.1456547e-10,66.44353539051718,0,-1.0650272e-06
56,0.5975111,0.25973108,0.091725774,0.05103198,-1.4215454,1.6465111e-06,0.21178022,4.1039375e-10,66.44353539051718,1,-8.1005413e-07
57,0.59582555,0.23081313,0.11295605,0.060405225,-1.5909426,1.6355102e-06,0.20221388,4.071897e-10,66.44353539051718,1,-1.667114e-07
58,0.6147114,0.25561154,0.08534855,0.044328477,-1.7194974,1.6391417e-06,0.22222474,4.0993484e-10,66.44353539051718,1,-3.281417e-07
59,0.61941534,0.25311527,0.08413127,0.04333805,-1.7837158,1.6548237e-06,0.2196147,4.1762951e-10,66.44353539051718,1,2.6836915e-09
60,0.5972546,0.2273861,0.11439608,0.060963288,-1.8127261,1.6283533e-06,0.19991142,4.1297618e-10,66.44353539051718,1,-1.5139449e-08
61,0.6123873,0.23498382,0.10122175,0.0514071,-1.820563,1.6778441e-06,0.2030046,4.3627588e-10,66.44353539051718,1,-3.467223e-07
62,0.6214331,0.24557735,0.087820545,0.04516895,-1.820245,1.7000596e-06,0.21119708,4.4997941e-10,66.44353539051718,1,-4.4586773e-07
63,0.6212164,0.23833957,0.09214774,0.04829624,-1.8140856,1.6504077e-06,0.21233395,4.3826573e-10,66.44353539051718,1,-5.5710626e-07
64,0.62090397,0.24568117,0.08714432,0.04627053,-1.8109604,1.5801887e-06,0.22097334,4.185587e-10,66.44353539051718,1,-8.070256e-07
65,0.63072276,0.26477697,0.0688592,0.03564098,-1.8495022,1.5581813e-06,0.24165529,4.1390477e-10,66.44353539051718,1,-8.991691e-07
66,0.6087678,0.2939133,0.06327528,0.034043573,-1.8659168,1.486939e-06,0.25108838,3.9267797e-10,66.44353539051718,0,1.2120051e-07
67,0.6142896,0.2920891,0.060822185,0.032799143,-1.8334159,1.5253754e-06,0.2589765,4.0338013e-10,66.44353539051718,0,1.1346508e-06
68,0.6296755,0.26085612,0.07337246,0.03609586,-1.7048084,1.7197623e-06,0.22006163,4.6185114e-10,66.44353539051718,1,-6.177768e-07
69,0.60221136,0.21584952,0.11902254,0.062916525,-1.6522155,1.6778267e-06,0.18881811,4.4682444e-10,66.44353539051718,1,-1.1959036e-06
70,0.61893034,0.27262932,0.07054261,0.037897814,-1.4301027,1.592379e-06,0.23690853,4.2333356e-10,66.44353539051718,0,-1.2808628e-06
72,0.68776786,0.28934008,0.016155688,0.006736387,2.000507,1.4104447e-06,0.31354213,3.7806075e-10,59.44156799225373,1,-5.538983e-07
73,0.6751602,0.29740864,0.019107122,0.008324036,2.1021805,1.3487612e-06,0.3103917,3.601237e-10,59.44156799225373,1,-3.3125207e-06
74,0.67071325,0.29946545,0.020553917,0.009267397,2.7779129,1.3643923e-06,0.2831097,3.673102e-10,59.44156799225373,1,-8.081131e-07
75,0.68199515,0.2873828,0.020906024,0.009716019,3.3323233,1.3642887e-06,0.2764602,3.6939887e-10,59.44156799225373,1,-6.764774e-07
76,0.7134596,0.24506955,0.028279714,0.013191182,3.9519265,1.3266481e-06,0.28239813,3.6057743e-10,59.44156799225373,1,-2.9787122e-07
77,0.7364305,0.21338572,0.033947404,0.016236352,4.4618607,1.3260384e-06,0.26329046,3.628134e-10,59.44156799225373,1,1.2238536e-07
78,0.73372567,0.2136023,0.035208225,0.017463718,4.24256,1.3643903e-06,0.25558883,3.725938e-10,59.44156799225373,1,-1.0095175e-07
79,0.7405608,0.2003888,0.039168596,0.01988175,4.00083,1.3869276e-06,0.23724365,3.772967e-10,59.44156799225373,1,-2.8520105e-07
80,0.7215978,0.23222117,0.03134304,0.01483806,3.3420799,1.4338776e-06,0.25149894,3.8641135e-10,59.44156799225373,1,-2.612428e-07
81,0.71073246,0.24468072,0.03042456,0.014162265,2.99177,1.4443864e-06,0.25725862,3.864969e-10,59.44156799225373,1,3.657783e-08
82,0.7072748,0.25125894,0.02862369,0.012842555,2.7566981,1.4473774e-06,0.26403984,3.8535386e-10,59.44156799225373,1,-1.1173148e-07
83,0.7049351,0.2522192,0.029433977,0.013411784,2.6592894,1.4524609e-06,0.26336354,3.8552408e-10,59.44156799225373,1,-8.535787e-08
84,0.69991964,0.25460187,0.031195525,0.014282942,2.593699,1.4473775e-06,0.26190928,3.8227135e-10,59.44156799225373,1,-1.8675306e-07
85,0.7043509,0.25072083,0.030720815,0.0142075,2.6276555,1.4537286e-06,0.26172024,3.831365e-10,59.44156799225373,1,-2.0433629e-07
86,0.7109041,0.24309331,0.031397317,0.014605258,2.9149022,1.4296495e-06,0.25948745,3.76038e-10,59.44156799225373,1,-1.9847573e-07
